Listing ID,Price,Latitude,Longitude,District,Layout,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Floor Space,Refundable security deposit,Ownership Type,Building Type,Heating,Renovation,PENB,Age,Total number of floors,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky,Investment Advisor
709031,"CZK 33,750",50.0723321,14.4399493,"Jana Masaryka, Prague - Vinohrady",2 bedroom,"CZK 11,250",Furnished,3,No,No,No,No,No,Yes,No,02. 05. 2022,155,369,147,651,45,545,205,328,671,484,,82 m²,,,,,,,,,,,,,,,,
708888,"CZK 18,000",50.0992269,14.3632307,"Arabská, Prague - Vokovice",2 bedroom,"CZK 6,000",Furnished,9,No,No,No,No,No,Yes,No,01. 05. 2022,126,352,449,240,383,460,336,130,"1,420",331,,53 m²,,,,,,,,,,,,,,,,
709190,"CZK 15,319",50.1080609,14.4828384,"Nad Kolčavkou A, Prague - Libeň",Studio,"CZK 5,106",Furnished,1,No,No,No,No,No,No,No,03. 05. 2022,420,741,425,495,194,893,285,624,454,365,,32 m²,,,,,,,,,,,,,,,,
708824,"CZK 57,750",50.0895437,14.4260543,"Rybná, Prague - Staré Město",3 bedroom,"CZK 19,250",Furnished,3,No,No,No,No,No,No,No,12. 04. 2022,138,70,36,61,45,257,146,128,234,214,,86 m²,,,,,,,,,,,,,,,,
616116,"CZK 9,000",50.058906,14.496043,"Chmelová, Prague - Záběhlice",Small studio,"CZK 2,000",,4,No,No,Yes,No,No,No,No,01. 05. 2022,264,618,300,821,537,323,452,830,366,144,Good,21 m²,,Personal,Prefab concrete building,,,A,,,,,,,,,,
708810,"CZK 46,500",50.0882058,14.4262315,"Rybná, Prague - Staré Město",1 bedroom with open-plan kitchen,"CZK 15,500",Furnished,3,No,No,No,No,No,Yes,No,10. 04. 2022,281,192,58,183,11,368,315,297,289,305,,53 m²,,,,,,,,,,,,,,,,
708821,"CZK 57,375",50.0906989,14.4202425,"Dušní, Prague - Josefov",3 bedroom,"CZK 19,125",Furnished,3,Yes,No,No,No,No,No,No,20. 04. 2022,103,449,207,253,71,270,138,381,247,455,,97 m²,,,,,,,,,,,,,,,,
709778,"CZK 19,000",50.04106,14.32389,"Bellušova, Prague - Stodůlky",3 bedroom,"CZK 3,200",Furnished,5,No,No,No,Yes,No,No,No,01. 04. 2022,301,832,638,587,628,603,419,623,395,136,Excellent,82 m²,"CZK 30,000",Cooperative,Prefab concrete building,District heating,Overall,B,,,Premium materials and solutions,,,,,,,
709959,"CZK 11,500",50.08141,14.36742,"U Ladronky, Prague - Břevnov",1 bedroom,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,09. 03. 2022,286,635,444,502,427,438,410,767,533,346,Excellent,33 m²,"CZK 11,500",Personal,Brick building,Gas boiler,,E,,,,,,,,,,
709958,"CZK 15,800",50.03221,14.61024,"Václava Trojana, Prague - Uhříněves",1 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,4,No,No,Yes,Yes,Yes,Yes,Yes,14. 03. 2022,184,"1,142",309,"1,151",650,"1,096",667,"1,171",812,365,New build,45 m²,"CZK 20,000",Personal,Brick building,,,C,,,,,,,,,,
704402,"CZK 15,500",50.0967609,14.359944,"K Lánu, Prague - Vokovice",2 bedroom,,Furnished,2,Yes,No,No,No,No,No,No,10. 03. 2022,166,132,76,155,93,100,335,377,"1,265",219,Good,57 m²,"CZK 20,000",Personal,Brick building,District heating,,G,,,,,,,,,,
709955,"CZK 23,000",50.0487803,14.429177049324,"K Sídlišti, Prague - Nusle",1 bedroom with open-plan kitchen,"CZK 5,700",Partially furnished,5,No,No,Yes,Yes,Yes,Yes,No,09. 03. 2022,127,"1,022",329,537,351,617,385,489,765,240,Excellent,55 m²,"CZK 25,000",Personal,Brick building,,,G,,,,,,,,,,
709952,"CZK 28,000",50.05162,14.40692,"Křížová, Prague - Smíchov",Other,"CZK 5,500",Unfurnished,5,No,No,No,No,No,Yes,Yes,09. 03. 2022,153,583,454,"1,154","1,352",656,970,"1,254",,,Excellent,117 m²,"CZK 25,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
709271,"CZK 15,000",50.0815959,14.4553439,"Radhošťská, Prague - Žižkov",2 bedroom,"CZK 1,000",Furnished,5,Yes,No,Yes,No,No,Yes,No,05. 03. 2022,186,312,161,262,132,533,220,268,531,115,Excellent,49 m²,"CZK 25,000",Personal,Brick building,,,G,,,,,,,,,,
708790,"CZK 48,750",50.0894663,14.4240032,"Masná, Prague - Staré Město",Studio,"CZK 16,250",Furnished,6,No,No,No,No,No,Yes,No,01. 04. 2022,62,263,122,95,13,113,64,46,150,138,,46 m²,,,,,,,,,,,,,,,,
708390,"CZK 15,000",50.0830406,14.4543538,"Táboritská, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 2,800",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,81,284,1,358,149,205,259,322,612,309,New build,49 m²,"CZK 18,000",Personal,Brick building,,,G,,,,,,,,,,
141481,"CZK 25,000",50.0933162,14.5096046,Prague - Hrdlořezy,2 bedroom with open-plan kitchen,"CZK 4,000",Unfurnished,3,Yes,No,No,No,No,Yes,No,01. 04. 2022,91,282,490,257,"1,116",547,"1,289",927,98,,Excellent,75 m²,"CZK 58,000",Personal,Brick building,Central heating,,G,10 to 30 years years,Top floor,Premium materials and solutions,,,,,,,
709940,"CZK 15,000",50.0423,14.55427,"Milánská, Prague - Horní Měcholupy",3 bedroom with open-plan kitchen,"CZK 6,000",Partially furnished,5,Yes,No,Yes,Yes,Yes,Yes,No,21. 03. 2022,230,87,47,536,449,553,503,431,521,195,Excellent,95 m²,"CZK 15,000",Personal,Prefab concrete building,Other,Overall,C,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
142125,"CZK 14,500",50.0110168,14.4503214,"Smotlachova, Prague - Kamýk",1 bedroom with open-plan kitchen,"CZK 2,500",Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,400,"1,076",405,552,"1,128",674,977,592,138,,Excellent,50 m²,"CZK 29,000",Personal,Other,District heating,Overall,C,,Middle floor,,,,,,,,
642558,"CZK 27,000",50.085989,14.450022,"Dalimilova, Prague - Žižkov",2 bedroom with open-plan kitchen,"CZK 2,900",Furnished,6,Yes,Yes,No,No,Yes,Yes,No,01. 04. 2022,201,328,174,335,112,296,40,351,40,677,Excellent,56 m²,"CZK 29,900",Personal,Brick building,Gas boiler,Overall,C,1 to 10 years years,Top floor,Premium materials and solutions,,,,,,,
708777,"CZK 90,000",50.0909662,14.4174193,"Břehová, Prague - Josefov",5 bedroom,"CZK 30,000",Furnished,6,Yes,Yes,No,No,No,Yes,No,21. 04. 2022,60,336,266,417,6,503,391,634,138,634,,222 m²,,,,,,,,,,,,,,,,
420093,"CZK 14,000",50.0906118,14.3482669,"Na Okraji, Prague - Veleslavín",2 bedroom,"CZK 3,600",Furnished,2,No,No,Yes,No,No,No,No,01. 03. 2022,229,186,263,453,189,298,346,151,493,173,,54 m²,"CZK 30,000",Personal,Prefab concrete building,,,,,,,,,,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,"CZK 8,000",Partially furnished,3,Yes,No,No,No,Yes,No,No,,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,120 m²,"CZK 18,000",Personal,Prefab concrete building,,,,,Top floor,,,,,,,,
708784,"CZK 20,000",50.09088,14.42928,"Soukenická, Prague - Nové Město",1 bedroom,"CZK 3,000",Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,127,307,160,135,57,213,31,277,371,421,Good,45 m²,"CZK 30,000",Personal,Brick building,,,G,,,,,,,,,,
708760,"CZK 43,875",50.0840648,14.4187033,"Jilská, Prague - Staré Město",1 bedroom with open-plan kitchen,"CZK 14,625",Furnished,3,No,No,No,No,No,Yes,No,13. 04. 2022,298,541,99,261,14,253,193,593,251,217,,53 m²,,,,,,,,,,,,,,,,
709929,"CZK 15,000",50.04995,14.34762,"Seydlerova, Prague - Stodůlky",2 bedroom with open-plan kitchen,"CZK 6,100",Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,14. 03. 2022,215,514,9,89,32,196,225,63,"1,300",178,Excellent,150 m²,"CZK 30,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
704639,"CZK 15,000",50.09454,14.45286,"Sokolovská, Prague - Karlín",1 bedroom,"CZK 3,500",Partially furnished,5,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,58,410,85,137,20,218,572,"1,354",374,457,Excellent,34 m²,"CZK 18,500",Cooperative,Brick building,Central heating,Interior,G,,Middle floor,Premium materials and solutions,4 m²,,,,,,
690553,"CZK 14,500",50.0851483,14.4512417,"Štítného, Prague - Žižkov",1 bedroom,CZK 850,Partially furnished,4,No,No,No,No,No,Yes,No,11. 03. 2022,173,144,56,115,75,165,167,383,199,457,Excellent,31 m²,"CZK 25,000",Personal,Other,Central heating,Overall,C,1 to 10 years years,Middle floor,Standard materials and solutions,,,,,,,
365867,"CZK 16,900",50.1142489,14.4696908,Prague - Libeň,1 bedroom with open-plan kitchen,"CZK 2,388",Partially furnished,1,Yes,No,Yes,No,No,Yes,Yes,,208,"1,098",66,"1,215",166,337,139,"1,375",835,273,,42 m²,,Personal,Brick building,,,,,,,,,,,,,
709921,"CZK 27,675",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,"CZK 9,225",Furnished,3,No,No,No,No,No,Yes,No,13. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,30 m²,,,,,,,,,,,,,,,,
623090,"CZK 14,500",50.098557,14.377386,"Velvarská, Prague - Dejvice",1 bedroom with open-plan kitchen,"CZK 2,400",Unfurnished,1,No,Yes,No,No,No,No,No,01. 03. 2022,328,"1,163",244,806,202,633,"1,050",223,927,354,Good,53 m²,"CZK 14,500",Personal,Brick building,,Interior,G,,Ground floor,,,,,,,,
487073,"CZK 17,000",50.0679582,14.3986123,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,"CZK 4,000",Partially furnished,2,No,No,No,No,No,No,No,,223,103,96,468,105,190,312,525,750,307,,50 m²,"CZK 21,000",Personal,Brick building,,,,,,,,,,,,,
709913,"CZK 15,000",50.08224,14.44579,"Bořivojova, Prague - Žižkov",1 bedroom with open-plan kitchen,"CZK 1,000",Furnished,1,No,No,No,No,No,Yes,No,09. 03. 2022,516,522,154,549,6,228,263,353,679,300,Excellent,33 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
683054,"CZK 30,000",50.0899,14.42658,"Benediktská, Prague - Staré Město",3 bedroom,"CZK 1,000",Unfurnished,4,Yes,No,No,No,No,Yes,No,14. 02. 2022,141,133,97,123,0,261,179,161,266,246,Excellent,110 m²,"CZK 60,000",Personal,Brick building,,,G,,,,,,,,,,
709174,"CZK 17,500",50.127542,14.4488589,"Košťálkova, Prague - Kobylisy",3 bedroom,"CZK 1,800",Partially furnished,2,No,No,Yes,Yes,No,Yes,No,07. 03. 2022,317,"1,400",230,555,211,229,789,353,"1,214",127,Excellent,68 m²,"CZK 35,000",Personal,Prefab concrete building,,Overall,D,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
370527,"CZK 12,000",50.0517178,14.3473571,"Petržílkova, Prague - Stodůlky",1 bedroom with open-plan kitchen,"CZK 5,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,76,558,154,140,89,68,207,281,"1,229",158,,45 m²,"CZK 32,000",Personal,Prefab concrete building,,,,,Middle floor,Standard materials and solutions,,,,,,,
186908,"CZK 25,000",50.0883417,14.4186341,"Maiselova, Prague - Josefov",2 bedroom,CZK 500,Partially furnished,4,Yes,No,No,No,No,No,No,,194,243,183,334,2,456,311,576,37,557,Excellent,85 m²,"CZK 25,000",Personal,Brick building,Gas boiler,Interior,,1 to 10 years years,Middle floor,Premium materials and solutions,,,,,,,
606350,"CZK 22,000",50.107541,14.447903,"Ortenovo Náměstí, Prague - Holešovice",2 bedroom,"CZK 1,000",Partially furnished,3,No,No,No,No,No,Yes,No,09. 03. 2022,35,549,53,427,270,247,243,889,397,196,Excellent,75 m²,"CZK 25,000",Personal,Brick building,,Overall,G,1 to 10 years years,,Standard materials and solutions,,,,,,,
709893,"CZK 15,000",50.05363,14.43595,"Kotorská, Prague - Nusle",1 bedroom,"CZK 4,000",Furnished,8,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,251,837,87,390,146,303,395,262,429,278,Excellent,46 m²,"CZK 30,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
709223,"CZK 15,000",50.0209468,14.4421338,"Rabyňská, Prague - Kamýk",2 bedroom,"CZK 3,500",Partially furnished,1,Yes,No,No,No,No,Yes,No,04. 03. 2022,249,801,290,775,848,467,359,391,889,76,Excellent,60 m²,"CZK 15,000",Personal,Prefab concrete building,,,G,,,,,,,,,,
389966,"CZK 14,900",50.0757959,14.4544847,Prague - Vinohrady,1 bedroom with open-plan kitchen,"CZK 1,900",Furnished,2,No,Yes,Yes,No,No,No,No,01. 07. 2021,61,333,90,188,77,225,27,584,688,201,Good,50 m²,"CZK 30,000",Cooperative,Brick building,Other,Overall,G,1 to 10 years years,Raised ground floor,Premium materials and solutions,,,,,,,
709885,"CZK 11,000",50.10895,14.49978,"Bassova, Prague - Vysočany",1 bedroom,"CZK 3,000",Partially furnished,1,No,No,No,No,No,Yes,No,15. 03. 2022,165,250,164,240,103,251,512,471,437,286,Excellent,37 m²,"CZK 11,000",Personal,Prefab concrete building,,,C,,,,,,,,,,
709327,"CZK 16,125",50.1138866,14.4798456,"U Pekařky, Prague - Libeň",Studio,"CZK 5,375",Furnished,2,No,No,No,No,No,No,No,02. 04. 2022,185,178,"1,337",331,979,"1,134","1,351",938,317,,,30 m²,,,,,,,,,,,,,,,,
709871,"CZK 11,500",50.0593868,14.2918632,"Nedašovská, Prague - Zličín",1 bedroom,,Partially furnished,1,No,No,Yes,Yes,Yes,No,No,21. 03. 2022,185,745,927,918,104,"1,029",385,"1,333",345,362,Excellent,40 m²,"CZK 11,000",Cooperative,Prefab concrete building,,,G,,,,,,,,,,
709868,"CZK 25,000",50.06455,14.36044,"Na Výši, Prague - Košíře",3 bedroom,"CZK 2,800",Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 04. 2022,179,996,"1,219",402,"1,112",732,271,426,321,,Excellent,89 m²,"CZK 50,000",Personal,Brick building,Gas boiler,Overall,G,,Raised ground floor,Premium materials and solutions,135 m²,,,,,,
518142,"CZK 15,000",50.1561538,14.5187928,"Bermanova, Prague - Čakovice",1 bedroom with open-plan kitchen,"CZK 3,400",Unfurnished,2,Yes,No,No,No,Yes,Yes,Yes,ihned,309,769,44,52,"1,354",740,162,125,,,New build,48 m²,"CZK 30,000",Personal,Brick building,,,B,,,,,,,,,,
173714,"CZK 11,900",50.1043889,14.5549776,"Hejtmanská, Prague - Kyje",1 bedroom,"CZK 1,900",Furnished,1,No,No,No,No,No,No,No,25. 04. 2021,235,475,474,235,376,543,"1,136",731,545,,New build,40 m²,"CZK 14,000",Personal,Brick building,Gas boiler,Overall,A,1 to 10 years years,Ground floor,Premium materials and solutions,,,,,,,
698322,"CZK 17,000",50.07683,14.46802,"náměstí Jiřího z Lobkovic, Prague - Vinohrady",1 bedroom with open-plan kitchen,"CZK 2,200",Partially furnished,3,No,No,Yes,Yes,No,Yes,No,07. 02. 2022,147,439,67,299,57,280,20,784,143,118,Excellent,66 m²,"CZK 34,000",Personal,Brick building,District heating,Overall,D,10 to 30 years years,Middle floor,Standard materials and solutions,,,,,,,
709207,"CZK 14,400",50.10559,14.52226,"Modrého, Prague - Hloubětín",1 bedroom with open-plan kitchen,"CZK 2,800",Partially furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,492,"1,304",694,"1,285",856,742,"1,233","1,301",915,227,New build,54 m²,"CZK 21,000",Personal,Other,,,B,,,,,,,,,,
709864,"CZK 22,000",50.09892,14.43203,"Veverkova, Prague - Holešovice",3 bedroom,"CZK 1,000",Partially furnished,5,No,No,Yes,No,No,Yes,No,20. 03. 2022,58,615,63,51,67,119,142,83,400,,Excellent,71 m²,"CZK 25,000",Personal,Brick building,,,G,,,,,,,,,,
573663,"CZK 20,900",50.0899503,14.3420175,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,"CZK 3,900",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,11. 04. 2022,188,582,118,232,196,272,254,118,913,245,New build,65 m²,"CZK 35,000",Personal,Brick building,Central heating,,C,1 to 10 years years,Top floor,Premium materials and solutions,,Yes,,,,,
709390,"CZK 61,357",50.0928722,14.4500782,"Křižíkova a, Prague - Karlín",4 bedroom with open-plan kitchen,"CZK 20,452",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 05. 2022,123,293,167,222,66,246,411,"1,258",283,254,,219 m²,,,,,,,,,,,,,,,,
708902,"CZK 59,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",2 bedroom with open-plan kitchen,"CZK 19,750",Furnished,7,No,Yes,No,No,No,Yes,No,14. 03. 2022,120,466,224,270,88,288,156,399,230,467,,100 m²,,,,,,,,,,,,,,,,
709856,"CZK 29,925",50.0643299,14.4102127,"Strakonická, Prague - Smíchov",Studio,"CZK 9,975",Furnished,2,No,No,No,No,No,Yes,No,02. 04. 2022,211,382,250,989,170,745,812,"1,050",387,543,,30 m²,,,,,,,,,,,,,,,,
705073,"CZK 20,000",50.08141,14.49942,"Počernická, Prague - Malešice",1 bedroom with open-plan kitchen,"CZK 3,500",Furnished,6,No,Yes,No,No,No,Yes,Yes,01. 03. 2022,89,180,47,127,51,232,197,572,806,126,New build,55 m²,,Personal,Brick building,,,C,,,,,,,,,,
647951,"CZK 16,500",50.069714,14.552931,"Pod Areálem, Prague - Štěrboholy",1 bedroom with open-plan kitchen,"CZK 3,500",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,453,"1,049",665,570,627,418,586,655,,,New build,56 m²,"CZK 20,000",Personal,Brick building,Central heating,,B,1 to 10 years years,Top floor,Premium materials and solutions,,,,,,,
709852,"CZK 39,000",50.0987,14.67176,"Slavětínská, Prague - Klánovice",2 bedroom with open-plan kitchen,"CZK 4,500",Partially furnished,1,Yes,Yes,No,Yes,Yes,Yes,No,01. 04. 2022,0,444,"1,076",255,8,494,436,633,487,,New build,108 m²,"CZK 39,000",Personal,Low-energy building,,,G,,,,,,,,,,
173856,"CZK 9,000",50.1152939,14.4665961,Prague - Libeň,Small studio,"CZK 2,000",Furnished,3,No,No,No,No,No,No,No,01. 04. 2022,120,965,134,"1,386",19,188,126,"1,242","1,005",331,Excellent,18 m²,"CZK 15,000",Personal,Brick building,Central heating,Interior,,,Middle floor,Standard materials and solutions,,,,,,,
639682,"CZK 9,900",50.114484,14.479922,"U Pekařky, Prague - Libeň",Small studio,"CZK 1,900",Partially furnished,4,Yes,Yes,No,No,No,No,No,15. 03. 2022,250,114,"1,401",395,"1,034","1,070","1,286","1,027",252,,Excellent,22 m²,"CZK 18,000",Personal,Brick building,Gas boiler,Overall,C,1 to 10 years years,Middle floor,,,,,,,,
552860,"CZK 15,000",50.0564933,14.5217297,Prague - Hostivař,3 bedroom,"CZK 3,000",Partially furnished,3,No,No,No,Yes,No,Yes,No,01. 05. 2022,165,725,381,687,709,729,"1,183",986,742,156,Excellent,68 m²,"CZK 20,000",Personal,Prefab concrete building,,,,,Middle floor,,,,,,,,
709777,"CZK 13,000",50.08185,14.31757,"Jinočanská, Prague - Ruzyně",1 bedroom with open-plan kitchen,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,293,243,392,"1,263",883,471,,,,,Excellent,48 m²,"CZK 15,000",Personal,Brick building,,,G,,,,,,,,,,
709041,"CZK 67,500",50.090911,14.4295366,"Soukenická, Prague - Nové Město",2 bedroom with open-plan kitchen,"CZK 22,500",Furnished,4,Yes,Yes,No,No,No,Yes,Yes,11. 04. 2022,144,325,176,152,60,230,49,259,388,439,,90 m²,,,,,,,,,,,,,,,,
709729,"CZK 28,000",50.12026,14.46009,"Pod Hliništěm, Prague - Kobylisy",2 bedroom with open-plan kitchen,,Partially furnished,2,Yes,No,No,No,Yes,No,No,14. 03. 2022,72,79,73,507,170,109,748,448,956,514,New build,99 m²,"CZK 30,000",Personal,Low-energy building,Gas boiler,Overall,C,1 to 10 years years,Middle floor,Premium materials and solutions,,Yes,,,,,
709842,"CZK 13,000",50.08977,14.47543,"Na Vápence, Prague - Žižkov",2 bedroom,"CZK 1,000",Partially furnished,2,Yes,No,Yes,No,No,No,No,01. 04. 2022,186,"1,008",254,252,200,301,314,334,351,267,Excellent,50 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
624802,"CZK 14,500",50.0835739,14.377198,"Šlikova, Prague - Břevnov",1 bedroom,"CZK 2,000",Furnished,1,No,Yes,No,No,No,No,No,03. 03. 2022,231,"1,093",193,565,68,370,290,494,221,369,Excellent,40 m²,"CZK 29,000",Personal,Low-energy building,Central heating,Overall,A,1 to 10 years years,Middle floor,Premium materials and solutions,6 m²,,,,,,
707384,"CZK 25,500",50.0901585,14.3426685,"Na Okraji, Prague - Veleslavín",1 bedroom with open-plan kitchen,"CZK 8,500",Furnished,1,No,No,No,No,No,No,No,14. 03. 2022,142,547,112,211,216,280,208,0,878,210,,90 m²,,,,,,,,,,,,,,,,
708903,"CZK 56,250",50.0908563,14.4202783,"Dušní, Prague - Josefov",3 bedroom,"CZK 18,750",Furnished,4,No,No,No,No,No,Yes,No,17. 04. 2022,120,466,224,270,88,288,156,399,230,467,,105 m²,,,,,,,,,,,,,,,,
696803,"CZK 14,900",50.10955,14.474,"Na Rokytce, Prague - Libeň",1 bedroom with open-plan kitchen,"CZK 1,500",Furnished,3,No,No,No,No,No,No,No,01. 03. 2022,205,971,177,528,443,255,306,801,273,108,Excellent,42 m²,,Personal,Brick building,,Overall,B,,,,,,,,,,
574891,"CZK 9,000",50.013945,14.4122129,"Na Cikorce, Prague - Modřany",1 bedroom,"CZK 5,000",Furnished,6,No,No,No,No,No,No,No,,129,"1,146",710,"1,047",241,"1,014",549,746,638,,,32 m²,"CZK 10,000",Personal,Prefab concrete building,,,C,,,,,,,,,,
443721,"CZK 10,000",50.1425035,14.5253098,"Kadečkové, Prague - Letňany",Studio,"CZK 2,500",Furnished,3,Yes,No,No,No,No,Yes,No,01. 04. 2022,752,"1,107","1,436",298,"1,231","1,354",596,411,,,Excellent,32 m²,"CZK 12,500",Personal,Brick building,,,B,1 to 10 years years,Middle floor,,,,,,,,
33641,"CZK 14,000",50.0768071,14.4045114,"Arbesovo náměstí, Prague - Smíchov",1 bedroom,"CZK 2,400",Unfurnished,3,No,No,No,Yes,No,No,No,01. 04. 2022,85,218,24,76,80,112,226,917,737,366,,52 m²,"CZK 16,400",Personal,Brick building,Central heating,Interior,G,,Top floor,,,,,,,,
217228,"CZK 13,000",50.0700183,14.4491642,"Na Královce, Prague - Vršovice",Studio,"CZK 1,600",Partially furnished,4,No,No,No,No,No,No,No,01. 04. 2022,188,711,268,257,207,386,241,483,435,250,Excellent,34 m²,"CZK 15,000",Personal,Brick building,Gas boiler,Overall,,,Attic,Premium materials and solutions,,,,,,,
510353,"CZK 13,500",50.0865641,14.4543515,"Roháčova, Prague - Žižkov",1 bedroom,"CZK 2,500",Furnished,2,No,No,Yes,No,No,No,No,09. 03. 2022,103,168,64,534,43,230,245,268,226,409,Excellent,37 m²,"CZK 20,000",Personal,Brick building,Central heating,Overall,,,Middle floor,Standard materials and solutions,,,,,,,
707369,"CZK 51,750",50.0802704,14.4260824,"Štěpánská, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 17,250",Furnished,6,No,No,No,No,No,Yes,No,14. 03. 2022,288,586,250,131,26,252,214,638,273,511,,80 m²,,,,,,,,,,,,,,,,
707379,"CZK 60,000",50.0757302,14.4269087,"Ječná, Prague - Nové Město",1 bedroom with open-plan kitchen,"CZK 20,000",Furnished,3,No,No,No,No,No,No,No,18. 04. 2022,177,647,182,40,38,122,28,102,350,194,,,,,,,,,,,,,,,,,,
709830,"CZK 8,000",50.02085,14.44118,"Písnická, Prague - Kamýk",Studio,"CZK 2,000",Partially furnished,9,Yes,No,Yes,No,Yes,Yes,No,01. 04. 2022,316,862,352,836,842,431,292,490,822,244,Excellent,30 m²,"CZK 16,000",Personal,Prefab concrete building,District heating,Interior,G,,Middle floor,Standard materials and solutions,,,,,,,
709118,"CZK 15,000",50.0718599,14.4069708,"Staropramenná, Prague - Smíchov",Small studio,,Furnished,1,No,No,No,No,No,No,No,03. 03. 2022,84,431,29,122,32,316,525,"1,005","1,152",639,Excellent,30 m²,"CZK 15,000",Personal,Brick building,,Interior,G,,,,,,,,,,
708457,"CZK 20,000",50.07847,14.44563,"Polská, Prague - Vinohrady",2 bedroom with open-plan kitchen,CZK 800,Partially furnished,4,No,No,No,No,No,Yes,No,01. 03. 2022,391,639,26,496,37,339,315,78,245,393,Good,90 m²,"CZK 20,000",Personal,Brick building,,,G,,,,,,,,,,
