Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Heating,Condition,Ownership,Age,Balcony,Parking,New-build,Terrace,Reconstruction,EPC,Designe,Cellar,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee
"CZK 17,990","CZK 6,177",728763,2 bedroom,8/12/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",Brick,,Very good,Personal,,,,,,,D,,1.0,,,,"CZK 24,167"
"CZK 15,000","CZK 2,630",728758,Studio,8/5/2022,32 m²,Partly,3,,447.53,1576.21,480.27,1471.64,559.49,1039.86,1323.51,1227.95,281.37,129.45,Prague - Vysočany,50.10835,14.51666,"CZK 30,000",Low-energy,,New-build,,,,,,,,B,,1.0,,,,
"CZK 79,000","CZK 20,000",714217,3+kk,7/1/2022,164 m²,Fully furnished,4,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,"CZK 158,000",Other,Distance,New-build,Personal,,,1.0,,1.0,,B,Luxurious,1.0,,,,
"CZK 17,999","CZK 2,900",728750,Studio,8/8/2022,35 m²,Fully furnished,3,,136.17,533.73,148.82,399.01,113.9,218.9,246.18,258.55,606.75,369.32,Prague - Nové Město,50.07448,14.42355,"CZK 20,000",Low-energy,,Very good,,,,,,,,B,,,,,,
"CZK 12,000","CZK 4,000",156031,Studio,,30 m²,Partly,2,,432.98,1498.76,401.42,727.27,413.92,405.83,625.37,247.22,1113.21,158.6,"Veleňská, Prague - Kobylisy",50.1279628,14.4474614,"CZK 12,500",Brick,Electric boiler,,Personal,,,,,,,,,1.0,,,,
"CZK 16,000","CZK 2,500",661437,Studio,5/2/2021,42 m²,Fully furnished,1,1.0,205.82,1571.02,95.85,1610.99,162.36,151.43,739.32,259.73,1200.79,118.49,"Bratislavská, Prague - Hostivař",50.04417,14.51701,"CZK 16,000",Brick,Central,New-build,Personal,Up to 10 years,,,1.0,1.0,Complete,C,Standard,1.0,,,,
"CZK 13,500","CZK 4,500",728729,Studio,8/5/2022,36 m²,Fully furnished,1,1.0,46.76,403.17,74.77,577.35,292.24,375.5,244.41,373.34,478.56,229.07,Prague - Žižkov,50.08685,14.46044,"CZK 18,000",Prefab concrete,,Very good,,,,,,,,B,,,,,1.0,
"CZK 17,990","CZK 4,100",728727,2+kk,8/29/2022,83 m²,Partly,2,1.0,250.06,693.17,691.8,1211.8,224.6,494.43,319.29,416.06,396.06,249.26,"Slévačská, Prague - Hloubětín",50.10432916666,14.5516875,"CZK 22,090",Brick,,Very good,Personal,,1.0,,,,,C,,,,,,"CZK 22,090"
"CZK 10,000","CZK 3,000",582018,Small studio,9/1/2022,24 m²,Partly,1,1.0,148.38,1404.38,485.13,1153.32,418.99,1225.6,607.95,601.43,789.15,312.48,"Novovysočanská, Prague - Vysočany",50.098943,14.482781,"CZK 15,000",Brick,,New-build,Personal,Up to 10 years,,,1.0,,,B,Standard,,,,,
"CZK 10,000","CZK 4,000",728693,Small studio,8/5/2022,52 m²,Fully furnished,3,1.0,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,"CZK 14,000",Brick,,Good,,,,,,,,F,,1.0,,,,
"CZK 17,000","CZK 4,000",728675,2+kk,8/20/2022,45 m²,Partly,2,,166.84,1124.88,512.9,1099.78,373.82,767.17,782.91,396.73,426.88,374.47,Prague - Řepy,50.07174,14.31355,"CZK 34,000",Brick,,Very good,,,,1.0,,1.0,Complete,G,,,,,,
"CZK 17,000",CZK 0,402921,3+kk,10/1/2022,54 m²,Fully furnished,3,1.0,247.36,515.78,221.66,299.32,254.93,257.21,279.28,240.38,577.58,319.4,"Křišťanova, Prague - Žižkov",50.0809713,14.4567301,"CZK 30,000",Brick,,Very good,Personal,Over 50 years,,,,,Exterior,,Standard,1.0,,,,
"CZK 31,000","CZK 9,458",159773,4+1,9/30/2022,120 m²,Partly,,,343.59,452.96,144.59,594.06,166.88,612.7,362.29,151.94,429.89,288.66,"Dvouletky, Prague - Strašnice",50.0757972,14.4972715,"CZK 60,000",Brick,,,Personal,,,,,1.0,,G,,,,,,
"CZK 16,000","CZK 5,000",723622,2+kk,6/25/2022,58 m²,Partly,4,,114.32,581.53,119.07,594.22,82.72,221.25,275.26,934.18,327.75,203.11,Prague - Holešovice,50.10803,14.44562,"CZK 16,000",Brick,,Very good,Personal,,,,,,,B,,1.0,,,,
"CZK 15,500","CZK 4,700",725322,2+kk,7/10/2022,43 m²,Fully furnished,2,1.0,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,"CZK 20,000",Prefab concrete,,Very good,,,,1.0,,,,G,,,,,,
"CZK 28,500","CZK 1,520",724154,2 bedroom,6/29/2022,85 m²,Unfurnished,5,,199.84,767.47,137.73,530.27,184.47,573.51,355.34,582.91,358.08,301.7,Prague - Bubeneč,50.10102,14.40399,"CZK 85,000",Brick,,Very good,,,,,,,Complete,G,Luxurious,,,,,
"CZK 30,900","CZK 5,300",671624,2+kk,9/15/2022,58 m²,Fully furnished,1,1.0,303.24,443.11,283.69,248.55,12.57,419.69,838.92,847.64,448.16,187.42,"Za Karlínským přístavem, Prague - Karlín",50.09595,14.44973,CZK 2,Brick,Distance,New-build,Personal,Up to 10 years,,1.0,1.0,1.0,Complete,C,Luxurious,1.0,1.0,,,
"CZK 35,900","CZK 6,000",678797,3+1,10/1/2022,125 m²,Unfurnished,1,,255.12,543.77,284.2,875.47,414.06,626.79,238.52,210.13,363.1,153.05,Prague - Smíchov,50.06458,14.40079,"CZK 70,000",Brick,Gas boiler,Good,Personal,,,,,,,G,,1.0,,,1.0,
"CZK 13,500","CZK 2,500",728526,2+kk,9/3/2022,45 m²,Partly,5,1.0,243.43,744.74,214.66,718.05,479.66,428.76,244.3,293.66,1079.08,172.13,Prague - Střížkov,50.12809,14.49535,"CZK 20,000",Prefab concrete,,Very good,Personal,,1.0,,,,Bathroom unit,G,Standard,,,,,
"CZK 12,700","CZK 3,000",728552,Studio,8/3/2022,30 m²,Partly,8,1.0,334.08,987.47,655.32,611.39,665.74,666.9,338.63,743.64,662.26,207.4,Prague - Stodůlky,50.04112,14.31989,"CZK 12,700",Low-energy,,New-build,,,1.0,,1.0,,,A,,,1.0,,,
"CZK 29,500","CZK 4,000",728268,3+kk,9/1/2022,67 m²,Partly,3,,216.74,697.52,163.81,257.36,169.1,273.67,247.77,532.32,346.64,239.01,Prague - Libeň,50.10707,14.47394,"CZK 40,000",Brick,,Very good,Personal,,,,,,Complete,G,,,,,,
"CZK 17,000","CZK 3,500",216916,2+kk,6/8/2022,60 m²,Partly,4,,129.36,182.73,97.31,513.71,106.32,248.34,330.17,280.14,235.25,359.7,"Roháčova, Prague - Žižkov",50.0868140356,14.4540507614,"CZK 34,000",Brick,Distance,,Personal,Up to 10 years,,,,,Complete,,Standard,,,,,
"CZK 17,500","CZK 4,500",700407,Studio,8/4/2022,50 m²,Partly,2,1.0,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,"CZK 20,000",Prefab concrete,Central,New-build,Personal,,,,,,,B,,,,,1.0,
"CZK 19,000","CZK 2,600",716430,2+kk,5/1/2022,41 m²,,3,1.0,29.12,388.4,90.25,502.6,93.65,641.29,105.84,195.6,244.57,263.39,"Újezd, Prague - Malá Strana",50.08393,14.40454,"CZK 20,000",Brick,,Very good,Personal,,1.0,,,,,G,,1.0,,,,
"CZK 15,000","CZK 3,500",720067,3+1,5/27/2022,56 m²,Unfurnished,4,1.0,246.83,253.06,273.22,206.44,237.55,393.71,281.6,235.95,1155.33,211.63,Prague - Střížkov,50.12468,14.49726,"CZK 30,000",Prefab concrete,,Very good,,,,,,,,D,,,,,1.0,
"CZK 17,900","CZK 2,100",727867,2+kk,8/8/2022,59 m²,Partly,2,1.0,358.9,514.57,460.88,555.19,238.38,399.7,631.95,1005.25,940.95,359.05,Prague - Podolí,50.06121,14.41729,"CZK 25,000",Brick,,Very good,,,1.0,,,,,C,,,,,,
"CZK 11,500",CZK 600,569348,Studio,9/1/2022,25 m²,Partly,5,,172.71,932.23,143.93,381.62,49,314.45,235.06,275.0,282.85,68.91,"Na Výtoni, Prague - Nové Město",50.0684511,14.4165468,"CZK 11,500",Brick,Electric boiler,,Personal,,,,,,,,,,,,,
"CZK 9,000","CZK 4,000",728476,2+kk,8/8/2022,50 m²,Fully furnished,,,328.59,570.45,312.66,337.01,199.08,383.29,282.3,246.56,286.33,168.45,Prague - Žižkov,50.09046,14.48527,"CZK 5,000",Brick,,Good,,,,,,,,B,,,,,,
"CZK 15,900","CZK 5,000",720255,2+kk,7/1/2022,35 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",Brick,,New-build,,,,1.0,1.0,,,A,,,,,,
"CZK 14,900","CZK 5,000",720261,2+kk,7/1/2022,45 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",Brick,,New-build,,,,1.0,1.0,1.0,,A,,,,,,
"CZK 14,900","CZK 5,000",720267,Studio,7/1/2022,35 m²,Partly,2,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 30,000",Brick,,New-build,,,,1.0,1.0,,,A,,,,,,
"CZK 16,000","CZK 5,000",720270,Studio,7/1/2022,42 m²,Partly,1,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,"CZK 32,000",Brick,,New-build,,,,1.0,1.0,,,A,,,,,,
CZK 1,"CZK 6,220",31263,3+1,4/27/2022,70 m²,Unfurnished,,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,"CZK 22,000",Brick,Electric boiler,Wrong,Personal,,,,,,Interior,,Standard,,,,,
"CZK 17,499","CZK 2,500",722445,2+kk,9/1/2022,37 m²,Partly,8,1.0,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,"CZK 40,000",Prefab concrete,Central,New-build,,10 to 30 years,1.0,1.0,1.0,,Complete,D,Standard,1.0,1.0,,,
"CZK 12,500","CZK 4,218",718018,1 bedroom,8/8/2022,33 m²,Fully furnished,7,1.0,423.81,755.26,194.1,693.63,478.72,403.77,283.04,282.2,444.28,215.1,"Bílinská, Prague - Prosek",50.12242,14.48951,"CZK 30,000",Prefab concrete,Distance,Very good,Personal,,,,,,Complete,G,,,,,1.0,
"CZK 7,750",CZK 400,728382,2 bedroom,8/2/2022,54 m²,Fully furnished,2,,163.29,1081.24,149.84,901.94,527.74,897.52,428.52,341.51,841.71,279.76,Prague - Strašnice,50.07283,14.50253,"CZK 8,500",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 16,500","CZK 3,128",700392,2+kk,9/1/2022,56 m²,Partly,2,1.0,62.62,253.7,135.1,529.09,224.12,252.89,238.04,386.76,553.04,86.32,"Argentinská, Prague - Holešovice",50.1026,14.44354,"CZK 16,500",Brick,Gas boiler,Very good,Personal,30 - 50 years,1.0,1.0,,,Exterior,D,Standard,1.0,,,,
"CZK 13,000","CZK 4,000",727051,1 bedroom,7/23/2022,35 m²,Partly,11,1.0,261.71,261.35,260.03,231.91,178.73,239.75,261.25,523.59,495.34,44.4,Prague - Stodůlky,50.04329,14.33048,"CZK 10,000",Prefab concrete,,Very good,,,,,,,,C,,,,,1.0,
"CZK 19,900","CZK 4,000",725384,2+kk,8/1/2022,52 m²,Partly,2,1.0,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,"CZK 23,900",Brick,,New-build,,,1.0,,1.0,,,A,Luxurious,,,,,
"CZK 32,900","CZK 2,500",612150,2 bedroom,9/1/2022,58 m²,Fully furnished,2,,378.93,565.45,5.93,190.59,38.11,242.82,66.62,706.47,344.49,423.48,"Havelská, Prague - Staré Město",50.084553,14.42046,"CZK 35,000",Brick,Gas boiler,Very good,Personal,Up to 10 years,,1.0,,,Interior,B,Standard,1.0,,,,
"CZK 22,000","CZK 6,900",728299,3+kk,11/1/2022,74 m²,Partly,2,1.0,150.15,781.8,202.98,3436.45,210.59,1404.28,827.13,265.56,1966.15,57.54,Prague - Čakovice,50.15736,14.51935,"CZK 40,000",Brick,Central,Very good,,,1.0,,,,,B,,,,,1.0,
"CZK 10,000","CZK 2,500",475975,Studio,8/2/2022,27 m²,Partly,5,,468.1,595.74,168.46,478.99,466.36,508.07,138.91,809.88,493.24,186.43,"Pejevové, Prague - Modřany",50.008473,14.4211704,"CZK 10,000",Prefab concrete,Central,,Personal,,,,,,,C,,,,,,
"CZK 19,500","CZK 3,900",728241,2 bedroom,9/26/2022,51 m²,Fully furnished,4,1.0,354.87,362.34,122.29,545.04,112.88,269.07,259.5,408.23,700.16,228.94,Prague - Holešovice,50.10086,14.44546,"CZK 30,000",Brick,,Very good,,,,,,,,G,,1.0,,,,
"CZK 21,000","CZK 5,500",386956,3+kk,9/19/2022,85 m²,Fully furnished,5,1.0,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,"Na Palouku, Prague - Strašnice",50.0789836,14.4876272,"CZK 26,500",Brick,Distance,Very good,Personal,,1.0,,,,,,,,,,,
"CZK 12,000","CZK 5,000",728213,Small studio,8/1/2022,60 m²,Partly,3,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,CZK 0,Brick,,Good,,,1.0,,,,,B,,,,,,
"CZK 6,500","CZK 2,800",728209,Small studio,9/1/2022,18 m²,Fully furnished,2,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,"CZK 4,000",Brick,,Good,,,1.0,,,,,B,,,,,,
"CZK 20,000","CZK 3,500",728045,2+kk,9/1/2022,48 m²,Fully furnished,1,1.0,252.84,370.4,310.08,329.52,231.78,423.93,1014.0,160.84,1692.92,53.21,Prague - Jinonice,50.05746,14.37166,"CZK 40,000",Low-energy,Central,New-build,,Up to 10 years,1.0,1.0,1.0,,,B,Standard,,,,,
"CZK 19,100",CZK 850,566448,3+1,8/15/2022,85 m²,Unfurnished,3,,51.73,331.17,161.11,354.19,85.77,364.91,121.15,155.18,633.79,687.66,"Korunní, Prague - Vinohrady",50.0755043,14.439581,"CZK 38,200",Brick,Electric boiler,Good,Personal,10 to 30 years,,,,,Complete,,Standard,,,,,
"CZK 25,000","CZK 5,000",670573,4+1,9/1/2022,76 m²,Fully furnished,1,,347.67,603.74,546.27,738.32,320.63,608.08,774.63,453.42,466.05,307.56,"Květinková, Prague - Žižkov",50.08943,14.49284,"CZK 30,000",Prefab concrete,,Good,Personal,,,,,,,G,,,,,,
"CZK 13,000","CZK 3,500",64768,2 bedroom,8/1/2022,60 m²,Partly,2,,229.48,2137.36,2210.54,3097.82,2253.09,2971.26,2346.56,2842.05,625.72,485.93,"Na Písku, Prague - Lochkov",50.0051454,14.3531764,"CZK 13,000",Brick,,Good,Personal,,,1.0,,,Complete,G,Standard,1.0,,,,
"CZK 12,000","CZK 2,800",727568,1 bedroom,10/1/2022,33 m²,Fully furnished,1,,227.47,1141.23,474.24,1264.41,200.28,322.42,459.85,430.37,518.28,374.12,Prague - Modřany,50.0013,14.40581,"CZK 30,000",Brick,,Very good,,,1.0,1.0,,,,G,,,,,,
"CZK 28,000","CZK 5,100",531338,2+kk,9/1/2022,58 m²,Fully furnished,7,1.0,526.52,1305.66,502.06,706.42,450.77,916.53,1085.0,1044.12,523.95,204.39,"Sanderova, Prague - Holešovice",50.10506,14.45906,"CZK 56,000",Other,Central,New-build,Personal,,1.0,1.0,1.0,,,B,,1.0,,,,
"CZK 15,000","CZK 3,850",728144,2+kk,9/1/2022,72 m²,Unfurnished,2,,87.28,290.55,1685.95,2037.85,98.95,501.86,234.32,342.69,527.19,146.3,Prague - Řeporyje,50.03167,14.31035,"CZK 37,700",Brick,,Very good,,,,1.0,,,,G,,,,,,
"CZK 19,500","CZK 3,500",535268,2 bedroom,9/1/2022,62 m²,Fully furnished,3,,241.55,1029.04,247.04,309.6,207.67,443.95,219.78,131.51,275.39,368.18,"Koněvova, Prague - Žižkov",50.0922383,14.4786372,"CZK 25,000",Brick,Central,Very good,Personal,,1.0,,,,Interior,,,,,,,
"CZK 22,000","CZK 2,000",659309,3+1,8/1/2022,76 m²,Unfurnished,2,1.0,140.38,290.88,110.65,222.53,54.63,9.49,206.46,186.61,647.97,294.23,"Korunní, Prague - Vinohrady",50.0755715,14.452486,"CZK 22,000",Brick,Central,,Personal,,,,,,,,,1.0,,,,
"CZK 19,000","CZK 4,500",672930,Studio,9/1/2021,34 m²,Fully furnished,1,1.0,86.73,354.45,88.37,197.83,59.56,391.78,425.67,275.04,260.5,600.46,"Zborovská, Prague - Smíchov",50.07303,14.40839,"CZK 19,000",Brick,,New-build,Personal,Up to 10 years,,,,,Complete,G,,1.0,,,,
"CZK 14,000","CZK 3,500",285837,Studio,8/15/2022,27 m²,Fully furnished,3,,115.69,556.73,119.83,294.59,21.03,331.72,198.65,232.91,444.52,135.17,"Slovinská, Prague - Vršovice",50.0703136,14.458881,"CZK 14,000",Brick,Other,Very good,Cooperative,Up to 10 years,,,,,Interior,,Luxurious,1.0,,,,
"CZK 32,000","CZK 5,950",728106,2+kk,11/1/2022,92 m²,Fully furnished,3,1.0,83.09,278.62,205.88,378.41,5.96,503.36,395.91,397.31,304.34,390.61,Prague - Libeň,50.10418,14.47862,"CZK 32,000",Brick,,Very good,,,,1.0,,,,C,,,1.0,,,
"CZK 16,500","CZK 3,500",577724,1 bedroom,8/1/2022,54 m²,Unfurnished,1,,219.5,946.05,841.32,968.01,597.45,658.25,447.78,336.51,656.48,308.93,"Na Fialce I, Prague - Řepy",50.069707,14.315345,"CZK 20,000",Brick,Gas boiler,New-build,Personal,,,1.0,,1.0,,E,Luxurious,1.0,,,,
"CZK 50,000","CZK 5,000",728055,3+kk,8/15/2022,96 m²,Unfurnished,,,274.08,1086.63,348.55,678.17,213.74,191.06,240.4,275.12,84.59,388.38,Prague - Vyšehrad,50.06589,14.41584,"CZK 50,000",Brick,,Very good,,,,,,1.0,,G,,,,,,
"CZK 13,000","CZK 3,000",726095,2+kk,8/1/2022,39 m²,Partly,3,1.0,373.74,1317.72,426.18,1247.6,501.95,1314.25,134.71,770.93,2395.49,123.12,Prague - Bohnice,50.13331,14.40696,"CZK 15,000",Prefab concrete,Central,Very good,,,,,,,,G,,,,,,
"CZK 17,900","CZK 5,000",728053,2+kk,7/31/2022,54 m²,Partly,,,103.75,955.7,280.48,410.2,14.01,631.02,346.46,380.05,657.91,172.57,Prague - Bubeneč,50.1039,14.40337,"CZK 15,000",Brick,,Good,,,,,,,,C,,,,,,
"CZK 35,000","CZK 5,500",723928,4+kk,8/15/2022,134 m²,Unfurnished,6,1.0,135.95,201.01,340.8,380.24,371.18,487.46,327.05,520.71,892.99,328.15,Prague - Košíře,50.06932,14.37569,"CZK 40,000",Brick,,Very good,,,,,,1.0,,G,,1.0,1.0,,,
"CZK 16,400","CZK 1,600",728040,2+kk,10/1/2022,54 m²,Partly,3,,242.57,898.49,172.45,567.79,137.59,516.28,374.91,700.39,447.57,398.2,Prague - Nusle,50.06041,14.43449,"CZK 25,000",Brick,,Very good,,Up to 10 years,,,,,Complete,E,Luxurious,1.0,,,,
"CZK 24,000","CZK 5,000",698897,2+kk,9/1/2022,103 m²,Partly,2,,673.88,627.89,474.87,2074.34,489.47,617.54,444.0,357.24,1814.86,828.64,"Pod Křížkem, Prague - Braník",50.03612,14.41637,"CZK 24,000",Brick,Gas boiler,Very good,Personal,,,1.0,,1.0,,,Luxurious,1.0,1.0,,,
"CZK 21,000","CZK 6,450",727045,3+1,8/1/2022,81 m²,Partly,1,,141.13,309.19,19.9,598.64,280.74,281.53,150.44,279.36,384.59,194.33,Prague - Žižkov,50.08648,14.45925,"CZK 42,000",Prefab concrete,,Very good,,,,,,,,G,,,,,1.0,
"CZK 24,500","CZK 4,000",727987,2+kk,7/31/2022,55 m²,Partly,4,,273.62,1327.93,705.72,1309.48,978.36,1222.34,1084.39,1018.32,1026.82,495.64,Prague - Hloubětín,50.10855,14.52602,"CZK 49,000",Low-energy,,New-build,,,1.0,,,,,B,,,,,,
"CZK 11,300","CZK 1,000",727985,Small studio,9/3/2022,46 m²,Partly,,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,"CZK 15,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 20,000","CZK 4,000",600447,Studio,9/1/2021,31 m²,Fully furnished,4,1.0,123.62,153.94,53.53,66.71,16.24,82.61,161.04,179.13,150.4,200.79,"Rybná, Prague - Staré Město",50.090283,14.426066,"CZK 25,000",Brick,Central,Very good,Personal,,,,,,Interior,B,Luxurious,,,,,
"CZK 27,000","CZK 7,900",727341,4+kk,7/26/2022,108 m²,Fully furnished,2,1.0,133.99,335.16,105.27,167.51,76.52,119.2,602.56,278.95,688.14,190.03,Prague - Žižkov,50.07796,14.45967,"CZK 34,900",Brick,,Good,,,,,,,Complete,A,,,,,1.0,
"CZK 10,000","CZK 2,000",708982,2 bedroom,4/4/2022,45 m²,Fully furnished,5,1.0,114.29,912.4,79.46,259.39,71.79,232.45,335.52,289.98,555.34,425.8,"Rečkova, Prague - Žižkov",50.09012,14.4708,"CZK 12,000",Brick,,Very good,Personal,,,,,,Interior,C,,1.0,,,,
"CZK 12,000","CZK 1,500",595793,Small studio,3/1/2020,20 m²,Partly,2,,352.46,644.27,462.78,536.46,342.77,549.35,322.61,358.11,409.22,664.64,"Řehořova, Prague - Žižkov",50.086179,14.445161,"CZK 24,000",Brick,Central,Very good,Personal,Over 50 years,,,,,Interior,D,Standard,,,,,
"CZK 18,000","CZK 4,500",721846,2 bedroom,6/10/2022,60 m²,Unfurnished,4,,202.17,846.71,692.34,1021.19,566.73,576.47,790.95,269.14,415.81,415.09,Prague - Smíchov,50.06923,14.39057,"CZK 36,000",Brick,,Good,,,,,,,,C,,,,,,
"CZK 15,000","CZK 3,000",721852,1 bedroom,6/10/2022,42 m²,Unfurnished,5,,202.17,846.71,692.34,1021.19,566.73,576.47,790.95,269.14,415.81,415.09,Prague - Smíchov,50.06923,14.39057,"CZK 30,000",Brick,,Very good,,,1.0,,,,,C,,,,,,
"CZK 8,000","CZK 2,000",727953,Small studio,7/30/2022,32 m²,Fully furnished,,,103.92,1299.2,272.44,2455.33,401.78,1390.21,295.46,1409.13,615.38,1136.64,Prague - Ruzyně,50.08359,14.31373,"CZK 6,000",Brick,,Good,,,,,,,,G,,,,,,
"CZK 20,000","CZK 7,000",713206,3+1,8/1/2022,74 m²,Partly,7,1.0,220.78,853.84,204.04,776.9,216.76,556.39,172.49,315.69,1046.02,330.3,"Španielova, Prague - Řepy",50.07059,14.30566,"CZK 50,000",Prefab concrete,Central,Good,Personal,10 to 30 years,1.0,,,,Exterior,G,Standard,,,,,
"CZK 15,900","CZK 1,000",657552,2+kk,9/1/2022,50 m²,Partly,3,1.0,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,"CZK 23,000",Brick,Gas boiler,Very good,Personal,Up to 10 years,,1.0,,,Complete,,Luxurious,,,,,
"CZK 47,000",CZK 0,727246,3+1,7/25/2022,125 m²,Unfurnished,2,1.0,66.32,320.57,108.3,237.1,1.03,130.3,113.78,344.15,761.26,727.03,Prague - Vinohrady,50.07462,14.43711,"CZK 47,000",Brick,,Very good,,,1.0,,,,,G,,,,,,
"CZK 12,500","CZK 3,000",591582,Studio,9/1/2022,30 m²,Partly,6,1.0,213.97,369.95,223.16,1168.25,554.11,469.59,177.3,348.66,701.23,48.38,"Mikulova, Prague - Chodov",50.030563,14.513792,"CZK 15,500",Prefab concrete,Distance,Very good,Personal,,,,,,Complete,B,Luxurious,,,,,
"CZK 31,900","CZK 3,900",727913,3+kk,8/31/2022,110 m²,Fully furnished,3,,457.06,727.14,572.89,553.86,453.76,583.68,411.96,328.9,896.88,223.2,Prague - Vokovice,50.09894,14.35576,CZK 123,Brick,,New-build,Personal,,1.0,,,1.0,,B,,,,,1.0,
"CZK 14,900","CZK 2,500",533380,2 bedroom,9/1/2022,40 m²,,4,1.0,233.76,1320.43,189.74,830.5,219.87,199.75,398.39,205.98,496.83,109.05,"Písečná, Prague - Troja",50.1243267,14.4416631,"CZK 30,000",Prefab concrete,Distance,,Personal,,,,,,,,Standard,1.0,,,,
"CZK 29,800","CZK 5,000",685115,2+kk,9/26/2022,50 m²,Fully furnished,4,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 34,800",Brick,,New-build,Personal,,,1.0,,,,B,,,1.0,,1.0,
"CZK 22,500","CZK 4,000",685106,Studio,10/1/2022,33 m²,Fully furnished,5,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 26,500",Brick,,New-build,Personal,,1.0,,,,,B,,,,,,
"CZK 18,000","CZK 1,600",671891,2+kk,10/1/2022,65 m²,Unfurnished,6,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,"CZK 30,000",Brick,Gas boiler,Very good,Personal,Up to 10 years,,,,,Complete,G,Standard,1.0,,,,
"CZK 21,990","CZK 3,357",727852,3+1,8/29/2022,77 m²,Fully furnished,7,1.0,174.96,636.7,262.4,501.46,166.13,315.17,658.03,322.96,191.93,142.09,"Na Topolce, Prague - Podolí",50.05858722222,14.42768027777,"CZK 25,347",Other,,Very good,Personal,,1.0,,,,,G,,1.0,,,,"CZK 25,347"
"CZK 14,000","CZK 3,800",727082,2+kk,8/8/2022,55 m²,Fully furnished,,1.0,77.03,855.4,175.44,952.43,316.77,1015.68,523.19,375.07,662.71,305.77,Prague - Horní Měcholupy,50.04796,14.55711,"CZK 14,000",Brick,Distance,Very good,Personal,10 to 30 years,,,,,,G,Standard,1.0,,,,
"CZK 20,000","CZK 8,000",524714,Studio,8/1/2022,80 m²,Fully furnished,2,1.0,158.6,380.48,136.82,86.78,19.96,155.0,397.71,846.53,114.09,372.45,"Václavské náměstí, Prague - Nové Město",50.0817465,14.4271892,"CZK 28,000",Brick,,Very good,Other,,,,,,,,Luxurious,,,,,
"CZK 31,500","CZK 2,100",726497,3+1,8/1/2022,104 m²,Unfurnished,3,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,"CZK 50,000",Brick,,Very good,,,,,,,,G,,,,,,
"CZK 15,000","CZK 3,700",268449,1 bedroom,9/1/2022,42 m²,Partly,2,,85.3,498.4,69.9,1055.48,125.73,52.65,854.53,766.24,831.73,643.11,"Pod Barvířkou, Prague - Smíchov",50.0619695,14.4048035,"CZK 15,000",Brick,,,Personal,,,,,,,D,,1.0,,,,
