Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Reconstruction,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Lift,Designe,Parking,Garage,Cellar,New-build,Domácí mazlíčci vítáni,Terrace,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 26,435","CZK 8,812",,728696,2+kk,10/4/2022,,,,45 m²,Fully furnished,5,,,,120.02,538.45,85.43,335.62,47.85,333.62,182.79,195.16,543.36,341.26,"Lípová, Prague - Nové Město",50.0747395,14.424046,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",,728258,2 bedroom,10/1/2022,,,,54 m²,Fully furnished,7,,,,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,1.0,,,,,,,,,,,
"CZK 22,500","CZK 7,500",,728694,2 bedroom,10/4/2022,,,,53 m²,Fully furnished,9,,,,125.93,351.52,458.39,239.89,349.44,469.18,335.68,124.41,1424.09,330.78,"Arabská, Prague - Vokovice",50.0992269,14.3632307,,,1.0,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 21,000",666042,2 bedroom,9/1/2022,Personal,G,Distance,59 m²,Partly,6,Brick,,,117.5,270.46,138.74,133.57,38.01,277.34,47.26,66.93,685.67,257.65,Prague - Vinohrady,50.076212,14.4539725,Very good,,1.0,,,,,,,,,,,
"CZK 14,001","CZK 4,800","CZK 20,000",735465,2+kk,10/1/2022,,G,,49 m²,Partly,2,Brick,,,147.03,996.33,364.36,778.22,239.51,746.48,495.92,470.51,644.53,246.0,Prague - Nusle,50.05825,14.44248,Good,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 15,000",735519,2+kk,9/8/2022,,G,,45 m²,Partly,2,Prefab concrete,,,235.6,275.67,138.46,131.82,154.01,247.69,191.11,191.11,1014.48,128.49,Prague - Kobylisy,50.1282,14.46748,Very good,,1.0,,,,,,,,,,,
"CZK 17,501",CZK 0,"CZK 33,000",731440,1 bedroom,8/27/2022,Personal,D,,34 m²,Partly,1,Brick,,,309.93,1324.95,228.84,710.35,257.19,425.17,569.56,583.75,698.96,307.13,Prague - Bubeneč,50.11009,14.39572,Good,,,,,,1.0,,1.0,,,,,
"CZK 29,250","CZK 9,750",,725020,2 bedroom,9/10/2022,,,,65 m²,Fully furnished,3,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,1.0,,,,,,,,,,,
"CZK 51,656","CZK 17,219",,728895,2 bedroom,10/6/2022,,,,60 m²,Fully furnished,4,,,,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,1.0,,,,,,,,,,,
"CZK 19,200","CZK 6,400",,732120,1 bedroom,11/1/2022,,,,25 m²,Fully furnished,5,,,,325.99,599.06,10.69,489.3,51.0,359.95,315.04,78.83,255.47,309.72,"Polská, Prague - Vinohrady",50.0787721,14.4457646,,,,,,,,,,,,,,
"CZK 56,475","CZK 18,825",,723104,3+kk,9/10/2022,,,,67 m²,Fully furnished,2,,,,110.1,273.82,156.66,129.22,76.56,142.67,300.13,496.4,282.11,367.31,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,1.0,1.0,,,,,,,1.0,,,,
"CZK 20,250","CZK 6,750",,732111,2 bedroom,11/1/2022,,,,48 m²,Fully furnished,1,,,,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,1.0,1.0,,,,,,,1.0,,,,
"CZK 21,750","CZK 7,250",,732112,2+kk,11/1/2022,,,,56 m²,Fully furnished,1,,,,367.14,971.43,109.11,519.79,345.16,908.48,267.85,184.01,845.29,349.25,"U Družstva Život, Prague - Nusle",50.0559404,14.4464229,,,,,,,,,,,,,,
"CZK 81,750","CZK 27,250",,735517,3+kk,11/7/2022,,,,110 m²,Fully furnished,6,,,,30.08,409.78,41.21,139.22,4.79,323.92,155.78,264.84,623.64,381.72,"Myslíkova, Prague - Nové Město",50.0781479,14.4179311,,,1.0,,,,,,,,,,,
"CZK 19,500","CZK 3,396","CZK 19,500",735493,Studio,9/7/2022,,C,,77 m²,Partly,1,Brick,,,664.6,1184.6,690.99,2151.46,424.13,1012.99,678.88,742.88,384.79,240.93,Prague - Kamýk,50.0111,14.44677,Very good,,,,,1.0,,,1.0,1.0,,,,
"CZK 11,000","CZK 3,000","CZK 11,000",735490,Studio,9/7/2022,,G,,26 m²,Fully furnished,1,Brick,,,71.82,1155.13,667.44,821.2,321.12,783.31,770.05,430.95,2336.32,607.25,Prague - Újezd nad Lesy,50.07387,14.67211,Very good,,,,,,,,,1.0,,,,
"CZK 11,000","CZK 3,000","CZK 20,000",735488,Studio,9/7/2022,,G,,25 m²,Fully furnished,1,Brick,,,233.33,597.58,424.82,268.33,15.01,1219.3,217.85,552.03,354.24,393.59,Prague - Michle,50.05793,14.45218,Very good,,,,,,,,1.0,,,,,
"CZK 16,000","CZK 3,000","CZK 32,000",735486,Studio,9/7/2022,,B,,30 m²,Partly,4,Low-energy,,,80.58,970.2,288.35,326.95,469.13,383.3,436.86,1714.08,660.71,182.37,Prague - Třebonice,50.05601,14.29032,New-build,,,,,,1.0,,,1.0,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",589972,3+kk,9/12/2022,Personal,C,Distance,64 m²,Partly,13,Prefab concrete,30 - 50 years,Complete,273.07,633.8,55.89,734.25,289.87,560.88,278.02,72.44,1370.48,59.06,"Chabařovická, Prague - Kobylisy",50.129853,14.476675,Very good,,1.0,Standard,,,,,,,1.0,,,
"CZK 17,000","CZK 5,000","CZK 30,000",735467,2 bedroom,11/1/2022,,G,Central,52 m²,Partly,3,Prefab concrete,,Complete,259.57,169.5,228.9,216.61,320.45,408.86,274.71,450.32,856.1,305.91,Prague - Malešice,50.0829,14.49993,Very good,,,,,,,,,,,,,
"CZK 22,990","CZK 4,424","CZK 27,414",735471,2 bedroom,9/12/2022,Personal,G,,85 m²,Partly,5,Brick,,,411.48,480.93,233.74,478.91,83.59,408.06,289.69,73.27,91.64,140.17,"Na Balkáně, Prague - Žižkov",50.09490333333,14.48939916666,Very good,1.0,1.0,,,,1.0,,,,,"CZK 27,414",,
"CZK 27,000","CZK 3,000","CZK 30,000",517931,2+kk,11/1/2022,Cooperative,,Electric boiler,55 m²,Fully furnished,2,Brick,Up to 10 years,Interior,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,Prague - Karlín,50.0914053,14.4388752,,1.0,,Luxurious,,,,,,,,,,
"CZK 17,500","CZK 3,900","CZK 36,000",607379,Studio,9/15/2022,Personal,E,Central,24 m²,Fully furnished,2,Brick,Up to 10 years,Complete,148.83,419.07,71.5,195.07,56.82,331.69,329.58,642.28,911.37,462.1,"Gorazdova, Prague - Nové Město",50.074462,14.414953,Very good,,1.0,Standard,,,,,,,,,,
"CZK 16,990","CZK 1,953","CZK 18,943",735464,3+1,9/13/2022,Cooperative,G,,58 m²,Partly,7,Prefab concrete,,,81.2,538.01,352.16,523.22,360.47,332.22,189.5,132.25,1123.67,311.71,"Novodvorská, Prague - Braník",50.02687027777,14.42904444444,Very good,,1.0,,,,1.0,,,,,"CZK 18,943",,
"CZK 19,800","CZK 6,600",,735462,3+1,10/19/2022,,,,90 m²,Fully furnished,5,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,1.0,,,,,,,,,,,
"CZK 31,500","CZK 10,500",,731240,1 bedroom,10/4/2022,,,,30 m²,Fully furnished,2,,,,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,1.0,,,,,,,,,,,
"CZK 19,000","CZK 4,500","CZK 30,000",732196,Studio,10/1/2022,,B,,42 m²,Fully furnished,3,Low-energy,,,266.86,1953.91,1116.59,1712.78,452.71,1360.43,808.23,1421.57,1318.95,730.36,Prague - Modřany,50.01299,14.40002,New-build,1.0,1.0,Luxurious,1.0,1.0,,1.0,,,,,,
"CZK 23,000","CZK 2,000","CZK 46,000",735452,2+kk,10/1/2022,,G,,52 m²,Partly,1,Brick,,,45.71,924.4,146.26,646.66,8.7,711.02,847.67,166.72,774.55,203.9,Prague - Smíchov,50.06215,14.38988,Very good,,,,,,,,,1.0,,,,
"CZK 15,000","CZK 3,100","CZK 15,000",733270,2+kk,10/1/2022,,C,Distance,48 m²,Fully furnished,,Prefab concrete,,Bathroom unit,75.97,940.38,255.24,863.44,61.31,812.69,738.49,520.91,194.73,88.27,Prague - Řepy,50.066,14.29848,Very good,,,,,,1.0,,1.0,,,,,
"CZK 17,500","CZK 3,688","CZK 35,000",735450,2+kk,10/1/2022,,C,,48 m²,Partly,4,Brick,,,291.16,100.7,172.13,1188.31,165.94,1023.26,425.81,635.91,707.3,117.83,Prague - Hlubočepy,50.02944,14.36394,New-build,,1.0,,,1.0,1.0,1.0,,,1.0,,,
"CZK 20,900","CZK 6,379","CZK 30,000",196494,3+kk,10/1/2022,Personal,,Distance,98 m²,Fully furnished,5,Brick,Up to 10 years,,454.58,1009.29,218.22,988.36,663.54,604.17,508.86,477.54,1287.6,98.59,"Zakšínská, Prague - Střížkov",50.1303717159,14.4956803405,Very good,1.0,1.0,Standard,,,,,,1.0,,,,
"CZK 34,500","CZK 11,500",,728709,2+kk,10/8/2022,,,,45 m²,Fully furnished,6,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,1.0,,,,,,,,,,,
"CZK 22,000","CZK 5,000","CZK 27,000",491258,3+1,9/7/2022,Personal,,,77 m²,Partly,1,Brick,,,397.31,1435.34,473.4,1071.54,471.0,440.05,224.41,357.84,257.04,354.31,"Sušická, Prague - Dejvice",50.1031476,14.3765489,,1.0,,,,,,,,1.0,,,,
"CZK 16,000","CZK 6,000","CZK 40,000",735431,2+kk,10/15/2022,,G,,48 m²,Partly,,Other,,,41.82,869.1,80.42,578.78,441.7,947.93,1187.02,898.39,144.87,172.64,Prague - Sedlec,50.13036,14.38268,Very good,,,,,,,,1.0,1.0,,,,
"CZK 19,800",CZK 690,"CZK 35,000",404702,2 bedroom,9/20/2022,Personal,,Gas boiler,61 m²,Unfurnished,2,Brick,,Complete,270.22,537.35,570.44,550.42,221.96,239.82,692.29,766.72,780.58,197.31,"Nad Bořislavkou, Prague - Vokovice",50.0956992,14.3662381,,,,,,,1.0,,,,,,,
"CZK 42,075","CZK 14,025",,726062,2 bedroom,10/2/2022,,,,80 m²,Fully furnished,6,,,,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,1.0,,,,,,,,,,,
"CZK 22,000","CZK 5,700","CZK 22,000",735420,4+1,9/7/2022,,G,Central,79 m²,Partly,4,Prefab concrete,,,374.24,422.22,80.73,326.1,309.29,351.09,269.18,839.0,653.38,49.14,Prague - Modřany,50.00729,14.42024,Good,1.0,1.0,,1.0,,,,,,,,,
"CZK 25,000","CZK 1,500","CZK 30,000",735422,1 bedroom,9/7/2022,Personal,E,Central,48 m²,Fully furnished,1,Brick,,Complete,180.41,265.03,100.33,44.88,51.54,142.63,259.17,277.26,206.84,257.24,Prague - Staré Město,50.09007,14.42482,Very good,,,,1.0,,1.0,,,,,,,
"CZK 19,900","CZK 7,000","CZK 30,000",735409,2 bedroom,9/15/2022,,G,,83 m²,Fully furnished,3,Brick,,,311.61,491.04,420.26,954.01,315.32,438.76,826.48,258.6,469.61,508.05,Prague - Smíchov,50.0648,14.40972,Very good,,1.0,,,,,,,,,,,
"CZK 53,510","CZK 17,836",,725486,4+1,10/14/2022,,,,110 m²,Fully furnished,7,,,,348.55,940.69,207.03,294.37,97.8,272.7,322.85,445.04,400.99,361.6,"Divadelní, Prague - Staré Město",50.0824664,14.4140344,,1.0,1.0,,,,,,,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",631633,1 bedroom,10/17/2020,Personal,G,,40 m²,,1,Brick,,,311.37,344.25,99.63,655.78,87.41,505.7,74.08,99.28,823.58,590.1,"Jana Masaryka, Prague - Vinohrady",50.071485,14.438257,Very good,1.0,1.0,,1.0,,1.0,,1.0,,,,,
"CZK 23,000","CZK 1,200","CZK 30,000",735206,2+kk,9/7/2022,Personal,E,,72 m²,Partly,4,Brick,,,23.95,430.92,31.85,121.68,7.68,296.01,127.87,292.46,595.72,409.34,"Myslíkova, Prague - Nové Město",50.078159371219,14.418303124476,Very good,,1.0,Standard,,,,,,,,,,
"CZK 24,938","CZK 8,312",,732307,1 bedroom,10/4/2022,,,,16 m²,Fully furnished,2,,,,254.83,288.07,110.12,571.95,81.97,421.88,80.01,71.59,804.26,588.21,"Americká, Prague - Vinohrady",50.0721161,14.4387295,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",695001,2+kk,10/1/2022,Personal,B,,45 m²,Fully furnished,4,Brick,,,215.1,468.42,94.48,267.26,12.54,274.1,406.04,365.15,170.64,322.72,"Tusarova, Prague - Holešovice",50.101841946188,14.452939237593,New-build,,1.0,,,,,,,,,,,
"CZK 20,625","CZK 6,875",,728424,2 bedroom,10/2/2022,,,,45 m²,Fully furnished,10,,,,256.77,316.9,138.95,255.27,129.78,146.97,532.26,445.84,886.9,24.33,"Jablonecká, Prague - Střížkov",50.1245336,14.4947443,,,1.0,,,,,,,,,,,
"CZK 25,500","CZK 8,500",,727015,1 bedroom,9/21/2022,,,,35 m²,Fully furnished,3,,,,97.26,259.91,105.72,291.36,79.07,194.41,340.41,525.24,106.28,298.87,"Koněvova, Prague - Žižkov",50.088447,14.458108,,,1.0,,,1.0,,,,,,,,
"CZK 34,500","CZK 11,500",,724514,2 bedroom,9/24/2022,,,,76 m²,Fully furnished,5,,,,173.24,237.07,170.98,194.52,84.53,150.25,482.36,158.74,537.92,88.5,"Slezská, Prague - Vinohrady",50.076837,14.4602531,,,1.0,,,,,,,,,,,
"CZK 15,000","CZK 5,700","CZK 15,000",735077,2+kk,9/7/2022,,G,,45 m²,Fully furnished,2,Brick,,,170.17,1331.31,235.88,524.55,177.99,210.9,532.56,369.39,754.76,240.87,Prague - Kobylisy,50.12578,14.44526,Very good,,,,,,,,,,,,,
"CZK 11,000","CZK 5,000","CZK 22,000",735067,Studio,9/19/2022,,C,,40 m²,Partly,2,Prefab concrete,,,158.85,954.73,49.53,719.01,424.8,843.65,219.09,2084.8,1094.1,124.51,Prague - Zličín,50.05714,14.28274,New-build,1.0,1.0,,1.0,1.0,,1.0,,,,,,
"CZK 19,500","CZK 3,000","CZK 30,000",527000,2+kk,9/30/2022,Personal,A,Gas boiler,43 m²,Fully furnished,4,Brick,Up to 10 years,Interior,220.48,487.86,331.81,500.55,362.83,355.62,688.63,837.35,355.75,380.71,Prague - Holešovice,50.1054837,14.4433027,Very good,,1.0,,,,,,,,,,,
"CZK 11,499","CZK 1,000","CZK 18,000",732406,Small studio,9/5/2022,,G,Electric boiler,40 m²,Partly,3,Brick,,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,Very good,,,,,,,,,,,,,
"CZK 51,840","CZK 17,280",,728059,3+1,9/30/2022,,,,85 m²,Fully furnished,2,,,,278.51,602.82,173.91,301.83,0.93,288.1,225.94,440.55,233.82,416.1,"Bílkova, Prague - Staré Město",50.0912254,14.4209612,,,1.0,,,,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 20,000",563487,Studio,9/15/2022,Personal,,Distance,48 m²,Fully furnished,5,Brick,,,349.01,1306.15,1183.34,2547.15,135.98,470.61,639.86,1578.35,1607.92,164.68,"Velké Kunratické, Prague - Kunratice",50.0208963,14.466772,,,1.0,,,,,,,1.0,,,,
"CZK 20,500","CZK 4,500","CZK 41,000",734036,Studio,11/1/2022,,G,,33 m²,Fully furnished,5,Brick,,Complete,67.34,328.41,86.16,267.56,16.87,168.1,114.81,345.18,762.28,689.5,Prague - Vinohrady,50.07463,14.43756,Very good,,1.0,,,,1.0,,,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",732072,2 bedroom,9/15/2022,,G,,55 m²,Fully furnished,2,Brick,,,197.51,1068.45,165.26,322.44,270.55,354.75,196.83,404.6,919.7,310.39,Prague - Troja,50.12383,14.44862,Very good,1.0,,,,,1.0,,,,,,,
"CZK 21,000","CZK 6,000","CZK 50,000",732353,2+kk,9/4/2022,,G,,55 m²,Unfurnished,2,Brick,Up to 10 years,,325.93,688.72,159.28,653.89,641.67,208.89,621.54,603.96,945.5,558.41,Prague - Stodůlky,50.05311,14.33451,Very good,,1.0,Standard,1.0,1.0,,,,,1.0,,,
"CZK 27,195","CZK 9,065",,730051,2+kk,10/15/2022,,,,50 m²,Fully furnished,1,,,,255.31,501.77,459.42,715.23,218.51,523.94,431.76,479.05,374.11,261.13,"Na Balkáně, Prague - Žižkov",50.095259,14.4941569,,1.0,,,,,,,,1.0,,,,
"CZK 20,250","CZK 6,750",,734662,2+kk,9/10/2022,,,,60 m²,Fully furnished,5,,,,568.91,1141.31,325.05,1116.62,882.39,718.5,640.87,567.67,1401.93,151.61,"Zakšínská, Prague - Střížkov",50.1311536,14.493582,,,1.0,,,1.0,,,,,,,,
"CZK 36,338","CZK 12,112",,728972,5+kk,9/20/2022,,,,180 m²,Fully furnished,1,,,,710.63,2420.81,2011.34,2281.37,826.06,2150.45,2487.2,2253.5,2584.79,783.97,"Ibišková, Prague - Křeslice",50.0183023,14.5625656,,1.0,,,,1.0,,,,1.0,,,,
"CZK 17,250","CZK 5,750",,731385,3+1,10/26/2022,,,,90 m²,Fully furnished,5,,,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,1.0,,,,,,,,,,,
"CZK 20,990","CZK 3,827","CZK 24,817",725109,2+kk,9/12/2022,Personal,B,,63 m²,Partly,6,Other,,,398.2,1416.77,693.72,1232.72,635.57,870.63,1111.49,712.15,619.1,290.41,"Zvěřinova, Prague - Strašnice",50.08507833333,14.48646111111,New-build,1.0,1.0,,1.0,,,1.0,,,,"CZK 24,817",,
"CZK 27,000","CZK 9,000",,732124,1 bedroom,11/1/2022,,,,36 m²,Fully furnished,1,,,,241.61,1008.07,337.84,676.78,180.71,627.3,876.02,1008.48,488.31,192.83,"Sanderova, Prague - Holešovice",50.104936,14.458846,,1.0,,,,,,,,1.0,,,,
"CZK 41,438","CZK 13,812",,732123,Studio,11/1/2022,,,,26 m²,Fully furnished,2,,,,229.1,530.05,122.61,223.26,36.43,222.12,280.75,471.08,466.92,408.11,"Příčná, Prague - Nové Město",50.077834,14.422878,,,,,,,,,,,,,,
"CZK 47,340","CZK 15,780",,717682,2+kk,9/10/2022,,,,69 m²,Fully furnished,6,,,,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,,1.0,1.0,,,,,,,1.0,,,,
"CZK 52,500","CZK 17,500",,731817,2+kk,9/19/2022,,,,80 m²,Fully furnished,3,,,,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,1.0,,,,,,,,,,,
"CZK 19,110","CZK 6,370",,734261,2+kk,11/6/2022,,,,35 m²,Fully furnished,-1,,,,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,1.0,1.0,,,,,,,1.0,,,,
"CZK 31,500","CZK 10,500",,734260,2+kk,11/6/2022,,,,41 m²,Fully furnished,5,,,,394.46,497.82,253.13,432.3,279.54,389.35,316.56,724.72,695.79,345.02,"Krchlebská, Prague - Krč",50.0471114,14.4429584,,,,,,,,,,,,,,
"CZK 23,265","CZK 7,755",,734259,1 bedroom,11/6/2022,,,,34 m²,Fully furnished,5,,,,192.54,684.55,33.13,461.2,44.3,459.54,274.15,304.32,543.36,239.67,"Bulharská, Prague - Vršovice",50.0717467,14.4598954,,,,,,,,,,,,,,
"CZK 31,050","CZK 10,350",,730431,3+1,11/1/2022,,,,111 m²,Fully furnished,1,,,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,1.0,,,,,,,,1.0,,,,
"CZK 15,000","CZK 5,000","CZK 20,000",394340,3+kk,8/1/2022,Municipal,,,65 m²,Fully furnished,2,Brick,,Exterior,105.15,1215.58,166.3,890.12,227.38,725.86,166.47,871.11,1155.37,702.24,Prague - Vysočany,50.101475364278,14.504168211143,Good,,,Standard,1.0,,1.0,,1.0,,,,,
"CZK 29,500",CZK 0,CZK 0,734158,4+kk,9/6/2022,,G,,137 m²,Unfurnished,3,Brick,,,134.97,159.65,172.84,569.76,227.41,208.7,836.73,526.59,825.69,591.7,Prague - Libeň,50.1194,14.46146,Very good,1.0,,,,,,,,,,,,
"CZK 21,000","CZK 2,100","CZK 40,000",389966,2+kk,11/1/2022,Cooperative,G,Gas boiler,50 m²,Fully furnished,2,Brick,Over 50 years,Interior,60.84,331.87,96.69,176.28,83.63,235.29,35.21,109.64,643.61,208.21,Prague - Vinohrady,50.0757959,14.4544847,Good,,,Luxurious,,,1.0,,1.0,1.0,,,,
"CZK 21,000","CZK 5,000","CZK 26,000",734032,2+kk,10/1/2022,,C,,53 m²,Partly,2,Brick,,,217.68,150.37,238.25,1550.83,184.39,982.21,1093.25,684.8,865.08,172.36,Prague - Stodůlky,50.04557,14.30395,New-build,1.0,1.0,,,,,1.0,,,,,,
"CZK 22,500","CZK 4,281","CZK 45,000",728700,3+kk,8/5/2022,Personal,G,Central,68 m²,Partly,4,Prefab concrete,,,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,Very good,,1.0,,,,1.0,,,,1.0,,,
"CZK 14,000","CZK 3,100","CZK 14,000",734030,2+kk,9/15/2022,,G,,42 m²,Fully furnished,7,Prefab concrete,,,137.58,1703.2,347.72,1375.53,386.53,327.75,474.31,149.94,603.06,124.82,Prague - Strašnice,50.06672,14.51317,Good,,1.0,,,,,,,,,,,
"CZK 32,925","CZK 10,975",,728156,2+kk,10/1/2022,,,,50 m²,Fully furnished,3,,,,75.01,890.63,40.68,622.44,47.2,145.83,371.43,242.4,512.42,352.71,"Kubelíkova, Prague - Žižkov",50.0815843,14.4461973,,,1.0,,,,,,,,,,,
"CZK 21,500","CZK 3,000","CZK 40,000",428817,Studio,10/15/2022,Personal,B,Central,50 m²,Fully furnished,2,Brick,Up to 10 years,,258.24,1063.78,452.67,1410.65,576.83,619.31,780.44,201.59,1011.23,531.96,"Na Hřebenkách, Prague - Smíchov",50.0746634,14.3868058,New-build,,1.0,Luxurious,1.0,1.0,1.0,1.0,,1.0,,,,
"CZK 24,000",CZK 0,"CZK 30,000",732071,2+kk,10/1/2022,,G,,56 m²,Partly,3,Brick,,,245.98,638.62,264.62,519.19,588.49,285.74,277.53,389.45,715.73,309.65,Prague - Strašnice,50.08096,14.49224,New-build,,1.0,,,1.0,,1.0,,1.0,,,,
"CZK 26,000","CZK 5,800","CZK 35,000",7470,3+1,10/1/2022,Other,,Electric boiler,74 m²,Fully furnished,5,Brick,,,150.51,196.53,104.3,148.88,91.27,155.43,412.76,685.47,227.64,371.42,"Veletržní, Prague - Holešovice",50.1005696368,14.4250488281,Very good,,1.0,Standard,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 22,000",472976,Small studio,3/1/2022,Personal,C,Gas boiler,30 m²,Fully furnished,1,Brick,,,254.54,628.17,233.96,374.62,97.09,234.99,492.8,301.47,333.29,336.8,"V Domově, Prague - Žižkov",50.0931211,14.4835126,Very good,,,,,,,,,,,,,
"CZK 13,501","CZK 1,500","CZK 16,000",189710,1 bedroom,10/1/2022,Personal,C,Central,38 m²,Fully furnished,,Brick,Over 50 years,,173.35,310.17,262.09,2308.82,105.24,239.11,757.87,994.55,2521.74,323.39,"Prunéřovská, Prague - Dolní Chabry",50.1451706,14.4501183,Good,,,Standard,1.0,,,,,,,,,
"CZK 13,800","CZK 2,297","CZK 13,800",448060,Studio,8/21/2022,Personal,A,,31 m²,Partly,4,Brick,Up to 10 years,,777.75,1515.39,1436.1,2118.41,297.18,1411.22,1521.23,1349.24,501.91,402.89,"Kadečkové, Prague - Letňany",50.1425035,14.5253098,New-build,1.0,1.0,Standard,,,1.0,1.0,,1.0,,,,
"CZK 37,500","CZK 12,500",,733712,2+kk,10/2/2022,,,,56 m²,Fully furnished,5,,,,240.81,540.67,44.44,271.87,34.53,284.1,466.7,624.38,640.6,582.46,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,1.0,,,,,,,,,,,
"CZK 19,000","CZK 5,000","CZK 24,000",657207,2+kk,11/1/2022,Personal,F,,50 m²,Partly,2,Brick,,Interior,216.57,427.63,168.14,309.85,188.68,185.58,298.25,344.11,177.98,404.59,"Sámova, Prague - Vršovice",50.06697,14.4515,Very good,1.0,1.0,,,,1.0,,,,,,,
"CZK 30,000","CZK 6,000","CZK 50,000",733504,3+kk,9/12/2022,,G,,74 m²,Partly,6,Brick,,,192.57,352.64,15.08,200.15,102.53,203.32,529.68,605.19,222.59,295.16,Prague - Holešovice,50.10458,14.45224,New-build,1.0,1.0,,,,1.0,1.0,1.0,,,,,
"CZK 20,000","CZK 1,974","CZK 43,948",732045,2+kk,9/25/2022,,D,,52 m²,Fully furnished,2,Brick,,,353.87,1029.95,325.71,676.63,361.92,403.8,403.93,758.08,133.26,124.18,Prague - Libeň,50.11025,14.47541,Very good,,1.0,,,,1.0,,,,,,,
"CZK 15,000","CZK 4,000","CZK 20,000",515356,2+kk,12/1/2022,Personal,B,Central,40 m²,Partly,3,Brick,Up to 10 years,,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,Prague - Kyje,50.115837,14.563305,New-build,1.0,1.0,Standard,1.0,,,1.0,1.0,,,,,
"CZK 29,000","CZK 5,500","CZK 50,000",731960,3+kk,10/1/2022,,B,Electric boiler,81 m²,Fully furnished,5,Brick,Up to 10 years,,393.03,1027.39,258.04,1001.43,706.51,542.62,526.95,452.48,1226.06,80.7,Prague - Střížkov,50.13044,14.49426,New-build,,1.0,Standard,1.0,,,1.0,,1.0,,,,
"CZK 11,000","CZK 4,500","CZK 20,000",543888,Studio,10/1/2022,Personal,,,30 m²,Partly,1,Brick,,,226.08,914.29,66.73,626.52,329.1,751.16,123.39,1989.1,998.4,147.06,"Sazovická, Prague - Zličín",50.0577491,14.2835448,New-build,1.0,1.0,Standard,,,1.0,1.0,,1.0,,,,
"CZK 13,000","CZK 4,000","CZK 10,000",733282,3+1,9/6/2022,,G,,77 m²,Partly,,Prefab concrete,,,291.39,1027.86,215.49,680.32,633.1,804.61,1178.47,291.34,2491.02,166.14,Prague - Černý Most,50.10307,14.58197,Good,1.0,,,,,1.0,,1.0,,,,,
