Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Cellar,Balcony,Parking,Terrace,Garage,New-build,Enclosed balcony,Administrative fee,Plot space,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 37,500","CZK 12,500",719138,2+kk,7/17/2022,60 m²,Fully furnished,4,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 8,000",721726,Studio,8/14/2022,20 m²,Fully furnished,4,1.0,135.73,343.51,169.52,240.21,114.43,5.65,313.21,791.73,231.47,538.72,"Washingtonova, Prague - Nové Město",50.0805511,14.4309281,,,,,,,,,,,,,,,,,,,,
"CZK 27,848","CZK 9,282",718098,2+kk,7/1/2022,114 m²,Fully furnished,4,1.0,320.65,1505.94,574.05,1181.29,15.02,564.66,318.66,392.36,406.3,312.25,"Konojedská, Prague - Strašnice",50.0640089,14.5104168,,,,,,,,,,,1.0,,1.0,1.0,,,,,,
"CZK 33,750","CZK 11,250",718594,1 bedroom,7/18/2022,45 m²,Fully furnished,3,1.0,154.88,368.87,146.98,651.03,45.07,545.33,204.63,327.9,671.18,484.21,"Jana Masaryka, Prague - Vinohrady",50.0723321,14.4399493,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,750",722865,2 bedroom,7/1/2022,53 m²,Partly,2,,127.87,120.65,228.58,251.83,244.42,210.31,257.42,608.9,211.81,475.79,Prague - Břevnov,50.08472,14.36321,"CZK 20,000",Brick,,,Good,,G,Central,Standard,1.0,,,,,,,,,,
"CZK 11,800","CZK 3,000",387420,Studio,6/20/2022,30 m²,Fully furnished,4,,638.17,1373.45,763.6,1355.0,925.58,915.62,1303.08,1370.47,767.17,112.47,"Nepelova, Prague - Hloubětín",50.106932,14.5220186,"CZK 19,000",Brick,,,Very good,Personal,C,Central,,,,,1.0,,,,,,,
"CZK 15,000","CZK 1,000",723569,2+kk,8/15/2022,46 m²,Partly,5,1.0,301.04,577.84,314.87,328.54,262.78,263.1,893.12,734.26,88.14,166.47,"Na Harfě, Prague - Vysočany",50.1031249,14.50224785,"CZK 30,000",Brick,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 25,000","CZK 4,962",719684,4+kk,9/9/2022,78 m²,Partly,2,1.0,160.89,258.92,368.25,304.7,258.92,1609.52,460.54,731.21,1317.5,475.65,"Bělčická, Prague - Záběhlice",50.04671,14.48928,"CZK 35,000",Brick,10 to 30 years,Complete,Very good,Personal,D,Other,,1.0,,,,,,1.0,,,,
"CZK 32,000","CZK 4,604",670095,3+1,8/1/2022,88 m²,Unfurnished,3,1.0,326.83,559.26,229.76,287.65,32.07,621.57,339.36,1277.0,241.42,262.56,"Nad Královskou oborou, Prague - Bubeneč",50.1030121,14.4187433,"CZK 64,000",Brick,,,Very good,Personal,A,,,1.0,,,,,,,,,,
"CZK 11,500","CZK 4,500",723561,2+kk,6/24/2022,45 m²,Partly,2,1.0,410.15,2655.26,2394.61,2603.18,2341.64,2382.87,2137.15,2232.44,2852.73,2004.31,Prague - Horní Počernice,50.0986,14.62165,"CZK 11,500",Prefab concrete,,,Good,,G,,,1.0,,,,,,,,,,
"CZK 16,000","CZK 4,000",721969,Studio,8/1/2022,32 m²,Partly,4,1.0,169.25,382.25,330.11,1343.4,342.21,444.17,980.06,181.31,1465.04,227.22,Prague - Jinonice,50.0583,14.37281,"CZK 32,000",Brick,,,New-build,Personal,B,,,,1.0,1.0,,,1.0,,,,,
"CZK 7,000","CZK 2,000",596545,Small studio,7/1/2022,25 m²,Fully furnished,1,,314.02,1464.02,1896.98,1990.75,440.5,1913.46,877.04,2495.74,2567.59,472.78,"Savojská, Prague - Koloděje",50.063937,14.646024,"CZK 9,000",Brick,,,Good,Personal,C,Gas boiler,Standard,1.0,,1.0,,,,,,,,
"CZK 14,500","CZK 4,500",722823,2 bedroom,8/1/2022,58 m²,Partly,2,1.0,517.27,579.39,339.53,584.7,86.41,513.86,393.31,189.47,94.45,265.87,"Lihovarská, Prague - Libeň",50.10489775,14.48593875,"CZK 19,000",Brick,,Complete,Very good,Personal,G,Central,,1.0,,1.0,,,,,,,,
"CZK 14,000","CZK 4,000",567349,2+kk,8/1/2022,43 m²,Partly,12,1.0,78.84,1013.3,248.61,259.08,505.61,251.41,586.22,52.14,507.67,32.75,"Kettnerova, Prague - Stodůlky",50.0467139,14.3215573,"CZK 40,000",Prefab concrete,,Complete,Very good,Personal,B,Central,,1.0,,,,,,,,,,
"CZK 16,990","CZK 3,135",723551,3+kk,6/29/2022,67 m²,Fully furnished,5,1.0,264.17,762.92,576.35,1141.36,376.36,686.16,97.2,193.97,330.84,59.75,"Kukelská, Prague - Hloubětín",50.10467333333,14.55090638888,"CZK 20,125",Prefab concrete,,,Good,Personal,D,,,,1.0,,,,,,"CZK 20,125",,,
"CZK 18,000","CZK 5,000",723539,2+kk,9/1/2022,72 m²,Fully furnished,2,,361.76,818.92,370.6,816.22,547.65,652.53,802.21,357.69,683.47,463.74,Prague - Hlubočepy,50.02861,14.37722,"CZK 23,000",Brick,,,Very good,,C,,,,1.0,1.0,,,,,,,,
"CZK 17,500","CZK 2,800",704130,2+kk,7/1/2022,56 m²,Partly,3,1.0,514.41,975.07,826.29,1066.5,893.99,926.86,1060.07,824.96,1600.41,881.65,"Sušilova, Prague - Uhříněves",50.03266,14.58886,"CZK 35,000",Brick,10 to 30 years,,New-build,Personal,G,Central,,1.0,1.0,,,,1.0,,,,,
"CZK 20,000","CZK 5,000",552817,4+kk,9/1/2022,77 m²,Partly,2,1.0,210.74,730.75,374.05,563.73,346.21,618.8,388.89,208.71,659.98,54.16,Prague - Žižkov,50.087438,14.47381,"CZK 25,000",Prefab concrete,,Exterior,Very good,Personal,G,Distance,Standard,,,1.0,,,,1.0,,,,
"CZK 19,000","CZK 5,000",717539,2+kk,8/1/2022,45 m²,Partly,2,,58.28,683.74,198.16,113.88,94.43,171.04,326.04,219.87,359.77,392.98,"Jičínská, Prague - Žižkov",50.0817642,14.4593369,"CZK 19,000",Brick,,,Very good,Personal,G,,,,1.0,,,,,,,,,
"CZK 14,000","CZK 2,000",473141,2+kk,7/1/2022,43 m²,Fully furnished,,,739.0,1072.23,890.32,1199.02,830.48,1130.78,983.08,955.37,1103.56,668.05,"Pobočná, Prague - Michle",50.0500284,14.4599032,"CZK 20,000",Brick,Up to 10 years,Interior,Very good,Personal,B,Central,Standard,1.0,1.0,1.0,,,,,,,,
"CZK 4,000","CZK 2,000",624255,3+1,7/1/2022,80 m²,Partly,2,,144.85,1346.38,1137.07,1260.56,975.61,1291.29,1220.92,1218.47,1153.38,828.78,"Slivenecká, Prague - Hlubočepy",50.038176,14.390958,"CZK 6,000",Brick,,Interior,Good,Personal,F,Central,Standard,,,,,,,,,,,
"CZK 19,000","CZK 2,000",610913,Studio,8/1/2022,35 m²,Fully furnished,1,1.0,545.56,394.85,29.19,488.87,17.93,62.31,291.93,301.78,621.78,393.5,"Kubelíkova, Prague - Žižkov",50.081857,14.447011,"CZK 30,000",Brick,Up to 10 years,Complete,Very good,Personal,A,Electric boiler,Luxurious,,,,,,,,,,,
"CZK 23,500",CZK 133,722444,2+kk,8/23/2022,50 m²,Fully furnished,10,1.0,,,,,,,,,,,Prague - Stodůlky,50.04595,14.32223,"CZK 47,000",Other,,,Very good,,A,,,1.0,1.0,1.0,,,1.0,,,,,
"CZK 10,000","CZK 5,000",489303,Studio,7/1/2022,40 m²,Fully furnished,,,227.26,605.56,346.0,937.26,322.91,688.58,300.31,146.44,174.05,290.5,"Nad Santoškou, Prague - Smíchov",50.0646836,14.3965606,"CZK 19,999",Brick,Up to 10 years,Complete,Very good,Personal,D,Gas boiler,Standard,,,,,,,,,,,
"CZK 20,000","CZK 2,840",712154,2+kk,7/1/2022,59 m²,Partly,5,,285.09,886.87,280.34,436.5,58.12,623.71,411.25,449.15,460.6,423.63,"Krymská, Prague - Vršovice",50.07146,14.44815,"CZK 20,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 12,000",CZK 300,523543,6+1,6/13/2022,130 m²,Fully furnished,4,,247.3,334.94,287.76,345.77,91.45,381.84,241.84,1025.19,885.8,264.59,"Janáčkovo nábřeží, Prague - Smíchov",50.0773068,14.4080995,"CZK 12,000",Brick,,Exterior,,Personal,,,,,,,,,,,,,,
"CZK 23,067","CZK 2,500",723047,2+kk,6/14/2022,60 m²,,1,,86.85,190.61,148.3,2497.43,732.88,295.39,1765.48,384.53,740.32,168.63,"Hořínecká, Prague - Ďáblice",50.1443832,14.4850105,"CZK 26,067",Other,,,Good,Personal,,,,,,,,,,,"CZK 3,460",,,
"CZK 12,000","CZK 3,000",461547,Studio,7/14/2022,34 m²,Fully furnished,6,,390.01,659.65,1048.35,1238.61,251,775.84,1037.2,961.49,147.92,250.1,"Škrábkových, Prague - Letňany",50.1409031,14.5192131,"CZK 12,000",Brick,Up to 10 years,,,Personal,B,Distance,Standard,,1.0,,,,1.0,,,,,
"CZK 20,000","CZK 5,000",722786,3+1,7/1/2022,72 m²,Partly,9,1.0,502.28,1145.66,191.28,1675.73,196.3,703.67,615.35,240.74,554.68,47.61,Prague - Háje,50.03866,14.51428,"CZK 50,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 14,000","CZK 4,000",280444,1 bedroom,7/17/2022,34 m²,Partly,3,,225.17,650.59,178.6,124.5,56.63,328.41,619.13,614.09,559.55,273.86,"Roháčova, Prague - Žižkov",50.0889635833,14.4647992849,"CZK 40,000",Brick,,Complete,,Cooperative,,,,,1.0,,,,,,,,,
"CZK 21,000","CZK 4,000",446124,2+kk,6/1/2022,49 m²,Unfurnished,2,1.0,246.18,257.37,379.02,339.34,405.39,40.15,617.31,739.63,869.01,72.27,"Soukalova, Prague - Modřany",50.0058372,14.4149292,"CZK 21,000",Brick,Up to 10 years,,,Personal,B,Distance,Luxurious,1.0,1.0,1.0,,1.0,1.0,,,,,
"CZK 14,000","CZK 2,500",573575,Studio,7/18/2022,27 m²,Fully furnished,1,,306.76,516.63,189.23,308.7,239.85,265.75,375.34,544.25,835.27,195.64,"Obětí 6. května, Prague - Krč",50.0459776,14.4451721,"CZK 20,000",Brick,,,,Personal,C,Electric boiler,,,,,,,,,,,,
"CZK 33,000","CZK 5,500",719488,4+1,6/1/2022,95 m²,Partly,2,,133.04,483.89,56.62,114.47,43.03,194.66,258.1,595.3,582.32,538.59,"Vodičkova, Prague - Nové Město",50.078353473259,14.421772050418,"CZK 66,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 11,900","CZK 2,850",100882,Studio,6/24/2022,27 m²,Partly,2,,286.14,502.11,145.56,316.52,86.9,298.73,164.33,370.74,733.35,330.31,"Klimentská, Prague - Nové Město",50.0924491,14.4347928,"CZK 25,000",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 15,500",CZK 800,512858,2 bedroom,6/30/2022,56 m²,Partly,1,1.0,295.71,485.94,173.5,324.82,82.85,336.11,275.34,322.04,342.03,295.64,"Letohradská, Prague - Holešovice",50.0982368,14.4271526,"CZK 22,000",Brick,,,,Personal,G,,,,,,,,,,,,,
"CZK 17,000","CZK 6,000",656583,2+kk,7/1/2022,55 m²,Fully furnished,2,,162.06,736.8,56.5,427.82,32.03,557.08,195.57,1117.37,772.47,416.09,"Plzeňská, Prague - Smíchov",50.07247,14.39535,"CZK 24,000",Other,,,Very good,Personal,A,,,,,,,,,,,,,
"CZK 6,700",CZK 0,723485,3+1,7/1/2022,14 m²,Fully furnished,6,,180.52,86.37,106.22,79.02,146.21,60.07,500.16,611.21,563.9,148.43,Prague - Lhotka,50.02366,14.43386,"CZK 5,000",Prefab concrete,,,Very good,,G,,,,1.0,,,,,,,,,
"CZK 17,900","CZK 3,500",715422,2+kk,5/6/2022,49 m²,Unfurnished,3,,52.71,885.21,523.81,874.84,30.45,729.9,997.92,464.81,1208.95,324.79,"Limuzská, Prague - Strašnice",50.07828,14.5085,"CZK 45,000",Other,,,New-build,Personal,C,Central,,,1.0,,,,,,,,,
"CZK 10,500","CZK 2,500",388722,1 bedroom,7/1/2022,33 m²,Partly,1,,78.86,2474.67,161.53,2569.43,99.13,2232.85,1761.37,2238.52,1288.77,331.66,"Na Šabatce, Prague - Komořany",49.9893399,14.4082548,"CZK 10,000",Brick,,Complete,Very good,Personal,,,Standard,,,,,,,,,,,
"CZK 15,000","CZK 3,500",646080,2+kk,8/1/2022,48 m²,Fully furnished,2,1.0,48.98,456.21,51.58,547.99,32.02,408.29,874.64,968.88,1081.55,208.89,"Ke Kříži, Prague - Uhříněves",50.029648,14.594749,"CZK 20,000",Prefab concrete,,,New-build,Personal,A,Central,,,1.0,1.0,,1.0,1.0,,,,,
"CZK 28,500","CZK 4,000",663082,3+kk,7/1/2022,85 m²,Fully furnished,6,1.0,401.81,486.8,416.01,949.76,311.07,434.51,822.24,254.35,465.37,503.8,"Na Plzeňce, Prague - Smíchov",50.06501,14.40972,"CZK 30,000",Brick,,,Very good,Personal,B,,,,,,,,,,,,,
"CZK 24,900","CZK 5,000",42722,3+kk,7/1/2022,85 m²,Fully furnished,5,,98.88,847.84,162.85,93.66,69.74,187.54,171.29,1188.77,148.24,346.49,Prague - Hradčany,50.0964678333,14.4041597843,"CZK 24,900",Brick,,,,Personal,C,Gas boiler,,1.0,,,,,,,,,,
"CZK 17,300","CZK 6,200",723444,2+kk,6/23/2022,54 m²,Fully furnished,2,1.0,189.82,725.75,249.96,1108.3,186.69,192.71,802.63,608.79,935.67,614.88,Prague - Smíchov,50.06117,14.40286,"CZK 34,600",Brick,,Complete,Very good,,C,Central,,1.0,,,,,,,,,,
"CZK 11,669","CZK 2,020",722329,Studio,7/11/2022,25 m²,Partly,2,,177.29,852.7,157.08,599.15,102.52,459.52,448.67,334.63,338.73,234.19,Prague - Žižkov,50.09293,14.48177,"CZK 20,000",Other,,,Good,,G,Electric boiler,,,,,,,,,,,,
"CZK 20,500","CZK 3,900",722343,2+kk,7/1/2022,72 m²,Partly,4,1.0,187.34,1050.82,125.2,498.22,272.48,511.25,271.22,815.86,1014.68,543.65,Prague - Vysočany,50.10288,14.50201,"CZK 24,400",Brick,10 to 30 years,,Very good,Personal,B,Central,,1.0,1.0,1.0,,,,,,,,
"CZK 18,000","CZK 4,000",723435,2+kk,6/23/2022,68 m²,Partly,1,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,"CZK 18,000",Low-energy,Up to 10 years,,New-build,Personal,B,Electric boiler,Standard,,,1.0,,,1.0,,,,,
"CZK 18,990","CZK 3,084",723434,3+kk,6/29/2022,63 m²,Unfurnished,3,1.0,201.25,894.88,296.37,993.65,208.05,871.69,345.75,179.86,1228.62,114.29,"Šimůnkova, Prague - Kobylisy",50.13441861111,14.47227972222,"CZK 22,073",Prefab concrete,,,Good,Personal,G,,,,,,,,,,"CZK 22,073",,,
"CZK 19,000","CZK 1,000",723427,2+kk,6/23/2022,57 m²,Partly,3,1.0,427.0,1163.74,550.71,1145.29,713.24,885.8,1103.03,1157.69,1015.5,84.51,Prague - Hloubětín,50.10585,14.52422,"CZK 37,999",Low-energy,Up to 10 years,,Very good,Personal,G,Central,Standard,1.0,1.0,,,1.0,,,,,,
"CZK 15,900","CZK 4,000",239876,3+1,,80 m²,Partly,3,,148.97,835.76,194.71,1029.0,131.45,376.94,688.85,495.01,820.45,549.51,Prague - Smíchov,50.0608764,14.4005245,"CZK 32,000",Brick,Over 50 years,Interior,,Personal,C,Electric boiler,Standard,,1.0,1.0,,,,,,,,
"CZK 28,000","CZK 4,500",723425,3+kk,7/1/2022,80 m²,Partly,3,1.0,324.49,1226.28,283.26,420.63,65.3,231.97,118.18,387.03,338.22,74.4,Prague - Vyšehrad,50.06614,14.4193,"CZK 56,000",Brick,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 14,000","CZK 2,000",723422,Studio,10/1/2022,27 m²,Unfurnished,1,,287.1,1725.48,900.29,1496.48,267.21,1144.13,591.93,1205.27,1540.44,400.91,Prague - Modřany,50.01155,14.40082,"CZK 40,000",Prefab concrete,,,New-build,,G,,,,1.0,,,,,,,,,
"CZK 17,500","CZK 4,000",723355,2+kk,7/1/2022,55 m²,Unfurnished,3,1.0,448.02,1266.67,739.26,3876.55,428.89,715.97,1073.48,3299.2,1230.88,419.97,Prague - Dolní Měcholupy,50.06719,14.5541,"CZK 35,000",Other,,,Very good,Personal,C,Central,,1.0,1.0,1.0,,1.0,,,,,,
"CZK 18,000",CZK 700,723418,2+kk,8/1/2022,40 m²,Fully furnished,1,,77.99,367.92,160.35,400.17,130.66,370.39,117.86,104.75,633.03,662.77,Prague - Vinohrady,50.07515,14.43983,"CZK 18,700",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 27,500","CZK 7,500",722751,3+kk,1/1/2023,75 m²,Fully furnished,5,1.0,307.01,958.22,236.72,584.41,384,597.44,367.73,723.27,941.0,451.05,Prague - Vysočany,50.10394,14.50117,"CZK 50,000",Brick,,,Very good,,G,,,1.0,1.0,1.0,1.0,1.0,,,,,,
"CZK 20,000","CZK 6,250",722725,3+1,6/18/2022,72 m²,Partly,7,1.0,80.5,331.76,203.47,312.28,386.82,368.79,759.97,191.23,962.52,169.32,Prague - Hlubočepy,50.0329,14.37354,"CZK 40,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 19,700","CZK 4,100",654108,3+1,3/11/2021,80 m²,Fully furnished,4,1.0,81.33,671.96,567.23,646.87,590.38,337.11,304.54,193.28,922.85,105.15,"Skuteckého, Prague - Řepy",50.06859,14.31168,"CZK 24,000",Prefab concrete,,,Very good,Personal,B,,,1.0,1.0,,,1.0,,,,,,
"CZK 11,700","CZK 2,000",658384,Studio,4/12/2021,32 m²,Fully furnished,4,1.0,43.45,392.62,287.89,456.43,496.47,391.01,372.42,385.03,1158.99,260.72,"Zrzavého, Prague - Řepy",50.06645,14.31092,"CZK 13,700",Brick,,,New-build,Personal,C,,,1.0,,,,,,,,,,
"CZK 16,900","CZK 4,000",44104,2 bedroom,6/13/2020,70 m²,Partly,7,,220.03,648.18,501.67,2080.34,255.93,1360.82,915.78,1256.54,1033.43,435.52,"Zbudovská, Prague - Libuš",50.0127643,14.455017,"CZK 25,000",Prefab concrete,Up to 10 years,,Very good,Personal,,Distance,Standard,,1.0,,,,,,,,,
"CZK 12,800","CZK 3,200",250756,1 bedroom,7/1/2022,37 m²,Fully furnished,5,1.0,231.41,480.28,244.13,442.94,224.73,784.92,586.93,165.69,256.05,645.36,"Tádžická, Prague - Vršovice",50.0677382,14.4648094,CZK 2,Prefab concrete,,,Very good,Personal,C,Distance,,1.0,,,,,,1.0,,,,
"CZK 20,000","CZK 3,000",723388,Studio,8/1/2022,45 m²,Fully furnished,2,1.0,277.67,953.71,208.09,234.94,221.54,251.55,405.74,527.02,334.16,581.79,Prague - Vyšehrad,50.06554,14.42231,"CZK 15,000",Prefab concrete,,,Very good,,C,,,1.0,,1.0,,1.0,1.0,,,,,
"CZK 22,000","CZK 5,000",723383,3+1,8/1/2022,80 m²,Partly,5,1.0,93.57,149.51,75.29,588.81,70.88,200.05,191.27,191.27,253.04,143.65,Prague - Vršovice,50.0702,14.4774,"CZK 44,000",Brick,,,Very good,,D,Central,,1.0,,1.0,,,,,,,,
"CZK 30,400","CZK 5,000",720415,2+kk,5/30/2022,90 m²,Fully furnished,1,1.0,,,,,,,,,,,Prague - Vysočany,50.11566,14.51013,"CZK 35,400",Other,,,New-build,,G,,,,,1.0,,1.0,,,,,,
"CZK 21,000","CZK 5,000",723109,3+kk,7/20/2022,64 m²,Unfurnished,2,1.0,397.98,1122.8,147.11,1490.17,136.51,653.69,461.92,274.14,378.31,133.81,Prague - Háje,50.03776,14.51395,"CZK 26,000",Prefab concrete,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 12,000","CZK 4,000",723381,1 bedroom,6/23/2022,46 m²,Partly,3,,799.73,1253.97,951.75,1258.99,891.21,1191.31,1040.85,1013.14,1161.77,727.28,"Jihlavská, Prague - Michle",50.0447595,14.451753,"CZK 15,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",626130,3+kk,8/1/2022,89 m²,Partly,6,,237.86,452.42,23.48,808.38,192.45,537.81,230.72,451.44,609.79,372.83,"Na Březince, Prague - Smíchov",50.065982,14.396391,"CZK 29,000",Brick,Up to 10 years,Interior,Very good,Personal,G,Gas boiler,Luxurious,,,1.0,,,,,,,,
"CZK 20,000","CZK 5,500",723268,3+1,6/22/2022,93 m²,Unfurnished,4,,652.83,901.71,400.76,630.1,316.36,952.49,665.75,998.64,525.72,466.1,Prague - Bubeneč,50.10408,14.41506,"CZK 25,500",Brick,,Interior,Good,,E,,,,1.0,,,,,,,,,
"CZK 8,000","CZK 2,000",497695,Small studio,8/1/2022,20 m²,Partly,4,1.0,169.5,782.89,497.35,473.47,144.51,231.57,276.21,607.04,693.03,151.71,Prague - Michle,50.0434577,14.455405,"CZK 11,000",Brick,,,,Personal,B,Central,Standard,1.0,,,,,,,,,,
"CZK 9,000","CZK 2,500",575303,Small studio,7/1/2022,20 m²,Partly,2,1.0,170.47,781.92,498.32,474.45,143.54,232.55,277.19,606.07,692.05,152.68,"Počátecká, Prague - Michle",50.043462,14.455484,"CZK 15,000",Brick,,Complete,Very good,Personal,B,Central,,1.0,,,,,,,,,,
"CZK 14,000","CZK 1,500",722864,1 bedroom,6/19/2022,44 m²,Partly,3,1.0,165.52,723.6,160.91,245.06,227.47,891.19,102.38,392.82,590.72,218.37,Prague - Michle,50.05923,14.45153,"CZK 28,000",Brick,,,Very good,,G,,,1.0,,,1.0,,,,,,,
"CZK 13,000","CZK 4,500",723304,Studio,7/4/2022,45 m²,Fully furnished,5,,185.71,419.21,30.18,416.51,289.54,281.44,691.64,335.13,885.21,134.88,Prague - Hlubočepy,50.0316,14.37526,"CZK 30,000",Brick,10 to 30 years,,Good,Personal,G,,Standard,,,,,,,,,,,
"CZK 17,000","CZK 4,000",723345,2+kk,7/1/2022,40 m²,Fully furnished,1,1.0,327.56,734.85,208.79,368.18,219.77,384.49,358.59,560.32,457.46,267.02,Prague - Libeň,50.10768,14.4747,"CZK 34,000",Other,,,Very good,,C,,,,,,1.0,,,,,,,
"CZK 20,000","CZK 3,000",723344,4+1,6/23/2022,80 m²,Unfurnished,6,1.0,435.9,124.78,52.28,214.22,204.62,573.29,269.2,222.8,1242.94,212.0,Prague - Prosek,50.12318,14.49913,"CZK 40,000",Prefab concrete,,,Very good,Personal,C,,,1.0,,1.0,,,,1.0,,,,
"CZK 16,000","CZK 5,000",723341,3+1,6/27/2022,73 m²,Unfurnished,1,,162.88,419.7,160.69,95.05,155.11,207.42,102.01,666.55,354.92,81.81,Prague - Strašnice,50.07475,14.4886,"CZK 24,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",723320,2+kk,8/1/2022,58 m²,Partly,1,,243.0,882.66,381.49,856.35,775.58,902.77,351.9,369.25,977.65,374.19,Prague - Lhotka,50.02483,14.44414,"CZK 14,000",Prefab concrete,,,Good,,G,,,1.0,,,,,,,,,,
"CZK 18,000","CZK 3,106",723321,2+kk,6/22/2022,54 m²,Fully furnished,1,1.0,598.95,1564.85,197.61,1665.31,479.9,800.44,533.49,816.18,1407.15,73.4,Prague - Střížkov,50.13232,14.48746,"CZK 30,000",Prefab concrete,,,Very good,Personal,G,Central,Standard,,,1.0,,,,,,,,
"CZK 13,500","CZK 3,400",719771,2+kk,7/15/2022,34 m²,Fully furnished,1,,308.29,1328.5,473.88,919.99,540.98,808.71,615.2,658.1,1775.13,336.45,"Šedova, Prague - Černý Most",50.1024,14.57373,"CZK 16,900",Other,,,New-build,Personal,G,Distance,,,,,,,1.0,,,,,
"CZK 19,000","CZK 3,000",629667,2+kk,8/1/2022,55 m²,Fully furnished,3,1.0,231.1,738.33,118.55,132.68,0.26,86.76,210.95,554.83,228.97,286.92,"Národní, Prague - Staré Město",50.082971,14.420937,"CZK 38,000",Brick,,,Very good,Other,G,Other,,,,,,,,,,,,
"CZK 15,500","CZK 2,800",723303,2+kk,8/1/2022,51 m²,Partly,3,1.0,162.13,361.52,147.11,453.3,119.81,313.6,779.95,874.19,986.86,309.43,Prague - Uhříněves,50.0304,14.59489,"CZK 25,000",Brick,,,New-build,,C,,,,,1.0,,,1.0,1.0,,,,
"CZK 7,500","CZK 2,000",723305,1 bedroom,7/1/2022,30 m²,Unfurnished,3,1.0,193.48,281.61,2.72,466.74,12.56,109.77,142.45,151.17,527.68,192.34,Prague - Karlín,50.09157,14.44626,"CZK 28,500",Other,,,Good,,G,Central,,,,,,,,,,,,
"CZK 17,000","CZK 6,500",723297,3+kk,7/1/2022,65 m²,Unfurnished,5,1.0,105.57,1146.59,263.16,1596.96,357.21,298.41,209.63,613.26,1641.8,262.0,Prague - Chodov,50.02396,14.51371,"CZK 34,000",Prefab concrete,,,Very good,,G,,,1.0,1.0,,,,,,,,,
"CZK 24,000","CZK 5,000",723295,2+kk,7/1/2022,55 m²,Fully furnished,3,,327.22,430.21,79.29,155.13,1.27,450.25,261.45,613.96,439.6,547.74,Prague - Staré Město,50.08591,14.42116,"CZK 48,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 18,500","CZK 3,000",723289,Studio,7/1/2022,37 m²,Fully furnished,3,1.0,327.22,430.21,79.29,155.13,1.27,450.25,261.45,613.96,439.6,547.74,Prague - Staré Město,50.08591,14.42116,"CZK 37,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",723272,Studio,7/1/2022,26 m²,Fully furnished,3,1.0,326.25,438.55,87.03,151.93,1.31,424.82,277.22,581.17,448.68,497.67,Prague - Staré Město,50.08591,14.42116,"CZK 32,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",566827,2+kk,7/1/2022,55 m²,Fully furnished,1,,304.84,1462.3,1926.3,1990.69,402.91,2080.13,860.62,1743.03,2661.13,1987.19,Prague - Koloděje,50.0639387,14.6460319,"CZK 17,000",Brick,10 to 30 years,,Very good,Personal,C,Gas boiler,Standard,,,,,,,,,,,
"CZK 18,000","CZK 1,500",561864,2+kk,7/1/2022,44 m²,Fully furnished,4,1.0,153.54,265.85,24.79,166.99,56.82,192.14,283.79,434.47,362.81,369.17,Prague - Vršovice,50.0681144,14.4567123,"CZK 20,000",Brick,Up to 10 years,Complete,Very good,Personal,,Gas boiler,Luxurious,1.0,,,,,,,,,,
"CZK 7,000","CZK 2,000",723282,3+1,6/22/2022,75 m²,Fully furnished,2,,250.12,935.7,46.38,1256.14,754.19,616.1,246.84,248.81,1292.31,343.74,Prague - Černý Most,50.10301,14.56813,"CZK 9,000",Prefab concrete,,,Good,,B,,,,1.0,,,,,,,,,
"CZK 16,000","CZK 1,200",723281,1 bedroom,6/22/2022,33 m²,Fully furnished,1,,185.63,391.01,54.66,711.77,110.75,699.3,282.79,302.55,376.26,210.5,Prague - Vinohrady,50.0722,14.44369,"CZK 17,000",Brick,,,Very good,,G,,,,,,1.0,,,,,,,
