Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,Age,Heating,Total number of floors,Renovation,PENB,Design,Front garden,New building,Administration fee,Developer name,Project name,Kód jednotky
216916,"CZK 12,500",50.0868140356,14.4540507614,"Roháčova, Prague - Žižkov",Studio,35 m²,"CZK 3,500",Partially furnished,1,No,No,No,No,No,No,No,,131,181,97,504,112,246,348,296,348,437,,"CZK 24,999",Personal,Brick building,1 to 10 years years,District heating,Middle floor,Overall,,Standard materials and solutions,,,,,,
648507,"CZK 20,000",50.086382,14.445103,"Řehořova, Prague - Žižkov",2 bedroom with open-plan kitchen,63 m²,"CZK 2,000",Unfurnished,4,No,Yes,Yes,No,No,Yes,Yes,01. 05. 2022,166,680,439,635,157,648,415,455,497,649,Excellent,"CZK 40,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,Overall,C,Standard materials and solutions,,,,,,
545416,"CZK 17,900",50.0704284,14.4512084,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,61 m²,"CZK 1,600",Unfurnished,4,No,No,Yes,No,No,Yes,No,01. 05. 2022,126,555,100,102,59,417,178,355,334,272,Excellent,"CZK 35,800",Personal,Brick building,1 to 10 years years,Gas boiler,Middle floor,Overall,,Standard materials and solutions,,,,,,
712258,"CZK 8,900",50.05479,14.49812,"U Zahradního města, Prague - Záběhlice",Studio,34 m²,"CZK 2,300",Partially furnished,1,No,Yes,No,No,No,No,No,01. 05. 2022,431,729,507,"1,225",514,515,453,244,763,588,Excellent,"CZK 11,200",Personal,Brick building,,,,,G,,,,,,,
712226,"CZK 17,500",50.07329,14.43979,"Záhřebská, Prague - Vinohrady",Studio,26 m²,"CZK 2,900",Furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,159,309,52,476,76,481,103,455,672,499,New build,"CZK 35,000",Personal,Other,,,,,A,,,,,,,
712219,"CZK 23,000",50.0748,14.44408,"Šumavská, Prague - Vinohrady",2 bedroom,75 m²,CZK 700,Unfurnished,2,No,No,No,No,No,Yes,No,30. 03. 2022,72,123,25,515,5,308,302,188,510,264,Excellent,"CZK 23,000",Personal,Brick building,,,,,G,,,,,,,
712209,"CZK 12,990",50.08360611111,14.56736472222,"Na spojce, Prague - Dolní Počernice",Studio,29 m²,"CZK 2,634",Furnished,4,No,No,Yes,No,No,Yes,No,,500,"1,309",655,877,"1,474",388,,,,,Excellent,"CZK 15,624",Personal,Brick building,,,,,B,,,,"CZK 15,624

                                
                                
                
i",,,
712208,"CZK 13,000",50.09776,14.36629,"Kladenská, Prague - Vokovice",2 bedroom,50 m²,CZK 600,Unfurnished,2,No,No,No,No,No,No,No,30. 03. 2022,479,364,461,369,52,240,753,591,921,85,Good,"CZK 13,000",Personal,Brick building,,,,,G,,,,,,,
711672,"CZK 29,000",50.09012,14.4045,"Valdštejnské náměstí, Prague - Malá Strana",1 bedroom with open-plan kitchen,78 m²,"CZK 3,664",Partially furnished,2,No,No,No,No,No,No,No,01. 04. 2022,59,388,358,354,96,318,302,653,"1,005",772,Excellent,"CZK 60,000",Personal,Brick building,,,,,G,,,,,,,
510077,"CZK 23,000",50.027717,14.4287618,"Novodvorská, Prague - Braník",3 bedroom,74 m²,"CZK 2,000",Partially furnished,3,No,No,Yes,No,No,No,No,01. 09. 2022,89,654,340,626,459,432,305,249,"1,245",322,,"CZK 44,000",Personal,Brick building,,Central heating,Top floor,Overall,,Standard materials and solutions,,,,,,
712102,"CZK 14,500",50.0651,14.50935,"Uhříněveská, Prague - Strašnice",1 bedroom with open-plan kitchen,53 m²,"CZK 4,358",Furnished,3,No,No,Yes,No,Yes,No,Yes,04. 04. 2022,394,"1,431",440,"1,106",223,431,396,447,590,342,Excellent,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,
697214,"CZK 13,000",50.06194,14.43608,"Petra Rezka, Prague - Nusle",1 bedroom,49 m²,"CZK 2,500",Unfurnished,2,Yes,No,No,No,No,Yes,No,01. 04. 2022,167,614,151,528,121,457,121,445,399,278,Excellent,"CZK 31,000",Personal,Other,,,,Bathroom unit,G,,,,,,,
711568,"CZK 24,900",50.10594,14.4733,"Světova, Prague - Libeň",2 bedroom with open-plan kitchen,80 m²,"CZK 5,000",Partially furnished,3,No,No,No,No,Yes,Yes,No,01. 05. 2022,56,607,54,92,39,108,218,497,362,264,Excellent,"CZK 25,000",Personal,Brick building,,,,,G,,,,,,,
712094,"CZK 13,000",50.09033,14.4739536,"Biskupcova, Prague - Žižkov",2 bedroom,50 m²,"CZK 3,500",Partially furnished,5,No,No,Yes,No,No,No,No,29. 03. 2022,193,"1,012",134,259,16,116,321,332,358,420,Good,"CZK 16,500",Personal,Brick building,,,,,G,,,,,,,
574900,"CZK 24,000",50.0280815,14.5150316,"Křejpského, Prague - Chodov",4 bedroom,75 m²,"CZK 3,000",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,385,495,345,"1,158",260,470,199,158,998,110,Excellent,"CZK 48,000",Personal,Prefab concrete building,,District heating,,Overall,C,,,,,,,
563070,"CZK 21,450",50.1086988,14.375396,"Na Pískách, Prague - Dejvice",2 bedroom with open-plan kitchen,64 m²,"CZK 2,400",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,57,656,293,738,469,438,289,277,,,,"CZK 42,900",Personal,Brick building,,,,,B,,,,,,,
712068,"CZK 13,000",50.08862,14.46377,"Domažlická, Prague - Žižkov",1 bedroom,34 m²,"CZK 1,000",Unfurnished,7,No,No,Yes,No,No,Yes,No,01. 05. 2022,143,576,256,191,140,435,621,696,466,345,Good,"CZK 13,000",Cooperative,Brick building,,,,,G,,,,,,,
512262,"CZK 9,800",50.0699333,14.3923511,"Nad Bertramkou, Prague - Smíchov",Studio,27 m²,"CZK 2,500",Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,217,799,671,878,468,885,690,"1,102",346,542,Good,"CZK 25,000",Personal,Brick building,,Central heating,Raised ground floor,,,Standard materials and solutions,,,,,,
540297,"CZK 21,500",50.04304,14.31343,"Toufarova, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 2,500",Partially furnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,258,485,231,799,821,429,778,559,"1,031",582,New build,"CZK 40,000",Personal,Brick building,1 to 10 years years,Central heating,Middle floor,,B,Premium materials and solutions,,,,,,
662917,"CZK 13,300",50.10595,14.58328,"Bryksova, Prague - Černý Most",1 bedroom,40 m²,"CZK 3,200",Furnished,7,Yes,No,No,No,Yes,Yes,No,17. 05. 2021,581,630,372,420,456,767,"1,395",600,567,,Excellent,"CZK 13,300",Personal,Prefab concrete building,,,,,C,,,,,,,
561746,"CZK 22,000",50.0672879,14.5526084,"Honzíkova, Prague - Dolní Měcholupy",Studio,86 m²,"CZK 4,000",Partially furnished,7,No,Yes,No,No,No,No,Yes,01. 04. 2022,511,"1,208",327,246,506,"1,008","1,178",306,,,New build,"CZK 40,000",Personal,Brick building,1 to 10 years years,Central heating,,,,,,,,,,
197009,"CZK 11,000",50.1233776,14.4844013,"Teplická, Prague - Střížkov",Studio,35 m²,"CZK 2,990",Partially furnished,8,No,No,No,No,No,Yes,No,10. 04. 2022,250,"1,200",182,"1,139",341,586,251,304,136,43,Excellent,"CZK 25,000",Personal,Brick building,,District heating,Middle floor,,C,Standard materials and solutions,,,,,,
712033,"CZK 12,500",50.08663,14.45971,"Jeseniova, Prague - Žižkov",Small studio,38 m²,"CZK 2,500",Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,104,346,17,618,321,318,251,298,420,143,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,C,,,,,,,
712029,"CZK 23,990",50.10301055555,14.43322222222,"Šimáčkova, Prague - Holešovice",1 bedroom with open-plan kitchen,70 m²,"CZK 1,234",Unfurnished,2,No,No,No,No,No,Yes,No,,114,770,169,294,55,98,477,456,857,,Excellent,"CZK 25,224",Personal,Brick building,,,,,A,,,,"CZK 25,224

                                
                                
                
i",,,
397506,"CZK 13,000",50.115718873824,14.471034512164,"V Zahradách, Prague - Libeň",Studio,33 m²,"CZK 5,500",Furnished,3,No,Yes,No,No,No,No,No,01. 04. 2020,175,"1,139",163,"1,331",72,431,329,"1,274",977,373,Excellent,"CZK 18,500",Personal,Brick building,1 to 10 years years,,Middle floor,Overall,,Standard materials and solutions,,,,,,
478318,"CZK 12,000",50.1392824,14.5188443,"Pavla Beneše, Prague - Letňany",Studio,30 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,,280,448,951,"1,034",486,572,848,978,"1,110",150,Excellent,"CZK 24,000",Personal,Other,1 to 10 years years,Central heating,,,B,,,,,,,
711995,"CZK 35,000",50.0431626,14.3123334,"Toufarova, Prague - Stodůlky",2 bedroom with open-plan kitchen,140 m²,"CZK 6,000",Furnished,1,No,Yes,Yes,No,Yes,Yes,Yes,28. 03. 2022,333,560,306,874,759,504,853,634,"1,106",657,New build,"CZK 50,000",Personal,Brick building,,,,,C,,,,,,,
711964,"CZK 13,000",50.02917,14.5313,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,Yes,No,No,No,No,30. 03. 2022,231,487,196,170,319,380,346,350,441,222,Good,"CZK 16,000",Personal,Prefab concrete building,,,,,A,,,,,,,
595994,"CZK 28,000",50.066301,14.431111,"Sekaninova, Prague - Nusle",2 bedroom with open-plan kitchen,74 m²,"CZK 1,000",Furnished,5,Yes,Yes,No,No,No,No,Yes,28. 03. 2022,237,627,167,761,64,289,394,448,223,185,New build,,Personal,Brick building,1 to 10 years years,Gas boiler,Top floor,Overall,C,Premium materials and solutions,,Yes,,,,
467195,"CZK 12,500",50.055583,14.525417,Prague - Hostivař,Studio,34 m²,"CZK 2,800",Furnished,3,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,424,891,326,854,540,895,"1,319",731,579,535,Excellent,"CZK 12,500",Personal,Brick building,,,,,B,,,,,,,
703902,"CZK 15,990",50.11035555555,14.4866525,"Podvinný mlýn, Prague - Libeň",1 bedroom with open-plan kitchen,59 m²,"CZK 3,014",Furnished,4,Yes,No,Yes,No,Yes,Yes,No,,584,735,483,794,51,850,423,575,412,560,Excellent,"CZK 18,706",Personal,Brick building,,,,,C,,,,"CZK 18,706

                                
                                
                
i",,,
524714,"CZK 26,000",50.0817465,14.4271892,"Václavské náměstí, Prague - Nové Město",Studio,80 m²,"CZK 4,000",Furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,159,379,137,87,20,155,398,847,114,372,,"CZK 30,000",Other,Brick building,,,,,,,,,,,,
490850,"CZK 12,500",50.135346,14.5420411,"Toužimská, Prague - Kbely",1 bedroom with open-plan kitchen,54 m²,"CZK 4,000",Partially furnished,3,Yes,No,No,No,No,No,No,,107,625,744,645,878,517,517,535,716,,,"CZK 16,500",Personal,Brick building,,Gas boiler,,,C,,,,,,,
711824,"CZK 14,000",50.10907,14.5569,"Za černým mostem, Prague - Kyje",Studio,,"CZK 3,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,28. 03. 2022,176,800,136,48,754,418,"1,323","1,438",483,,New build,"CZK 42,000",Personal,Prefab concrete building,,,,,G,,,,,,,
639881,"CZK 17,990",50.020821,14.40306,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,48 m²,"CZK 4,500",Partially furnished,4,No,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,419,659,"1,181",370,"1,106",,,,,,New build,"CZK 30,000",Personal,Brick building,1 to 10 years years,District heating,Top floor,,B,Premium materials and solutions,,Yes,,,,
180770,"CZK 10,800",50.1011439,14.4909093,"Prokopka, Prague - Vysočany",1 bedroom,37 m²,CZK 900,Partially furnished,2,No,No,No,No,No,No,No,20. 01. 2022,165,"1,206",215,849,308,"1,301",108,193,636,240,,"CZK 12,000",Personal,Brick building,,Other,,,,Standard materials and solutions,,,,,,
395681,"CZK 20,000",50.0769497,14.4491685,"U vodárny, Prague - Vinohrady",1 bedroom with open-plan kitchen,55 m²,"CZK 5,000",Furnished,1,No,No,Yes,No,No,Yes,No,01. 04. 2022,90,292,115,86,36,94,251,204,666,146,,"CZK 30,000",Personal,Brick building,,,,,G,,,,,,,
711070,"CZK 16,900",50.0573177,14.4207856,Prague - Podolí,1 bedroom with open-plan kitchen,59 m²,"CZK 3,100",Partially furnished,2,Yes,No,No,No,No,Yes,No,04. 07. 2022,172,280,180,81,167,277,67,681,458,95,Excellent,"CZK 25,000",Personal,Brick building,,,,,C,,,,,,,
705161,"CZK 9,900",50.05716,14.44544,"Sdružení, Prague - Nusle",Studio,42 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,05. 02. 2022,316,993,46,504,172,928,349,323,"1,018",266,Excellent,"CZK 15,000",Other,Brick building,,Other,Raised ground floor,,G,Standard materials and solutions,,,,,,
436587,"CZK 6,900",50.0835307,14.5007042,"Káranská, Prague - Malešice",Small studio,17 m²,"CZK 1,800",Furnished,1,No,No,No,No,No,No,No,23. 03. 2022,328,298,328,341,344,503,262,289,703,118,,"CZK 8,700",Personal,Brick building,,,,,,,,,,,,
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,130 m²,"CZK 10,000",Partially furnished,1,Yes,No,No,No,No,Yes,Yes,21. 03. 2022,376,883,245,949,420,609,461,787,"1,290",596,Excellent,"CZK 79,998",Personal,Brick building,1 to 10 years years,Central heating,Raised ground floor,Overall,C,Premium materials and solutions,,,,,,
108759,"CZK 10,900",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,33 m²,"CZK 3,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 04. 2022,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,,"CZK 29,000",Personal,Brick building,,,,,C,,,,,,,
680446,"CZK 72,000",50.09961,14.4244,"Ovenecká, Prague - Holešovice",5 bedroom with open-plan kitchen,234 m²,"CZK 4,000",Partially furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,01. 11. 2021,69,159,85,31,97,65,326,409,498,,New build,"CZK 144,000",Personal,Brick building,1 to 10 years years,Gas boiler,Top floor,Overall,C,Premium materials and solutions,,,,,,
711434,"CZK 8,490",50.10360722222,14.536865,"Šestajovická, Prague - Hloubětín",Studio,30 m²,"CZK 2,687",Furnished,1,No,No,No,No,No,Yes,No,,150,287,296,269,313,233,200,160,157,116,Good,"CZK 11,177",Personal,Prefab concrete building,,,,,D,,,,"CZK 11,177

                                
                                
                
i",,,
710836,"CZK 12,200",50.05346,14.34362,"Blattného, Prague - Stodůlky",1 bedroom with open-plan kitchen,45 m²,"CZK 1,300",Partially furnished,6,No,No,No,No,No,No,No,01. 04. 2022,335,552,309,598,390,274,281,222,"1,303",210,Excellent,"CZK 8,000",Personal,Prefab concrete building,,,,,C,,,,,,,
711361,"CZK 18,990",50.10032583333,14.42747916666,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,48 m²,"CZK 4,098",Furnished,3,Yes,No,Yes,No,No,Yes,No,,143,403,32,72,15,197,339,176,434,,Good,"CZK 23,088",Personal,Brick building,,,,,F,,,,"CZK 23,088

                                
                                
                
i",,,
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,63 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,71,334,187,202,113,9,263,225,368,177,Good,,Cooperative,Brick building,,Other,Middle floor,Exterior,G,,,,,,,
708392,"CZK 12,000",50.09870265,14.434113817606,Prague - Holešovice,Studio,27 m²,"CZK 2,500",Partially furnished,5,No,No,No,No,No,Yes,No,01. 06. 2022,83,843,18,53,67,114,138,"1,337",311,511,Excellent,"CZK 12,000",Personal,Brick building,,Central heating,Middle floor,,G,,,,,,,
710582,"CZK 22,000",50.07464,14.39318,"Švédská, Prague - Smíchov",3 bedroom,93 m²,CZK 650,Partially furnished,3,Yes,No,No,No,No,No,No,16. 03. 2022,236,"1,156",101,897,540,851,483,763,"1,254",626,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
711085,"CZK 15,000",50.03172,14.53492,"Janouchova, Prague - Háje",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,7,No,No,Yes,No,No,Yes,No,21. 03. 2022,40,287,311,329,271,581,375,222,631,156,Excellent,"CZK 20,000",Personal,Prefab concrete building,,,,,D,,,,,,,
670411,"CZK 12,500",50.1298884,14.4204672,"Poznaňská, Prague - Bohnice",Studio,47 m²,"CZK 3,800",Partially furnished,11,No,No,Yes,No,No,Yes,No,01. 01. 1970,189,640,372,242,,,,,,,,"CZK 15,000",Personal,Prefab concrete building,,District heating,,Overall,C,Premium materials and solutions,,,,,,
561837,"CZK 13,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,41 m²,"CZK 3,000",Partially furnished,11,No,No,No,No,No,Yes,No,01. 04. 2022,254,593,117,280,345,406,382,271,466,165,,"CZK 16,000",Personal,Prefab concrete building,,,,,A,,,,,,,
710517,"CZK 14,500",50.06583,14.45058,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,47 m²,CZK 600,Partially furnished,3,No,No,No,No,No,Yes,No,01. 04. 2022,175,435,132,543,147,279,411,421,188,593,Excellent,"CZK 14,500",Personal,Brick building,,Gas boiler,Middle floor,Interior,G,,,,,,,
694966,"CZK 14,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,42 m²,"CZK 2,500",Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,31. 03. 2022,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,New build,"CZK 33,000",Personal,Brick building,1 to 10 years years,Central heating,Ground floor,,A,,26 m²,Yes,,,,
596521,"CZK 5,000",50.057161,14.46881,"U Plynárny, Prague - Michle",Studio,48 m²,CZK 800,Partially furnished,1,No,No,No,No,No,No,No,01. 04. 2022,54,"1,183",181,"1,352",633,200,749,"1,088",67,,New build,"CZK 5,000",Personal,Brick building,1 to 10 years years,District heating,Ground floor,,B,Premium materials and solutions,,Yes,,,,
710403,"CZK 9,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",Studio,20 m²,"CZK 1,500",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,186,288,145,100,69,154,387,761,998,319,Excellent,"CZK 1,500",Personal,Brick building,,,,,G,,,,,,,
710405,"CZK 12,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",1 bedroom with open-plan kitchen,67 m²,"CZK 1,500",Partially furnished,1,No,No,No,No,No,Yes,No,01. 04. 2022,186,288,145,100,69,154,387,761,998,319,Good,"CZK 20,000",Personal,Brick building,,,,,G,,,,,,,
521368,"CZK 17,000",50.1027761,14.4971369,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,50 m²,"CZK 5,000",Partially furnished,6,No,Yes,Yes,No,Yes,Yes,No,14. 03. 2022,221,603,340,203,200,104,527,"1,217",650,405,Excellent,"CZK 24,000",Personal,Brick building,,,Top floor,,,,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,106 m²,"CZK 7,500",Furnished,13,No,Yes,No,No,Yes,Yes,No,15. 05. 2022,414,428,459,605,193,334,656,302,197,59,New build,"CZK 35,000",Personal,Other,,,,,C,,,,,,,
539475,"CZK 20,000",50.0460364,14.3241152,"U Jezera, Prague - Stodůlky",2 bedroom with open-plan kitchen,82 m²,"CZK 4,656",Partially furnished,8,No,No,Yes,Yes,No,Yes,No,20. 04. 2022,332,700,316,253,209,313,236,93,299,91,Excellent,"CZK 40,000",Cooperative,Prefab concrete building,10 to 30 years years,District heating,Middle floor,Overall,C,Premium materials and solutions,,,,,,
460121,"CZK 15,600",50.074587,14.443176,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,50 m²,"CZK 2,700",Furnished,3,No,No,Yes,No,No,Yes,No,,169,27,121,533,102,404,206,285,522,276,Excellent,"CZK 18,300",Personal,Brick building,,,Middle floor,Overall,,Standard materials and solutions,,,,,,
710716,"CZK 16,490",50.12410861111,14.45105888888,"Čimická, Prague - Kobylisy",2 bedroom with open-plan kitchen,56 m²,"CZK 3,275",Partially furnished,1,No,No,Yes,No,No,Yes,No,,129,911,89,68,310,369,384,605,"1,119",238,Excellent,"CZK 19,765",Personal,Brick building,,,,,G,,,,"CZK 19,765

                                
                                
                
i",,,
710699,"CZK 9,490",50.02972083333,14.44998888888,"Štúrova, Prague - Krč",Studio,26 m²,"CZK 3,100",Partially furnished,,No,No,No,No,No,No,No,,113,"1,284",200,101,713,832,"1,163",548,369,,Good,"CZK 12,590",Personal,Prefab concrete building,,,,,G,,,,"CZK 12,590

                                
                                
                
i",,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,60 m²,"CZK 3,200",Furnished,5,No,Yes,No,No,No,No,No,01. 04. 2022,184,"1,129",323,565,140,485,462,303,711,319,Excellent,"CZK 23,000",Personal,Brick building,,Gas boiler,,Interior,G,Premium materials and solutions,,,,,,
575334,"CZK 25,000",50.0312027,14.4462594,"Pod Višňovkou, Prague - Krč",3 bedroom,98 m²,"CZK 7,000",Furnished,1,Yes,No,No,No,No,No,Yes,01. 05. 2022,138,"1,466",435,"1,412",434,856,882,"1,114",934,755,Excellent,"CZK 30,000",Personal,Brick building,,Gas boiler,Raised ground floor,Overall,D,,500 m²,,,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,51 m²,"CZK 4,500",Furnished,1,No,No,No,No,Yes,No,No,10. 03. 2022,150,"1,086",483,989,492,725,257,690,"1,373",207,Excellent,"CZK 18,500",Personal,Brick building,,,Ground floor,Overall,G,,,,,,,
591600,"CZK 13,000",50.035578,14.410744,"Nad Malým Mýtem, Prague - Braník",1 bedroom with open-plan kitchen,42 m²,"CZK 1,600",Partially furnished,2,No,No,No,No,No,No,No,01. 02. 2020,183,357,225,246,209,387,265,"1,108",138,,Excellent,"CZK 25,000",Personal,Brick building,1 to 10 years years,Other,Middle floor,Interior,E,Premium materials and solutions,,,,,,
575002,"CZK 12,000",50.0570457,14.4400154,"Soudní, Prague - Nusle",Small studio,35 m²,CZK 500,Partially furnished,3,No,No,Yes,No,No,No,No,10. 03. 2022,133,"1,323",350,629,244,656,543,480,530,262,Excellent,"CZK 24,000",Personal,Brick building,,Gas boiler,,Interior,D,Standard materials and solutions,,,,,,
