Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Designe,Condition,Ownership,EPC,Heating,New-build,Reconstruction,Terrace,Cellar,Balcony,Parking,Garage,Domácí mazlíčci vítáni,Enclosed balcony,Administrative fee,Plot space,Plot type
"CZK 9,900","CZK 5,000",704560,Small studio,2/1/2022,24 m²,Fully furnished,,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,"CZK 15,000",Brick,Up to 10 years,,Very good,Personal,G,Distance,,Complete,,1.0,,,,,,,,
"CZK 18,000","CZK 4,000",731577,2+kk,8/29/2022,50 m²,Fully furnished,3,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,"CZK 18,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",629291,Studio,9/1/2022,47 m²,Fully furnished,5,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,"CZK 30,000",Brick,Over 50 years,Standard,Very good,Cooperative,G,Distance,,Interior,1.0,1.0,,,,,,,,
"CZK 5,000","CZK 1,000",731583,2 bedroom,8/29/2022,50 m²,Fully furnished,1,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,"CZK 3,000",Brick,,,Good,,D,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",731515,3+1,8/28/2022,76 m²,Fully furnished,,1.0,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,"CZK 22,000",Prefab concrete,,,Very good,,G,,,,,1.0,,,,,1.0,,,
"CZK 25,000","CZK 7,500",166213,2 bedroom,9/11/2022,72 m²,Fully furnished,3,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,"CZK 32,500",Brick,Up to 10 years,Standard,Very good,Personal,C,Gas boiler,,Complete,,,,,,,,,,
"CZK 24,000","CZK 6,000",731081,2 bedroom,8/24/2022,100 m²,Partly,5,1.0,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,"CZK 60,000",Brick,,,Very good,,B,,,,,,,,,1.0,,,,
"CZK 35,000","CZK 2,500",731561,3+kk,8/29/2022,84 m²,Fully furnished,1,,172.33,591.68,145.8,184.34,72.85,80.56,257.4,331.94,145.71,238.03,Prague - Nové Město,50.07638,14.42886,"CZK 20,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 17,400","CZK 1,200",634161,3+kk,9/12/2022,82 m²,Partly,1,,668.11,1132.02,617.56,1283.62,600.92,813.32,905.77,1076.68,530.89,497.59,Prague - Strašnice,50.066691,14.486618,"CZK 25,000",Brick,,,Very good,Personal,G,,,,,,1.0,,,,,,,
"CZK 29,800","CZK 5,000",685115,2+kk,9/26/2022,50 m²,Fully furnished,4,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 34,800",Brick,,,New-build,Personal,B,,,,,,,1.0,1.0,,1.0,,,
"CZK 22,500","CZK 4,000",685106,Studio,10/1/2022,33 m²,Fully furnished,5,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 26,500",Brick,,,New-build,Personal,B,,,,,,1.0,,,,,,,
"CZK 14,900","CZK 3,500",730755,2+kk,8/22/2022,43 m²,Partly,4,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,"CZK 14,900",Brick,,Standard,New-build,,G,Central,,Complete,1.0,,,,,,,,,
"CZK 15,900","CZK 4,100",575066,2+kk,9/1/2022,39 m²,Partly,2,,294.15,1090.88,1361.47,2008.89,273.84,2133.53,1506.12,2642.51,2083.45,916.82,"Želetická, Prague - Sobín",50.0641756,14.27305515,"CZK 20,000",Brick,Up to 10 years,Luxurious,New-build,Personal,C,Gas boiler,1.0,,,,1.0,,1.0,,,,,
"CZK 16,000","CZK 1,500",730986,3+1,8/23/2022,70 m²,Fully furnished,5,,506.34,876.91,392.91,811.74,806.41,696.49,646.62,295.96,2042.79,195.9,Prague - Troja,50.12536,14.41058,"CZK 32,000",Prefab concrete,,Standard,Good,,G,Central,,Exterior,,,,,,,1.0,,,
"CZK 15,000","CZK 4,500",483606,Studio,10/1/2022,42 m²,Partly,3,,59.17,832.58,69.81,317.47,265.17,136.69,236.43,732.66,112.87,308.78,Prague - Libeň,50.1080371,14.4724508,"CZK 19,500",Brick,,,New-build,Personal,A,,,,,,,,,,,,,
"CZK 8,000","CZK 2,500",354692,Other,6/27/2022,20 m²,Fully furnished,1,,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,"CZK 10,500",Brick,,,,Personal,G,,,,,,,,,,,,,
"CZK 25,000","CZK 4,000",731508,2 bedroom,10/1/2022,85 m²,Unfurnished,1,,223.5,588.45,113.57,276.92,0,88.29,193.47,741.77,211.16,180.39,Prague - Dejvice,50.09862,14.40305,"CZK 60,000",Brick,,,Very good,,G,,,,,,,,1.0,,,,,
"CZK 14,000","CZK 4,000",678488,2 bedroom,10/1/2022,53 m²,Fully furnished,2,,78.03,383.9,92.18,175.57,466.9,245.42,117.37,209.6,941.96,59.8,"Na Okraji, Prague - Veleslavín",50.09024,14.34522,"CZK 28,000",Brick,,,Good,Personal,G,Distance,,,,1.0,,,,,,,,
"CZK 15,500","CZK 1,500",407973,1 bedroom,10/1/2022,42 m²,Fully furnished,4,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,"CZK 17,000",Brick,,,,Personal,,Electric boiler,,Interior,1.0,,,,,,,,,
"CZK 13,300","CZK 2,700",558315,Studio,10/1/2022,27 m²,Fully furnished,1,1.0,235.42,1472.13,168.49,1354.89,681.99,789.99,410.75,252.5,565.0,240.54,"Hasova, Prague - Modřany",50.0133907,14.4273209,"CZK 18,000",Prefab concrete,,Luxurious,,Cooperative,,,,Complete,,1.0,,1.0,,,1.0,,,
"CZK 17,000","CZK 2,900",730677,2+kk,9/1/2022,48 m²,Partly,3,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,"CZK 40,000",Brick,,,Very good,,C,,,,,1.0,1.0,,1.0,,,,,
"CZK 20,000","CZK 4,900",486388,2+kk,10/1/2022,70 m²,Fully furnished,2,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,"CZK 24,900",Brick,,Luxurious,Very good,Personal,,Central,,Interior,,,,,,,,,,
"CZK 10,000","CZK 4,000",485483,Studio,1/1/2021,24 m²,Partly,1,,238.79,1182.2,322.05,1037.62,0.13,694.74,895.99,537.45,1022.62,376.81,"Mašínova, Prague - Kobylisy",50.130805,14.45657,CZK 2,Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 20,000","CZK 7,000",730773,2 bedroom,9/1/2022,55 m²,Partly,2,,142.89,368.6,396.96,381.66,287.22,1332.25,334.52,695.43,956.12,622.84,Prague - Záběhlice,50.04715,14.48291,"CZK 45,000",Brick,30 - 50 years,,Very good,Personal,G,Central,,Exterior,,,1.0,,,1.0,,,,
"CZK 18,000","CZK 5,000",425185,2+kk,8/28/2022,56 m²,Fully furnished,1,,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,"CZK 22,000",Brick,Up to 10 years,Luxurious,,Personal,C,Other,,,,1.0,,,,,,,,
"CZK 9,200","CZK 1,050",731390,,8/27/2022,23 m²,,,,115.09,1032.67,80.25,311.2,75.8,134.11,370.43,418.92,410.08,300.64,Prague - Žižkov,50.09084,14.47161,"CZK 10,000",,,,,,,,,,,,,,,,,,,
"CZK 29,900","CZK 4,000",731449,2+kk,8/28/2022,58 m²,Unfurnished,3,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,"CZK 29,900",Brick,,,New-build,,B,,1.0,,1.0,1.0,,1.0,,,,,,
"CZK 20,900","CZK 2,800",731435,Studio,8/27/2022,36 m²,Unfurnished,2,1.0,140.56,577.97,113.5,130.14,152.77,131.11,432.29,632.55,509.18,241.35,Prague - Libeň,50.1046,14.47194,"CZK 20,900",Brick,,,New-build,,B,,1.0,,1.0,1.0,,1.0,,,,,,
"CZK 8,000","CZK 4,000",731432,1 bedroom,8/27/2022,25 m²,Fully furnished,3,,225.84,998.78,156.94,498.46,315.81,461.06,478.73,438.76,758.62,198.52,Prague - Prosek,50.11597,14.49889,"CZK 12,000",Brick,,,Good,,C,,,,,,1.0,,,,,,,
"CZK 12,000","CZK 4,000",731430,2+kk,8/27/2022,43 m²,Fully furnished,11,1.0,489.24,1034.37,631.38,1131.4,174.27,1012.6,255.64,332.1,843.47,121.89,Prague - Horní Měcholupy,50.04789,14.5613,"CZK 12,000",Prefab concrete,,,Good,,G,,,,,,,1.0,,,,,,
"CZK 19,000","CZK 2,000",605812,Studio,9/11/2022,42 m²,Partly,5,1.0,165.64,741.92,52.41,96.6,104.88,171.12,251.74,483.54,150.69,593.26,"Veverkova, Prague - Holešovice",50.100125,14.431629,"CZK 38,000",Brick,,,Very good,Personal,,Central,,,1.0,,,,,,,,,
"CZK 16,500","CZK 3,000",641182,Studio,9/6/2022,25 m²,Fully furnished,3,,356.6,734.94,453.36,352.96,373.61,572.79,1041.05,326.27,1013.88,65.21,"Buštěhradská, Prague - Střešovice",50.096835,14.389714,"CZK 15,000",Brick,,Standard,Good,Personal,B,Central,,Bathroom unit,,,,,,,,,,
"CZK 22,000","CZK 4,500",728893,Studio,9/12/2022,39 m²,Partly,5,1.0,292.74,597.07,273.19,266.0,167.75,409.2,830.45,1028.64,565.09,367.73,Prague - Karlín,50.09629,14.45175,"CZK 50,000",Low-energy,,,New-build,,B,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,
"CZK 14,000",CZK 0,583578,,8/30/2022,15 m²,Fully furnished,1,1.0,205.33,658.07,330.79,666.41,147.84,610.89,238.11,457.49,14.87,566.93,"Krouzova, Prague - Modřany",50.012335913975,14.418793902307,"CZK 14,000",Brick,10 to 30 years,Standard,Good,Cooperative,C,Gas boiler,,Complete,,1.0,,,,,1.0,,,
"CZK 18,000","CZK 3,800",392925,2+kk,9/1/2022,50 m²,Partly,5,1.0,487.64,1059.79,268.72,1038.86,696.6,637.22,559.36,510.6,1320.66,97.89,Prague - Střížkov,50.1308869,14.4954099,"CZK 36,000",Brick,Up to 10 years,Luxurious,New-build,Personal,B,Distance,,,,,1.0,1.0,,,,,,
"CZK 19,000","CZK 3,000",686568,Studio,9/15/2022,26 m²,Fully furnished,2,1.0,98.4,430.77,193.81,210.42,67.47,366.05,461.93,467.64,787.48,452.05,"Gorazdova, Prague - Nové Město",50.07386,14.41527,"CZK 44,000",Brick,Up to 10 years,,New-build,Personal,E,,,Complete,,,,,,,,,,
"CZK 23,000","CZK 4,000",730804,3+1,10/1/2022,77 m²,Partly,2,,473.84,1388.43,450.65,1215.14,466.26,729.37,635.55,575.59,435.22,232.77,Prague - Vokovice,50.10084,14.34982,"CZK 27,000",Brick,,,Very good,,G,,,,,1.0,,1.0,,1.0,,,,
"CZK 4,900","CZK 1,000",686626,2 bedroom,9/1/2022,50 m²,Fully furnished,4,,180.5,668.29,52.54,601.09,271.63,449.0,151.53,1025.29,424.12,87.77,"Ortenovo náměstí, Prague - Holešovice",50.10915,14.44742,CZK 0,Brick,,,Very good,Personal,G,Central,,,,,,,,,,,,
"CZK 60,000","CZK 6,000",731171,4+kk,8/25/2022,130 m²,Partly,5,,264.54,188.83,342.77,281.35,223.32,522.66,177.43,189.95,990.47,464.35,Prague - Malá Strana,50.08904,14.40703,"CZK 120,000",Brick,,,Very good,,G,,,Complete,1.0,1.0,1.0,,,,,,,
"CZK 29,000","CZK 7,000",472794,3+1,10/1/2022,105 m²,Partly,2,,144.2,197.38,28.0,235.07,11.48,250.9,340.48,492.72,328.98,306.07,Prague - Vršovice,50.0674451,14.4566149,"CZK 50,000",Brick,,,Very good,Personal,,,,Complete,,,1.0,,,,,,,
"CZK 20,000","CZK 4,000",249879,2+kk,10/1/2022,66 m²,Fully furnished,2,1.0,372.23,943.38,625.63,1057.02,355.45,903.11,637.89,793.73,557.5,136.86,"Švejcarovo náměstí, Prague - Stodůlky",50.0361776,14.3299157,"CZK 48,000",Brick,,,Very good,Personal,,Electric boiler,,,,,,1.0,,,1.0,,,
"CZK 16,000","CZK 3,000",731388,2+kk,9/1/2022,58 m²,Partly,3,1.0,239.32,721.27,303.79,535.82,218.67,196.36,205.9,255.22,502.0,327.73,Prague - Břevnov,50.08527,14.37305,"CZK 32,000",Brick,,,Very good,,C,Central,,,,,1.0,,,,,,,
"CZK 17,400","CZK 2,500",531248,2+kk,8/29/2022,40 m²,Fully furnished,3,,232.35,639.23,694.32,275.43,313.44,544.84,723.66,511.93,1205.5,201.79,"Vostrovská, Prague - Dejvice",50.1001838,14.3671741,"CZK 17,400",Brick,,Standard,Very good,Personal,A,Central,,Complete,,,,,,,,,,
"CZK 44,000","CZK 5,000",616335,4+1,8/30/2022,150 m²,Partly,2,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,"CZK 50,000",Brick,,Luxurious,Very good,Personal,A,Central,,Complete,1.0,,1.0,,,,,,,
"CZK 15,000","CZK 3,000",147926,2+kk,11/1/2022,45 m²,Partly,3,,140.36,1538.25,310.84,1816.92,368.3,357.37,945.26,368.13,1082.06,17.82,"Bratislavská, Prague - Hostivař",50.0437706,14.5156536,"CZK 30,000",Brick,,Standard,Very good,Personal,B,Central,,,,,1.0,,,,,,,
"CZK 38,000","CZK 6,140",714349,3+1,9/1/2022,125 m²,Partly,4,1.0,169.6,512.43,178.1,306.01,36.59,299.49,192.69,443.73,233.23,420.28,"Bílkova, Prague - Staré Město",50.09099,14.42074,"CZK 60,000",Brick,,,Very good,Personal,G,,,Interior,,1.0,,,,,,,,
"CZK 14,000","CZK 2,600",174167,1 bedroom,9/1/2022,47 m²,Fully furnished,1,,269.91,482.78,119.66,1225.34,219.91,809.9,389.5,379.4,327.15,23.4,"Za Pohořelcem, Prague - Střešovice",50.0864318,14.3834355,"CZK 14,000",Brick,,Standard,Very good,Personal,,Gas boiler,,Complete,,,,,,,,,,
"CZK 33,000","CZK 10,000",729540,3+kk,9/1/2022,136 m²,Fully furnished,5,1.0,414.08,771.69,477.5,878.68,3.32,463.98,336.19,409.67,481.2,613.02,"Na Výsledku II, Prague - Nusle",50.05555665,14.44677365,"CZK 33,000",Other,,,Very good,,G,,,,1.0,1.0,,,,,,,,
"CZK 21,000","CZK 4,000",731348,2+kk,1/3/2023,61 m²,Unfurnished,11,1.0,242.34,1352.77,303.49,1027.31,364.56,863.04,303.66,1008.3,1292.55,839.42,Prague - Vysočany,50.10109,14.5057,"CZK 42,000",Brick,Up to 10 years,Standard,New-build,Personal,B,Distance,1.0,,,1.0,1.0,1.0,1.0,,,,,
"CZK 19,500","CZK 4,300",730680,2+kk,11/1/2022,51 m²,Fully furnished,3,1.0,77.89,806.6,238.19,510.21,346.43,332.17,116.14,372.1,179.0,189.14,Prague - Letňany,50.13414,14.50913,"CZK 45,000",Prefab concrete,,,Very good,Personal,D,,,,,1.0,,,,,1.0,,,
"CZK 23,000","CZK 2,256",727374,2+kk,10/1/2022,50 m²,Partly,5,1.0,229.92,458.16,132.37,16.18,66.74,348.3,271.86,425.85,412.95,347.61,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,"CZK 50,512",Brick,,,Very good,Personal,E,,,Complete,,1.0,,,,,,,,
"CZK 26,000","CZK 3,200",727402,2 bedroom,10/15/2022,70 m²,Partly,4,,294.31,695.6,57.95,472.25,12.23,470.59,243.7,242.01,491.49,211.15,"Ruská, Prague - Vršovice",50.07222495,14.45512555,"CZK 58,400",Brick,,,Very good,Personal,E,,,Complete,,,1.0,,,,,,,
"CZK 14,000","CZK 3,600",505470,2+kk,10/1/2022,43 m²,Partly,7,1.0,97.07,518.62,175.18,614.86,171.34,492.91,345.02,334.45,1585.25,88.37,"Famfulíkova, Prague - Kobylisy",50.1318409,14.4711883,"CZK 14,000",Prefab concrete,,,Very good,Personal,D,Distance,,Bathroom unit,,,,,,,,,,
"CZK 19,800","CZK 2,000",606361,2 bedroom,9/1/2022,67 m²,Partly,1,,131.48,515.69,253.55,394.7,118.91,600.85,270.67,1270.4,155.34,163.32,"Jana Zajíce, Prague - Bubeneč",50.100818,14.417075,"CZK 24,000",Brick,,Standard,Very good,Personal,B,Electric boiler,,Complete,,,,,,,,,,
"CZK 12,500","CZK 3,000",494175,Studio,10/1/2022,37 m²,Partly,2,,47.67,1568.73,316.33,6476.7,1240.54,1317.99,1068.01,1008.14,1397.71,1080.16,"Rosická, Prague - Vinoř",50.1531832,14.5860847,"CZK 25,000",Brick,Up to 10 years,,,Personal,C,Gas boiler,,,,,1.0,,,,,,,
"CZK 14,900","CZK 2,750",731312,Studio,9/1/2022,30 m²,Fully furnished,1,1.0,176.41,649.83,330.27,562.13,263.45,522.46,374.06,579.0,711.15,324.72,Prague - Michle,50.05069,14.45507,"CZK 20,000",Brick,,,New-build,,G,,,Complete,,,,,,,,,,
"CZK 18,000","CZK 3,300",731302,2+kk,8/29/2022,54 m²,Fully furnished,3,,31.51,318.45,10.06,91.13,129.35,27.18,280.16,239.27,458.26,223.91,Prague - Holešovice,50.10271,14.45017,"CZK 18,000",Brick,,,New-build,,G,,,,,,,1.0,,,,,,
"CZK 17,000","CZK 4,500",731225,2+kk,8/25/2022,63 m²,Fully furnished,2,1.0,153.7,333.61,320.29,4087.24,225.91,3065.42,236.07,387.04,474.19,187.51,Prague - Běchovice,50.08199,14.6153,"CZK 34,000",Brick,,,New-build,,B,,1.0,,,,1.0,,,,,,,
"CZK 37,500","CZK 3,000",710123,5+kk,9/1/2022,130 m²,Unfurnished,3,1.0,363.36,234.94,118.19,197.82,177.62,456.08,270.14,407.61,938.65,192.26,"Velehradská, Prague - Vinohrady",50.07888,14.45376,CZK 0,Brick,,,Very good,,F,,,,,,,,,,,,,
"CZK 25,000","CZK 2,500",731209,3+1,9/1/2022,119 m²,Unfurnished,1,1.0,272.1,1369.08,701.74,979.35,495.04,998.56,210.47,580.68,831.59,106.18,Prague - Bubeneč,50.10441,14.40947,"CZK 75,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 26,000","CZK 7,900",548506,2+kk,8/21/2022,54 m²,Fully furnished,4,1.0,196.54,708.6,185.89,175.43,33.46,257.8,76.89,276.1,130.26,252.34,"Vyšehradská, Prague - Nové Město",50.0694781,14.418098,"CZK 50,000",Brick,Up to 10 years,Luxurious,,Personal,B,,,Complete,,1.0,,,,,,,,
"CZK 14,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,"CZK 14,000",Brick,,,Very good,,G,,,,,1.0,,,,,,,,
"CZK 24,990","CZK 3,388",731246,3+kk,9/16/2022,74 m²,Fully furnished,2,1.0,146.07,1733.58,871.94,1739.22,710.76,1359.51,1622.85,1351.31,1109.11,193.83,"Škvorecká, Prague - Stodůlky",50.06,14.33,"CZK 28,378",Brick,,,New-build,Personal,B,,1.0,,,1.0,1.0,,,,,"CZK 28,378",,
"CZK 13,000","CZK 4,200",486379,2+kk,9/12/2022,36 m²,Partly,2,1.0,218.79,264.72,214.37,2051.37,180.86,343.29,800.01,189.83,529.94,287.22,"Horolezecká, Prague - Hostivař",50.0517645,14.5438766,"CZK 20,000",Prefab concrete,,,Very good,Personal,,,,Complete,,1.0,1.0,1.0,,,,,,
"CZK 23,990","CZK 4,378",731237,2+kk,9/16/2022,49 m²,Fully furnished,4,1.0,267.67,187.24,39.3,41.26,78.77,106.88,417.33,590.18,371.06,221.83,"Kyjevská, Prague - Dejvice",50.09886527777,14.39817361111,"CZK 56,736",Brick,,,Very good,Personal,G,,,,,1.0,1.0,,,,,"CZK 28,368",,
"CZK 15,200","CZK 2,720",670902,2+kk,9/1/2022,50 m²,Partly,11,1.0,90.25,545.43,456.45,475.3,475.33,469.93,537.33,1015.48,1351.64,157.08,"Poznaňská, Prague - Bohnice",50.13047,14.4184,"CZK 23,000",Prefab concrete,30 - 50 years,Standard,Very good,Cooperative,G,Central,,Complete,,1.0,,1.0,1.0,,,,,
"CZK 20,000","CZK 5,952",726780,3+kk,10/1/2022,64 m²,Fully furnished,4,1.0,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,"CZK 20,000",Prefab concrete,,,Good,,C,,,,,1.0,1.0,,,,,,,
"CZK 24,990","CZK 1,106",731169,3+kk,9/17/2022,66 m²,Fully furnished,4,,67.68,388.99,216.56,347.61,141.01,364.46,365.92,473.05,330.63,380.94,"Na Zlatnici, Prague - Podolí",50.05788555555,14.42395694444,"CZK 26,096",Brick,,,Very good,Personal,C,,,,,,,,,,,"CZK 26,096",,
"CZK 25,500","CZK 5,000",673369,3+kk,9/1/2022,77 m²,Unfurnished,2,1.0,0.0,1088.74,986.61,2536.53,657.22,1183.26,1009.64,1934.96,676.02,856.46,"Stochovská, Prague - Ruzyně",50.0841721,14.3121812,"CZK 25,500",Brick,Up to 10 years,Standard,New-build,Personal,B,Central,1.0,,,1.0,1.0,1.0,1.0,,,,,
"CZK 21,999","CZK 1,500",363249,2+kk,9/1/2022,54 m²,Partly,2,,90.36,29.99,9.53,143.04,111.56,98.54,262.06,593.1,533.99,194.58,"Podolská, Prague - Podolí",50.0587881,14.4209115,"CZK 40,000",Brick,Up to 10 years,Luxurious,,Personal,E,Gas boiler,,Complete,,,,,,,,,,
"CZK 58,000","CZK 1,900",731162,5+1,11/1/2022,150 m²,Partly,,,279.85,410.46,253.58,669.89,134.23,550.89,188.53,214.01,385.12,171.64,Prague - Vinohrady,50.07371,14.44602,"CZK 119,965",Brick,,Luxurious,Very good,,,,,Interior,,,,,,,,,,
"CZK 8,000","CZK 1,500",729860,Small studio,8/22/2022,13 m²,Fully furnished,3,,63.56,2382.3,502.13,2085.54,453.16,1020.53,1623.0,348.67,951.91,676.91,Prague - Břevnov,50.07573,14.33054,CZK 0,Brick,Up to 10 years,Standard,New-build,,G,,,,,,,,,1.0,,,,
"CZK 10,000","CZK 2,500",575593,Small studio,8/26/2022,30 m²,Fully furnished,2,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,"CZK 12,500",Brick,,,Very good,Personal,A,Electric boiler,,,,,,,,,,,,
"CZK 25,900","CZK 2,700",558740,3+kk,10/1/2022,94 m²,Partly,1,,93.85,153.95,23.81,257.54,16.23,257.06,307.72,502.7,285.55,255.73,"Oblouková, Prague - Vršovice",50.0670925,14.4558324,"CZK 47,800",Brick,Over 50 years,Luxurious,Good,Personal,G,Gas boiler,,Interior,,1.0,1.0,,,,,,,
"CZK 20,000","CZK 4,000",531932,2 bedroom,10/1/2022,50 m²,Partly,5,,35.42,420.61,131.42,161.76,67.56,272.26,361.85,379.4,229.28,240.53,Prague - Vršovice,50.0679028,14.4588789,"CZK 25,000",Brick,,,,Personal,C,,,,,,,,,,,,,
"CZK 24,061","CZK 4,100",719023,Studio,9/30/2022,34 m²,Fully furnished,6,1.0,123.62,331.12,156.76,367.07,102.48,248.42,301.1,639.82,219.3,523.15,"Washingtonova, Prague - Nové Město",50.08065,14.431,"CZK 48,122",Brick,Over 50 years,Standard,Very good,Personal,G,Electric boiler,,Complete,,,,,,,,,,
"CZK 9,000","CZK 3,000",731042,Small studio,8/31/2022,32 m²,Partly,3,,81.9,982.25,81.47,623.36,129.28,293.27,386.95,881.32,327.11,157.06,Prague - Strašnice,50.07003,14.48853,"CZK 12,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 18,000","CZK 8,500",511073,2 bedroom,11/1/2022,75 m²,Partly,4,,115.25,687.92,89.51,214.74,7.35,83.42,518.41,797.69,441.58,761.65,"Dukelských hrdinů, Prague - Holešovice",50.1027248,14.4328603,"CZK 36,000",Brick,,,,Personal,,,,,,,,,,,,,,
"CZK 39,000","CZK 7,000",517158,3+1,10/3/2022,85 m²,Fully furnished,3,,295.13,929.65,441.84,565.86,439.45,345.14,741.77,802.36,774.4,312.3,Prague - Dejvice,50.101426,14.3708397,"CZK 70,000",Brick,,Luxurious,Very good,Personal,G,Gas boiler,,Complete,,,1.0,,,,1.0,,,
"CZK 14,000","CZK 3,920",730406,2+kk,8/18/2022,43 m²,Partly,2,1.0,287.95,1241.38,478.44,1198.51,674.52,400.63,173.81,607.72,690.23,341.2,Prague - Kamýk,50.01581,14.43237,"CZK 28,000",Prefab concrete,,,Very good,,G,,,,,1.0,1.0,,,,,,,
"CZK 20,000","CZK 5,000",730903,3+1,11/1/2022,78 m²,Partly,10,1.0,100.23,939.76,153.49,621.09,138.91,192.6,264.37,595.16,305.1,220.46,Prague - Strašnice,50.06951,14.49267,"CZK 20,000",Prefab concrete,30 - 50 years,Standard,Good,Personal,G,Central,,,,1.0,,,1.0,1.0,1.0,,,
"CZK 12,000","CZK 1,500",505631,1 bedroom,8/15/2022,34 m²,Fully furnished,2,,179.37,297.82,106.8,303.76,116.11,358.08,307.02,241.35,495.87,520.5,"Bělehradská, Prague - Vinohrady",50.0713759,14.4333425,"CZK 24,000",Brick,Up to 10 years,Standard,,Personal,,Electric boiler,,Complete,,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,"CZK 14,000",Brick,,,Good,Personal,F,Distance,,Interior,,,,,,,,,,
"CZK 16,500","CZK 5,500",554329,2+kk,9/26/2022,49 m²,Partly,3,,53.93,1077.26,371.37,1459.79,267.87,601.61,689.56,1888.92,880.79,507.37,Prague - Radotín,49.9771246,14.3504332,"CZK 33,000",Brick,Up to 10 years,Luxurious,New-build,Personal,B,Central,1.0,,,,1.0,,,,,,,
"CZK 29,000","CZK 5,500",730369,3+kk,9/1/2022,75 m²,Partly,12,1.0,107.88,524.34,0.0,172.65,64.52,544.44,488.76,682.57,608.93,127.06,Prague - Strašnice,50.0776705,14.4868989,"CZK 60,000",Brick,,,Very good,,A,,,,,,1.0,,1.0,1.0,,,,
"CZK 17,500","CZK 3,500",700035,2+kk,9/1/2022,50 m²,Fully furnished,7,1.0,146.6,1885.82,1048.5,1644.68,378.3,1292.34,740.14,1353.48,1244.54,662.27,"Pískařská, Prague - Modřany",50.013,14.40077,"CZK 17,500",Brick,,,New-build,Personal,D,Distance,1.0,,,,,,1.0,,,,,
