Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Age,Design,Heating,Total number of floors,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Administration fee,Ownership Type,PENB,Renovation,New building,Front garden,Developer name,Project name,Kód jednotky
563249,"CZK 16,000",50.0623095,14.3256648,"5. máje, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000","CZK 21,000",Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,01. 05. 2022,,Standard materials and solutions,Gas boiler,Ground floor,485,"1,479","1,251",799,"1,296","1,308","1,488",572,,,,Personal,,Overall,,,,,
712632,"CZK 30,000",50.0795183,14.4256008,"Štěpánská, Prague - Nové Město",3 bedroom,Excellent,106 m²,CZK 800,"CZK 60,000",Brick building,Unfurnished,4,No,No,No,No,No,Yes,No,04. 04. 2022,,,,,252,745,218,228,59,227,265,537,518,474,,Personal,F,,,,,,
443850,"CZK 12,500",50.0517995,14.3653519,"Polívkova, Prague - Jinonice",1 bedroom with open-plan kitchen,,45 m²,"CZK 4,000","CZK 12,500",Prefab concrete building,Unfurnished,2,No,No,No,No,No,No,No,,,,District heating,Middle floor,245,401,719,361,790,326,"1,046",459,201,,,Personal,,,,,,,
640142,"CZK 1,000",50.104144,14.549458,"Kukelská, Prague - Hloubětín",2 bedroom,Good,107 m²,"CZK 3,900",,Prefab concrete building,Furnished,5,Yes,No,Yes,No,Yes,Yes,No,07. 04. 2022,,,,,137,942,134,960,611,909,186,827,731,76,,Personal,G,,,,,,
446124,"CZK 19,500",50.0058372,14.4149292,"Soukalova, Prague - Modřany",1 bedroom with open-plan kitchen,,49 m²,"CZK 3,500","CZK 19,500",Brick building,Unfurnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,246,257,379,339,405,40,617,740,869,72,,Personal,B,,Yes,,,,
671001,"CZK 17,000",50.10294,14.55224,"Sklenská, Prague - Kyje",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000","CZK 17,000",Other,Furnished,1,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,259,742,402,"1,228",354,643,425,"1,074",601,344,,Personal,B,,,,,,
704676,"CZK 14,500",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,25 m²,"CZK 3,000","CZK 17,500",Brick building,Furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,,,Central heating,,259,641,512,240,238,214,699,"1,065",467,443,,Personal,G,Overall,,,,,
713265,"CZK 12,900",50.05891,14.49887,"Ostružinová, Prague - Záběhlice",1 bedroom with open-plan kitchen,Good,51 m²,"CZK 2,400",,Prefab concrete building,Partially furnished,2,No,No,No,Yes,No,Yes,No,15. 04. 2022,,,,,349,430,336,639,658,403,483,637,577,225,,Personal,G,,,,,,
704555,"CZK 18,000",50.1037268,14.4539924,"V Háji, Prague - Holešovice",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 4,000","CZK 25,000",Brick building,Partially furnished,1,No,No,Yes,No,No,No,No,01. 02. 2022,,,,,60,629,33,219,91,134,665,627,217,509,,Personal,G,,,,,,
713261,"CZK 14,500",50.13373,14.51058,"Chlebovická, Prague - Letňany",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 3,000","CZK 14,500",Brick building,Furnished,10,No,No,Yes,No,No,Yes,No,01. 05. 2022,,,,,97,753,403,335,416,420,281,383,249,43,,Personal,C,,,,,,
713260,"CZK 13,500",50.0995426,14.3993071,"Kyjevská, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 4,000","CZK 20,000",Brick building,Furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,,Standard materials and solutions,Gas boiler,Middle floor,246,303,106,114,25,199,299,630,280,265,,Personal,G,,,,,,
556880,"CZK 25,500",50.0775372,14.4192713,"Karlovo náměstí, Prague - Nové Město",3 bedroom,Good,83 m²,"CZK 6,500","CZK 30,000",Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 07. 2022,,,Central heating,Middle floor,76,276,60,33,22,244,199,387,508,418,,Personal,D,,,,,,
653924,"CZK 16,500",50.06578,14.46399,"Baškirská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 5,500","CZK 20,000",Prefab concrete building,Furnished,9,Yes,Yes,Yes,No,Yes,Yes,No,01. 06. 2022,,,,,309,593,321,558,302,809,742,158,257,524,,Personal,C,,,,,,
695859,"CZK 20,000",50.02611,14.44741,"Mezilesní, Prague - Lhotka",3 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 4,500","CZK 40,000",Prefab concrete building,Partially furnished,3,No,No,Yes,No,Yes,No,No,07. 04. 2022,,,District heating,Top floor,182,987,554,"1,186",580,899,337,703,659,352,,Personal,B,Interior,,,,,
465966,"CZK 19,000",50.0931427,14.4569598,"Březinova, Prague - Karlín",1 bedroom with open-plan kitchen,,49 m²,"CZK 2,000","CZK 20,000",Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,,Standard materials and solutions,,Middle floor,314,772,119,373,54,236,192,"1,340",287,436,,Personal,A,Overall,,50 m²,,,
664249,"CZK 10,500",50.08677,14.46824,"Malešická, Prague - Žižkov",Small studio,Excellent,33 m²,CZK 720,"CZK 10,500",Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,,,177,465,110,256,134,400,433,319,335,358,,Personal,G,,,,,,
713109,"CZK 18,000",50.10684,14.60743,"Bříšťanská, Prague - Horní Počernice",3 bedroom,Excellent,115 m²,"CZK 6,000","CZK 45,000",Brick building,Furnished,1,Yes,No,No,No,Yes,No,No,07. 04. 2022,,,,,286,"1,098","1,057",349,886,283,,,,,,Personal,C,,,,,,
589375,"CZK 25,000",50.090582,14.450551,"Pernerova, Prague - Karlín",2 bedroom,Excellent,97 m²,"CZK 2,000","CZK 25,000",Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,01. 01. 1970,,Standard materials and solutions,Gas boiler,Middle floor,327,394,162,391,192,458,44,"1,048",452,353,,Cooperative,G,Overall,,,,,
519620,"CZK 17,000",50.0610745,14.4381486,Prague - Nusle,1 bedroom with open-plan kitchen,Excellent,57 m²,"CZK 2,500","CZK 25,000",Brick building,Partially furnished,2,Yes,No,Yes,No,No,No,No,10. 04. 2022,,,,,134,655,158,471,93,382,369,753,93,202,,Personal,,,,20 m²,,,
713214,"CZK 20,000",50.12435,14.48724,"Rumburská, Prague - Střížkov",2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 4,500","CZK 30,000",Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 05. 2022,,,,,206,"1,039",386,977,405,361,397,242,200,139,,Personal,G,,,,,,
448384,"CZK 16,500",50.0453146,14.5146362,"Přeštická, Prague - Hostivař",1 bedroom with open-plan kitchen,,85 m²,"CZK 4,000","CZK 20,000",Brick building,Furnished,8,No,Yes,No,Yes,No,Yes,No,01. 05. 2022,,Standard materials and solutions,District heating,Top floor,165,329,302,291,"1,060",398,"1,325",135,,,,Personal,,,,,,,
602963,"CZK 14,500",50.070717,14.446995,"Donská, Prague - Vršovice",Studio,Good,34 m²,"CZK 2,500","CZK 15,000",Brick building,Furnished,2,No,Yes,No,No,No,Yes,No,01. 05. 2022,1 to 10 years years,,Central heating,Middle floor,148,677,142,462,0,498,447,535,324,290,,Personal,C,,,,,,
712580,"CZK 13,700",50.12639,14.42051,"Hnězdenská, Prague - Troja",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,500","CZK 20,000",Prefab concrete building,Partially furnished,2,No,No,No,No,No,Yes,No,01. 04. 2022,,,,,231,254,267,324,118,268,776,965,"1,244",396,,Personal,G,,,,,,
713205,"CZK 24,000",50.08554,14.44835,"Blahníkova, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,85 m²,"CZK 1,600","CZK 39,000",Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 06. 2022,,,,,237,333,118,340,77,301,68,161,205,648,,Personal,C,,,,,,
443504,"CZK 18,000",50.060275596721,14.288100429608,"Mladých, Prague - Zličín",3 bedroom,,70 m²,"CZK 2,000",,Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,249,431,949,940,317,"1,051",250,650,194,,,Personal,,,,50 m²,,,
713199,"CZK 9,990",50.10572333333,14.547835,"Rochovská, Prague - Hloubětín",Studio,Excellent,29 m²,"CZK 1,646","CZK 11,636",Prefab concrete building,Furnished,2,No,No,No,No,No,Yes,No,,,,,,124,832,279,864,474,918,287,590,958,217,"CZK 11,636

                                
                                
                
i",Personal,B,,,,,,
713192,"CZK 14,000",50.05011,14.54659,"Tenisová, Prague - Hostivař",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,195","CZK 27,000",Prefab concrete building,Partially furnished,14,No,No,Yes,Yes,No,Yes,No,07. 04. 2022,,,Gas boiler,Top floor,271,269,294,275,118,704,235,586,174,,,Personal,G,Overall,,,,,
712154,"CZK 20,000",50.07146,14.44815,"Krymská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,59 m²,"CZK 2,840","CZK 20,000",Brick building,Partially furnished,5,No,No,No,No,No,No,No,01. 04. 2022,,,,,135,665,130,370,71,629,313,580,182,300,,Personal,G,,,,,,
646971,"CZK 16,500",50.069361,14.457193,"Holandská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,500","CZK 20,000",Brick building,Furnished,3,No,No,No,No,No,Yes,No,01. 06. 2022,,Standard materials and solutions,Gas boiler,Middle floor,172,367,79,144,97,142,224,244,442,203,,Personal,G,Overall,,,,,
713163,"CZK 16,000",50.09833,14.37579,"Velvarská, Prague - Dejvice",2 bedroom,Excellent,60 m²,CZK 800,"CZK 32,000",Brick building,Partially furnished,1,No,Yes,No,No,No,No,No,15. 04. 2022,,,,,156,"1,047",127,923,318,517,933,339,811,106,,Personal,G,,,,,,
571007,"CZK 14,000",50.0480462,14.4424127,"Humpolecká, Prague - Krč",1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 2,000","CZK 20,000",Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,01. 05. 2022,10 to 30 years years,Standard materials and solutions,Gas boiler,Middle floor,166,180,105,363,172,320,435,773,521,343,,Personal,C,Overall,,,,,
661549,"CZK 26,500",50.09369,14.4555,"Šaldova, Prague - Karlín",1 bedroom with open-plan kitchen,New build,68 m²,"CZK 2,500","CZK 45,000",Brick building,Partially furnished,4,No,Yes,Yes,No,No,Yes,No,01. 05. 2022,,,,,335,642,2,270,74,133,283,"1,339",184,325,,Personal,F,,,,,,
594087,"CZK 18,600",50.059241,14.434281,"5. Května, Prague - Nusle",1 bedroom with open-plan kitchen,Excellent,60 m²,CZK 650,"CZK 36,000",Brick building,Furnished,2,Yes,Yes,No,No,No,Yes,No,01. 05. 2022,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,358,"1,074",217,530,170,478,463,658,451,647,,Personal,G,,,,,,
713155,"CZK 23,000",50.07849,14.45635,"Přemyslovská, Prague - Vinohrady",2 bedroom,Excellent,82 m²,"CZK 1,200","CZK 23,000",Brick building,Partially furnished,6,No,No,No,No,No,Yes,No,11. 04. 2022,,,,,127,336,85,145,47,342,467,581,922,219,,Cooperative,G,,,,,,
466224,"CZK 13,000",50.0855445,14.3729816,"Mládeže, Prague - Břevnov",1 bedroom with open-plan kitchen,,42 m²,"CZK 3,000","CZK 16,000",Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,30. 04. 2022,,,,,229,745,314,504,225,206,234,245,512,394,,Personal,,,,,,,
569904,"CZK 12,800",50.0789302,14.457653,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 3,000","CZK 12,800",Brick building,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 02. 2022,,Standard materials and solutions,Gas boiler,Middle floor,194,505,65,266,61,335,483,442,771,198,,Personal,,,,,,,
9448,"CZK 16,900",50.0554029275,14.4239115715,"Pod Klaudiánkou, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 2,900","CZK 33,000",Brick building,Furnished,,No,Yes,No,No,No,No,Yes,23. 04. 2022,10 to 30 years years,Premium materials and solutions,Other,Ground floor,296,647,467,506,392,644,447,807,207,410,,Personal,B,,,41 m²,,,
712506,"CZK 35,000",50.0762,14.44983,"Slezská, Prague - Vinohrady",3 bedroom,Excellent,95 m²,"CZK 5,000","CZK 30,000",Brick building,Furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,,,,,144,329,135,144,57,216,290,180,632,156,,Personal,E,,,,,,
713144,"CZK 13,000",50.09004,14.4675,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,43 m²,CZK 535,"CZK 26,000",Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,06. 04. 2022,,,,,62,793,5,91,38,122,453,562,485,204,,Personal,G,,,,,,
711712,"CZK 55,000",50.07202,14.44518,"Francouzská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,101 m²,CZK 133,"CZK 110,000",Brick building,Furnished,4,Yes,No,No,No,No,No,No,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Top floor,,,,,,,,,,,,Personal,B,Overall,Yes,,Luka Residential s.r.o.,Luka Living Rental apartments,F401
704537,"CZK 35,000",50.07621,14.42885,"Hálkova, Prague - Nové Město",4 bedroom,Excellent,114 m²,CZK 500,"CZK 40,000",Brick building,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 1970,1 to 10 years years,Premium materials and solutions,Gas boiler,Middle floor,158,603,131,173,31,68,243,317,159,223,,Personal,B,Overall,,,,,
661029,"CZK 6,000",50.068585,14.4713735,"Vladivostocká, Prague - Vršovice",Small studio,Excellent,20 m²,"CZK 3,000","CZK 9,000",Other,Furnished,3,No,No,No,No,No,Yes,No,03. 05. 2021,,Standard materials and solutions,District heating,Middle floor,137,233,164,167,282,552,245,363,313,352,,,D,,,,,,
655768,"CZK 15,500",50.06344,14.45338,"Petrohradská, Prague - Vršovice",2 bedroom,Excellent,53 m²,"CZK 3,500","CZK 20,000",Brick building,Furnished,4,No,No,Yes,No,No,Yes,No,01. 04. 2022,,Standard materials and solutions,Gas boiler,Middle floor,157,614,155,737,26,597,398,363,402,420,,Cooperative,G,,,,,,
430813,"CZK 19,900",50.1262741,14.4319591,"Velká skála, Prague - Troja",2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 5,000","CZK 35,000",Brick building,Partially furnished,2,No,Yes,No,No,Yes,No,No,01. 04. 2022,,,District heating,,361,626,69,"1,243",574,"1,042",547,475,481,469,,Personal,A,,,,,,
713118,"CZK 18,000",50.1237664,14.4396098,"K Sadu, Prague - Troja",3 bedroom with open-plan kitchen,Excellent,72 m²,"CZK 6,000","CZK 24,000",Brick building,Partially furnished,1,Yes,No,Yes,Yes,Yes,No,No,01. 01. 1970,,,,,367,"1,332",96,971,384,334,454,249,271,243,,Personal,G,,,,,,
177743,"CZK 15,500",50.1110331231,14.4889452368,"Podvinný mlýn, Prague - Libeň",Studio,Excellent,55 m²,"CZK 3,900","CZK 20,000",Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,572,936,718,782,252,650,624,730,449,360,,Personal,,,,,,,
410319,"CZK 13,500",50.1302363,14.4221293,Prague - Bohnice,1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 3,500","CZK 35,000",Prefab concrete building,Furnished,2,No,No,Yes,No,Yes,Yes,Yes,22. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,182,821,184,751,469,197,386,924,"1,037",185,,Cooperative,,Overall,,,,,
188871,"CZK 12,600",50.1050543,14.4879604,"Kurta Konráda, Prague - Libeň",1 bedroom with open-plan kitchen,,45 m²,CZK 500,"CZK 13,100",Brick building,Furnished,3,Yes,No,No,No,No,No,No,01. 05. 2022,,,,,200,80,119,118,164,278,337,564,180,47,,Personal,,,,,,,
713014,"CZK 19,000",50.0204964,14.4029624,"Šífařská, Prague - Hodkovičky",1 bedroom with open-plan kitchen,New build,38 m²,"CZK 2,000","CZK 19,000",Low-energy building,Furnished,1,No,No,Yes,No,No,No,Yes,11. 04. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Raised ground floor,456,622,"1,217",407,"1,143",,,,,,,Personal,B,,,35 m²,,,
713095,"CZK 11,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",Studio,Excellent,42 m²,"CZK 3,900","CZK 20,000",Prefab concrete building,Furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,,,,,14,969,166,"1,452",268,216,136,524,"1,472",265,,Personal,G,,,,,,
712448,"CZK 16,000",50.04115,14.56562,"Janovská, Prague - Horní Měcholupy",2 bedroom with open-plan kitchen,Good,67 m²,"CZK 4,000",,Prefab concrete building,Partially furnished,2,No,No,Yes,Yes,No,Yes,No,01. 07. 2022,,,,,176,602,276,414,330,131,264,273,997,316,,Personal,G,,,,,,
647743,"CZK 24,500",50.0814214,14.4299039,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 3,900",,Brick building,,6,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,,Premium materials and solutions,Central heating,Top floor,322,273,32,180,43,69,245,976,163,571,,Personal,G,Overall,,,,,
587162,"CZK 14,000",50.043447,14.454778,"Pelhřimovská, Prague - Michle",Studio,Excellent,57 m²,CZK 600,"CZK 14,000",Brick building,Partially furnished,5,No,Yes,No,No,No,No,No,01. 05. 2022,,,Other,,183,789,420,473,89,245,193,614,700,165,,Personal,D,,,,,,
673009,"CZK 13,500",49.99559,14.47109,"Švihovská, Prague - Písnice",1 bedroom with open-plan kitchen,Excellent,47 m²,"CZK 3,500","CZK 20,000",Brick building,Partially furnished,2,Yes,No,No,No,Yes,No,Yes,01. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,Top floor,272,"1,265",731,"1,059","1,054",661,,,,,,Personal,A,,,,,,
584586,"CZK 28,000",50.105532,14.392401,"Nikoly Tesly, Prague - Dejvice",2 bedroom,Excellent,92 m²,"CZK 2,000","CZK 30,000",Brick building,Furnished,4,Yes,No,No,No,No,Yes,No,01. 07. 2022,1 to 10 years years,Standard materials and solutions,Central heating,Middle floor,239,994,265,389,186,190,442,489,776,345,,Personal,G,Overall,,,,,
666783,"CZK 26,000",50.035755,14.524528,Prague - Háje,4 bedroom,Excellent,100 m²,"CZK 4,500","CZK 26,000",Prefab concrete building,Partially furnished,1,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,,Premium materials and solutions,District heating,Middle floor,265,946,677,707,245,503,639,566,290,234,,Personal,B,Overall,,,,,
553703,"CZK 11,500",50.1265799,14.4350459,"Vřesová, Prague - Troja",Studio,,25 m²,"CZK 2,500","CZK 14,000",Prefab concrete building,Furnished,5,Yes,No,No,No,No,Yes,No,06. 04. 2022,1 to 10 years years,Standard materials and solutions,District heating,Middle floor,135,685,252,"1,387",528,784,745,630,383,503,,Personal,,,Yes,,,,
616335,"CZK 47,000",50.104941,14.371193,Prague - Dejvice,4 bedroom,Excellent,150 m²,"CZK 7,000","CZK 50,000",Brick building,Partially furnished,1,Yes,Yes,No,No,No,No,No,01. 05. 2022,,Premium materials and solutions,Gas boiler,Raised ground floor,182,"1,435",159,"1,072",168,149,446,579,420,195,,Personal,A,Overall,,150 m²,,,
712399,"CZK 10,000",50.0257,14.43628,"Nad Lesním divadlem, Prague - Braník",Studio,Excellent,28 m²,"CZK 2,013","CZK 10,000",Prefab concrete building,Partially furnished,2,No,No,Yes,No,No,Yes,No,10. 04. 2022,,,,,228,270,228,241,317,296,690,373,901,378,,Personal,G,,,,,,
713032,"CZK 14,000",50.10102,14.42628,"Veletržní, Prague - Bubeneč",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,000","CZK 14,000",Brick building,Partially furnished,,No,No,Yes,No,No,Yes,No,07. 04. 2022,,,,,251,309,119,188,72,50,302,115,497,,,Personal,G,,,,,,
712211,"CZK 23,000",50.07286,14.43954,"Záhřebská, Prague - Vinohrady",2 bedroom,Excellent,58 m²,CZK 550,"CZK 22,000",Brick building,Partially furnished,6,Yes,Yes,No,No,No,No,No,01. 05. 2022,,,Gas boiler,,201,358,94,578,109,482,159,401,728,541,,Personal,G,,,,,,
551494,"CZK 13,000",50.1333894,14.3750452,"Vysokoškolská, Prague - Suchdol",1 bedroom,Excellent,40 m²,"CZK 3,000","CZK 16,000",Brick building,Furnished,2,No,No,No,No,No,No,No,10. 03. 2019,,Standard materials and solutions,Other,Attic,185,587,183,222,120,568,"1,096",577,603,211,,Personal,C,Interior,,,,,
613883,"CZK 13,000",50.11935,14.461455,"Zenklova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,45 m²,CZK 800,"CZK 26,000",Brick building,,3,No,No,No,No,No,No,No,01. 05. 2022,,,,,139,159,174,608,271,210,849,528,"1,036",594,,Personal,G,,,,,,
518153,"CZK 12,000",50.1193528,14.4614637,Prague - Libeň,2 bedroom,,53 m²,CZK 800,"CZK 20,000",Brick building,Unfurnished,-1,No,No,No,No,No,No,No,01. 06. 2022,,,,,139,159,174,608,272,210,849,528,"1,037",595,,Personal,,,,,,,
213488,"CZK 15,000",50.0686763,14.3091212,"Žufanova, Prague - Řepy",1 bedroom with open-plan kitchen,,72 m²,"CZK 4,500","CZK 20,000",Prefab concrete building,Furnished,1,No,No,No,Yes,No,No,No,01. 06. 2022,,,,,227,598,447,816,474,336,342,438,"1,207",51,,Other,,,,,,,
328663,"CZK 14,000",50.071252,14.464839,"Na Míčánkách, Prague - Vršovice",1 bedroom,,42 m²,"CZK 1,500","CZK 14,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 05. 2022,,,Electric boiler,,2,708,126,624,266,585,373,276,760,245,,Personal,,Interior,,,,,
184951,"CZK 23,000",50.0416085,14.4283705,"U družstva Práce, Prague - Braník",3 bedroom,Good,100 m²,"CZK 5,000",,Brick building,Unfurnished,2,No,No,No,Yes,No,No,No,31. 05. 2022,,,Gas boiler,Middle floor,326,"1,141",338,980,237,"1,204",939,470,666,427,,Personal,,,,,,,
432359,"CZK 18,000",50.0696377,14.4876275,"Gutova, Prague - Strašnice",2 bedroom,,55 m²,"CZK 2,000","CZK 20,000",Brick building,Partially furnished,2,No,No,No,No,No,No,No,03. 04. 2022,,,,,159,934,615,686,150,372,433,790,396,327,,Personal,A,,,,,,
21516,"CZK 11,900",50.0694717,14.3743535,"Na Zámyšli, Prague - Košíře",Studio,,29 m²,"CZK 1,200","CZK 15,000",Brick building,Partially furnished,3,No,No,No,No,No,No,No,15. 04. 2022,,Standard materials and solutions,Other,,236,169,275,250,175,357,472,882,803,245,,Other,,,,,,,
603343,"CZK 45,000",50.085203,14.428022,"Nekázanka, Prague - Nové Město",Other,Excellent,114 m²,"CZK 5,000","CZK 50,000",Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,30 to 50 years years,Premium materials and solutions,Central heating,Top floor,232,136,116,213,140,227,297,701,403,667,,Personal,G,Overall,,,,,
169558,"CZK 12,000",50.0847006,14.5116856,"Malešické náměstí, Prague - Malešice",1 bedroom,,60 m²,"CZK 4,000",,Brick building,Partially furnished,1,No,No,No,No,No,No,No,,,,,,83,936,377,955,220,465,817,793,312,189,,Personal,,,,,,,
494972,"CZK 22,000",50.0886626,14.4840047,"Olgy Havlové, Prague - Žižkov",2 bedroom with open-plan kitchen,,74 m²,"CZK 6,300",,Brick building,Unfurnished,2,Yes,No,No,No,No,No,No,01. 05. 2022,,,,,389,818,431,631,145,673,498,365,363,121,,Personal,B,,,,,,
