Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Balcony,Terrace,Garage,Refundable security deposit,EPC,Condition,Building type,New-build,Designe,Age,Terasa 3 m²,Parking,Balkón 7.5 m²,Sklep 4 m²,Ownership,Heating,Balkón 4 m²,Reconstruction,Sklep 6 m²,Lodžie 7 m²,Cellar,Balkón 6 m²,Balkón 7 m²,Terasa 16 m²,Domácí mazlíčci vítáni,Terasa 18 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Balkón 8 m²,Balkón 5 m²,Sklep 7 m²,Terasa 35 m²,Sklep 1 m²,Terasa 15 m²,Administrative fee,Terasa 5 m²,Lodžie 6 m²,Terasa 11 m²,Terasa 100 m²,Balkón 3 m²,Balkón 12 m²,Terasa 10 m²,Sklep 5 m²,Terasa 24 m²,Sklep 0.1 m²,Lodžie 4.6 m²,Terasa 20 m²,Terasa 30 m²,Terasa 40 m²,Balkón 9.8 m²,Balkón 2 m²,Enclosed balcony,Lodžie 5 m²,Sklep 8 m²,Lodžie 4 m²,Lodžie 8 m²,Sklep 1.5 m²,Terasa 25 m²,Balkón 9 m²,Lodžie 28 m²,Terasa 7 m²,Terasa 12 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Balkón 20 m²,Terasa 80 m²,Terasa 17 m²,Terasa 78 m²,Balkón 10 m²,Terasa 2 m²,Balkón 15 m²,Sklep 2.4 m²,Terasa 6 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 54 m²,Terasa 42 m²,Terasa 50 m²,Sklep 10 m²,Lodžie 12 m²,Balkón 29 m²,Terasa 49 m²,Sklep 44 m²,Terasa 4 m²,Terasa 21 m²,Lodžie 10 m²,Sklep 9 m²,Sklep 1.2 m²,Balkón 33 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 1 m²,Balkón 3.2 m²,Terasa 9 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Terasa 13 m²,Balkón 16 m²,Sklep 12 m²,Terasa 14 m²,Terasa 350 m²,Terasa 27 m²,Terasa 300 m²,Balkón 2.6 m²,Terasa 8 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 8.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 200 m²,Sklep 15 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Balkón 11 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Terasa 29 m²,Terasa 83 m²,Sklep 6.4 m²,Terasa 23 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Sklep 20 m²,Terasa 14.1 m²
"CZK 24,000","CZK 4,000",621618,3+kk,11/5/2022,67 m²,Partly,2,70.42,1299.02,61.84,1411.7,156.5,1468.95,442.77,280.7,608.99,523.07,Prague - Podolí,50.0461236,14.4148065,1.0,,,,"CZK 27,960",,Very good,Brick,,Standard,,,,,,Personal,Central,,Complete,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 6,000",749177,3+1,12/5/2022,81 m²,Fully furnished,7,156.7,118.23,618.02,695.85,231.39,193.11,483.75,884.86,743.34,178.45,"Ostravská, Prague - Letňany",50.13796,14.51609,1.0,,,,"CZK 24,997",D,Good,Prefab concrete,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",744960,3+1,11/28/2022,90 m²,Fully furnished,5,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,125","CZK 12,375",733049,3+kk,12/11/2022,78 m²,Fully furnished,5,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",748462,2+kk,11/1/2022,42 m²,Unfurnished,3,224.7,1021.23,140.57,167.41,154.01,184.03,338.21,474.58,401.68,514.26,"Neklanova, Prague - Vyšehrad",50.066,14.42173,,,,,"CZK 16,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,11/10/2022,90 m²,Fully furnished,2,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,625","CZK 6,875",731156,2+kk,1/1/2023,49 m²,Fully furnished,2,84.02,732.97,86.86,659.07,276.51,744.0,408.19,306.62,634.43,198.98,"Na Míčánkách, Prague - Vršovice",50.0713305,14.4638794,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 3,500",265593,2+kk,10/1/2022,66 m²,Fully furnished,9,168.82,933.46,200.59,444.15,391.19,309.21,128.47,716.03,410.39,211.64,"Tupolevova, Prague - Letňany",50.1377081,14.5057243,1.0,,,,CZK 0,,,Brick,1.0,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",641365,2 bedroom,12/1/2022,55 m²,Partly,5,123.09,505.62,36.68,380.6,331.77,475.63,136.83,227.93,756.26,245.42,"Bělocerkevská, Prague - Vršovice",50.071953,14.471631,1.0,,,,"CZK 20,000",G,Very good,Prefab concrete,,Standard,30 - 50 years,,,,,Personal,Distance,,Interior,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",747039,Small studio,10/22/2022,35 m²,Fully furnished,3,188.38,298.81,282.93,303.83,237.42,182.23,701.51,348.52,349.72,113.85,"Jemnická, Prague - Michle",50.04898,14.45703,1.0,,,1.0,"CZK 25,000",A,Very good,Brick,1.0,,Up to 10 years,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 2,500",749167,2+kk,11/22/2022,70 m²,Fully furnished,1,244.93,291.57,208.15,405.01,322.65,211.14,816.06,710.36,775.76,263.52,"Soukalova, Prague - Modřany",50.00371,14.41511,1.0,,,1.0,"CZK 50,000",B,New-build,Prefab concrete,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,399","CZK 18,466",717682,2+kk,11/10/2022,69 m²,Fully furnished,6,104.56,349.59,143.75,145.93,108.83,150.53,431.56,393.96,289.53,329.01,"Na Maninách, Prague - Holešovice",50.1025661,14.4522431,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,12/12/2022,46 m²,Fully furnished,2,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,645","CZK 16,215",732720,3+1,12/20/2022,55 m²,Fully furnished,2,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",748451,Studio,10/31/2022,34 m²,Partly,1,253.57,1210.71,1087.9,2492.6,55.44,360.03,769.8,1708.29,1497.35,135.11,"V Zeleném údolí, Prague - Kunratice",50.02124,14.46581,1.0,,,,"CZK 25,000",C,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 2,500",630111,2+kk,11/10/2022,54 m²,Fully furnished,2,104.58,624.98,88.05,396.94,54.68,399.97,214.58,260.39,499.43,237.52,"Slovinská, Prague - Vršovice",50.071133,14.459542,1.0,,,,"CZK 44,000",B,Very good,Brick,,,,,,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 6,000",163681,Small studio,12/1/2022,46 m²,Partly,1,154.17,960.23,772.51,3250.66,818.54,1106.49,1029.41,711.23,1103.13,142.26,"Herlíkovická, Prague - Kbely",50.1401102,14.548523,1.0,,,,"CZK 14,000",A,,Brick,,Standard,10 to 30 years,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,281",728700,3+kk,8/5/2022,68 m²,Partly,4,227.19,694.52,292.56,947.84,372.07,273.0,572.29,459.35,1024.68,123.64,Prague - Chodov,50.02741,14.5197,1.0,,,,"CZK 45,000",G,Very good,Prefab concrete,,,,,,,,Personal,Central,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,500",748185,2+kk,1/1/2023,57 m²,Partly,3,141.4,1036.66,319.73,3820.31,87.45,301.37,760.35,3242.96,918.97,70.87,Prague - Dolní Měcholupy,50.0671,14.55026,1.0,,,,"CZK 30,000",C,New-build,Brick,1.0,Standard,Up to 10 years,,1.0,,,Cooperative,Central,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500",595789,2 bedroom,12/1/2022,60 m²,,3,221.05,831.18,711.21,1005.67,551.21,595.34,775.43,253.62,400.29,433.97,"Fráni Šrámka, Prague - Smíchov",50.069216,14.390601,,,,,"CZK 32,000",D,Good,Brick,,,30 - 50 years,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,675","CZK 9,225",742158,Studio,11/10/2022,30 m²,Fully furnished,2,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000",748273,2+kk,11/1/2022,55 m²,Fully furnished,3,458.42,1360.19,749.66,4002.64,439.29,726.37,1083.88,3425.29,1173.24,431.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,1.0,,,1.0,"CZK 38,000",B,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",652767,2+kk,4/1/2021,41 m²,Fully furnished,3,273.16,302.13,86.13,246.93,43.71,207.22,19.52,253.8,111.44,588.93,"Štítného, Prague - Žižkov",50.085517,14.449445,1.0,,,,"CZK 25,000",G,Very good,Brick,,,,,,,,Personal,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 7,000",749158,3+kk,12/1/2022,74 m²,Partly,3,104.7,1099.66,563.39,671.47,533.39,931.14,1201.68,871.76,929.0,637.11,"Dolnokrčská, Prague - Krč",50.03651,14.44201,,,,,"CZK 64,000",B,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 6,000",749155,2 bedroom,11/5/2022,84 m²,Fully furnished,2,83.75,543.06,28.65,319.71,35.64,318.05,55.33,264.2,609.96,259.67,Prague - Vršovice,50.07121,14.4571,,,,,"CZK 28,000",B,Very good,Brick,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,175","CZK 10,725",747955,1 bedroom,11/10/2022,30 m²,Fully furnished,3,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",749068,1 bedroom,12/31/2022,30 m²,Fully furnished,3,169.94,657.22,187.03,47.07,30.44,118.16,20.05,94.58,357.1,201.44,"Ječná, Prague - Nové Město",50.0756771,14.4268037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 6,500",749067,1 bedroom,1/2/2023,20 m²,Fully furnished,,169.94,657.22,187.03,47.07,30.44,118.16,20.05,94.58,357.1,201.44,"Ječná, Prague - Nové Město",50.0756771,14.4268037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 6,000",488680,4+kk,11/15/2022,136 m²,Fully furnished,2,188.73,438.1,273.33,373.28,308.21,223.59,392.29,631.43,918.85,357.61,"Volutová, Prague - Stodůlky",50.0501333,14.3370523,1.0,,1.0,1.0,"CZK 40,000",C,Very good,Brick,,Luxurious,10 to 30 years,,1.0,,,Personal,Distance,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 800,517366,2 bedroom,,72 m²,Partly,3,116.27,296.4,28.87,699.64,50.24,618.38,279.58,302.2,430.52,243.32,"Francouzská, Prague - Vinohrady",50.0728132,14.4428524,,,,,"CZK 44,000",,,Brick,,,,,,,,Personal,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,900",CZK 850,749149,2 bedroom,12/1/2022,70 m²,Partly,2,86.13,247.93,127.39,383.58,45.62,296.87,239.08,337.23,241.58,302.49,"Roháčova, Prague - Žižkov",50.08662,14.45313,,,,,"CZK 50,000",F,Very good,Brick,,Luxurious,,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",749147,2+kk,12/31/2022,78 m²,Partly,3,244.02,1185.36,849.04,927.18,493.74,982.69,654.42,1059.43,631.79,97.34,"Kakosova, Prague - Řeporyje",50.03911,14.32407,1.0,,,1.0,"CZK 20,000",C,New-build,Brick,1.0,Standard,10 to 30 years,,,,,,Central,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000",744999,2+kk,10/12/2022,50 m²,Fully furnished,5,244.58,546.29,193.58,371.77,118.18,85.38,194.71,244.42,296.64,284.57,"Sámova, Prague - Vršovice",50.06721,14.44996,1.0,,,,"CZK 20,000",G,Good,Brick,,Standard,,,,,,Personal,Central,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,500",632057,2+kk,11/1/2022,55 m²,Fully furnished,2,192.63,857.5,141.17,678.2,237.28,477.06,526.17,314.79,550.38,131.53,"K Rybníčkům, Prague - Strašnice",50.071404,14.498033,,,,,"CZK 41,000",G,Very good,Brick,,,,,1.0,,,Personal,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 1,100",748773,3+kk,11/15/2022,85 m²,Fully furnished,5,103.36,776.33,113.14,272.88,76.59,294.55,25.58,70.48,424.92,371.72,Prague - Nové Město,50.0805,14.41485,,,,,"CZK 35,000",G,Very good,Brick,,,,,1.0,,,,,1.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,800","CZK 2,700",727381,Studio,7/26/2022,17 m²,Fully furnished,6,237.36,558.9,238.6,648.08,374.62,644.2,1151.21,479.39,1218.4,129.92,Prague - Jinonice,50.0586,14.3773,1.0,,,,"CZK 6,000",G,Very good,Other,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,000",720255,2+kk,7/1/2022,35 m²,Partly,1,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,"CZK 32,000",A,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 5,000",720261,2+kk,7/1/2022,45 m²,Partly,1,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,1.0,,"CZK 30,000",A,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 5,000",720267,Studio,7/1/2022,35 m²,Partly,2,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,"CZK 30,000",A,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,250","CZK 11,750",748395,Studio,11/10/2022,56 m²,Fully furnished,1,96.44,280.97,14.82,508.63,72.69,336.4,388.51,158.74,542.27,280.28,"Korunní, Prague - Vinohrady",50.075535,14.4452886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,138","CZK 8,712",747904,1 bedroom,11/10/2022,30 m²,Fully furnished,3,390.19,1780.37,1158.49,1539.06,629.04,878.87,461.79,942.36,478.01,426.3,"Jeřabinová, Prague - Smíchov",50.0749239,14.359682,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,000",749139,Studio,12/1/2022,30 m²,Fully furnished,2,91.83,807.35,52.77,443.32,82.54,376.43,473.94,213.65,219.21,253.28,"Biskupcova, Prague - Žižkov",50.09156,14.48126,1.0,,,,"CZK 35,000",G,Very good,Brick,,Standard,10 to 30 years,,1.0,,,Personal,Electric boiler,,Complete,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,500",625021,2+kk,12/1/2022,43 m²,Partly,12,291.78,683.8,329.86,270.94,422.35,287.75,512.63,307.46,299.75,232.07,"Bellušova, Prague - Stodůlky",50.043126,14.324921,1.0,,,,"CZK 31,000",G,Very good,Prefab concrete,,,,,,,,Personal,Distance,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 10,000",52697,Other,10/31/2022,150 m²,Fully furnished,4,233.2,1437.14,161.35,654.91,204.92,167.39,290.93,98.51,607.46,182.14,"písečná , Prague - Troja",50.1244017,14.4440857,1.0,,,,"CZK 50,000",E,,Brick,,Luxurious,10 to 30 years,,1.0,,,Personal,Gas boiler,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000",720270,Studio,7/1/2022,42 m²,Partly,1,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,"CZK 32,000",A,New-build,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,000",685793,Studio,1/1/2023,32 m²,Fully furnished,1,132.4,938.46,793.91,3228.89,790.55,1127.88,1007.64,732.62,1086.85,163.65,"Herlíkovická, Prague - Kbely",50.1402604,14.5483307,1.0,1.0,,,"CZK 20,000",G,Very good,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
