Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Age,Heating,Total number of floors,Renovation,Design,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
693665,"CZK 11,000",50.0067412,14.4376047,"Vazovova, Prague - Modřany",Studio,Excellent,30 m²,"CZK 2,200",Personal,Prefab concrete building,Furnished,6,No,No,No,No,No,Yes,No,24. 11. 2021,C,340,"1,001",354,"1,187",851,479,817,202,,,"CZK 20,000",,,,,,,,,,,,
700345,"CZK 19,900",50.083958,14.420392780518,Prague - Staré Město,1 bedroom with open-plan kitchen,Good,47 m²,"CZK 5,000",Personal,Brick building,Unfurnished,3,No,Yes,No,No,No,No,No,01. 02. 2022,G,273,569,38,200,48,127,61,664,302,361,"CZK 19,900",over 50 years years,Electric boiler,Top floor,Overall,Standard materials and solutions,,,,,,,
698777,"CZK 33,000",50.10128,14.42327,"Ovenecká, Prague - Bubeneč",4 bedroom,Excellent,126 m²,"CZK 7,000",Personal,Brick building,Partially furnished,1,No,No,Yes,No,Yes,No,No,10. 01. 2022,G,171,212,116,136,19,176,492,383,293,,,,,,,,,,,,,,
693947,"CZK 10,990",50.115312,14.4721862,"Na Dědince, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,34 m²,"CZK 3,721",Personal,Brick building,Unfurnished,2,No,No,Yes,No,No,Yes,No,,D,74,"1,232",240,"1,230",134,524,406,"1,390",876,343,"CZK 14,711",,,,,,,"CZK 14,711

                                
                                
                
i",,,,,
459187,"CZK 17,000",50.0199331,14.4536045,"V Štíhlách, Prague - Krč",1 bedroom with open-plan kitchen,New build,63 m²,"CZK 3,000",Personal,Other,Furnished,10,Yes,No,Yes,No,Yes,No,No,,B,137,250,134,"1,494",348,238,910,962,844,544,,1 to 10 years years,,Middle floor,,,,,,,,,
705889,"CZK 14,000",50.01378,14.45408,"Mirotická, Prague - Lhotka",2 bedroom,Excellent,60 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,3,No,No,No,Yes,No,Yes,No,10. 02. 2022,G,113,818,637,271,"1,156","1,051","1,142","1,095",571,,"CZK 20,000",,,,,,,,,,,,
685806,"CZK 13,000",50.10277,14.58471,"Bryksova, Prague - Černý Most",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,259",Personal,Prefab concrete building,Furnished,3,Yes,No,Yes,No,No,Yes,No,01. 03. 2022,G,498,807,489,742,738,"1,048","1,452",881,438,,"CZK 20,000",,District heating,Middle floor,Overall,,,,,,,,
177743,"CZK 14,500",50.1110331231,14.4889452368,"Podvinný mlýn, Prague - Libeň",Studio,Excellent,55 m²,"CZK 3,500",Personal,Brick building,Furnished,1,No,Yes,No,No,No,Yes,Yes,01. 06. 2022,,572,936,718,782,252,650,624,730,449,360,"CZK 20,000",10 to 30 years years,Central heating,Middle floor,,Standard materials and solutions,,,,,,,
705545,"CZK 22,500",50.03169,14.48471,"Petýrkova, Prague - Chodov",2 bedroom with open-plan kitchen,Excellent,95 m²,"CZK 5,000",Personal,Prefab concrete building,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 04. 2022,G,283,540,30,653,288,408,248,758,313,91,"CZK 27,500",,District heating,,Overall,Premium materials and solutions,,,,,,,
407331,"CZK 14,000",50.0367847,14.3970151,"Švábova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,000",Personal,Brick building,Partially furnished,,No,Yes,No,No,Yes,No,No,01. 04. 2022,C,292,"1,226",980,"1,291","1,116","1,028",686,,,,"CZK 16,000",,Gas boiler,Raised ground floor,,,,,50 m²,,,,
613055,"CZK 18,500",50.0884568,14.4176069,"Žatecká, Prague - Josefov",2 bedroom with open-plan kitchen,Excellent,100 m²,"CZK 5,500",Personal,Brick building,Furnished,1,Yes,No,No,No,No,Yes,No,28. 03. 2022,C,30,57,35,130,20,437,236,626,208,409,"CZK 20,000",1 to 10 years years,Central heating,Middle floor,Overall,Premium materials and solutions,,,,,,,
705541,"CZK 10,500",50.07697,14.46556,"Slezská, Prague - Vinohrady",1 bedroom,Excellent,53 m²,"CZK 4,600",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,01. 03. 2022,G,147,327,188,434,176,401,101,719,145,122,"CZK 20,000",,,,,,,,,,,,
631005,"CZK 23,000",50.065192,14.425791,"Jaromírova, Prague - Nusle",3 bedroom,Excellent,100 m²,"CZK 6,000",Personal,Brick building,Furnished,2,No,No,No,No,No,Yes,No,28. 03. 2022,C,22,"1,004",47,331,96,291,667,566,384,318,"CZK 18,000",1 to 10 years years,Electric boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
648810,"CZK 17,500",50.073982,14.492003,"Věšínova, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,64 m²,"CZK 2,000",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 03. 2022,G,201,298,148,88,223,102,193,508,542,260,"CZK 17,500",,District heating,Top floor,Interior,,,,,,,,
706112,"CZK 12,000",50.11986,14.49196,"Litvínovská, Prague - Prosek",1 bedroom with open-plan kitchen,Good,47 m²,"CZK 4,000",Personal,Prefab concrete building,Furnished,7,No,No,No,Yes,No,Yes,No,01. 03. 2022,G,335,770,225,645,533,337,75,309,674,167,"CZK 16,000",,,,,,,,,,,,
706112,"CZK 12,000",50.11986,14.49196,"Litvínovská, Prague - Prosek",1 bedroom with open-plan kitchen,Good,47 m²,"CZK 4,000",Personal,Prefab concrete building,Furnished,7,No,No,No,Yes,No,Yes,No,01. 03. 2022,G,335,770,225,645,533,337,75,309,674,167,"CZK 16,000",,,,,,,,,,,,
581839,"CZK 17,400",50.128615,14.483932,"Březenská, Prague - Libeň",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 3,550",Personal,Low-energy building,Furnished,2,No,No,No,No,Yes,Yes,Yes,01. 02. 2022,B,163,"1,180",257,"1,235",458,249,195,728,919,192,"CZK 45,000",1 to 10 years years,District heating,Middle floor,,Premium materials and solutions,Yes,,,,,,
695844,"CZK 25,500",50.06294,14.44052,"Táborská, Prague - Nusle",3 bedroom,New build,102 m²,"CZK 5,000",Personal,Brick building,Partially furnished,4,Yes,Yes,No,No,No,Yes,No,01. 02. 2022,G,38,363,17,179,39,63,96,513,295,234,"CZK 30,500",1 to 10 years years,Central heating,Top floor,,Standard materials and solutions,,,,,,,
705478,"CZK 45,000",50.07848,14.42791,"Krakovská, Prague - Nové Město",2 bedroom with open-plan kitchen,New build,110 m²,"CZK 9,000",Personal,Prefab concrete building,Furnished,5,Yes,Yes,No,No,No,Yes,Yes,07. 02. 2022,A,243,661,215,230,104,322,458,539,202,445,"CZK 45,000",,,,,,,,,,,,
