Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Age,Designe,Ownership,Heating,Terasa 4 m²,Sklep 4 m²,Garage,New-build,Parking,Terasa 12 m²,Reconstruction,Sklep 2 m²,Balkón 6 m²,Terasa 8 m²,Balkón 7 m²,Sklep 5 m²,Balkón 2 m²,Lodžie 4 m²,Lodžie 9 m²,Balkón 8 m²,Sklep 8.1 m²,Balkón 1 m²,Sklep 8 m²,Lodžie 7 m²,Sklep 3.1 m²,Lodžie 1 m²,Terasa 20 m²,Sklep 3 m²,Terasa 5 m²,Lodžie 3 m²,Terasa 32 m²,Domácí mazlíčci vítáni,Administrative fee,Cellar,Balkón 4 m²,Lodžie 10 m²,Sklep 15 m²,Balkón 5 m²,Terasa 9 m²,Balkón 9 m²,Balkón 10 m²,Lodžie 5 m²,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6 m²,Balkón 15 m²,Terasa 25 m²,Lodžie 14.6 m²,Terasa 10 m²,Terasa 24 m²,Lodžie 6 m²,Sklep 12 m²,Enclosed balcony,Lodžie 5.1 m²,Terasa 11 m²,Lodžie 8 m²,Sklep 7 m²,Terasa 1 m²,Terasa 37 m²,Sklep 1 m²,Terasa 17 m²,Terasa 15 m²,Sklep 14 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Balkón 18 m²,Sklep 3.2 m²,Balkón 30 m²,Terasa 18 m²,Terasa 200 m²,Terasa 350 m²,Sklep 10 m²,Balkón 11 m²,Balkón 28 m²,Balkón 2.29 m²,Terasa 16.1 m²,Terasa 6 m²,Terasa 14 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Balkón 12 m²,Terasa 14.1 m²,Terasa 40 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 25,500","CZK 2,600","CZK 50,000",743359,2+kk,10/23/2022,3,B,47 m²,Fully furnished,New-build,Low-energy,1.0,94.6,720.43,71.85,473.52,480.0,299.37,620.93,407.98,367.97,370.97,"Na Palouku, Prague - Strašnice",50.08065,14.48774,,,,Luxurious,,Central,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 1,500","CZK 35,000",743484,Studio,10/23/2022,2,B,27 m²,Fully furnished,New-build,Low-energy,1.0,94.6,720.43,71.85,473.52,480.0,299.37,620.93,407.98,367.97,370.97,"Na Palouku, Prague - Strašnice",50.08065,14.48774,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 5,000","CZK 1,000","CZK 5,000",745539,2 bedroom,10/17/2022,1,D,50 m²,Fully furnished,Good,Brick,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,"Malovická, Prague - Záběhlice",50.04675,14.4941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,188","CZK 4,062",,745149,1 bedroom,11/1/2022,5,,80 m²,Fully furnished,,,1.0,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,375","CZK 6,125",,745155,Studio,12/1/2022,3,,32 m²,Fully furnished,,,1.0,139.49,792.63,156.92,306.05,50.15,84.99,429.59,902.4,481.21,801.27,"Šimáčkova, Prague - Holešovice",50.1030733,14.4335679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 30,000",747032,3+1,10/22/2022,1,G,76 m²,Fully furnished,Very good,Prefab concrete,,200.47,378.13,220.77,417.96,187.46,538.29,465.9,289.76,482.37,100.78,"Kropáčkova, Prague - Háje",50.03318,14.53465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,800","CZK 15,000",747031,Small studio,11/1/2022,9,B,30 m²,Fully furnished,Very good,Prefab concrete,1.0,210.12,458.95,404.27,733.72,169.73,897.06,562.78,506.75,224.29,68.87,Prague - Záběhlice,50.05616,14.50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,000","CZK 3,000","CZK 33,000",649336,3+1,11/1/2022,3,F,120 m²,Fully furnished,Very good,Other,,125.67,569.28,79.15,362.64,24.85,230.89,675.28,518.74,504.2,470.12,Prague - Smíchov,50.0698,14.406067,,,,Luxurious,Personal,Gas boiler,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 20,000",729802,2 bedroom,11/1/2022,3,B,36 m²,Fully furnished,Good,Brick,,354.21,737.34,455.75,355.35,376.01,575.19,1043.45,328.66,1016.27,67.61,Prague - Střešovice,50.09684,14.38976,,,,Standard,,Central,,,,,1.0,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,500","CZK 40,000",113106,3+1,10/17/2022,3,,67 m²,Partly,Very good,Brick,1.0,299.51,843.13,468.88,1338.51,305.13,509.6,412.22,353.89,751.15,608.87,"U Zahradního Města, Prague - Záběhlice",50.0538919,14.4972997,1.0,,10 to 30 years,Standard,Personal,Central,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000",CZK 700,"CZK 48,000",747023,3+1,10/22/2022,3,G,90 m²,Partly,Very good,Brick,,311.99,1302.69,248.06,787.58,291.85,356,405.01,835.21,433.45,194.51,"Primátorská, Prague - Libeň",50.11205,14.47203,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000","CZK 17,000",600613,Studio,11/19/2022,1,A,46 m²,Partly,Very good,Prefab concrete,1.0,237.73,1659.76,271.31,1699.73,288.12,277.19,828.06,433.21,1248.57,85.47,"Berlínská, Prague - Hostivař",50.044629,14.515223,,,Up to 10 years,Standard,Personal,Distance,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,300","CZK 4,600","CZK 36,600",251777,2+kk,1/1/2023,3,C,66 m²,Fully furnished,New-build,Brick,1.0,349.53,1671.6,600.86,1653.15,1065.34,610.24,1321.28,1342.85,871.31,129.71,"Sousedíkova, Prague - Vysočany",50.1050666,14.5181109,,,Up to 10 years,,Personal,Central,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 13,500",589202,1 bedroom,12/1/2020,1,G,33 m²,Fully furnished,Very good,Brick,1.0,157.47,762.22,118.45,398.18,134.53,331.3,560.26,232.14,154.43,271.77,"Biskupcova, Prague - Žižkov",50.091711,14.482038,,,,,Cooperative,Distance,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 2,990","CZK 25,000",731636,2+kk,10/24/2022,2,,45 m²,Partly,Very good,Brick,,390.75,265.34,171.22,306.49,105.7,468.21,315.9,391.17,719.11,219.65,Prague - Vinohrady,50.07997,14.45165,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,750","CZK 14,250",,746675,2 bedroom,11/9/2022,4,,103 m²,Fully furnished,,,,71.5,216.2,23.03,92.83,11.33,221.06,242.67,352.18,699.99,362.69,"Karlovo náměstí, Prague - Nové Město",50.0770016,14.41918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",,746471,Studio,10/31/2022,2,,30 m²,Fully furnished,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 5,000","CZK 24,500",380086,2+kk,10/22/2022,2,C,76 m²,Fully furnished,,Brick,,147.18,682.76,367.88,685.45,667.12,571,773.92,600.1,1295.73,262.67,"Do Klukovic, Prague - Hlubočepy",50.0354278,14.3700267,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000","CZK 18,000",744895,2+kk,11/14/2022,2,G,65 m²,Partly,Very good,Brick,,270.35,1161.75,1023.82,1007.47,362.27,1074.42,985.51,1424.06,1107.39,416.45,"Hošťálkova, Prague - Břevnov",50.08034,14.35592,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",519525,Studio,12/1/2022,3,,38 m²,Fully furnished,New-build,Other,1.0,350.16,868.17,324.57,1108.3,489.65,280.86,324.49,608.38,1198.22,332.0,Prague - Hrdlořezy,50.0931777,14.5026757,,,Up to 10 years,Standard,Personal,Electric boiler,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,408","CZK 19,802",,742058,4+1,10/26/2022,6,,219 m²,Fully furnished,,,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 63,413","CZK 21,137",,746226,3+kk,12/17/2022,3,,62 m²,Fully furnished,,,1.0,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",,746225,2+kk,12/17/2022,6,,75 m²,Fully furnished,,,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 7,500",,744187,2 bedroom,12/5/2022,3,,42 m²,Fully furnished,,,1.0,152.25,672.65,40.42,444.62,81.03,447.64,262.25,308.06,547.1,276.36,"Slovinská, Prague - Vršovice",50.0716124,14.4594622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,971","CZK 13,324",,744560,2 bedroom,12/11/2022,1,,56 m²,Fully furnished,,,,323.47,356.02,19.06,334.55,43.47,635.94,360.96,349.33,865.49,201.5,"U Lužického semináře, Prague - Malá Strana",50.0877117,14.4091678,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,915","CZK 5,305",,746449,Studio,12/18/2022,5,,20 m²,Fully furnished,,,1.0,86.47,662.34,358.81,554.53,76.78,567.42,340.69,376.18,415.89,386.16,"Orebitská, Prague - Žižkov",50.0864225,14.4459574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,620","CZK 12,540",,746650,2 bedroom,12/19/2022,7,,54 m²,Fully furnished,,,1.0,379.66,564.73,5.21,191.31,38.84,242.1,65.9,705.75,343.76,422.75,"Michalská, Prague - Staré Město",50.0846396,14.4202484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",745385,3+kk,11/1/2022,1,D,54 m²,Partly,Good,Brick,,160.89,258.92,368.25,304.7,258.92,1609.52,460.54,731.21,1317.5,475.65,Prague - Záběhlice,50.04671,14.48928,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 29,000",747004,2+kk,11/1/2022,2,G,57 m²,Partly,New-build,Brick,1.0,92.26,1354.33,649.87,1417.04,388.43,498.04,635.47,606,383.06,493.76,"K Vystrkovu, Prague - Modřany",50.0002,14.40657,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,377","CZK 20,000",745383,2+kk,10/16/2022,6,G,43 m²,Fully furnished,Very good,Prefab concrete,1.0,148.42,397.94,88.0,426.6,313.41,418.78,155.98,377.87,687.4,28.38,"Mohylová, Prague - Stodůlky",50.04428,14.33544,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 16,000",726701,Small studio,7/20/2022,2,G,30 m²,Partly,Very good,Brick,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,600","CZK 21,500",603217,2+kk,11/1/2022,1,F,57 m²,,Very good,Brick,,217.14,652.53,244.4,248.46,173.82,388.66,581.94,606.06,551.52,216.94,"Žerotínova, Prague - Žižkov",50.088101,14.464399,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 24,000",619918,1 bedroom,11/1/2022,1,D,41 m²,Partly,Very good,Brick,1.0,207.69,482.27,84.36,438.85,95.84,148.6,275.64,425.8,739.88,517.15,Prague - Nové Město,50.07184,14.429817,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",658066,2 bedroom,12/1/2022,1,E,76 m²,Partly,Very good,Prefab concrete,1.0,269.88,1471.05,897.98,1143.3,496.44,1036.07,492.6,1028.76,732.43,648.04,"U Poštovky, Prague - Košíře",50.06962,14.35619,,,,,Cooperative,Central,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500",CZK 700,"CZK 49,000",746983,3+1,12/15/2022,2,G,102 m²,Unfurnished,Good,Brick,,361.93,937.03,231.62,342.89,114.06,561.21,712.24,627.44,809.56,601.3,"Příběnická, Prague - Žižkov",50.08624,14.43974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,000","CZK 8,000","CZK 55,000",746979,4+1,11/15/2022,2,G,135 m²,Partly,Very good,Brick,,400.01,660.41,116.64,757.12,189.52,720.7,472.58,198.74,575.52,181.44,"U Havlíčkových sadů, Prague - Vinohrady",50.07042,14.4433,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,750","CZK 6,250",,742817,3+1,11/24/2022,2,,90 m²,Fully furnished,,,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 5,500","CZK 52,000",746970,4+1,11/14/2022,3,B,97 m²,Partly,New-build,Brick,1.0,83.92,358.73,1005.96,918.1,493.6,455.32,746.86,1231.93,563.17,181.89,"Nepomuckých, Prague - Letňany",50.13789,14.51806,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,500","CZK 43,997",745280,3+kk,11/1/2022,4,G,79 m²,Fully furnished,Very good,Prefab concrete,1.0,164.95,771.46,155.86,694.52,109.71,721.7,540.97,344.59,461.78,313.45,"Makovského, Prague - Řepy",50.06486,14.30008,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,750","CZK 10,250",,742166,Studio,12/1/2022,3,,30 m²,Fully furnished,,,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 5,000","CZK 26,000",657825,3+kk,12/1/2022,4,C,75 m²,Fully furnished,New-build,Brick,1.0,196.64,404.82,171.62,356.58,162.27,311.06,385.38,761.82,198.54,312.52,"Poupětova, Prague - Holešovice",50.10655,14.44765,,,,,Personal,Distance,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000","CZK 25,000",746967,2+kk,10/21/2022,4,G,56 m²,Unfurnished,Very good,Brick,,189.88,754.26,493.13,493.85,115.89,251.95,296.59,578.41,664.4,172.09,"Počátecká, Prague - Michle",50.04359,14.45589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,500","CZK 35,000",745345,2+kk,11/1/2022,3,G,53 m²,Fully furnished,Very good,Brick,1.0,369.73,1039.62,299.43,624.89,210.14,785.28,431.25,403.99,240.55,449.55,"Kovanecká, Prague - Libeň",50.10861,14.48573,,,10 to 30 years,Standard,Personal,Central,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 10,000",,718922,Studio,10/26/2022,5,,45 m²,Fully furnished,,,1.0,241.61,542.2,98.71,270.79,176.01,313.55,455.64,821.55,633.96,593.3,"Mečislavova, Prague - Nusle",50.0633237,14.4440058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,400","CZK 40,000",745265,Studio,10/15/2022,2,E,60 m²,Unfurnished,Very good,Brick,,59.32,832.43,69.96,317.32,265.02,136.84,236.58,732.5,113.02,308.94,Prague - Libeň,50.10804,14.47238,,,Up to 10 years,Standard,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 3,500","CZK 10,500",234248,1 bedroom,12/1/2022,5,B,39 m²,Partly,Good,Prefab concrete,1.0,245.99,789.66,587.5,1200.76,403.1,712.32,123.94,192.4,357.58,86.49,"Kukelská, Prague - Hloubětín",50.1045431,14.5503719,,,,Standard,Personal,Distance,,,,,,,Bathroom unit,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,625","CZK 4,875",,746583,4+1,11/1/2022,5,,80 m²,Fully furnished,,,1.0,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 13,000",,728062,2 bedroom,12/12/2022,7,,92 m²,Fully furnished,,,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,844","CZK 13,281",,742150,3+kk,11/1/2022,6,,75 m²,Fully furnished,,,1.0,195.12,1018.19,151.41,722.84,224.35,262.66,303.64,382.55,1097.28,303.28,"Grafická, Prague - Smíchov",50.0726658,14.3919787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 4,000","CZK 20,000",746946,2+kk,11/1/2022,2,G,40 m²,Fully furnished,Very good,Prefab concrete,,365.21,758.94,194.77,606.48,281.27,667.93,340.68,1510.52,492.71,79.12,"Tasovská, Prague - Zličín",50.0585,14.29021,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 6,000","CZK 50,000",745308,3+kk,10/16/2022,4,B,83 m²,Unfurnished,New-build,Brick,1.0,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,"Štěchovická, Prague - Strašnice",50.07153,14.50459,,,,Luxurious,Personal,Central,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
