Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Domácí mazlíčci vítáni,Parking,Balkón 8 m²,Sklep 4 m²,Garage,Sklep 6 m²,Terasa 13 m²,Age,Designe,Ownership,Heating,Balkón 5 m²,Sklep 2 m²,Balkón 8.73 m²,Terasa 2.67 m²,Reconstruction,Lodžie 6 m²,Balkón 7 m²,Sklep 3 m²,Cellar,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Lodžie 4 m²,Balcony,Terrace,Sklep 28 m²,Lodžie 15 m²,Sklep 5 m²,Balkón 18 m²,Sklep 3.2 m²,New-build,Balkón 30 m²,Lodžie 5 m²,Lodžie 7 m²,Balkón 6 m²,Terasa 18 m²,Terasa 200 m²,Sklep 15 m²,Terasa 350 m²,Enclosed balcony,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Lodžie 3 m²,Sklep 12 m²,Terasa 5 m²,Sklep 10 m²,Balkón 10 m²,Terasa 15 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Administrative fee,Lodžie 8 m²,Lodžie 10 m²,Terasa 20 m²,Balkón 2.29 m²,Terasa 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 6.1 m²,Sklep 3.7 m²,Terasa 11 m²,Terasa 8 m²,Terasa 6 m²,Lodžie 9 m²,Terasa 14 m²,Terasa 25 m²,Balkón 15 m²,Terasa 10 m²,Sklep 1 m²,Balkón 13 m²,Sklep 7 m²,Balkón 33 m²,Terasa 29 m²,Balkón 9 m²,Sklep 1.5 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 1 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Balkón 16 m²,Terasa 14.1 m²,Terasa 9 m²,Sklep 14 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 37,500","CZK 12,500",733712,2+kk,10/22/2022,56 m²,Fully furnished,5,1.0,240.81,540.67,44.44,271.87,34.53,284.1,466.7,624.38,640.6,582.46,"Mečislavova, Prague - Nusle",50.0633339,14.4440155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",746366,2+kk,12/5/2022,65 m²,Unfurnished,2,1.0,253.9,961.72,321.55,859.32,645.33,312,691.31,585.21,1546.71,399.19,"Chmelařská, Prague - Jinonice",50.05646,14.3448,"CZK 20,000",C,New-build,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500",CZK 0,616122,2+kk,10/15/2022,46 m²,Fully furnished,1,1.0,105.48,447.32,55.57,107.43,120.62,417.1,299.1,75.78,745.25,298.76,"Libická, Prague - Vinohrady",50.076751,14.457554,CZK 0,G,Very good,Brick,,,,,,,,,Standard,Personal,Electric boiler,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,600",745110,Studio,10/13/2022,51 m²,Partly,2,1.0,373.67,821.45,917.68,1381.73,368.84,437.95,467.18,1260.2,388.5,390.26,Prague - Řeporyje,50.03704,14.31131,"CZK 20,000",B,Very good,Brick,,,,,,,,10 to 30 years,Standard,Personal,Central,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,625","CZK 13,875",720848,4+kk,10/22/2022,112 m²,Fully furnished,4,1.0,168.35,737.87,30.76,217.13,7.9,216.51,106.1,336.15,114.49,565.37,"Ostrovní, Prague - Nové Město",50.0806286,14.4175374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,680","CZK 10,560",730431,3+1,11/1/2022,111 m²,Fully furnished,1,,208.61,131.46,936.81,2564.81,336.74,613.32,243.84,2102.93,1889.94,338.05,"K Zámku, Prague - Dolní Počernice",50.0890765,14.5799076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,300","CZK 1,500",624279,3+kk,12/1/2022,52 m²,,2,,215.16,586.2,164.17,470.6,188.39,302.5,110.53,688.16,172.84,443.61,"Umělecká, Prague - Holešovice",50.102638,14.427271,"CZK 39,600",G,Good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 3,924",746351,2+kk,10/20/2022,32 m²,Fully furnished,5,1.0,235.83,557.36,240.14,646.54,376.16,642.67,1149.68,477.86,1219.93,131.45,"Peroutkova, Prague - Jinonice",50.05863194444,14.37728555555,"CZK 16,914",C,Very good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 16,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,900","CZK 4,900",746315,3+kk,10/18/2022,80 m²,Partly,2,,324.82,2458.54,265.94,2130.79,220.09,372.95,922.34,1858.16,878.13,448.42,"U Homolky, Prague - Motol",50.07235,14.34775,"CZK 40,000",E,Very good,Brick,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,000",746345,2 bedroom,10/18/2022,42 m²,Partly,1,,148.47,1621.35,780.62,2759.71,1793.98,2419.41,1393.18,2301.18,363.53,507.8,Prague - Malá Chuchle,50.02361,14.39405,"CZK 28,000",C,Good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 74,813","CZK 24,937",740299,4+1,11/30/2022,136 m²,Fully furnished,3,1.0,305.35,603.07,123.44,366.02,52.59,406,368.79,628.46,396.1,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,925","CZK 9,975",731240,1 bedroom,10/22/2022,30 m²,Fully furnished,2,1.0,22.29,481.37,107.82,95.32,6.34,158.39,351.4,425.94,380.79,468.94,"Legerova, Prague - Vinohrady",50.0749602,14.4305105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 7,000",746266,2+kk,11/1/2022,48 m²,Partly,2,,52.86,1172.55,942.08,1062.97,780.53,1093.65,1023.34,1020.89,955.8,684.62,Prague - Hlubočepy,50.03816,14.38894,"CZK 5,000",G,Good,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,075","CZK 14,025",746320,2 bedroom,10/30/2022,62 m²,Fully furnished,6,1.0,73.01,281.28,58.33,478.54,20.37,379.07,102.37,138.49,668.56,481.36,"Francouzská, Prague - Vinohrady",50.0739894,14.440101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",745050,2 bedroom,1/2/2023,59 m²,Fully furnished,6,1.0,67.7,199.8,126.83,640.35,111.39,70.94,284.54,284.54,307.97,239.17,"Kubánské náměstí, Prague - Vršovice",50.07052,14.47844,"CZK 20,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",746247,1 bedroom,11/1/2022,45 m²,Partly,1,1.0,7.86,758.59,156.4,454.01,26.06,422.54,691.8,859.05,241.9,404.26,Prague - Holešovice,50.10481,14.45562,"CZK 15,000",G,Good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,500",CZK 0,746276,2 bedroom,12/1/2022,60 m²,Partly,1,,284.76,1454.38,267.07,1090.58,264.67,245.75,539.04,641.16,361.46,213.96,"Nad Šárkou, Prague - Dejvice",50.10541,14.37119,"CZK 47,000",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 7,000",746284,2 bedroom,12/1/2022,52 m²,Partly,2,,238.26,410.58,189.07,396.15,403.95,312.74,277.6,236.27,1040.19,32.29,"Na Okraji, Prague - Veleslavín",50.09112,14.34756,"CZK 23,000",G,Good,Brick,,1.0,,,,,,30 - 50 years,Standard,Cooperative,Central,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,000",746310,3+kk,11/1/2022,79 m²,Partly,4,1.0,299.89,1219.74,1096.93,2515.21,49.57,384.2,725.49,1663.97,1521.51,78.27,"V Zeleném údolí, Prague - Kunratice",50.02105,14.46609,"CZK 24,000",B,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",744678,1 bedroom,11/1/2022,40 m²,Partly,1,,195.39,371.11,113.17,318.76,4.68,177.3,352.42,361.14,291.98,366.55,Prague - Karlín,50.09224,14.44274,"CZK 25,000",G,Very good,Brick,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,420",746293,3+kk,2/1/2023,75 m²,Unfurnished,3,,110.68,1051.98,78.43,235.61,317.51,401.71,343.2,625.49,1092.38,223.56,Prague - Kobylisy,50.1238,14.44957,"CZK 35,000",G,Very good,Brick,1.0,,,,,,,,Luxurious,,Central,,,,,Complete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000",CZK 0,746290,3+kk,10/30/2022,100 m²,Fully furnished,2,1.0,91.07,448.7,86.43,440.13,17.29,443.11,266.22,545.91,268.72,412.57,"Husitská, Prague - Žižkov",50.08738,14.45211,"CZK 34,998",A,Very good,Other,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,490","CZK 3,214",746281,Studio,10/20/2022,41 m²,Partly,4,1.0,369.55,606.73,982.5,1185.69,391.77,722.92,971.34,895.64,288.68,390.86,"Škrábkových, Prague - Letňany",50.14091083333,14.51861805555,"CZK 17,704",B,Very good,Brick,,1.0,,,,,,,,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 17,704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 6,558",744686,4+kk,10/10/2022,86 m²,Partly,4,1.0,115.09,232.26,104.19,202.12,115.51,115.98,298.16,247.74,996.48,121.69,"Petržílkova, Prague - Stodůlky",50.05055,14.34251,"CZK 37,000",C,New-build,Brick,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 4,558",743593,2 bedroom,10/13/2022,53 m²,Partly,5,1.0,68.47,1024.35,99.34,338.92,104.21,311.36,123.31,366.99,678.07,110.42,Prague - Bubeneč,50.10685,14.39612,"CZK 25,000",G,Good,Brick,,1.0,,,1.0,,,,,,Central,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,990","CZK 3,000",745442,1 bedroom,10/24/2022,37 m²,Partly,4,,73.13,649.66,191.22,1162.14,190.47,124.32,919.62,725.78,818.98,527.72,"Na Neklance, Prague - Smíchov",50.06122,14.40449,"CZK 17,000",G,Very good,Low-energy,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,200",746279,1 bedroom,11/1/2022,55 m²,Fully furnished,,,314.94,877.4,111.16,387.88,78.17,208.59,515.29,987.39,398.91,899.23,"U Smaltovny, Prague - Holešovice",50.10297,14.43574,"CZK 28,000",E,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,188","CZK 4,062",745149,1 bedroom,11/1/2022,80 m²,Fully furnished,5,1.0,113.8,339.96,97.8,888.62,130.7,708.04,240.3,257.58,514.15,165.05,"Voskovcova, Prague - Hlubočepy",50.0299891,14.3690326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,900","CZK 2,149",390465,2+kk,11/1/2022,56 m²,Partly,5,1.0,350.62,774.96,143.31,764.62,466.54,889.26,260.82,2106.59,1099.37,88.37,"Tulešická, Prague - Zličín",50.0587978,14.2829235,"CZK 25,000",C,,Brick,,,,,1.0,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 5,000",180353,Studio,10/18/2022,25 m²,Fully furnished,5,1.0,74.14,204.1,72.93,279.74,86.81,366.1,416.76,568.98,394.6,236.02,"Minská, Prague - Vršovice",50.0669648,14.4568866,"CZK 20,000",G,Very good,Brick,,,,,,,,,Standard,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,246",591943,2+kk,11/1/2022,44 m²,Unfurnished,4,1.0,260.43,1301.45,57.54,1690.69,512.07,453.27,143.12,768.12,1735.53,101.74,"Zdiměřická, Prague - Chodov",50.023694,14.512249,"CZK 20,000",G,Good,Prefab concrete,,,,,,,,30 - 50 years,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,000",476398,2+kk,12/1/2022,48 m²,Fully furnished,5,,315.66,467.84,146.44,303.55,120.03,260.61,235.31,544.52,653.7,278.03,"Za Zelenou liškou, Prague - Krč",50.0462954,14.4431616,"CZK 25,000",,,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,000",742169,Studio,10/1/2022,35 m²,Partly,3,,282.39,491.2,238.33,617.43,208.01,411.04,262.07,457.2,219.92,361.96,Prague - Vinohrady,50.06605,14.43413,"CZK 14,500",D,Good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",684540,2+kk,12/15/2022,36 m²,Partly,10,1.0,232.68,253.84,184.93,323.97,117.69,268.2,784.64,947.04,1288.25,395.85,"Hnězdenská, Prague - Troja",50.1263923,14.4205116,"CZK 30,000",G,Very good,Other,,,,,,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000",CZK 570,191528,2+kk,11/1/2022,48 m²,Partly,2,,256.21,373.61,215.13,765.39,147.92,459,346.45,567.17,529.79,327.7,"U Nikolajky, Prague - Smíchov",50.066729016086,14.3962244431,"CZK 28,000",,,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,000",743238,2 bedroom,1/1/2023,60 m²,Fully furnished,1,,152.23,474.1,229.59,415.47,123.37,351.35,85.55,210.75,482.1,93.9,Prague - Břevnov,50.08639,14.34647,"CZK 20,000",G,Good,Prefab concrete,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",746114,Studio,12/1/2022,25 m²,Fully furnished,1,1.0,549.23,662.36,441.09,761.17,468.73,740,498.65,448.69,636.62,748.27,"Perucká, Prague - Vinohrady",50.06851,14.43809,"CZK 40,000",C,New-build,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,366","CZK 1,634",743786,1 bedroom,11/15/2022,45 m²,Unfurnished,3,1.0,129.24,11.67,129.87,643.14,94.89,101.48,197.83,270.2,412.1,242.21,"Litevská, Prague - Vršovice",50.07158,14.47671,"CZK 42,000",D,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,500",743419,2+kk,10/2/2022,67 m²,Partly,5,1.0,223.84,298.22,216.33,267.31,211.61,336.6,332.5,624.56,561.12,123.08,"Václavkova, Prague - Dejvice",50.09718,14.39754,"CZK 65,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 700,605573,2 bedroom,11/1/2022,76 m²,,4,,104.13,1556.73,111.23,982.92,154.02,551.34,434.28,836.5,518.5,304.41,"Braunerova, Prague - Libeň",50.112882,14.474947,"CZK 13,500",G,Good,Brick,,,,,,,,,,Personal,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000",697622,2+kk,10/21/2022,42 m²,Partly,1,,292.69,656.94,498.74,327.69,154.18,1254.37,385.86,685.76,207.05,339.6,"Pod Stárkou, Prague - Michle",50.0576031,14.4536973,"CZK 19,000",B,New-build,Low-energy,,1.0,,,,,,,Luxurious,Personal,Central,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",746232,3+kk,11/1/2022,67 m²,Partly,3,,49.8,1433.0,52.85,115.73,306.85,65.74,1324.76,24.26,3904.85,839.5,Prague - Zbraslav,49.97449,14.39298,"CZK 18,000",B,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,408","CZK 19,802",742058,4+1,10/22/2022,219 m²,Fully furnished,6,1.0,122.69,292.83,150.02,222.27,31.53,246.25,406.08,512.95,283.22,254.06,"Křižíkova a, Prague - Karlín",50.0928722,14.4500782,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",745024,1 bedroom,10/13/2022,38 m²,Unfurnished,1,,216.79,807.44,95.38,480.2,230.51,604.73,565.13,688.42,625.05,286.59,"Pod Vilami, Prague - Nusle",50.06056,14.44615,"CZK 15,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,675","CZK 12,225",742243,2+kk,11/25/2022,48 m²,Fully furnished,2,1.0,170.48,421.6,257.32,426.75,52.86,339.7,54.65,63.39,473.33,754.41,"Balbínova, Prague - Vinohrady",50.0795659,14.4357789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,125","CZK 7,375",743334,1 bedroom,12/1/2022,54 m²,Fully furnished,2,1.0,256.43,673.8,672.43,1344.08,205.23,475.07,299.92,396.69,376.69,229.89,"Slévačská, Prague - Hloubětín",50.1044601,14.5518792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,600","CZK 9,200",745022,Studio,12/12/2022,35 m²,Fully furnished,1,1.0,237.21,722.71,270.23,1114.48,162.06,485.4,549.42,612.82,571.2,287.12,"U Nikolajky, Prague - Smíchov",50.0656652,14.3917771,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,581","CZK 8,194",743331,Studio,12/1/2022,28 m²,Fully furnished,1,,194.2,798.76,138.2,283.7,89.62,474.09,247.17,335.61,500.98,81.99,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,063","CZK 11,687",742129,2 bedroom,11/1/2022,85 m²,Fully furnished,6,1.0,228.78,477.17,188.19,476.21,152.93,354.17,176.92,420.71,579.69,570.91,"Wenzigova, Prague - Nové Město",50.0708256,14.4316409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 10,500",746228,2 bedroom,12/17/2022,75 m²,Fully furnished,3,1.0,286.21,293.35,195.84,193.77,92.11,378.02,243.35,1039.65,522.33,334.73,"Čechova, Prague - Bubeneč",50.1016621,14.4210737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 46,530","CZK 15,510",746227,2 bedroom,12/17/2022,48 m²,Fully furnished,2,,158.42,248.82,154.82,246.13,112.68,264.3,390.21,408.3,154.53,114.55,"Řásnovka, Prague - Staré Město",50.0918754,14.4250902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 63,413","CZK 21,137",746226,3+kk,12/17/2022,62 m²,Fully furnished,3,1.0,2.22,191.43,20.53,48.07,1.19,48.35,128.16,305.9,208.92,259.31,"Dlouhá, Prague - Staré Město",50.0907943,14.427063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",746225,2+kk,12/17/2022,75 m²,Fully furnished,6,1.0,163.79,319.88,110.55,226.38,103.86,407.78,227.16,243.22,785.75,360.1,"Na Zbořenci, Prague - Nové Město",50.0769346,14.4169603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
