Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Refundable security deposit,Administration fee,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Available from,Age,Design,Heating,Total number of floors,New building,Renovation,Front garden,Developer name,Project name,Kód jednotky
603001,"CZK 19,500",50.092552,14.44379,"Sokolovská, Prague - Karlín",1 bedroom,Excellent,45 m²,"CZK 1,000","CZK 20,500",,Personal,Brick building,,4,Yes,No,No,No,No,Yes,No,B,113,295,84,293,18,292,279,"1,016",374,318,24. 03. 2022,,,,,,,,,,
603006,"CZK 16,500",50.092552,14.44379,"Sokolovská, Prague - Karlín",1 bedroom,Excellent,40 m²,"CZK 1,000","CZK 17,500",,Personal,Brick building,,4,No,No,No,No,No,Yes,No,B,113,295,84,293,18,292,279,"1,016",374,318,24. 03. 2022,,,,,,,,,,
711585,"CZK 15,000",49.98832,14.41191,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,000","CZK 20,000",,Personal,Prefab concrete building,Furnished,12,No,No,Yes,No,No,Yes,No,B,416,428,430,598,,,,,,,01. 04. 2022,,,,,,,,,,
596754,"CZK 30,000",50.053638,14.355187,"Za Zámečkem, Prague - Jinonice",3 bedroom with open-plan kitchen,Excellent,130 m²,"CZK 10,000","CZK 79,998",,Personal,Brick building,Partially furnished,1,Yes,No,No,No,No,Yes,Yes,C,376,883,245,949,420,609,461,787,"1,290",596,21. 03. 2022,1 to 10 years years,Premium materials and solutions,Central heating,Raised ground floor,,Overall,,,,
584474,"CZK 20,000",50.093256,14.448366,"Sokolovská, Prague - Karlín",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 3,000","CZK 20,000",,Cooperative,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,G,162,40,176,224,43,326,383,"1,357",482,87,01. 04. 2022,,,,,,,,,,
108759,"CZK 10,900",50.0483486747,14.5587515831,"Boloňská, Prague - Horní Měcholupy",Studio,,33 m²,"CZK 3,500","CZK 29,000",,Personal,Brick building,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,C,385,"1,033",497,"1,111",184,"1,178",346,312,823,191,01. 04. 2022,,,,,,,,,,
680446,"CZK 72,000",50.09961,14.4244,"Ovenecká, Prague - Holešovice",5 bedroom with open-plan kitchen,New build,234 m²,"CZK 4,000","CZK 144,000",,Personal,Brick building,Partially furnished,6,Yes,Yes,Yes,No,No,Yes,Yes,C,69,159,85,31,97,65,326,409,498,,01. 11. 2021,1 to 10 years years,Premium materials and solutions,Gas boiler,Top floor,,Overall,,,,
711451,"CZK 14,990",50.091499328613,14.344599723816,"Šumberova, Prague - Veleslavín",2 bedroom,Excellent,50 m²,"CZK 4,399","CZK 19,389","CZK 19,389

                                
                                
                
i",Personal,Brick building,,2,No,No,Yes,No,No,No,No,D,239,477,189,404,409,379,278,303,784,91,,,,,,,,,,,
711434,"CZK 8,490",50.10360722222,14.536865,"Šestajovická, Prague - Hloubětín",Studio,Good,30 m²,"CZK 2,687","CZK 11,177","CZK 11,177

                                
                                
                
i",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,Yes,No,D,150,287,296,269,313,233,200,160,157,116,,,,,,,,,,,
710836,"CZK 12,200",50.05346,14.34362,"Blattného, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,300","CZK 8,000",,Personal,Prefab concrete building,Partially furnished,6,No,No,No,No,No,No,No,C,335,552,309,598,390,274,281,222,"1,303",210,01. 04. 2022,,,,,,,,,,
711361,"CZK 18,990",50.10032583333,14.42747916666,"Heřmanova, Prague - Holešovice",1 bedroom with open-plan kitchen,Good,48 m²,"CZK 4,098","CZK 23,088","CZK 23,088

                                
                                
                
i",Personal,Brick building,Furnished,3,Yes,No,Yes,No,No,Yes,No,F,143,403,32,72,15,197,339,176,434,,,,,,,,,,,,
289499,"CZK 15,000",50.1014248,14.4494149,"Tusarova, Prague - Holešovice",2 bedroom,Good,63 m²,"CZK 2,000",,,Cooperative,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,G,71,334,187,202,113,9,263,225,368,177,01. 04. 2022,,,Other,Middle floor,,Exterior,,,,
708392,"CZK 12,000",50.09870265,14.434113817606,Prague - Holešovice,Studio,Excellent,27 m²,"CZK 2,500","CZK 12,000",,Personal,Brick building,Partially furnished,5,No,No,No,No,No,Yes,No,G,83,843,18,53,67,114,138,"1,337",311,511,01. 06. 2022,,,Central heating,Middle floor,,,,,,
710582,"CZK 22,000",50.07464,14.39318,"Švédská, Prague - Smíchov",3 bedroom,Good,93 m²,CZK 650,"CZK 20,000",,Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,G,236,"1,156",101,897,540,851,483,763,"1,254",626,16. 03. 2022,,,,,,,,,,
711085,"CZK 15,000",50.03172,14.53492,"Janouchova, Prague - Háje",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 4,500","CZK 20,000",,Personal,Prefab concrete building,Furnished,7,No,No,Yes,No,No,Yes,No,D,40,287,311,329,271,581,375,222,631,156,21. 03. 2022,,,,,,,,,,
670411,"CZK 12,500",50.1298884,14.4204672,"Poznaňská, Prague - Bohnice",Studio,,47 m²,"CZK 3,800","CZK 15,000",,Personal,Prefab concrete building,Partially furnished,11,No,No,Yes,No,No,Yes,No,C,189,640,372,242,,,,,,,01. 01. 1970,,Premium materials and solutions,District heating,,,Overall,,,,
561837,"CZK 13,000",50.0290466,14.5305879,"Mnichovická, Prague - Háje",1 bedroom with open-plan kitchen,,41 m²,"CZK 3,000","CZK 16,000",,Personal,Prefab concrete building,Partially furnished,11,No,No,No,No,No,Yes,No,A,254,593,117,280,345,406,382,271,466,165,01. 04. 2022,,,,,,,,,,
710517,"CZK 14,500",50.06583,14.45058,"Vršovická, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 600,"CZK 14,500",,Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,G,175,435,132,543,147,279,411,421,188,593,01. 04. 2022,,,Gas boiler,Middle floor,,Interior,,,,
694966,"CZK 14,000",50.0123751,14.4000073,"Vrátnická, Prague - Modřany",Studio,New build,42 m²,"CZK 2,500","CZK 33,000",,Personal,Brick building,Partially furnished,1,Yes,Yes,Yes,No,Yes,Yes,No,A,197,"1,078",373,"1,322",740,"1,383","1,378",662,,,31. 03. 2022,1 to 10 years years,,Central heating,Ground floor,Yes,,26 m²,,,
596521,"CZK 5,000",50.057161,14.46881,"U Plynárny, Prague - Michle",Studio,New build,48 m²,CZK 800,"CZK 5,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,No,No,B,54,"1,183",181,"1,352",633,200,749,"1,088",67,,01. 04. 2022,1 to 10 years years,Premium materials and solutions,District heating,Ground floor,Yes,,,,,
710403,"CZK 9,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",Studio,Excellent,20 m²,"CZK 1,500","CZK 1,500",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,G,186,288,145,100,69,154,387,761,998,319,01. 04. 2022,,,,,,,,,,
710405,"CZK 12,000",50.06941,14.40228,"Klicperova, Prague - Smíchov",1 bedroom with open-plan kitchen,Good,67 m²,"CZK 1,500","CZK 20,000",,Personal,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,G,186,288,145,100,69,154,387,761,998,319,01. 04. 2022,,,,,,,,,,
521368,"CZK 17,000",50.1027761,14.4971369,"Českomoravská, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 5,000","CZK 24,000",,Personal,Brick building,Partially furnished,6,No,Yes,Yes,No,Yes,Yes,No,,221,603,340,203,200,104,527,"1,217",650,405,14. 03. 2022,,,,Top floor,,,,,,
699667,"CZK 34,500",50.08581,14.46733,"Pitterova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,106 m²,"CZK 7,500","CZK 35,000",,Personal,Other,Furnished,13,No,Yes,No,No,Yes,Yes,No,C,414,428,459,605,193,334,656,302,197,59,15. 05. 2022,,,,,,,,,,
708954,"CZK 14,167",50.056675,14.4689133,"U Plynárny, Prague - Michle",Studio,Good,38 m²,"CZK 2,681","CZK 16,848","CZK 2,125",Personal,Other,,1,No,No,No,No,No,No,No,,0,"1,097",153,"1,397",642,172,794,"1,002",105,,01. 04. 2022,,,,,,,,,,
539475,"CZK 20,000",50.0460364,14.3241152,"U Jezera, Prague - Stodůlky",2 bedroom with open-plan kitchen,Excellent,82 m²,"CZK 4,656","CZK 40,000",,Cooperative,Prefab concrete building,Partially furnished,8,No,No,Yes,Yes,No,Yes,No,C,332,700,316,253,209,313,236,93,299,91,20. 04. 2022,10 to 30 years years,Premium materials and solutions,District heating,Middle floor,,Overall,,,,
156828,"CZK 15,500",50.0780634,14.4580267,"Baranova, Prague - Žižkov",1 bedroom with open-plan kitchen,Excellent,55 m²,CZK 800,"CZK 20,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,Yes,No,,95,426,68,168,77,236,547,654,801,288,01. 03. 2022,,,Other,,,,,,,
460121,"CZK 15,600",50.074587,14.443176,"Moravská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,700","CZK 18,300",,Personal,Brick building,Furnished,3,No,No,Yes,No,No,Yes,No,,169,27,121,533,102,404,206,285,522,276,,,Standard materials and solutions,,Middle floor,,Overall,,,,
710716,"CZK 17,490",50.12410861111,14.45105888888,"Čimická, Prague - Kobylisy",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 3,275","CZK 20,765","CZK 20,765

                                
                                
                
i",Personal,Brick building,Partially furnished,1,No,No,Yes,No,No,Yes,No,G,129,911,89,68,310,369,384,605,"1,119",238,,,,,,,,,,,
710699,"CZK 9,490",50.02972083333,14.44998888888,"Štúrova, Prague - Krč",Studio,Good,26 m²,"CZK 3,100","CZK 12,590","CZK 12,590

                                
                                
                
i",Personal,Prefab concrete building,Partially furnished,,No,No,No,No,No,No,No,G,113,"1,284",200,101,713,832,"1,163",548,369,,,,,,,,,,,,
683821,"CZK 23,000",50.05484,14.44049,"Spolupráce, Prague - Nusle",2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,200","CZK 23,000",,Personal,Brick building,Furnished,5,No,Yes,No,No,No,No,No,G,184,"1,129",323,565,140,485,462,303,711,319,01. 04. 2022,,Premium materials and solutions,Gas boiler,,,Interior,,,,
710118,"CZK 17,000",50.06355,14.45312,"Petrohradská, Prague - Vršovice",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 1,000","CZK 20,000",,Personal,Brick building,Unfurnished,5,No,Yes,No,No,No,Yes,No,G,127,584,125,706,5,569,367,393,371,450,14. 03. 2022,,,,,,,,,,
575334,"CZK 25,000",50.0312027,14.4462594,"Pod Višňovkou, Prague - Krč",3 bedroom,Excellent,98 m²,"CZK 7,000","CZK 30,000",,Personal,Brick building,Furnished,1,Yes,No,No,No,No,No,Yes,D,138,"1,466",435,"1,412",434,856,882,"1,114",934,755,01. 05. 2022,,,Gas boiler,Raised ground floor,,Overall,500 m²,,,
710052,"CZK 14,000",50.00821,14.4063,"Vojtova, Prague - Modřany",1 bedroom,Excellent,51 m²,"CZK 4,500","CZK 18,500",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,G,150,"1,086",483,989,492,725,257,690,"1,373",207,10. 03. 2022,,,,Ground floor,,Overall,,,,
591600,"CZK 13,000",50.035578,14.410744,"Nad Malým Mýtem, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 1,600","CZK 25,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,E,183,357,225,246,209,387,265,"1,108",138,,01. 02. 2020,1 to 10 years years,Premium materials and solutions,Other,Middle floor,,Interior,,,,
575002,"CZK 12,000",50.0570457,14.4400154,"Soudní, Prague - Nusle",Small studio,Excellent,35 m²,CZK 500,"CZK 24,000",,Personal,Brick building,Partially furnished,3,No,No,Yes,No,No,No,No,D,133,"1,323",350,629,244,656,543,480,530,262,10. 03. 2022,,Standard materials and solutions,Gas boiler,,,Interior,,,,
507218,"CZK 35,000",50.0763203,14.3728569,"Libínská, Prague - Smíchov",2 bedroom with open-plan kitchen,,120 m²,"CZK 8,000","CZK 18,000",,Personal,Prefab concrete building,Partially furnished,3,Yes,No,No,No,Yes,No,No,,238,"1,082",705,"1,275",549,"1,065","1,121","1,002",531,470,,,,,Top floor,,,,,,
709893,"CZK 15,000",50.05363,14.43595,"Kotorská, Prague - Nusle",1 bedroom,Excellent,46 m²,"CZK 4,000","CZK 30,000",,Personal,Prefab concrete building,Furnished,8,Yes,No,Yes,No,No,Yes,No,G,251,837,87,390,146,303,395,262,429,278,11. 04. 2022,,,,,,,,,,
285346,"CZK 15,500",50.0127154,14.623104,Prague - Kolovraty,1 bedroom with open-plan kitchen,,60 m²,"CZK 2,500",,,Personal,Brick building,Furnished,2,No,No,No,No,No,No,No,,78,498,293,157,95,181,502,409,176,,01. 04. 2022,,,Central heating,,,Interior,,,,
522222,"CZK 15,000",50.0230258,14.4554361,Prague - Krč,2 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 20,000",,Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,,425,779,668,351,314,585,"1,221",720,601,,19. 03. 2022,,Standard materials and solutions,Central heating,Raised ground floor,,Overall,,,,
709146,"CZK 26,000",50.03217,14.39395,"Lumiérů, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 2,000","CZK 78,000",,Cooperative,Brick building,Partially furnished,2,Yes,No,No,No,No,No,No,G,154,840,"1,433",272,"1,491",97,,,,,01. 04. 2022,,,,,,,,,,
709032,"CZK 20,000",50.04829,14.30282,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,52 m²,"CZK 4,500","CZK 20,000",,Personal,Brick building,Partially furnished,5,No,Yes,No,No,Yes,No,Yes,B,378,322,169,334,"1,107","1,075",702,863,43,,01. 06. 2022,,,,,,,,,,
546070,"CZK 12,000",50.138952817143,14.513084457672,"Stará náves, Prague - Letňany",Studio,New build,34 m²,"CZK 4,500","CZK 16,500",,Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,A,390,393,567,846,295,344,454,723,703,146,09. 03. 2022,1 to 10 years years,Premium materials and solutions,District heating,Middle floor,Yes,Overall,,,,
286098,"CZK 13,500",50.057543,14.5025042,"U Zahradního města, Prague - Záběhlice",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 2,700","CZK 28,000",,Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,,148,66,447,517,390,472,451,421,668,112,,10 to 30 years years,Standard materials and solutions,Central heating,Middle floor,,,,,,
