Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Total number of floors,Renovation,Heating,Front garden,Administration fee,Developer name,Project name,Kód jednotky,New building,Investment Advisor
715950,"CZK 20,000",50.08309,14.56256,"U Hostavického potoka, Prague - Hostavice",1 bedroom with open-plan kitchen,57 m²,"CZK 3,900",Furnished,1,Yes,No,No,No,Yes,Yes,Yes,11. 06. 2022,586,521,791,107,,,,,,,New build,"CZK 40,000",Personal,Brick building,G,,,,,,,,,,,,
641972,"CZK 8,000",49.965235,14.36761,"Josefa Houdka, Prague - Lipence",Studio,25 m²,"CZK 4,000",Furnished,,No,Yes,No,No,No,No,No,01. 02. 2021,114,954,694,"1,440",963,"1,322",,,,,Excellent,"CZK 10,000",Personal,Brick building,B,,,,,,,,,,,,
577002,"CZK 16,000",50.1171669,14.4317465,"Trojská, Prague - Troja",1 bedroom with open-plan kitchen,43 m²,"CZK 3,500",Unfurnished,1,No,No,No,No,No,No,No,01. 01. 2022,141,"1,030","1,164",484,672,"1,054",233,748,,,,"CZK 48,000",Personal,Brick building,C,,,,,,,,,,,,
710751,"CZK 14,500",50.06853,14.38762,"Nad Popelkou, Prague - Smíchov",1 bedroom with open-plan kitchen,55 m²,CZK 950,Partially furnished,1,No,No,Yes,No,No,No,No,01. 07. 2022,52,986,661,"1,180",625,"1,073",698,"1,065",537,177,Excellent,"CZK 29,000",Personal,Brick building,F,,,Ground floor,Overall,Other,,,,,,,
715943,"CZK 17,000",50.14016,14.37385,"Pod Rybníčkem, Prague - Suchdol",1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Partially furnished,1,No,Yes,No,No,No,No,Yes,01. 05. 2022,647,"1,057",733,"1,062",201,979,752,"1,304","1,480",594,Excellent,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
712631,"CZK 14,000",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,42 m²,"CZK 3,500",Partially furnished,9,No,No,No,Yes,Yes,Yes,No,21. 04. 2022,177,173,80,67,185,123,375,"1,335","1,464",119,Excellent,"CZK 28,000",Personal,Prefab concrete building,G,,Standard materials and solutions,,Overall,,,,,,,,
656514,"CZK 13,000",50.08298,14.45354,"Bořivojova, Prague - Žižkov",Studio,50 m²,"CZK 3,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,161,133,103,297,14,246,314,447,599,333,Excellent,"CZK 15,000",Personal,Brick building,D,,Standard materials and solutions,Middle floor,,Gas boiler,,,,,,,
150740,"CZK 13,000",50.070043,14.3676817,"Plzeňská, Prague - Smíchov",1 bedroom,36 m²,"CZK 2,000",Partially furnished,1,No,No,No,No,No,No,No,,281,584,176,286,42,178,350,"1,363",693,362,Excellent,"CZK 15,000",Personal,Brick building,C,1 to 10 years years,Standard materials and solutions,,,Gas boiler,,,,,,,
713920,"CZK 86,625",50.0882058,14.4262315,"Rybná, Prague - Staré Město",3 bedroom with open-plan kitchen,150 m²,"CZK 28,875",Furnished,4,No,No,No,No,No,No,No,11. 06. 2022,281,192,58,183,11,368,315,297,289,305,,,,,,,,,,,,,,,,,
690939,"CZK 14,500",50.090668,14.3081756,"Žukovského, Prague - Ruzyně",1 bedroom with open-plan kitchen,41 m²,"CZK 4,500",Partially furnished,8,Yes,No,No,No,Yes,Yes,No,01. 05. 2022,177,173,80,67,185,123,375,"1,335","1,464",119,Excellent,"CZK 28,000",Personal,Prefab concrete building,C,,Standard materials and solutions,,Overall,District heating,,,,,,,
536098,"CZK 14,000",50.090469220676,14.451218128051,"Pernerova, Prague - Karlín",Studio,33 m²,"CZK 1,500",Unfurnished,2,No,No,No,No,No,Yes,No,01. 07. 2022,367,465,234,364,151,430,172,992,425,360,Excellent,"CZK 30,000",Personal,Brick building,,,,,,Other,,,,,,,
624497,"CZK 14,500",50.056579,14.373918,"Kačírkova, Prague - Jinonice",Studio,33 m²,"CZK 2,500",,3,Yes,No,No,No,No,No,No,01. 05. 2022,167,110,211,"1,262",70,153,729,190,"1,174",169,New build,"CZK 10,000",Personal,Low-energy building,A,,,,,,,,,,,,
255872,"CZK 12,000",50.1175036,14.4174317,Prague - Troja,Studio,33 m²,"CZK 2,000",Partially furnished,6,No,No,No,Yes,No,Yes,No,20. 01. 2022,55,358,50,"1,460",389,561,211,700,435,,Excellent,"CZK 20,000",Personal,Prefab concrete building,B,,,Middle floor,Overall,District heating,,,,,,,
715316,"CZK 20,000",50.0471,14.30405,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Furnished,5,Yes,No,No,No,Yes,Yes,No,20. 04. 2022,176,168,143,114,939,958,584,745,127,,Excellent,"CZK 40,000",Personal,Brick building,G,,,,,,,,,,,,
715924,"CZK 14,000",50.00671,14.433,"Mladenovova, Prague - Modřany",3 bedroom,73 m²,"CZK 7,500",Partially furnished,4,Yes,No,Yes,No,No,Yes,No,02. 05. 2022,163,"1,244",583,"1,233",133,"1,229",687,144,495,129,Excellent,"CZK 20,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
350796,"CZK 12,000",50.1039365,14.5127289,"Pod Harfou, Prague - Vysočany",Studio,36 m²,"CZK 3,000",Partially furnished,7,No,No,No,No,No,Yes,No,08. 05. 2022,155,236,"1,362",936,429,759,"1,081",804,219,,,"CZK 15,000",Personal,Brick building,,,,,,District heating,,,,,,,
715920,"CZK 35,000",50.0895937,14.3696966,"Na Bateriích, Prague - Střešovice",2 bedroom with open-plan kitchen,83 m²,"CZK 4,000",Partially furnished,3,Yes,Yes,No,No,Yes,No,No,26. 04. 2022,383,882,218,971,385,350,465,717,531,348,Excellent,"CZK 35,000",Personal,Other,B,,,,,,,,,,,,
715919,"CZK 16,000",50.07212,14.45724,"Mexická, Prague - Vršovice",1 bedroom with open-plan kitchen,45 m²,CZK 650,Unfurnished,,No,No,No,No,No,No,No,27. 04. 2022,155,665,114,441,0,439,253,383,677,378,Excellent,"CZK 16,000",Personal,Brick building,G,,,,,,,,,,,,
694826,"CZK 12,000",50.135,14.46912,Prague - Kobylisy,1 bedroom with open-plan kitchen,49 m²,"CZK 5,000",Partially furnished,1,No,No,Yes,No,No,No,No,01. 05. 2022,280,993,364,"1,015",324,893,399,221,"1,423",246,Good,"CZK 17,000",Personal,Prefab concrete building,A,1 to 10 years years,Standard materials and solutions,Raised ground floor,,District heating,,,,,,,
715306,"CZK 20,000",50.06326,14.28874,"Křivatcová, Prague - Zličín",2 bedroom with open-plan kitchen,70 m²,"CZK 5,000",Partially furnished,1,Yes,No,No,Yes,Yes,Yes,No,21. 04. 2022,185,129,"1,122","1,370",544,"1,481",680,838,446,,New build,"CZK 25,000",Personal,Brick building,A,,,,,,,,,,,,
554738,"CZK 17,000",50.0694,14.4840287,Prague - Strašnice,1 bedroom with open-plan kitchen,42 m²,"CZK 4,500",Partially furnished,5,Yes,No,Yes,No,No,No,No,16. 05. 2022,341,748,429,494,264,420,647,692,482,532,New build,"CZK 34,000",Personal,Brick building,,,,,,District heating,,,,,,Yes,
715650,"CZK 16,000",50.11068,14.44779,Prague - Holešovice,1 bedroom with open-plan kitchen,48 m²,"CZK 2,500",Partially furnished,2,No,No,Yes,No,No,Yes,No,01. 05. 2022,35,917,310,850,463,547,290,"1,277",779,158,Excellent,"CZK 32,000",Personal,Brick building,G,,Standard materials and solutions,Middle floor,Interior,Other,,,,,,,
715906,"CZK 19,000",50.1206665,14.4611681,"Ke Stírce, Prague - Kobylisy",1 bedroom with open-plan kitchen,55 m²,"CZK 2,000",Furnished,1,No,Yes,No,No,Yes,Yes,No,01. 06. 2022,166,138,188,453,286,224,598,234,742,300,Excellent,"CZK 19,000",Personal,Other,G,1 to 10 years years,Standard materials and solutions,Ground floor,,Gas boiler,10 m²,,,,,,
715902,"CZK 28,500",50.07732,14.42821,"Žitná, Prague - Nové Město",2 bedroom with open-plan kitchen,62 m²,"CZK 3,800",Furnished,3,Yes,No,No,No,No,Yes,No,01. 05. 2022,151,552,123,257,0,336,366,446,89,353,Excellent,"CZK 57,000",Personal,Brick building,G,,,,,,,,,,,,
713734,"CZK 13,000",50.03225,14.55993,"Jakobiho, Prague - Petrovice",1 bedroom with open-plan kitchen,43 m²,"CZK 4,000",Partially furnished,9,No,No,Yes,No,Yes,Yes,No,01. 05. 2022,123,"1,094",507,"1,191",86,966,252,125,490,18,Excellent,"CZK 13,000",Personal,Prefab concrete building,B,,,,Bathroom unit,District heating,,,,,,,
715205,"CZK 29,900",50.0812346,14.4298177,"Opletalova, Prague - Nové Město",2 bedroom,71 m²,"CZK 2,140",,6,No,No,No,No,No,No,No,20. 04. 2022,333,299,45,200,54,39,271,954,190,582,Good,"CZK 31,000",Personal,Other,,,,,,,,"CZK 5,666",,,,,
647423,"CZK 16,000",50.071234,14.407889,"Vrázova, Prague - Smíchov",2 bedroom,76 m²,"CZK 3,000",Partially furnished,,No,No,No,No,No,No,No,15. 05. 2022,194,566,107,108,148,383,672,"1,031","1,018",505,Excellent,"CZK 30,000",Personal,Brick building,G,,,Raised ground floor,,,,,,,,,
713379,"CZK 16,000",50.12931,14.49382,"Makedonská, Prague - Střížkov",Studio,42 m²,"CZK 2,600",Partially furnished,6,Yes,No,No,No,Yes,No,No,18. 04. 2022,208,909,53,834,481,327,408,285,"1,035",155,New build,"CZK 30,000",Personal,Brick building,D,1 to 10 years years,Premium materials and solutions,Top floor,Overall,District heating,,,,,,Yes,
715878,"CZK 10,000",50.06038,14.3974,"Holubova, Prague - Smíchov",Studio,25 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 06. 2022,177,897,204,758,197,597,434,717,495,373,Excellent,"CZK 10,000",Personal,Brick building,G,,,Ground floor,,,,,,,,,
715877,"CZK 18,490",50.04469833333,14.51761583333,"náměstí Přátelství, Prague - Hostivař",1 bedroom with open-plan kitchen,61 m²,"CZK 2,329",Furnished,7,Yes,No,No,No,Yes,Yes,No,,153,134,70,59,913,292,"1,006",102,,,New build,"CZK 20,819",Personal,Brick building,B,,,,,,,"CZK 20,819

                                
                                
                
i",,,,Yes,
715876,"CZK 15,000",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,No,Yes,Yes,25. 04. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 30,000",Personal,Brick building,G,,,,,,,,,,,,
715268,"CZK 20,000",50.06891,14.40011,"Kováků, Prague - Smíchov",1 bedroom with open-plan kitchen,48 m²,"CZK 3,000",Partially furnished,1,No,No,Yes,No,Yes,Yes,Yes,01. 05. 2022,70,130,118,310,54,23,349,625,840,192,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
715858,"CZK 19,000",50.07632,14.42788,"Hálkova, Prague - Nové Město",1 bedroom with open-plan kitchen,46 m²,"CZK 6,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,216,660,188,120,96,151,187,262,216,168,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,,
715862,"CZK 13,800",50.09118,14.34546,"Krásného, Prague - Veleslavín",1 bedroom with open-plan kitchen,56 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,No,No,01. 05. 2022,144,382,95,309,314,284,183,208,689,39,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
24757,"CZK 7,500",50.0939141,14.5324196,Prague - Hloubětín,Studio,28 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,Ihned,293,747,"1,083","1,062","1,356","1,185","1,300",688,557,,,"CZK 10,000",Personal,Brick building,B,,,,,Central heating,,,,,,,
645018,"CZK 15,000",50.086305,14.422709,"Kamzíková, Prague - Staré Město",1 bedroom,25 m²,"CZK 5,000",Furnished,2,No,No,No,No,No,No,No,01. 06. 2021,328,441,85,176,39,224,174,429,297,437,Excellent,"CZK 20,000",Personal,Brick building,G,,,Middle floor,,Other,,,,,,,
715256,"CZK 16,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",Studio,18 m²,"CZK 2,500",Furnished,2,No,Yes,No,No,No,No,No,25. 04. 2022,170,423,142,168,13,109,427,891,261,225,Excellent,"CZK 18,500",Personal,Brick building,G,,,,,,,,,,,,
35209,"CZK 16,400",50.0709893,14.5034918,"Sečská 21, Prague - Strašnice",2 bedroom,65 m²,"CZK 3,000",Partially furnished,4,No,No,No,No,No,No,No,21. 05. 2018,268,"1,308",227,"1,096",483,613,251,400,960,64,,"CZK 20,000",Cooperative,Prefab concrete building,,30 to 50 years years,Standard materials and solutions,Top floor,Overall,District heating,,,,,,,
496356,"CZK 28,000",50.0896186,14.4324025,"Havlíčkova, Prague - Nové Město",2 bedroom with open-plan kitchen,164 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,No,No,01. 07. 2022,212,199,123,98,33,92,321,131,259,513,,"CZK 31,000",Personal,Brick building,G,,,Attic,,Gas boiler,,,,,,,
715849,"CZK 12,000",50.06067,14.43501,"Žateckých, Prague - Nusle",1 bedroom with open-plan kitchen,47 m²,CZK 630,Partially furnished,2,No,No,Yes,No,No,No,No,26. 04. 2022,174,819,29,613,88,562,214,528,450,342,Excellent,"CZK 20,000",Personal,Brick building,D,,,,,,,,,,,,
665746,"CZK 26,000",50.10527,14.44355,"Argentinská, Prague - Holešovice",1 bedroom with open-plan kitchen,60 m²,"CZK 3,000",Furnished,7,No,Yes,Yes,No,Yes,Yes,No,01. 05. 2022,185,451,296,464,326,319,626,804,173,345,New build,,Personal,Brick building,A,,,,,,,,,,,Yes,
703675,"CZK 23,500",50.09054,14.42611,"Dlouhá, Prague - Staré Město",1 bedroom with open-plan kitchen,49 m²,"CZK 1,800",Furnished,1,No,No,Yes,No,No,Yes,No,01. 06. 2022,77,200,48,62,30,211,200,222,145,196,Excellent,"CZK 49,580",Personal,Brick building,G,,Premium materials and solutions,Middle floor,Interior,Central heating,,,,,,,
715239,"CZK 18,000",50.0886644,14.484117,"Olgy Havlové, Prague - Žižkov",Studio,38 m²,"CZK 1,500",Partially furnished,7,Yes,No,Yes,No,Yes,Yes,No,20. 04. 2022,381,810,423,623,137,666,490,358,355,113,New build,"CZK 54,000",Personal,Brick building,A,1 to 10 years years,Premium materials and solutions,Middle floor,,Central heating,,,,,,,
715839,"CZK 15,000",50.0406073,14.4348978,"Hudečkova, Prague - Krč",1 bedroom with open-plan kitchen,46 m²,,Furnished,1,No,No,Yes,Yes,No,No,No,15. 05. 2022,181,741,120,386,116,610,939,235,501,102,Excellent,"CZK 15,000",Personal,Prefab concrete building,G,,,,,,,,,,,,
596203,"CZK 12,700",50.0144,14.58426,"Chorošová, Prague - Pitkovice",Studio,37 m²,"CZK 2,900",Partially furnished,1,Yes,Yes,Yes,No,No,Yes,No,01. 06. 2022,412,,,,,,,,,,New build,"CZK 15,000",Personal,Low-energy building,B,1 to 10 years years,Premium materials and solutions,Ground floor,,Central heating,41 m²,,,,,Yes,
715833,"CZK 12,900",50.102466,14.562647,"Dobrovolného, Prague - Černý Most",Studio,35 m²,"CZK 3,500",Furnished,5,Yes,No,Yes,No,No,Yes,No,01. 05. 2022,108,574,484,"1,489",859,639,584,239,806,325,Excellent,"CZK 25,800",Personal,Brick building,A,,,,,District heating,,,,,,,
81884,"CZK 14,000",50.070642,14.677549,"Rohožnická, Prague - Újezd nad Lesy",1 bedroom with open-plan kitchen,50 m²,"CZK 3,000",Furnished,3,Yes,No,Yes,No,Yes,No,No,10. 07. 2022,377,132,424,197,380,62,,,,,,"CZK 15,000",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,,Interior,District heating,,,,,,,
715236,"CZK 24,000",50.10014,14.40155,"Jilemnického, Prague - Bubeneč",1 bedroom with open-plan kitchen,59 m²,"CZK 3,000",Furnished,4,No,No,No,No,No,Yes,No,01. 06. 2022,55,538,169,224,154,376,206,581,398,277,Excellent,"CZK 25,000",Personal,Brick building,D,,,,,,,,,,,,
715831,"CZK 23,000",50.04981,14.48307,"Střimelická, Prague - Záběhlice",3 bedroom,68 m²,"CZK 3,400",Unfurnished,6,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,88,583,115,563,197,"1,395",409,259,841,204,Excellent,"CZK 46,000",Personal,Brick building,C,over 50 years years,Standard materials and solutions,Top floor,Bathroom unit,Central heating,,,,,,,
698766,"CZK 16,500",50.07717,14.41919,"Karlovo náměstí, Prague - Nové Město",1 bedroom,43 m²,"CZK 1,500",Furnished,,No,No,No,No,No,No,No,25. 04. 2022,51,235,42,74,4,202,262,428,550,377,Excellent,"CZK 33,000",Personal,Brick building,C,,,Ground floor,,,,,,,,,
715826,"CZK 17,500",50.10089,14.349,"Nad Jenerálkou, Prague - Vokovice",1 bedroom with open-plan kitchen,70 m²,CZK 1,Furnished,,No,No,No,No,No,No,No,25. 04. 2022,378,"1,483",429,"1,310",445,714,615,554,414,288,Excellent,"CZK 20,000",Personal,Brick building,C,,,,,,,,,,,,
425448,"CZK 10,500",50.0582532,14.44353,"Na Jezerce, Prague - Nusle",Small studio,18 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,02. 01. 2022,96,"1,112",343,721,186,792,491,465,675,180,Excellent,"CZK 12,500",Personal,Brick building,,1 to 10 years years,Standard materials and solutions,,Overall,,,,,,,,
678488,"CZK 13,000",50.09024,14.34522,"Na Okraji, Prague - Veleslavín",2 bedroom,53 m²,"CZK 4,000",Furnished,2,No,No,Yes,No,No,No,No,01. 09. 2021,78,384,92,176,181,245,117,210,706,60,Good,"CZK 13,000",Personal,Brick building,G,,,,,,,,,,,,
706675,"CZK 12,990",50.10241638888,14.47648416666,"Sokolovská, Prague - Libeň",1 bedroom,44 m²,"CZK 3,479",Furnished,1,No,No,Yes,No,No,No,No,,130,222,63,270,198,305,184,230,208,532,Excellent,"CZK 16,469",Personal,Brick building,B,,,,,,,"CZK 16,469

                                
                                
                
i",,,,,
522467,"CZK 14,000",50.036731,14.3283986,Prague - Stodůlky,1 bedroom,43 m²,"CZK 3,000",Furnished,2,Yes,Yes,Yes,No,No,Yes,Yes,01. 06. 2022,437,"1,079",740,"1,116",412,"1,007",773,929,617,264,,"CZK 20,000",Personal,Brick building,,,Premium materials and solutions,Middle floor,,Geothermal heat pump,,,,,,Yes,
704963,"CZK 15,500",50.06535,14.43616,"Závišova, Prague - Nusle",1 bedroom with open-plan kitchen,48 m²,"CZK 1,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,88,289,320,423,244,526,254,238,213,191,Good,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
683216,"CZK 21,000",50.1038054,14.4320472,"Strojnická, Prague - Holešovice",2 bedroom with open-plan kitchen,73 m²,"CZK 3,900",Furnished,3,No,No,No,No,No,Yes,No,06. 05. 2022,77,674,231,359,0,62,438,302,713,,Excellent,"CZK 40,000",Personal,Brick building,G,,,,,District heating,,,,,,,
589495,"CZK 15,000",50.058519,14.377489,"Peroutkova, Prague - Jinonice",1 bedroom,31 m²,"CZK 4,000",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,268,604,268,"1,017",406,800,"1,195",497,"1,194",159,New build,"CZK 15,000",Personal,Brick building,C,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,Yes,
714464,"CZK 15,000",50.04483,14.41961,"Gončarenkova, Prague - Braník",2 bedroom with open-plan kitchen,46 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,Yes,No,No,19. 04. 2022,168,416,"1,419",395,"1,154","1,289",936,845,,,Excellent,"CZK 18,000",Personal,Brick building,G,,,,,,400 m²,,,,,,
705611,"CZK 15,000",50.07741,14.41775,"Na Zbořenci, Prague - Nové Město",1 bedroom,45 m²,"CZK 2,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,86,394,74,147,32,369,241,311,550,497,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
659654,"CZK 10,000",50.0754406,14.4923271,Prague - Strašnice,Studio,32 m²,"CZK 2,230",Furnished,3,No,No,No,No,No,No,No,01. 06. 2022,235,115,149,272,125,269,246,414,721,295,Excellent,"CZK 13,000",Personal,Brick building,G,,,,,Electric boiler,,,,,,,
715687,"CZK 20,000",50.0441,14.33704,"Jeremiášova, Prague - Stodůlky",1 bedroom with open-plan kitchen,60 m²,"CZK 5,000",Furnished,5,Yes,No,No,No,No,Yes,No,01. 05. 2022,124,449,65,478,249,470,197,379,667,90,Excellent,"CZK 40,000",Personal,Brick building,B,10 to 30 years years,Premium materials and solutions,Middle floor,,District heating,,,,,,,
683556,"CZK 12,000",50.05945,14.43391,"5. května, Prague - Nusle",1 bedroom with open-plan kitchen,37 m²,"CZK 3,000",Furnished,4,Yes,No,Yes,No,No,No,No,30. 04. 2022,323,"1,039",182,495,135,443,428,623,486,612,Good,"CZK 18,000",Personal,Brick building,G,over 50 years years,Standard materials and solutions,,,Other,,,,,,,
191761,"CZK 14,600",50.0842085,14.3727813,"Bělohorská, Prague - Břevnov",2 bedroom,52 m²,CZK 700,Partially furnished,3,No,No,No,No,No,No,No,28. 04. 2022,141,651,4,203,11,103,192,461,471,437,Good,"CZK 24,000",Personal,Brick building,,,Standard materials and solutions,Middle floor,Overall,Electric boiler,,,,,,,
661478,"CZK 21,000",50.1393591,14.4272136,Prague - Čimice,1 bedroom with open-plan kitchen,62 m²,"CZK 4,000",Furnished,4,Yes,No,Yes,No,Yes,Yes,Yes,06. 06. 2022,350,407,294,327,389,775,525,"1,468",325,,Excellent,"CZK 42,000",Personal,Brick building,C,1 to 10 years years,Standard materials and solutions,Middle floor,,Central heating,,,,,,,
649871,"CZK 9,000",50.091464,14.473323,"Koněvova, Prague - Žižkov",Small studio,28 m²,CZK 900,Partially furnished,2,No,No,No,No,No,No,No,01. 06. 2022,120,"1,178",93,151,131,99,217,440,250,313,Excellent,"CZK 18,000",Personal,Brick building,G,,Standard materials and solutions,Middle floor,Overall,Other,,,,,,,
473621,"CZK 33,000",50.088662,14.4097039,"U Lužického semináře, Prague - Malá Strana",3 bedroom,92 m²,"CZK 6,000",Unfurnished,4,No,Yes,No,No,No,No,No,01. 05. 2022,300,442,115,421,2,720,478,325,960,178,Excellent,"CZK 50,000",Personal,Brick building,,1 to 10 years years,Premium materials and solutions,Attic,Overall,Gas boiler,,,,,,,
708081,"CZK 10,490",50.03587361111,14.50058972222,"Benkova, Prague - Chodov",Studio,30 m²,"CZK 1,432",Furnished,5,No,No,No,No,No,Yes,No,,277,349,465,"1,083",310,523,291,373,412,196,Excellent,"CZK 11,922",Cooperative,Prefab concrete building,C,,,,,,,"CZK 11,922

                                
                                
                
i",,,,,
698456,"CZK 11,000",50.05759,14.53231,"Štěrboholská, Prague - Hostivař",1 bedroom,35 m²,"CZK 2,000",Furnished,1,No,No,No,No,No,No,No,15. 01. 2022,218,515,327,"1,148","1,230","1,136",413,449,,,Good,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,,
563148,"CZK 9,800",50.0397083,14.4584435,"Budějovická, Prague - Krč",Studio,19 m²,"CZK 1,771",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,245,"1,205",382,928,252,528,887,"1,030","1,163",582,New build,"CZK 19,600",Personal,Brick building,B,,,,,,,,,,,Yes,
715735,"CZK 25,000",49.99902,14.41595,"Dolnocholupická, Prague - Modřany",1 bedroom with open-plan kitchen,68 m²,"CZK 5,230",Furnished,5,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,75,874,923,969,679,976,965,942,847,327,New build,"CZK 50,000",Personal,Brick building,C,,,,,,,,,,,,
715170,"CZK 16,000",50.00325,14.39601,"K Sádkám, Prague - Velká Chuchle",1 bedroom with open-plan kitchen,46 m²,"CZK 4,000",Partially furnished,2,Yes,No,Yes,No,Yes,No,No,01. 05. 2022,539,"1,244","1,144","1,202","1,249","1,300","1,079",,,,Excellent,"CZK 20,000",Personal,Prefab concrete building,C,,,,,,,,,,,,
680782,"CZK 10,000",50.08588,14.37037,"Nad Kajetánkou, Prague - Břevnov",Studio,40 m²,"CZK 1,600",Partially furnished,3,No,No,No,No,No,Yes,No,23. 08. 2021,187,746,406,601,143,440,468,285,745,626,Excellent,"CZK 15,000",Cooperative,Brick building,G,,,Middle floor,Overall,District heating,50 m²,,,,,,
