Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Enclosed balcony,Heating,Ownership,Parking,Age,Balcony,Designe,Reconstruction,Terrace,Garage,New-build,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 10,500",CZK 0,657679,Studio,8/1/2022,28 m²,Fully furnished,1,1.0,161.13,683.98,197.44,210.64,168.97,991.91,66.08,429.12,550.74,254.67,"Adamovská, Prague - Michle",50.05892,14.45137,"CZK 20,000",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 18,000","CZK 4,500",725144,2+kk,8/1/2022,56 m²,Fully furnished,1,,351.96,660.63,134.58,403.08,145.55,419.38,401.77,486.11,406.92,192.8,Prague - Libeň,50.10746,14.47552,"CZK 18,000",A,New-build,Low-energy,1.0,,,,,,,,,1.0,,1.0,,,,
"CZK 18,881","CZK 6,294",717606,Studio,8/31/2022,28 m²,Fully furnished,1,,192.2,792.19,136.81,285.46,92.76,475.4,242.58,336.79,507.76,82.3,"U Zeměpisného ústavu, Prague - Bubeneč",50.1033901,14.4020568,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500",677905,Studio,8/1/2022,32 m²,Fully furnished,5,1.0,157.36,927.29,86.78,739.19,36.72,254.8,567.56,287.14,694.0,393.52,"Čumpelíkova, Prague - Kobylisy",50.12763,14.45974,"CZK 14,000",B,Very good,Prefab concrete,1.0,,Distance,Personal,,Up to 10 years,1.0,,,,,,,,,
"CZK 14,000",CZK 500,725338,Studio,8/1/2022,24 m²,Fully furnished,5,,222.41,578.44,185.38,561.4,179.63,344.62,146.28,520.96,554.33,481.37,Prague - Vinohrady,50.07035,14.43111,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 19,999","CZK 4,500",334624,Studio,7/16/2022,39 m²,Fully furnished,1,1.0,161.88,690.04,386.69,178.53,127.34,529.65,741.37,854.39,628.9,179.13,"Kališnická, Prague - Žižkov",50.089749,14.462776,"CZK 24,500",,New-build,Brick,1.0,,Central,Personal,,,,Luxurious,,,1.0,1.0,,,,
"CZK 6,000","CZK 2,000",718627,4+1,6/1/2022,80 m²,,3,1.0,211.89,1532.49,99.53,1508.26,918.27,908.45,518.44,197.63,812.33,388.93,"Dobevská, Prague - Kamýk",50.01426,14.4276,"CZK 8,000",G,Very good,Prefab concrete,,,Distance,Cooperative,1.0,,,Standard,,,,,,,,
"CZK 16,000","CZK 3,500",723683,Studio,7/4/2022,34 m²,Fully furnished,2,,337.03,1072.93,226.01,998.03,650.5,486.61,572.49,449.08,1170.05,93.25,Prague - Střížkov,50.13037,14.49293,"CZK 16,000",A,New-build,Brick,,,,,,,1.0,,,,,,,,,
"CZK 14,500","CZK 2,500",590035,2+kk,9/1/2022,40 m²,Fully furnished,3,1.0,32.91,1187.26,729.37,1310.45,334.1,577.55,714.98,685.5,468.55,309.97,"K Vystrkovu, Prague - Modřany",49.999714,14.4083,"CZK 20,000",B,,Brick,,,,Personal,1.0,Up to 10 years,,,,,1.0,1.0,,,,
"CZK 14,000","CZK 4,000",633291,Studio,9/1/2022,37 m²,Partly,6,1.0,296.63,1178.0,587.87,3787.88,277.49,564.58,922.09,3210.54,1091.67,331.3,"Honzíkova, Prague - Dolní Měcholupy",50.067054,14.552755,"CZK 28,000",B,New-build,Brick,,,,Personal,,Up to 10 years,1.0,,,,,,,,,
"CZK 16,200","CZK 3,700",516525,Studio,7/11/2022,58 m²,Partly,,,308.24,1346.98,719.34,1301.51,1076.53,1116.54,1213.15,1015.4,1168.53,551.17,Prague - Hloubětín,50.108687,14.5251219,"CZK 32,000",,,Other,1.0,,Distance,Personal,,Up to 10 years,,Luxurious,Complete,1.0,,1.0,,,,
"CZK 15,000","CZK 3,400",724389,2+kk,7/1/2022,41 m²,Unfurnished,6,1.0,102.75,496.26,255.84,493.57,215.16,312.99,606.32,145.02,802.82,77.54,Prague - Hlubočepy,50.03164,14.37233,"CZK 25,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,1.0,,,,,
"CZK 21,000","CZK 7,000",717697,Studio,7/31/2022,25 m²,Fully furnished,12,1.0,189.82,256.26,203.59,195.12,172.26,262.02,433.07,416.1,435.58,299.38,"Freyova, Prague - Vysočany",50.108944,14.501028,,,,,,,,,,,,,,,,,,,,
"CZK 39,600","CZK 13,200",717648,2+kk,8/8/2022,46 m²,Fully furnished,2,,249.05,258.88,108.69,237.41,65.07,536.83,294.74,273.73,806.33,231.2,"Míšeňská, Prague - Malá Strana",50.0876118,14.4080467,,,,,,,,,,,,,,,,,,,,
"CZK 8,990","CZK 2,859",710132,Studio,7/15/2022,28 m²,Unfurnished,1,,215.83,681.24,549.46,2597.19,935.05,814.29,635.39,866.63,1515.25,471.02,"K Avii, Prague - Čakovice",50.14972722222,14.51586138888,"CZK 11,849",G,Good,Brick,,,,Personal,,,,,,,,,"CZK 11,849",,,
"CZK 14,500","CZK 4,500",721818,2+kk,6/15/2022,47 m²,Partly,10,1.0,101.14,440.68,93.94,1222.38,560.21,540.32,391.23,224.0,444.79,207.45,Prague - Chodov,50.03262,14.51372,"CZK 29,000",G,Very good,Prefab concrete,1.0,1.0,Distance,,,,,Standard,,,,,,,,
"CZK 25,000","CZK 2,000",725323,2+kk,7/10/2022,62 m²,Partly,2,,310.21,456.62,95.93,640.75,18.16,389.02,113.87,877.35,911.35,409.76,Prague - Malá Strana,50.08843,14.39699,"CZK 25,000",B,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 2,500",725314,Studio,7/25/2022,47 m²,Fully furnished,2,1.0,42.39,972.28,493.9,779.33,473.81,570.56,101.85,1243.61,701.11,348.0,Prague - Holešovice,50.11053,14.45074,"CZK 17,000",A,New-build,Brick,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,700",725322,2+kk,7/10/2022,43 m²,Fully furnished,2,1.0,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,"CZK 20,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,,,,,,
"CZK 16,000","CZK 4,000",712727,2+kk,4/4/2022,50 m²,Partly,,,238.26,491.08,272.76,285.47,308.65,480.37,253.77,835.23,286.65,150.92,"Podolská, Prague - Podolí",50.05563,14.42088,"CZK 48,000",G,Very good,Brick,1.0,,Gas boiler,Personal,,,,Luxurious,Complete,,,,,,,
"CZK 24,500","CZK 6,000",725315,3+kk,8/1/2022,93 m²,Partly,4,1.0,601.42,1246.41,500.88,831.75,66.15,916.15,440.91,592.56,429.11,558.39,Prague - Libeň,50.11046,14.48677,"CZK 24,500",G,New-build,Brick,1.0,,Distance,Personal,1.0,,1.0,Standard,,,,1.0,,,,
"CZK 10,900","CZK 3,900",725319,2 bedroom,7/10/2022,43 m²,Unfurnished,1,,178.4,1469.68,272.99,855.08,401.92,347.87,714.3,506.46,621.67,329.07,Prague - Bubeneč,50.11129,14.39615,"CZK 30,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 24,900","CZK 3,900",647743,2+kk,7/16/2022,52 m²,Fully furnished,6,1.0,321.74,272.42,32.18,227.85,42.93,69.06,244.65,812.35,163.33,572.38,"Opletalova, Prague - Nové Město",50.0814214,14.4299039,"CZK 28,800",D,Very good,Brick,,,Central,Personal,1.0,,,Luxurious,Complete,1.0,,,,,,
"CZK 24,000","CZK 5,387",569398,2 bedroom,7/15/2022,55 m²,Fully furnished,4,1.0,236.07,50.81,24.88,346.34,68.6,215.44,75.18,146.89,742.92,767.55,"Bruselská, Prague - Vinohrady",50.0725767,14.4357303,"CZK 25,000",,,Brick,1.0,,,Personal,,,,,Complete,,,,,,,
"CZK 15,000","CZK 3,600",690240,Studio,9/1/2022,39 m²,Partly,1,1.0,161.64,808.15,100.03,223.87,82.01,187.77,265.33,284.11,484.93,120.1,"N. A. Někrasova, Prague - Bubeneč",50.10508,14.39602,"CZK 45,000",G,Very good,Brick,1.0,1.0,,Personal,,Over 50 years,,,Complete,,,,,,,
"CZK 18,000","CZK 4,500",725304,2 bedroom,7/10/2022,65 m²,Partly,2,,68.76,1433.72,282.45,991.39,79.88,688.05,907.2,814.63,1131.01,589.08,Prague - Kobylisy,50.13142,14.45428,"CZK 18,000",G,Very good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 10,000","CZK 2,500",575593,Small studio,7/18/2022,30 m²,Fully furnished,2,,59.17,3222.38,3149.47,4640.47,335.04,3459.34,3032.31,4721.04,3685.68,502.9,Prague - Přední Kopanina,50.117916,14.301685,"CZK 12,500",A,Very good,Brick,,,Electric boiler,Personal,,,,,,,,,,,,
"CZK 12,000","CZK 1,000",208147,Small studio,8/1/2022,30 m²,Partly,1,,280.87,1357.43,864.77,894.85,423.74,838.38,1203.5,640.23,469.95,504.68,"Za Lužinami, Prague - Stodůlky",50.052052,14.3232845,"CZK 13,000",A,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,,Standard,Complete,,,1.0,,,,
"CZK 23,000","CZK 6,178",725287,3+kk,7/10/2022,72 m²,Fully furnished,5,1.0,227.05,1750.23,723.69,1715.4,938.43,1383.6,1683.05,1360.48,960.85,244.66,Prague - Stodůlky,50.05816,14.33017,"CZK 46,000",C,Very good,Other,1.0,,,,1.0,,1.0,,,,1.0,,,,,
"CZK 13,000","CZK 2,000",442016,2+kk,8/1/2022,43 m²,Fully furnished,2,1.0,86.54,552.09,64.19,475.15,110.82,502.33,475.63,231.41,580.05,222.42,"Makovského, Prague - Řepy",50.0654303,14.3022742,"CZK 15,000",,Very good,Prefab concrete,,,Central,Personal,1.0,,,,Exterior,,,,,,,
"CZK 30,000","CZK 8,000",725285,3+kk,9/1/2022,87 m²,Fully furnished,2,1.0,456.27,1689.57,524.32,1460.99,603.53,1625.57,1367.56,1574.46,695.73,186.22,Prague - Vysočany,50.11254,14.51386,"CZK 30,000",B,New-build,Low-energy,1.0,,,,,,1.0,,,,1.0,1.0,,,,
"CZK 22,000","CZK 5,000",725282,3+1,7/10/2022,79 m²,Partly,3,1.0,424.12,1546.48,315.12,1539.14,785.51,498.65,323.93,127.3,683.19,244.29,Prague - Kamýk,50.01359,14.43028,"CZK 22,000",C,Good,Low-energy,,1.0,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,000",656079,2+kk,8/1/2022,50 m²,Fully furnished,4,,119.1,707.32,147.65,163.62,99.01,233.64,375.23,701.57,467.03,497.55,"Vladislavova, Prague - Nové Město",50.08015,14.42123,"CZK 30,000",G,Very good,Brick,,,,Personal,1.0,,,,,1.0,,,,,,
"CZK 13,000","CZK 4,000",721611,Studio,6/8/2022,29 m²,Fully furnished,1,1.0,191.66,1839.52,1331.3,1832.17,1196.12,1289.79,533.47,1487.36,1248.9,102.46,Prague - Hodkovičky,50.02141,14.41347,"CZK 26,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,,,,,,
"CZK 16,000",CZK 0,654399,2 bedroom,7/13/2022,56 m²,Partly,2,,313.21,539.83,455.86,488.15,399.35,362.27,486.78,402.22,1088.7,92.17,"Ke Zvonici, Prague - Modřany",50.0041,14.41176,"CZK 16,000",G,Very good,Brick,1.0,,Gas boiler,Personal,,,,Standard,Complete,,,,,,,
"CZK 20,000","CZK 3,000",617463,Studio,9/1/2022,30 m²,Fully furnished,8,1.0,104.5,1177.98,93.63,1019.98,48.23,771.54,441.43,776.65,918.7,151.81,"Molákova, Prague - Karlín",50.096952,14.4652,"CZK 23,000",G,Very good,Prefab concrete,1.0,,Central,Personal,,,,Standard,Complete,1.0,,,,,,
"CZK 11,800","CZK 2,500",724773,Small studio,7/5/2022,42 m²,Partly,1,,168.4,647.02,195.21,339.01,196.19,297.72,444.19,528.1,574.34,624.02,Prague - Břevnov,50.08277,14.37108,"CZK 12,000",B,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 2,000",721144,1 bedroom,7/11/2022,30 m²,Partly,4,1.0,304.64,426.19,96.47,371.62,165.33,203.56,296.08,292.13,965.19,133.67,Prague - Střížkov,50.12587,14.49505,"CZK 23,000",G,Very good,Prefab concrete,,1.0,Central,,,,,,Complete,,,,,,,
"CZK 19,990","CZK 3,990",417278,Studio,8/2/2022,50 m²,Fully furnished,1,1.0,513.37,786.6,513.81,713.93,475.7,749.74,758.06,632.95,869.37,151.64,Prague - Libeň,50.12206,14.466704,"CZK 30,000",B,New-build,Brick,,,Gas boiler,Personal,1.0,Up to 10 years,,Luxurious,,,,1.0,,,,
"CZK 25,000","CZK 2,000",725254,3+kk,8/1/2022,65 m²,Fully furnished,2,,119.95,343.54,183.33,188.06,141.11,388.69,348.04,554.55,625.39,310.87,Prague - Smíchov,50.07822,14.40596,"CZK 40,000",C,Very good,Brick,,,,,,,1.0,,,,,,,,,
"CZK 20,000","CZK 5,500",723672,3+1,9/1/2022,68 m²,Fully furnished,11,1.0,212.27,1243.66,323.18,1789.84,473.36,444.79,582.51,1306.11,322.63,75.43,Prague - Krč,50.02767,14.45456,"CZK 25,500",D,Good,Prefab concrete,1.0,1.0,,Personal,1.0,,,,,,,,,,,
"CZK 16,000","CZK 3,700",713312,2+kk,5/1/2022,65 m²,Partly,2,,382.88,732.09,635.85,2859.89,570.67,596.02,429.85,429.85,251.5,494.81,Prague - Vinoř,50.1437811339,14.577235101644,"CZK 19,000",B,Very good,Brick,,,Electric boiler,Personal,1.0,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 22,500","CZK 4,800",724753,2+kk,7/5/2022,100 m²,Fully furnished,2,,230.89,1382.16,195.7,1323.56,1331.0,1304.51,646.49,1488.0,1035.47,829.75,Prague - Sedlec,50.13195,14.39244,"CZK 22,500",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",277759,3+1,7/10/2022,67 m²,Partly,,,226.8,113.17,247.94,447.22,218.41,544.64,261.78,360.15,642.37,272.33,"U Demartinky, Prague - Smíchov",50.0708952,14.3761637,"CZK 25,000",,,Brick,,,Gas boiler,Cooperative,,,,,,,,,,,,
"CZK 18,000","CZK 4,500",725245,2+kk,8/1/2022,40 m²,Fully furnished,1,1.0,267.36,667.56,77.61,212.6,174.59,333.02,738.78,577.76,563.22,311.15,Prague - Smíchov,50.07091,14.40974,"CZK 18,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,500",725243,3+kk,8/1/2022,80 m²,Fully furnished,5,1.0,179.91,1436.45,474.0,1249.74,171.4,726.64,548.97,586.01,649.42,394.25,Prague - Libeň,50.11508,14.47504,"CZK 56,000",B,New-build,Other,1.0,,,,1.0,,,,,1.0,,1.0,,,,
"CZK 13,500","CZK 3,500",268682,2+kk,7/10/2022,43 m²,Unfurnished,2,,271.31,1126.68,355.65,1119.33,551.74,197.24,233.66,665.19,567.45,137.82,"Snopkova, Prague - Kamýk",50.0162578,14.433737,"CZK 25,000",,Good,Prefab concrete,,,,Cooperative,,,1.0,,,,,,,,,
"CZK 20,000","CZK 4,000",720298,3+kk,7/1/2022,60 m²,Partly,1,1.0,382.45,1106.82,181.53,804.91,339.1,891.21,224.88,329.03,848.67,322.22,Prague - Podolí,50.04736,14.43043,"CZK 30,000",C,Very good,Prefab concrete,,1.0,,,,,,,Bathroom unit,,,,,,,
"CZK 16,500","CZK 2,500",404507,2+kk,8/15/2022,44 m²,Unfurnished,3,1.0,314.12,465.35,344.55,234.05,291.91,454.65,173.32,780.57,389.91,135.89,Prague - Podolí,50.0561286,14.4214707,"CZK 25,000",,Very good,Brick,1.0,,Central,Personal,1.0,,1.0,Standard,Complete,,,,,,,
"CZK 20,000","CZK 3,000",667099,2+kk,9/1/2022,48 m²,Fully furnished,4,1.0,305.27,730.44,204.38,440.06,215.35,355.2,355.33,555.91,337.08,262.6,"U Libeňského pivovaru, Prague - Libeň",50.10809,14.47559,"CZK 30,000",A,New-build,Prefab concrete,,1.0,Distance,Personal,1.0,Up to 10 years,1.0,Luxurious,,,1.0,1.0,,,,
"CZK 15,000","CZK 5,000",662985,2+kk,9/1/2022,40 m²,Fully furnished,3,1.0,294.2,615.98,115.85,349.79,0.38,400.03,529.39,433.35,595.68,226.56,"Sudoměřská, Prague - Žižkov",50.08031,14.45875,"CZK 15,000",A,Very good,Brick,,,Gas boiler,Personal,,Up to 10 years,,Standard,Bathroom unit,,,,,,,
"CZK 13,000","CZK 3,500",361151,Studio,8/1/2022,32 m²,Partly,4,1.0,215.32,438.18,296.02,743.11,644.93,658.37,353.14,432.92,563.02,240.72,"Nad přehradou, Prague - Horní Měcholupy",50.042408,14.5513031,"CZK 25,000",B,,Brick,,,,Personal,1.0,Up to 10 years,1.0,,,,,,,,,
"CZK 14,500","CZK 3,500",725219,2+kk,9/1/2022,38 m²,Partly,2,1.0,292.04,365.52,896.92,5306.03,435.24,878.71,775.91,618.54,441.25,96.29,Prague - Vinoř,50.14269,14.57575,"CZK 29,000",C,Very good,Brick,1.0,,,,1.0,,,,,,,,,,,
"CZK 17,000","CZK 3,500",645062,2+kk,1/4/2021,54 m²,Partly,3,1.0,263.72,1527.52,872.18,1954.14,646.77,1599.29,1240.96,1736.19,1375.01,659.05,"Sicherova, Prague - Kyje",50.114862,14.564395,"CZK 30,000",B,Very good,Brick,1.0,,Central,Personal,1.0,Up to 10 years,1.0,Standard,,,1.0,,,,,
"CZK 23,500","CZK 5,500",724726,2+kk,7/5/2022,54 m²,Fully furnished,4,,153.44,380.74,504.8,688.34,451.05,368.92,583.47,542.42,454.53,84.82,Prague - Žižkov,50.08271,14.46634,"CZK 23,500",A,New-build,Low-energy,,,,,1.0,,,,,,,,,,,
"CZK 12,500","CZK 2,500",725217,2+kk,8/1/2022,47 m²,Fully furnished,6,,225.25,509.23,210.61,197.57,313.05,374.5,333.7,365.29,434.6,205.29,Prague - Háje,50.0292,14.53153,"CZK 25,000",G,Good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,000",718211,2+kk,7/1/2022,44 m²,Partly,3,1.0,200.88,390.19,174.18,334.98,112.41,295.27,41.14,350.39,39.16,535.77,"Dalimilova, Prague - Žižkov",50.08602,14.45007,"CZK 20,000",B,Very good,Brick,,,,Personal,,10 to 30 years,,Standard,Complete,,,,,,,
"CZK 19,250","CZK 3,250",646414,2+kk,8/1/2022,40 m²,Fully furnished,1,,1.84,879.25,439.31,880.4,740.24,773.17,524.18,403.03,241.18,380.38,"Podbělohorská, Prague - Smíchov",50.075042,14.372218,"CZK 35,000",A,New-build,Brick,,,Central,Personal,,Up to 10 years,,,Complete,1.0,,,,,,
"CZK 13,500","CZK 2,500",260419,1 bedroom,7/9/2022,40 m²,Partly,3,1.0,63.34,301.6,59.36,268.31,107.25,113.23,174.99,249.39,502.1,259.5,"Chelčického, Prague - Žižkov",50.0839993,14.4540791,"CZK 13,500",,Very good,Brick,,,Electric boiler,Personal,,,,,,,,,,,,
"CZK 18,650","CZK 3,500",695094,2+kk,7/11/2022,48 m²,Partly,7,1.0,107.69,160.32,192.07,163.01,139.87,210.04,452.42,175.43,798.32,181.57,"Tréglova, Prague - Hlubočepy",50.03529,14.37558,"CZK 18,650",G,Very good,Prefab concrete,1.0,,Distance,Personal,,,,Standard,Complete,,,,,,,
"CZK 15,499","CZK 1,500",540296,Studio,8/1/2022,33 m²,Unfurnished,3,,328.87,550.39,296.78,869.14,876.08,495.04,770.6,639.3,895.74,648.15,"Toufarova, Prague - Stodůlky",50.04291025,14.31233705,"CZK 40,000",B,New-build,Brick,,,Central,Personal,,Up to 10 years,1.0,Luxurious,,,,1.0,,,,
"CZK 13,000","CZK 1,500",541134,2+kk,7/15/2022,25 m²,Partly,2,,371.35,961.23,212.8,988.88,310.68,429.28,547.07,708.28,406.13,335.82,"Ve Střešovičkách, Prague - Střešovice",50.0891962,14.3716185,"CZK 14,000",,Very good,Brick,,1.0,Distance,Personal,,Up to 10 years,,Luxurious,Complete,1.0,,1.0,,,,
"CZK 19,900","CZK 6,525",725200,2+kk,9/1/2022,62 m²,Fully furnished,2,,413.28,1735.35,664.61,1716.9,1129.1,673.99,1385.04,1406.61,935.06,65.95,Prague - Vysočany,50.10522,14.51718,"CZK 40,000",G,New-build,Other,,,,,,,1.0,,,,,,,,,
"CZK 17,000","CZK 3,500",724696,2 bedroom,8/15/2022,60 m²,Unfurnished,1,,272.9,416.54,306.62,252.64,455.91,517.37,197.18,469.08,577.46,342.15,Prague - Háje,50.02985,14.53319,"CZK 30,000",C,Very good,Prefab concrete,1.0,1.0,Central,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",725196,2+kk,7/9/2022,42 m²,Partly,3,1.0,181.38,798.58,482.03,791.24,283.07,603.47,574.96,712.77,267.36,544.04,Prague - Kamýk,50.01831,14.43288,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",725195,1 bedroom,7/16/2022,30 m²,Partly,2,,282.69,676.89,212.75,293.6,327.61,333.38,348.68,212.45,1120.05,292.46,Prague - Veleslavín,50.08971,14.34073,"CZK 25,000",G,Good,Prefab concrete,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,850",314235,2+kk,6/28/2022,60 m²,Unfurnished,2,,603.04,1474.15,1101.83,1604.73,1376.67,1410.76,1637.14,1535.11,1368.6,523.53,"Vidlák, Prague - Hostavice",50.0933097176,14.5630865833,"CZK 21,850",,New-build,Brick,,,,Personal,,,1.0,,,,1.0,,,,,
"CZK 18,990","CZK 1,200",697963,Studio,7/9/2022,53 m²,Fully furnished,3,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,"CZK 18,000",B,Very good,Brick,,,Distance,Personal,,Up to 10 years,,Luxurious,Complete,1.0,,,,,,
"CZK 19,000","CZK 4,200",725185,3+1,7/9/2022,62 m²,Partly,3,1.0,135.63,500.19,395.46,564.0,562.18,354.53,192.68,243.77,1061.44,80.98,Prague - Řepy,50.06718,14.31153,"CZK 20,000",C,Very good,Prefab concrete,1.0,1.0,,,1.0,,,,,,,,,,,
"CZK 22,000","CZK 3,000",725184,2+kk,9/1/2022,55 m²,Partly,5,1.0,139.18,730.06,149.48,506.26,184.7,573.77,324.83,709.94,773.22,470.32,Prague - Smíchov,50.07178,14.39452,"CZK 40,000",G,Very good,Brick,1.0,,,Personal,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",461149,Studio,7/9/2022,47 m²,Fully furnished,4,,144.63,359.53,113.51,8.59,94.64,105.57,217.54,242.69,1144.97,208.87,"Sluneční náměstí, Prague - Stodůlky",50.0504608,14.3456509,"CZK 20,000",,,Other,,,,Personal,,,1.0,,,,,,,,,
"CZK 23,000","CZK 2,000",518410,1 bedroom,9/1/2022,37 m²,Fully furnished,3,1.0,206.06,463.95,244.51,397.96,115.3,211.43,332.46,332.46,583.88,797.53,"Mánesova, Prague - Vinohrady",50.0795062,14.4344505,"CZK 25,000",,,Brick,1.0,,,Personal,,,,,,,,,,,,
"CZK 23,500","CZK 5,000",629217,3+kk,8/1/2022,95 m²,Fully furnished,4,1.0,318.86,907.55,571.54,776.51,696.14,364.13,465.15,635.61,1265.51,374.84,"Modenská, Prague - Horní Měcholupy",50.040147,14.568712,"CZK 47,000",C,New-build,Other,1.0,,Central,Personal,,Up to 10 years,1.0,,,,,1.0,,,,
"CZK 11,000","CZK 4,000",725181,2+kk,8/3/2022,45 m²,Fully furnished,2,1.0,291.89,578.52,36.85,503.29,525.47,478.49,288.05,105.53,1299.23,245.14,Prague - Kobylisy,50.13093,14.46561,"CZK 11,000",G,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,200",579486,1 bedroom,7/18/2022,34 m²,Partly,3,1.0,140.74,940.58,188.12,889.82,327.33,314.31,362.35,1296.98,738.78,408.68,"Vrbenského, Prague - Holešovice",50.109582,14.441682,"CZK 18,200",B,Very good,Brick,1.0,,Distance,Personal,,30 - 50 years,,Standard,Complete,,,,,,,
"CZK 13,500","CZK 2,800",608048,Studio,9/1/2022,25 m²,Fully furnished,3,1.0,117.13,270.82,138.38,133.93,38.37,276.98,47.62,67.29,685.3,257.29,"Perunova, Prague - Vinohrady",50.076207,14.453962,"CZK 27,000",G,Very good,Brick,,,Central,Personal,,,,Standard,,,,,,,,
"CZK 10,000","CZK 3,000",724664,Small studio,7/4/2022,21 m²,Partly,4,,83.12,107.31,13.27,101.25,33.01,122.39,297.31,407.24,362.9,463.34,Prague - Žižkov,50.08417,14.45159,"CZK 13,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,000",292712,2 bedroom,8/1/2022,50 m²,Partly,,,103.2,432.16,400.15,340.01,354.51,494.07,755.28,761.41,591.42,593.43,"Při hranici, Prague - Sedlec",50.1354932,14.3835595,"CZK 19,000",A,Very good,Low-energy,,,Geothermal,Personal,1.0,Over 50 years,,Standard,Complete,,,,,,,
"CZK 12,000",CZK 300,523543,6+1,6/13/2022,130 m²,Fully furnished,4,,247.3,334.94,287.76,345.77,91.45,381.84,241.84,1025.19,885.8,264.59,"Janáčkovo nábřeží, Prague - Smíchov",50.0773068,14.4080995,"CZK 12,000",,,Brick,,,,Personal,,,,,Exterior,,,,,,,
"CZK 15,000","CZK 3,800",556416,2+kk,8/1/2022,41 m²,Fully furnished,6,1.0,152.52,217.58,357.38,363.65,387.76,470.88,343.63,537.28,909.56,311.57,"Pod Kavalírkou, Prague - Košíře",50.0693808,14.3754523,"CZK 20,000",,Very good,Brick,1.0,,Gas boiler,Personal,,Up to 10 years,,,,,,,,,,
"CZK 19,000","CZK 4,700",724086,3+1,9/1/2022,73 m²,Partly,3,1.0,138.41,1021.31,106.59,654.39,195.46,187.05,495.71,431.15,1738.84,221.68,Prague - Černý Most,50.10596,14.57308,"CZK 30,000",B,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,
"CZK 36,000","CZK 6,000",724642,2 bedroom,7/4/2022,72 m²,Unfurnished,3,1.0,190.62,241.74,3.79,258.03,141.41,283.34,114.97,303.2,637.85,149.7,Prague - Vinohrady,50.07889,14.4503,"CZK 42,000",G,Very good,Brick,,,,,,,1.0,,,,1.0,,,,,
"CZK 32,000","CZK 6,000",724619,2+kk,7/4/2022,83 m²,Unfurnished,4,1.0,344.33,616.92,69.31,274.61,44.69,137.75,322.3,866.01,188.27,454.99,Prague - Karlín,50.0938,14.45505,"CZK 38,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 28,900",CZK 0,722477,2+kk,7/14/2022,88 m²,Fully furnished,3,,55.18,233.26,29.65,96.24,7.41,183.92,185.53,258.44,151.78,202.27,Prague - Staré Město,50.09075,14.42626,"CZK 50,000",,Very good,Brick,1.0,,,Personal,,Over 50 years,,,Complete,,,,,,,
"CZK 30,000","CZK 7,000",724616,3+kk,7/4/2022,113 m²,Unfurnished,4,,134.84,389.72,10.81,375.7,11.2,30.53,358.82,90.64,282.58,389.14,Prague - Vinohrady,50.07711,14.44353,"CZK 37,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 13,800","CZK 1,200",725152,Studio,7/8/2022,41 m²,Fully furnished,2,1.0,270.47,247.3,91.35,259.99,122.27,115.25,448.25,596.98,188.5,401.09,Prague - Holešovice,50.10552,14.44651,"CZK 25,000",G,Very good,Brick,,,,,1.0,,,,,,,,,,,
