Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Designe,Domácí mazlíčci vítáni,Balcony,Terrace,Garage,Ownership,Balkón 5 m²,Parking,Cellar,Balkón 4 m²,New-build,Age,Balkón 3.2 m²,Terasa 11 m²,Sklep 1 m²,Balkón 2 m²,Sklep 5 m²,Heating,Reconstruction,Balkón 12 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Sklep 10 m²,Balkón 1 m²,Lodžie 4 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 50 m²,Balkón 3 m²,Terasa 24 m²,Sklep 4 m²,Administrative fee,Terasa 12 m²,Lodžie 7 m²,Sklep 8 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Terasa 10 m²,Lodžie 5 m²,Lodžie 10 m²,Terasa 9.7 m²,Sklep 6 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Balkón 6 m²,Sklep 15 m²,Balkón 18 m²,Balkón 10 m²,Terasa 2 m²,Enclosed balcony,Terasa 5 m²,Balkón 73 m²,Terasa 13 m²,Lodžie 6 m²,Terasa 17.3 m²,Terasa 6 m²,Sklep 12 m²,Terasa 28 m²,Terasa 350 m²,Balkón 8 m²,Balkón 29 m²,Terasa 30 m²,Sklep 7 m²,Terasa 27 m²,Terasa 25 m²,Terasa 300 m²,Lodžie 8 m²,Terasa 9 m²,Balkón 7 m²,Terasa 78 m²,Balkón 2.6 m²,Sklep 58 m²,Balkón 6.4 m²,Sklep 1.3 m²,Balkón 2.5 m²,Terasa 14 m²,Terasa 8 m²,Terasa 4 m²,Lodžie 12 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 1.2 m²,Sklep 8.1 m²,Terasa 40 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 3.2 m²,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 17 m²,Balkón 14 m²,Sklep 2.4 m²,Terasa 200 m²,Balkón 9 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Terasa 18 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 20 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Sklep 44 m²
"CZK 19,000","CZK 4,773",747612,3+kk,12/1/2022,54 m²,Partly,1,1.0,261.02,802.86,110.04,790.14,408.52,814.81,893.56,420.93,367.44,368.33,"Vladycká, Prague - Hostivař",50.05405,14.52571,"CZK 24,000",B,Very good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,600",748320,2+kk,10/30/2022,43 m²,Unfurnished,4,,412.63,940.28,415.55,371.62,416.18,403.28,273.08,261.6,761.71,102.52,"Trávníčkova, Prague - Stodůlky",50.04553,14.31929,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 9,000",748313,3+1,11/1/2022,80 m²,Partly,1,,236.12,1109.92,250.41,408.38,297.61,371.55,424.12,636.14,451.49,184.56,"Nad Ohradou, Prague - Žižkov",50.09176,14.47078,"CZK 10,000",G,Good,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,700",631431,Small studio,11/1/2022,30 m²,Fully furnished,12,1.0,294.24,485.74,441.44,547.57,164.34,424.59,465.63,309.88,395.87,57.83,"Bítovská, Prague - Michle",50.045213,14.456092,"CZK 20,000",B,Very good,Prefab concrete,Luxurious,,,,,Personal,,,,,,Up to 10 years,,,,,,Distance,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,250","CZK 5,750",744960,3+1,11/22/2022,90 m²,Fully furnished,5,1.0,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",748310,2+kk,10/30/2022,53 m²,Unfurnished,2,,130.33,1098.53,375.26,752.03,365.84,783.29,488.74,463.33,746.74,207.58,"V Zálomu, Prague - Nusle",50.05781,14.44238,"CZK 20,000",G,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 2,600",107622,3+1,11/7/2022,75 m²,Unfurnished,5,1.0,388.42,791.87,343.93,726.7,567.22,739.07,350.84,172.63,2057.36,277.82,"Krynická, Prague - Troja",50.1269242,14.4089477,"CZK 23,600",E,,Prefab concrete,,,,,,Cooperative,,,,,,,,,,,,Distance,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",748292,Small studio,1/1/2023,19 m²,Fully furnished,4,1.0,194.84,757.54,505.26,498.82,119.17,256.92,301.56,581.69,667.68,293.94,"Počátecká, Prague - Michle",50.04368,14.45552,"CZK 13,000",G,Good,Brick,,,,,,,,1.0,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 6,000",748304,2+kk,11/1/2022,53 m²,Partly,3,,140.71,312.87,149.64,208.29,199.76,272.48,71.47,444.07,187.53,276.49,"Prouzova, Prague - Vysočany",50.11009,14.50392,"CZK 15,000",G,Good,Brick,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 500,375291,Small studio,11/1/2022,24 m²,Partly,6,,252.81,787.6,49.95,297.86,56.55,223.2,451.94,897.37,493.68,994.0,"Veletržní, Prague - Holešovice",50.1023839,14.4354383,"CZK 13,000",,Very good,Brick,Standard,,1.0,,,Personal,,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 59,250","CZK 19,750",717599,4+kk,11/4/2022,90 m²,Fully furnished,2,1.0,140.09,527.92,223.64,125.85,37.89,66.77,510.79,1001.31,1180.94,559.23,"Stroupežnického, Prague - Smíchov",50.0710929,14.4032595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 51,656","CZK 17,219",728895,2 bedroom,11/30/2022,60 m²,Fully furnished,4,1.0,110.1,392.87,177.02,129.22,79.72,168.29,299.92,497.22,273.67,349.66,"Dlážděná, Prague - Nové Město",50.0865843,14.4323212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,625","CZK 6,875",731156,2+kk,11/14/2022,49 m²,Fully furnished,2,1.0,84.02,732.97,86.86,659.07,276.51,744.0,408.19,306.62,634.43,198.98,"Na Míčánkách, Prague - Vršovice",50.0713305,14.4638794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 2,884",561351,Studio,3/6/2022,35 m²,Fully furnished,9,1.0,170.54,990.6,173.43,266.68,206.97,382.41,677.05,450.39,195.55,263.69,"Dačického, Prague - Nusle",50.0563642,14.4323269,"CZK 19,384",,Very good,Other,Standard,,,,,Cooperative,,,,,,10 to 30 years,,,,,,Distance,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,375","CZK 7,125",734261,3+1,11/7/2022,35 m²,Fully furnished,-1,1.0,36.05,792.81,20.0,597.08,172.08,638.36,366.32,329.81,486.26,346.96,"Dvacátého osmého pluku, Prague - Vršovice",50.0707338,14.4627954,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,500",748284,2+kk,10/30/2022,67 m²,Unfurnished,1,1.0,807.12,1155.57,182.49,1193.95,956.55,1221.04,1395.26,1060.07,1055.79,594.17,"Novobohdalecká, Prague - Michle",50.06326,14.47437,"CZK 31,000",G,Good,Brick,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,990","CZK 4,990",563044,4+kk,11/1/2022,110 m²,Partly,3,,80.21,748.78,465.02,3417.14,587.43,798.99,888.13,403.73,1101.16,184.69,"Rackova zahrada, Prague - Kbely",50.1389742,14.5515386,"CZK 50,000",B,,Brick,,,,,,Personal,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",748276,3+kk,10/30/2022,78 m²,Partly,5,1.0,391.78,531.58,616.98,2761.38,253.09,549.24,662.36,609.04,1611.1,228.97,"Žalovská, Prague - Čimice",50.14206,14.43429,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 63,000","CZK 21,000",735517,3+kk,11/7/2022,110 m²,Fully furnished,6,1.0,30.08,409.78,41.21,139.22,4.79,323.92,155.78,264.84,623.64,381.72,"Myslíkova, Prague - Nové Město",50.0781479,14.4179311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 5,000",748273,2+kk,11/1/2022,55 m²,Fully furnished,3,1.0,458.42,1360.19,749.66,4002.64,439.29,726.37,1083.88,3425.29,1173.24,431.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,"CZK 38,000",B,New-build,Brick,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 52,500","CZK 17,500",731817,2+kk,11/12/2022,80 m²,Fully furnished,3,1.0,281.86,547.59,69.97,211.73,9.84,221.9,245.36,614.41,367.39,520.5,"Ve Smečkách, Prague - Nové Město",50.0795975,14.4273504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,925","CZK 10,975",735565,2+kk,11/4/2022,45 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,200",748274,2+kk,11/1/2022,46 m²,Unfurnished,1,,185.23,683.53,147.26,255.34,148.94,536.76,874.45,455.63,776.61,344.37,"Dolnokrčská, Prague - Krč",50.03931,14.43834,"CZK 18,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,675","CZK 9,225",742158,Studio,11/4/2022,30 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,276",748270,Studio,12/1/2022,29 m²,Partly,5,1.0,245.32,2061.6,453.09,463.51,602.43,548.04,570.16,1837.33,783.97,211.44,"Do Zahrádek I, Prague - Třebonice",50.05616,14.29224,"CZK 24,000",G,New-build,Prefab concrete,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",748266,Studio,10/30/2022,28 m²,Partly,1,,102.26,185.29,326.12,1244.63,191.42,627.85,942.68,712.41,1113.03,367.92,"Durychova, Prague - Lhotka",50.01797,14.44983,"CZK 20,000",B,New-build,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 74,813","CZK 24,937",740299,4+1,12/23/2022,136 m²,Fully furnished,3,1.0,305.35,603.07,123.44,366.02,52.59,406.0,368.79,628.46,396.1,92.23,"Betlémská, Prague - Staré Město",50.0837893,14.416317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,425","CZK 9,475",745541,Studio,11/4/2022,30 m²,Fully furnished,2,1.0,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,581","CZK 8,194",744273,Studio,12/10/2022,32 m²,Fully furnished,1,,447.58,805.32,396.64,450.11,197.32,945.56,256.47,627.41,458.07,336.59,"Nad Kolčavkou A, Prague - Libeň",50.1080609,14.4828384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500",CZK 700,747992,3+kk,10/27/2022,72 m²,Partly,1,,163.96,817.18,33.85,446.28,133.92,263.57,527.22,624.56,538.64,305.26,"Jaromírova, Prague - Nusle",50.06492,14.42755,"CZK 16,500",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 1,000",748261,2+kk,10/30/2022,56 m²,Partly,1,1.0,249.44,775.46,296.54,454.56,346.44,471.4,754.24,623.73,388.52,189.67,"Počernická, Prague - Strašnice",50.07918,14.48536,"CZK 42,000",B,New-build,Other,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500",CZK 700,747990,3+1,10/27/2022,72 m²,Partly,2,,163.96,817.18,33.85,446.28,133.92,263.57,527.22,624.56,538.64,305.26,"Jaromírova, Prague - Nusle",50.06492,14.42755,"CZK 16,500",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,925","CZK 10,975",745540,2 bedroom,11/4/2022,50 m²,Fully furnished,-1,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000",571485,2+kk,12/1/2022,53 m²,Fully furnished,1,1.0,531.55,1607.91,1167.97,1558.18,884.33,1116.63,717.08,637.7,418.19,132.51,"Na Císařce, Prague - Smíchov",50.0751643,14.3607314,"CZK 22,000",C,New-build,Brick,Standard,,,1.0,1.0,Personal,,,,,1.0,10 to 30 years,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,500",747519,2+kk,11/1/2022,49 m²,Fully furnished,4,1.0,221.85,1019.03,171.68,296.26,80.2,154.07,341.19,294.83,395.14,403.78,"Viklefova, Prague - Žižkov",50.08998,14.47396,"CZK 40,000",F,Very good,Brick,Standard,1.0,,,,,,,,,,,,,,,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",746247,1 bedroom,11/1/2022,45 m²,Partly,1,1.0,7.86,758.59,156.4,454.01,26.06,422.54,691.8,859.05,241.9,404.26,Prague - Holešovice,50.10481,14.45562,"CZK 15,000",G,Good,Brick,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500",290875,2+kk,12/1/2022,53 m²,Fully furnished,4,,117.04,1231.73,131.94,1203.73,193.25,521.92,383.57,418.41,484.02,324.14,"Na Dědince, Prague - Libeň",50.1151763,14.472269,"CZK 19,000",,,Brick,,,,,,Personal,,,,,,,,,,,,Gas boiler,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,200","CZK 6,800",748253,3+1,11/1/2022,73 m²,Fully furnished,2,1.0,158.32,439.0,437.69,409.57,356.39,417.4,430.34,694.55,216.38,201.46,"Amforová, Prague - Stodůlky",50.04126,14.32954,"CZK 23,000",B,Good,Prefab concrete,Standard,,,,,,,1.0,,,,,,,,,,Distance,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",606277,2 bedroom,12/1/2022,52 m²,Partly,3,,246.56,337.85,355.8,343.51,367.58,552.65,453.25,206.05,810.1,122.18,"Káranská, Prague - Malešice",50.083701,14.503631,"CZK 27,000",G,Very good,Other,,,,,,Personal,,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,500",185067,Studio,11/1/2022,38 m²,Partly,2,,90.2,773.78,36.46,258.33,107.26,821.87,246.69,341.77,716.23,248.88,"Jivenská, Prague - Michle",50.059974,14.4505199,"CZK 15,500",,,Brick,,,,,,Personal,,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 0,671564,1 bedroom,12/1/2022,30 m²,Partly,1,1.0,214.04,823.45,209.29,373.07,116.33,560.28,347.83,378.1,389.55,370.67,"Sevastopolská, Prague - Vršovice",50.07102,14.44844,"CZK 25,000",,Very good,Brick,,,,,,Personal,,,,,,,,,,,,Central,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",748242,3+1,10/30/2022,78 m²,Fully furnished,3,,442.67,1565.03,308.03,1557.68,804.05,517.2,342.47,108.55,701.73,262.84,"Imrychova, Prague - Kamýk",50.01374,14.43016,"CZK 26,000",B,Good,Low-energy,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,200",743114,2+kk,10/10/2022,50 m²,Partly,4,1.0,117.51,380.97,302.58,383.76,82.81,369.64,488.73,242.1,360.59,250.71,Prague - Libeň,50.10517,14.4779,"CZK 44,000",B,New-build,Low-energy,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000",642394,Small studio,9/9/2022,21 m²,Partly,1,,40.4,128.96,206.2,624.34,291.79,589.26,489.02,532.48,381.68,101.04,"Jabloňová, Prague - Záběhlice",50.056632,14.502264,"CZK 10,000",G,Very good,Brick,,,,,,Personal,,,1.0,,,,,,,,,Distance,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900",CZK 0,485021,2+kk,10/24/2022,51 m²,Fully furnished,4,,62.74,418.14,146.96,177.29,65.09,282.95,372.54,441.17,296.73,259.29,Prague - Vršovice,50.0676629,14.4583602,"CZK 35,000",,,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,892",731882,2+kk,8/31/2022,80 m²,Partly,1,1.0,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,"CZK 24,000",G,Very good,Low-energy,Standard,,1.0,,1.0,,,,1.0,,,Up to 10 years,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 39,000","CZK 7,000",616335,4+1,10/28/2022,150 m²,Partly,1,,187.19,1435.35,170.17,1071.56,167.78,148.85,445.52,578.95,458.41,194.93,Prague - Dejvice,50.104941,14.371193,"CZK 50,000",A,Very good,Brick,Luxurious,,,,,Personal,,,,,,,,,,,,Central,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
