Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Condition,Ownership,EPC,Heating,Terrace,Cellar,New-build,Parking,Garage,Reconstruction,Sklep 2 m²,Balcony,Lodžie 7.5 m²,Designe,Balkón 6 m²,Sklep 34 m²,Sklep 4 m²,Domácí mazlíčci vítáni,Balkón 33 m²,Balkón 4 m²,Balkón 9 m²,Enclosed balcony,Balkón 60 m²,Balkón 10 m²,Sklep 10 m²,Balkón 2 m²,Sklep 5 m²,Balkón 8 m²,Terasa 20 m²,Sklep 6 m²,Administrative fee,Terasa 12 m²,Balkón 3.1 m²,Balkón 32 m²,Terasa 32 m²,Terasa 19 m²,Balkón 7 m²,Sklep 20 m²,Sklep 3 m²,Sklep 1 m²,Terasa 40 m²,Lodžie 8 m²,Balkón 3 m²,Lodžie 1 m²,Balkón 5 m²,Terasa 15 m²,Water,Sewage,Plot space,Sklep 44 m²,Terasa 10 m²,Sklep 8 m²
"CZK 25,000","CZK 7,500",166213,2 bedroom,9/25/2022,72 m²,Fully furnished,3,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,"CZK 32,500",Brick,Up to 10 years,Very good,Personal,C,Gas boiler,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 2,000",425448,Small studio,9/1/2022,18 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 13,000",Brick,Up to 10 years,Very good,Personal,,,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000",72709,Small studio,12/1/2022,31 m²,Fully furnished,2,1.0,125.13,152.43,55.04,68.22,17.74,84.12,159.53,177.62,151.9,202.3,"Rybná, Prague - Staré Město",50.09027,14.42609,"CZK 23,000",Brick,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,500",742713,3+kk,12/1/2022,77 m²,Partly,4,,73.47,560.03,67.19,572.6,200.44,331.13,163.83,912.68,306.25,112.27,Prague - Holešovice,50.10827,14.4468,"CZK 30,000",Brick,,Very good,Personal,G,Central,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,500",584725,Studio,9/30/2022,25 m²,Unfurnished,1,,182.35,694.45,457.04,483.78,51.72,338.84,693.38,657.65,1141.66,220.23,"Kounická, Prague - Strašnice",50.078599,14.504137,"CZK 29,000",Brick,Up to 10 years,Very good,Personal,A,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,000",713340,Studio,10/1/2022,31 m²,Partly,5,1.0,367.44,1689.51,618.77,1671.06,1083.25,628.15,1339.2,1360.76,889.22,111.8,"Sousedíkova, Prague - Vysočany",50.10526,14.51782,"CZK 17,500",Brick,Up to 10 years,New-build,Personal,C,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,700","CZK 1,680",742702,1 bedroom,10/16/2022,48 m²,Fully furnished,7,1.0,57.76,725.93,417.82,1559.17,145.18,344.8,147.76,289.61,147.76,196.88,Prague - Chodov,50.03824,14.50405,"CZK 11,500",Prefab concrete,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 8,000",553540,3+1,,90 m²,Partly,1,,615.64,634.74,678.77,2436.03,600.63,596.82,633.0,2424.49,1273.24,101.79,"Nad Želivkou, Prague - Nebušice",50.1074434,14.3253147,"CZK 25,000",Brick,,,Personal,C,Electric boiler,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 7,000",741877,2 bedroom,10/1/2022,55 m²,Partly,,,29.6,1600.2,504.36,1254.93,314.36,783.07,398.82,629.3,488.92,293.08,Prague - Vokovice,50.1008,14.34434,"CZK 14,000",Brick,,Good,Personal,,,,,,,1.0,,,,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 6,000",398175,2+kk,9/22/2022,53 m²,Fully furnished,5,,322.16,487.22,1009.02,1046.58,433.87,583.81,875.35,1020.56,330.79,86.53,"Pavla Beneše, Prague - Letňany",50.1390545,14.5195608,CZK 0,Brick,Up to 10 years,New-build,Personal,C,Distance,1.0,,,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 6,329",741871,4+kk,10/9/2022,89 m²,Partly,4,1.0,156.59,577.96,411.93,623.74,234.88,1455.75,221.87,1037.24,1298.48,70.32,Prague - Záběhlice,50.04393,14.49104,"CZK 45,000",Low-energy,,New-build,,B,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,800",741470,2+kk,10/2/2022,43 m²,Fully furnished,7,1.0,120.24,762.63,173.06,876.04,133.96,788.2,284.55,301.39,1523.94,191.53,Prague - Prosek,50.12374,14.50671,"CZK 20,000",Prefab concrete,,Good,Personal,G,Central,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",742656,2+kk,9/27/2022,50 m²,Partly,5,,34.77,421.26,132.08,162.41,68.21,272.92,362.5,378.74,228.62,241.19,Prague - Vršovice,50.06793,14.45889,"CZK 24,000",Brick,,Very good,Personal,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,500",741849,4+kk,11/1/2022,78 m²,Unfurnished,3,1.0,519.4,978.02,830.76,1069.8,887.2,930.1,1062.06,834.92,1603.37,886.64,Prague - Uhříněves,50.03208,14.58851,"CZK 30,000",Brick,,Very good,,G,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",157014,2 bedroom,11/1/2022,55 m²,Partly,5,1.0,161.67,143.63,140.32,376.9,55.26,64.73,91.97,240.7,481.45,101.07,"Osadní, Prague - Holešovice",50.1046777,14.4465651,"CZK 25,000",Brick,,,Personal,,,,1.0,,,,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,300",742335,Studio,9/26/2022,27 m²,Fully furnished,1,1.0,103.37,511.34,236.45,307.94,298.9,332.21,184.63,543.07,325.91,278.91,Prague - Strašnice,50.07245,14.49368,"CZK 50,000",Brick,,New-build,,A,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,990",CZK 600,741790,3+1,9/22/2022,106 m²,Partly,3,,335.24,381.26,96.98,310.76,230.33,229.72,245.91,762.53,136.02,332.04,Prague - Bubeneč,50.10195,14.42523,"CZK 31,990",Brick,,Very good,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",361523,Studio,11/1/2022,35 m²,Fully furnished,2,,388.02,404.88,571.57,815.81,299.64,347.85,460.74,749.65,718.28,149.67,"Stará náves, Prague - Letňany",50.1390794,14.5127743,"CZK 18,500",Brick,10 to 30 years,Very good,Cooperative,C,Central,,,,1.0,,,,1.0,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 3,381",742598,2+kk,10/9/2022,50 m²,Unfurnished,3,,641.93,1436.31,635.57,1163.6,183.54,667.98,489.38,970.95,1286.54,223.71,"Proutěná, Prague - Újezd u Průhonic",50.02269166666,14.525865,"CZK 17,371",Prefab concrete,,Good,Personal,C,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 17,371",,,,,,,,,,,,,,,,,,,,,
"CZK 15,990","CZK 2,699",742597,2 bedroom,10/9/2022,61 m²,Partly,4,1.0,0.15,992.83,170.64,629.18,148.61,566.06,365.63,340.22,707.13,139.55,"Na Veselí, Prague - Nusle",50.05627166666,14.44106,"CZK 18,689",Brick,,Good,Personal,C,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 18,689",,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 5,875",741764,2+kk,1/1/2023,55 m²,Partly,5,1.0,234.22,538.55,214.67,197.19,122.48,350.68,781.38,962.22,506.57,371.76,Prague - Karlín,50.09569,14.45154,"CZK 29,000",Brick,,New-build,,A,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000",CZK 700,629244,1 bedroom,10/1/2022,44 m²,Partly,2,,146.07,684.78,349.09,484.48,136.08,375,583.67,547.93,1014.05,332.67,"Kounická, Prague - Strašnice",50.078106,14.502632,"CZK 20,000",Brick,,Good,Personal,G,Electric boiler,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",668984,2 bedroom,12/1/2022,53 m²,Partly,3,,226.46,368.18,386.12,373.83,279.72,519.72,496.77,218.84,880.38,35.39,"Božecká, Prague - Malešice",50.08327,14.5044,"CZK 30,000",Prefab concrete,,Good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,880","CZK 5,116",724451,2+kk,9/1/2022,42 m²,Fully furnished,1,,14.41,674.77,29.3,40.79,8.33,37.64,298.48,406.69,379.19,357.17,Prague - Žižkov,50.08922,14.46875,"CZK 30,000",Brick,Up to 10 years,Very good,,G,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 6,000",742507,2 bedroom,9/26/2022,62 m²,Unfurnished,4,1.0,799.73,1253.97,951.75,1258.99,891.21,1191.31,1040.85,1013.14,1161.77,727.28,Prague - Michle,50.04991,14.46035,"CZK 22,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,600","CZK 3,800",617684,2+kk,10/31/2022,48 m²,Fully furnished,1,,240.11,501.77,74.95,305.72,25.32,322.02,331.5,349.51,426.29,112.53,"Náměstí Dr. Václava Holého, Prague - Libeň",50.106349,14.475108,"CZK 18,600",Brick,Up to 10 years,Very good,Personal,C,Electric boiler,,,,,,Interior,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 3,500",593484,2 bedroom,12/26/2022,55 m²,Fully furnished,1,,136.89,329.15,41.89,105.8,60.17,104.14,190.75,165.34,409.76,236.87,"Žitomírská, Prague - Vršovice",50.069746,14.456748,"CZK 23,000",Brick,,Very good,Personal,E,Gas boiler,,1.0,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 6,000",575582,3+kk,11/1/2022,62 m²,Partly,1,,203.2,1642.1,510.39,1464.85,66.39,866.96,817.24,1440.85,1024.85,845.91,"Višňová, Prague - Krč",50.0327135,14.4483608,"CZK 28,000",Brick,,Very good,Personal,B,,,1.0,,1.0,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,700",581809,Studio,11/1/2022,69 m²,Fully furnished,2,1.0,222.19,1026.38,95.14,951.48,523.91,371.78,525.94,402.53,1055.22,41.51,"Makedonská, Prague - Střížkov",50.129536,14.492774,"CZK 20,000",Brick,Up to 10 years,New-build,Personal,G,Central,1.0,,1.0,,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,200","CZK 4,800",657252,2+kk,11/1/2022,50 m²,Fully furnished,4,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,"CZK 26,000",Brick,,Very good,Cooperative,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000",CZK 500,741675,3+kk,9/23/2022,72 m²,Partly,1,,42.08,898.73,111.88,819.27,180.03,265.17,622.01,722.88,808.87,348.91,Prague - Krč,50.04207,14.45988,"CZK 44,000",Brick,,Very good,,C,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,300",720065,Studio,10/3/2022,30 m²,Unfurnished,5,1.0,185.24,329.01,194.37,186.19,90.06,377.21,518.65,520.95,413.15,566.37,Prague - Vinohrady,50.07794,14.43242,"CZK 50,000",Brick,,Very good,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",742291,1 bedroom,9/28/2022,44 m²,Fully furnished,1,,163.95,1722.02,170.35,1636.19,14.5,1666.87,744.08,505.76,301.26,241.95,Prague - Hlubočepy,50.04089,14.39207,"CZK 15,000",Brick,,Very good,,G,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,001","CZK 1,000",540339,2+kk,10/1/2022,44 m²,Unfurnished,1,,112.34,1546.08,445.39,1520.99,176.6,1203.39,1177.64,257.39,369.76,280.43,"Čistovická, Prague - Řepy",50.0743287,14.3177437,"CZK 28,000",Brick,,,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,700",699449,3+kk,11/1/2022,57 m²,Partly,1,1.0,136.72,276.4,385.73,322.18,209.99,1680.36,488.36,790.11,1278.27,330.8,"Svojšovická, Prague - Záběhlice",50.04568,14.48903,"CZK 40,000",Brick,,Very good,Cooperative,G,Distance,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 7,000",741646,2 bedroom,11/1/2022,55 m²,Partly,4,,110.54,815.17,478.87,513.94,156.65,496.26,497.49,582.69,1174.39,298.25,Prague - Břevnov,50.08736,14.3389,"CZK 22,000",Brick,,Very good,Personal,G,,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,500",642001,2+kk,11/30/2022,39 m²,Unfurnished,2,1.0,342.95,1139.68,1410.26,2057.69,322.64,2182.33,1554.92,2691.3,2132.25,965.62,"Želetická, Prague - Sobín",50.064585,14.272923,"CZK 26,000",Low-energy,,New-build,Personal,B,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,"CZK 14,500",Low-energy,,Good,Personal,G,Distance,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900",CZK 900,328644,2 bedroom,11/1/2022,60 m²,Partly,5,1.0,76.74,229.63,108.47,238.81,155.02,383.53,148.9,206.44,241.9,182.36,Prague - Libeň,50.1024052,14.4760527,"CZK 25,000",Brick,,Very good,,,Gas boiler,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",741596,3+kk,11/1/2022,68 m²,Fully furnished,4,,403.21,896.38,32.85,708.37,628.0,411.94,585.5,567.48,1237.05,495.19,Prague - Horní Měcholupy,50.0426,14.56582,"CZK 63,000",Prefab concrete,,Very good,,G,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 2,600",736011,2 bedroom,10/1/2022,64 m²,Partly,3,1.0,206.62,276.52,187.01,644.85,0.07,440.71,289.07,280.35,505.58,292.11,Prague - Vinohrady,50.07428,14.44509,"CZK 21,600",Brick,,Very good,,G,,,1.0,,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 1,000",742031,3+kk,9/29/2022,73 m²,Fully furnished,1,1.0,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,Prague - Libeň,50.10861,14.47539,"CZK 35,000",Brick,,Very good,Personal,G,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,000",729534,1 bedroom,8/11/2022,41 m²,Partly,1,,54.32,79.0,92.18,437.62,95.28,96.47,704.6,445.94,745.03,511.05,Prague - Libeň,50.11973,14.45931,"CZK 18,500",Brick,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,500",742333,2+kk,9/26/2022,40 m²,Unfurnished,1,,110.01,892.87,260.38,529.22,75.69,493.14,420.73,311.25,670.77,229.29,Prague - Nusle,50.05551,14.44094,"CZK 34,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 5,000",741557,Studio,9/21/2022,29 m²,Fully furnished,4,,172.02,1332.68,152.73,1274.27,325.33,778.95,735.42,1137.24,228.53,364.95,Prague - Záběhlice,50.05513,14.4865,"CZK 16,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000",CZK 0,617893,3+1,9/26/2022,88 m²,Partly,1,,173.98,526.18,78.39,178.25,105.99,311.98,553.75,359.0,344.45,499.24,"Staropramenná, Prague - Smíchov",50.071038,14.407122,"CZK 32,000",Brick,,Very good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",741363,2 bedroom,12/1/2022,78 m²,Fully furnished,1,1.0,363.03,613.78,183.43,468.29,373.91,465.96,618.59,558.2,798.51,264.5,Prague - Vinohrady,50.075,14.48475,"CZK 30,000",Brick,,Very good,,G,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",569039,Studio,9/4/2022,25 m²,Partly,,,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,"náměstí Na Balabence, Prague - Libeň",50.1055076,14.4839011,"CZK 24,000",Brick,,,Cooperative,,Distance,,1.0,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,500",742250,1 bedroom,9/26/2022,46 m²,Fully furnished,3,1.0,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,Prague - Vyšehrad,50.06662,14.42083,"CZK 36,000",Brick,,New-build,,G,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",736148,Studio,10/1/2022,38 m²,Partly,4,1.0,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,Prague - Strašnice,50.07153,14.50459,"CZK 25,000",Other,Up to 10 years,New-build,,C,Central,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",176025,Studio,9/16/2022,29 m²,Partly,1,,106.35,679.83,92.21,698.34,156.46,642.22,507.09,592.65,382.81,407.43,"Pod Zvonařkou, Prague - Vinohrady",50.0683542,14.4340856,"CZK 15,000",Brick,30 - 50 years,,Personal,,Electric boiler,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,200",486379,2+kk,9/12/2022,36 m²,Partly,2,1.0,218.79,264.72,214.37,2051.37,180.86,343.29,800.01,189.83,529.94,287.22,"Horolezecká, Prague - Hostivař",50.0517645,14.5438766,"CZK 20,000",Prefab concrete,,Very good,Personal,,,,1.0,,1.0,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",742205,2 bedroom,11/10/2022,58 m²,Partly,,1.0,259.94,538.44,161.76,304.85,129.1,299.19,238.28,217.05,306.26,190.66,Prague - Holešovice,50.09812,14.42818,"CZK 20,000",Brick,,Very good,,G,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",742200,2+kk,9/25/2022,56 m²,Partly,1,,180.36,656.28,125.61,175.11,156.44,751.13,238.68,777.51,476.82,214.86,Prague - Libeň,50.10422,14.48492,"CZK 13,000",Brick,,Good,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,900","CZK 4,100",446691,2+kk,10/14/2022,70 m²,Fully furnished,5,1.0,219.35,299.54,243.37,539.13,260.29,539.78,220.44,397.41,403.93,172.51,"Přípotoční, Prague - Vršovice",50.0646594,14.4559922,"CZK 28,000",Other,Up to 10 years,New-build,Personal,G,Central,,,1.0,,1.0,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,"CZK 14,000",Brick,,Very good,,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,500","CZK 3,000",446078,Small studio,11/1/2022,24 m²,Fully furnished,14,1.0,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.1269247,14.4645973,"CZK 12,500",Prefab concrete,,,Personal,D,Central,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,400",713830,2+kk,11/1/2022,43 m²,Fully furnished,5,1.0,322.21,364.76,375.03,363.57,348.82,368.8,843.52,786.4,618.84,59.07,"Strašnická, Prague - Hostivař",50.05542,14.51693,"CZK 34,000",Prefab concrete,Up to 10 years,Very good,Personal,G,Central,,1.0,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,500",529532,Studio,10/15/2022,30 m²,Fully furnished,6,1.0,184.39,719.18,57.52,229.44,74.36,131.09,349.31,828.95,583.23,938.67,"Veletržní, Prague - Holešovice",50.1021685,14.4345379,"CZK 15,000",Brick,,Very good,Cooperative,,,1.0,1.0,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,300",742120,Studio,9/24/2022,34 m²,Partly,7,1.0,297.76,788.54,277.56,532.19,299.09,531.96,617.8,430.56,757.75,487.6,Prague - Nusle,50.06288,14.44909,"CZK 15,000",Brick,,Very good,,G,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 3,000",742116,2+kk,10/1/2022,49 m²,Fully furnished,6,1.0,396.71,879.05,358.97,858.42,573.91,883.09,1045.67,669.86,616.37,486.84,Prague - Hostivař,50.05548,14.52608,"CZK 30,000",Brick,Up to 10 years,New-build,,B,Electric boiler,,,1.0,1.0,1.0,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
"CZK 15,000","CZK 3,800",683784,2+kk,11/1/2022,47 m²,Partly,6,1.0,85.49,224.39,182.67,195.12,271.75,250.68,560.34,460.0,850.68,429.12,"Novodvorská, Prague - Braník",50.02571,14.43493,"CZK 40,000",Prefab concrete,,Good,Cooperative,G,Central,,,,,,Interior,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000",CZK 0,742113,2 bedroom,9/24/2022,130 m²,Fully furnished,1,,181.91,433.03,268.76,438.19,29.11,408.22,136.37,131.9,541.85,822.93,Prague - Vinohrady,50.0795,14.43504,"CZK 105,000",Brick,,New-build,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",740968,1 bedroom,11/1/2022,35 m²,Partly,3,,319.95,365.88,315.53,2104.38,280.62,382.54,904.56,76.15,360.98,365.65,Prague - Hostivař,50.05212,14.54533,"CZK 12,000",Prefab concrete,,Very good,,B,Central,,1.0,,,,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,900",CZK 650,714444,Small studio,10/1/2022,27 m²,Unfurnished,4,,156.25,663.41,113.92,440.06,0.11,438.41,253.01,384.55,669.84,374.48,"Mexická, Prague - Vršovice",50.07212,14.45724,"CZK 10,900",Brick,,Good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,000",741197,Studio,9/19/2022,28 m²,Fully furnished,2,1.0,103.66,657.77,107.76,95.74,21.57,164.36,187.09,244.66,128.17,354.38,Prague - Holešovice,50.09852,14.43205,"CZK 20,000",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,500",741930,2+kk,9/23/2022,47 m²,Fully furnished,2,1.0,232.42,254.11,185.2,324.23,117.95,268.47,784.91,947.31,1288.52,396.11,Prague - Troja,50.12639,14.42051,"CZK 20,000",Prefab concrete,,Good,,C,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 60,000","CZK 15,000",642265,3+kk,10/1/2022,250 m²,Partly,1,1.0,69.39,153.79,118.64,136.76,19.93,194.52,255.5,381.44,458.31,317.05,"Dělnická, Prague - Holešovice",50.103053,14.448298,"CZK 150,000",Brick,10 to 30 years,Very good,Personal,G,Gas boiler,1.0,1.0,,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,746","CZK 2,746",729276,2+kk,10/1/2022,67 m²,Fully furnished,3,1.0,111.04,906.67,54.66,823.1,19.22,367.11,296.48,265.97,89.92,140.7,Prague - Břevnov,50.08491,14.37892,"CZK 48,000",Brick,,Very good,,G,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
