Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Administrative fee,Floor space,Fully furnished,Condition,Ownership,EPC,Balcony,Cellar,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Terrace,Lift,Heating,Domácí mazlíčci vítáni,Parking,Enclosed balcony,Designe,Reconstruction,New-build,Garage,Age,"You will rent this apartment for approximately CZK 12,389 CZK",Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 79,000","CZK 20,000","CZK 158,000",714217,3+kk,7/1/2022,4,Other,,164 m²,Fully furnished,New-build,Personal,B,,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,1.0,1.0,Distance,,1.0,,Luxurious,,,,,,,
"CZK 17,999","CZK 2,900","CZK 20,000",728750,Studio,8/8/2022,3,Low-energy,,35 m²,Fully furnished,Very good,,B,,,136.17,533.73,148.82,399.01,113.9,218.9,246.18,258.55,606.75,369.32,Prague - Nové Město,50.07448,14.42355,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 12,500",156031,Studio,,2,Brick,,30 m²,Partly,,Personal,,,1.0,432.98,1498.76,401.42,727.27,413.92,405.83,625.37,247.22,1113.21,158.6,"Veleňská, Prague - Kobylisy",50.1279628,14.4474614,,,Electric boiler,,,,,,,,,,,
"CZK 16,000","CZK 2,500","CZK 16,000",661437,Studio,5/2/2021,1,Brick,,42 m²,Fully furnished,New-build,Personal,C,,1.0,205.82,1571.02,95.85,1610.99,162.36,151.43,739.32,259.73,1200.79,118.49,"Bratislavská, Prague - Hostivař",50.04417,14.51701,1.0,1.0,Central,,,,Standard,Complete,1.0,,Up to 10 years,,,
"CZK 13,500","CZK 4,500","CZK 18,000",728729,Studio,8/5/2022,1,Prefab concrete,,36 m²,Fully furnished,Very good,,B,,,46.76,403.17,74.77,577.35,292.24,375.5,244.41,373.34,478.56,229.07,Prague - Žižkov,50.08685,14.46044,,1.0,,,,1.0,,,,,,,,
"CZK 14,000","CZK 3,500","CZK 17,500",646941,2+kk,8/8/2022,1,Brick,,50 m²,Fully furnished,Very good,Personal,G,,,182.31,438.4,637.48,1044.02,299.95,795.13,189.55,1052.5,1908.64,130.15,"Karlštejnská, Prague - Jinonice",50.053669,14.360115,1.0,,,,1.0,,,,,,,,,
"CZK 17,990","CZK 4,100","CZK 22,090",728727,2+kk,8/15/2022,2,Brick,"CZK 22,090",83 m²,Partly,Very good,Personal,C,1.0,,250.06,693.17,691.8,1211.8,224.6,494.43,319.29,416.06,396.06,249.26,"Slévačská, Prague - Hloubětín",50.10432916666,14.5516875,,1.0,,,,,,,,,,,,
"CZK 29,000","CZK 5,500","CZK 59,000",725046,2+kk,7/7/2022,3,Brick,,54 m²,Fully furnished,Very good,Personal,G,1.0,,441.44,971.43,309.93,421.2,237.01,684.16,649.78,685.27,724.98,724.25,Prague - Žižkov,50.0865,14.44125,,1.0,,,,,Luxurious,Complete,,,,,,
"CZK 12,000","CZK 4,000","CZK 14,000",728708,1 bedroom,9/1/2022,7,Prefab concrete,,42 m²,Partly,Very good,,E,1.0,,134.3,755.64,266.77,656.26,188.71,207.68,617.67,422.21,708.25,138.47,Prague - Střížkov,50.12726,14.49063,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000","CZK 60,000",723662,2+kk,8/15/2022,5,Brick,,42 m²,Fully furnished,Very good,,G,,,248.13,434.64,284.68,215.85,302,423.93,194.53,888.81,323.92,157.1,Prague - Podolí,50.05603,14.42064,1.0,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 4,000","CZK 20,000",728673,2+kk,8/4/2022,1,Brick,,49 m²,Fully furnished,Good,,D,,1.0,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000","CZK 15,000",582018,Small studio,9/1/2022,1,Brick,,24 m²,Partly,New-build,Personal,B,,,148.38,1404.38,485.13,1153.32,418.99,1225.6,607.95,601.43,789.15,312.48,"Novovysočanská, Prague - Vysočany",50.098943,14.482781,,1.0,,,,,Standard,,1.0,,Up to 10 years,,,
"CZK 10,000","CZK 3,252","CZK 10,000",148973,Small studio,7/29/2019,6,Brick,,21 m²,Fully furnished,Very good,Personal,,,1.0,230.32,622.92,352.39,319.38,165.2,526.49,276.11,387.62,117.26,136.39,"Kavkazská, Prague - Vršovice",50.0687087,14.4627672,,,Central,,,,,,,,,,,
"CZK 10,000","CZK 4,000","CZK 14,000",728693,Small studio,8/5/2022,3,Brick,,52 m²,Fully furnished,Good,,F,,1.0,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,,1.0,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 16,000",633764,1 bedroom,8/15/2022,4,Brick,,35 m²,Fully furnished,Very good,Personal,G,1.0,,232.27,203.21,126.29,239.03,97.11,273.19,212.96,655.15,592.36,431.9,"Dobrovského, Prague - Holešovice",50.098563,14.42336,,1.0,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",728675,2+kk,8/20/2022,2,Brick,,45 m²,Partly,Very good,,G,,,166.84,1124.88,512.9,1099.78,373.82,767.17,782.91,396.73,426.88,374.47,Prague - Řepy,50.07174,14.31355,1.0,,,,1.0,,,Complete,,,,,,
"CZK 20,500","CZK 6,500",CZK 0,543502,3+kk,10/1/2022,2,Brick,,72 m²,Fully furnished,,Personal,,,,559.42,605.35,547.71,2274.02,520.09,617.48,866.23,343.84,510.32,212.41,Prague - Hostivař,50.0535478,14.5459119,1.0,,Electric boiler,,,,Standard,,1.0,,Up to 10 years,,,
"CZK 15,500","CZK 4,500","CZK 20,000",728668,2+kk,8/15/2022,3,Prefab concrete,,43 m²,Partly,Very good,,D,,1.0,310.63,631.87,309.5,660.54,351.9,652.71,441.26,469.32,755.87,334.09,Prague - Stodůlky,50.04593,14.3382,,1.0,,,1.0,,,,,,,,,
"CZK 17,000",CZK 0,"CZK 30,000",402921,3+kk,10/1/2022,3,Brick,,54 m²,Fully furnished,Very good,Personal,,,1.0,247.36,515.78,221.66,299.32,254.93,257.21,279.28,240.38,577.58,319.4,"Křišťanova, Prague - Žižkov",50.0809713,14.4567301,,1.0,,,,,Standard,Exterior,,,Over 50 years,,,
"CZK 28,500","CZK 3,000","CZK 31,500",716384,3+kk,8/15/2022,7,Brick,,77 m²,Partly,Very good,Personal,G,1.0,,333.31,299.19,45.56,214.52,54.5,38.78,271.42,790.21,190.1,583.95,"Opletalova, Prague - Nové Město",50.08123,14.42982,,1.0,Distance,,1.0,1.0,Luxurious,Interior,,,Up to 10 years,,,
"CZK 18,000",CZK 580,"CZK 18,580",728506,2+kk,8/8/2022,2,Brick,,45 m²,Unfurnished,Very good,,E,,,121.02,777.48,120.99,49.0,67.18,267.64,598.88,628.11,573.57,170.69,Prague - Žižkov,50.08972,14.46562,,,,,,,,,,,,,,
"CZK 31,000","CZK 6,000","CZK 60,000",159773,4+1,9/30/2022,1,Brick,,120 m²,Partly,,Personal,G,,,343.59,452.96,144.59,594.06,166.88,612.7,362.29,151.94,429.89,288.66,"Dvouletky, Prague - Strašnice",50.0757972,14.4972715,1.0,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 16,000",723622,2+kk,6/25/2022,4,Brick,,58 m²,Partly,Very good,Personal,B,,1.0,114.32,581.53,119.07,594.22,82.72,221.25,275.26,934.18,327.75,203.11,Prague - Holešovice,50.10803,14.44562,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 16,000",727940,2+kk,7/30/2022,3,Brick,,45 m²,Fully furnished,Very good,,B,,1.0,114.32,581.53,119.07,594.22,82.72,221.25,275.26,934.18,327.75,203.11,Prague - Holešovice,50.10803,14.44562,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,700","CZK 20,000",725322,2+kk,7/10/2022,2,Prefab concrete,,43 m²,Fully furnished,Very good,,G,,,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,,1.0,,,1.0,,,,,,,,,
"CZK 28,500","CZK 1,520","CZK 85,000",724154,2 bedroom,6/29/2022,5,Brick,,85 m²,Unfurnished,Very good,,G,,,199.84,767.47,137.73,530.27,184.47,573.51,355.34,582.91,358.08,301.7,Prague - Bubeneč,50.10102,14.40399,,,,,,,Luxurious,Complete,,,,,,
"CZK 27,000","CZK 6,000","CZK 33,000",462223,3+kk,9/1/2022,8,Brick,,106 m²,Fully furnished,New-build,Personal,B,,,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,1.0,1.0,Central,,,,Luxurious,,1.0,1.0,Up to 10 years,,,
"CZK 30,900","CZK 5,300",CZK 2,671624,2+kk,9/15/2022,1,Brick,,58 m²,Fully furnished,New-build,Personal,C,,1.0,303.24,443.11,283.69,248.55,12.57,419.69,838.92,847.64,448.16,187.42,"Za Karlínským přístavem, Prague - Karlín",50.09595,14.44973,1.0,1.0,Distance,,1.0,,Luxurious,Complete,1.0,1.0,Up to 10 years,,,
"CZK 36,000","CZK 2,500","CZK 36,000",728599,5+kk,9/1/2022,4,Brick,,128 m²,Partly,Very good,,G,1.0,,133.05,507.09,327.51,284.65,298.02,505.65,154.19,398.3,448.92,430.94,Prague - Vršovice,50.07004,14.46424,,1.0,,,,,,,,,,,,
"CZK 35,900","CZK 6,000","CZK 70,000",678797,3+1,10/1/2022,1,Brick,,125 m²,Unfurnished,Good,Personal,G,,1.0,255.12,543.77,284.2,875.47,414.06,626.79,238.52,210.13,363.1,153.05,Prague - Smíchov,50.06458,14.40079,,,Gas boiler,,,1.0,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 20,000",728526,2+kk,9/3/2022,5,Prefab concrete,,45 m²,Partly,Very good,Personal,G,1.0,,243.43,744.74,214.66,718.05,479.66,428.76,244.3,293.66,1079.08,172.13,Prague - Střížkov,50.12809,14.49535,,1.0,,,,,Standard,Bathroom unit,,,,,,
"CZK 12,700","CZK 3,000","CZK 12,700",728552,Studio,8/3/2022,8,Low-energy,,30 m²,Partly,New-build,,A,1.0,,334.08,987.47,655.32,611.39,665.74,666.9,338.63,743.64,662.26,207.4,Prague - Stodůlky,50.04112,14.31989,,1.0,,,,,,,1.0,1.0,,,,
"CZK 29,500","CZK 4,000","CZK 40,000",728268,3+kk,9/1/2022,3,Brick,,67 m²,Partly,Very good,Personal,G,,,216.74,697.52,163.81,257.36,169.1,273.67,247.77,532.32,346.64,239.01,Prague - Libeň,50.10707,14.47394,,,,,,,,Complete,,,,,,
"CZK 13,500","CZK 1,950","CZK 15,000",680750,Studio,9/1/2022,2,Brick,,39 m²,Partly,New-build,Personal,C,,,145.11,436.3,165.88,439.0,321.82,272.25,722.22,293.58,915.79,270.43,"Štěpařská, Prague - Hlubočepy",50.032279597498,14.373483870606,,,Gas boiler,,,1.0,,,1.0,,,,,
"CZK 17,000","CZK 2,800","CZK 20,000",728539,Studio,8/3/2022,2,Brick,,28 m²,Partly,Very good,,G,,,103.22,403.92,67.39,92.6,28.55,192.76,417.92,492.45,282.45,519.38,Prague - Vinohrady,50.07646,14.43119,,1.0,,,,,,,,,,,,
"CZK 17,000","CZK 3,500","CZK 34,000",216916,2+kk,6/8/2022,4,Brick,,60 m²,Partly,,Personal,,,,129.36,182.73,97.31,513.71,106.32,248.34,330.17,280.14,235.25,359.7,"Roháčova, Prague - Žižkov",50.0868140356,14.4540507614,,,Distance,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 17,500","CZK 4,500","CZK 20,000",700407,Studio,8/4/2022,2,Prefab concrete,,50 m²,Partly,New-build,Personal,B,,,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,,1.0,Central,,,1.0,,,,,,,,
"CZK 11,500","CZK 3,700","CZK 11,000",21659,1 bedroom,8/10/2022,2,Brick,,40 m²,Partly,New-build,Personal,B,,,190.65,1073.95,570.24,1203.78,161.87,822.5,433.92,568.51,1069.53,486.32,"Ďáblická, Prague - Kobylisy",50.134114156868,14.477190971421,,,,,1.0,,,,1.0,,,,,
"CZK 17,000","CZK 3,500","CZK 20,000",716430,2+kk,5/1/2022,3,Brick,,41 m²,Fully furnished,Very good,Personal,G,1.0,1.0,29.12,388.4,90.25,502.6,93.65,641.29,105.84,195.6,244.57,263.39,"Újezd, Prague - Malá Strana",50.08393,14.40454,,1.0,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",720067,3+1,5/27/2022,4,Prefab concrete,,56 m²,Unfurnished,Very good,,D,,,246.83,253.06,273.22,206.44,237.55,393.71,281.6,235.95,1155.33,211.63,Prague - Střížkov,50.12468,14.49726,,1.0,,,,1.0,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 16,000",715593,Studio,8/15/2022,1,Brick,,30 m²,Partly,Good,Personal,B,,,39.66,1326.36,101.57,711.75,89.68,144.3,549.24,189.5,304.72,436.54,"Podbabská, Prague - Bubeneč",50.1112016,14.394351,,,,,,,,,,,,,,
"CZK 17,900","CZK 2,100","CZK 25,000",727867,2+kk,8/8/2022,2,Brick,,59 m²,Partly,Very good,,C,1.0,,358.9,514.57,460.88,555.19,238.38,399.7,631.95,1005.25,940.95,359.05,Prague - Podolí,50.06121,14.41729,,1.0,,,,,,,,,,,,
"CZK 10,900",CZK 600,"CZK 10,900",569348,Studio,9/1/2022,5,Brick,,20 m²,Partly,,Personal,,,,172.71,932.23,143.93,381.62,49,314.45,235.06,275.0,282.85,68.91,"Na Výtoni, Prague - Nové Město",50.0684511,14.4165468,,,Electric boiler,,,,,,,,,,,
"CZK 9,000","CZK 4,000","CZK 5,000",728476,2+kk,8/8/2022,,Brick,,50 m²,Fully furnished,Good,,B,,,328.59,570.45,312.66,337.01,199.08,383.29,282.3,246.56,286.33,168.45,Prague - Žižkov,50.09046,14.48527,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,000","CZK 32,000",720255,2+kk,7/1/2022,1,Brick,,35 m²,Partly,New-build,,A,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,1.0,,,,1.0,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720261,2+kk,7/1/2022,1,Brick,,45 m²,Partly,New-build,,A,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,1.0,,,,1.0,,,,1.0,,,,,
"CZK 14,900","CZK 5,000","CZK 30,000",720267,Studio,7/1/2022,2,Brick,,35 m²,Partly,New-build,,A,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,1.0,,,,1.0,,,,,
"CZK 16,000","CZK 5,000","CZK 32,000",720270,Studio,7/1/2022,1,Brick,,42 m²,Partly,New-build,,A,,,,,,,,,,,,,Prague - Chodov,50.0401,14.48907,,,,,1.0,,,,1.0,,,,,
"CZK 11,500",CZK 600,"CZK 11,500",529646,Studio,8/3/2022,3,Brick,,24 m²,Partly,,Personal,,,,370.7,1036.73,261.71,778.29,419.89,912.04,271.4,187.57,848.85,352.81,"Sdružení, Prague - Nusle",50.055708,14.444101,,,Electric boiler,,,,Standard,Exterior,,,30 - 50 years,,,
"CZK 22,658","CZK 3,000","CZK 25,658",728460,3+1,7/26/2022,1,Other,"CZK 3,399",78 m²,,Good,Personal,,,,306.94,210.42,127.58,251.04,115.64,399.66,250.09,401.12,729.05,135.84,"Milešovská, Prague - Vinohrady",50.079446,14.4512703,,,,,,,,,,,,,,
CZK 1,"CZK 6,220","CZK 22,000",31263,3+1,4/27/2022,,Brick,,70 m²,Unfurnished,Wrong,Personal,,,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,,,Electric boiler,,,,Standard,Interior,,,,,,
"CZK 16,000",CZK 1,"CZK 22,000",425185,2+kk,8/15/2022,1,Brick,,56 m²,Fully furnished,,Personal,C,,1.0,85.3,212.78,59.97,163.18,127.61,304.28,276.4,561.91,304.53,301.03,"Za Poštou, Prague - Strašnice",50.0761964,14.4905813,,,Other,,,,Luxurious,,,,Up to 10 years,,,
"CZK 18,999","CZK 2,500","CZK 40,000",722445,2+kk,6/15/2022,8,Prefab concrete,,37 m²,Partly,New-build,,D,1.0,1.0,144.7,754.34,662.45,1990.84,216.86,1268.73,1076.56,1172.95,1192.68,596.3,Prague - Lhotka,50.01389,14.45457,,1.0,,,1.0,,,,1.0,1.0,,,,
"CZK 24,000","CZK 8,000","CZK 32,000",728420,3+kk,8/2/2022,5,Brick,,75 m²,Partly,Very good,,G,1.0,,60.99,655.67,354.9,3602.05,419.22,1278.15,750.72,194.53,1840.02,185.01,Prague - Čakovice,50.15776,14.52146,,1.0,,,1.0,,,,,,,,,
"CZK 12,500","CZK 4,218","CZK 30,000",718018,1 bedroom,8/8/2022,7,Prefab concrete,,33 m²,Fully furnished,Very good,Personal,G,,,423.81,755.26,194.1,693.63,478.72,403.77,283.04,282.2,444.28,215.1,"Bílinská, Prague - Prosek",50.12242,14.48951,,1.0,Distance,,,1.0,,Complete,,,,,,
"CZK 7,750",CZK 400,"CZK 8,500",728382,2 bedroom,8/2/2022,2,Brick,,54 m²,Fully furnished,Very good,,G,,1.0,163.29,1081.24,149.84,901.94,527.74,897.52,428.52,341.51,841.71,279.76,Prague - Strašnice,50.07283,14.50253,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,128","CZK 16,500",700392,2+kk,9/1/2022,2,Brick,,56 m²,Partly,Very good,Personal,D,1.0,1.0,62.62,253.7,135.1,529.09,224.12,252.89,238.04,386.76,553.04,86.32,"Argentinská, Prague - Holešovice",50.1026,14.44354,,1.0,Gas boiler,,1.0,,Standard,Exterior,,,30 - 50 years,,,
"CZK 33,000","CZK 7,500","CZK 60,000",728366,4+kk,8/2/2022,5,Brick,,100 m²,Partly,New-build,Personal,A,1.0,1.0,421.9,2097.98,1716.62,2092.15,405.03,1960.46,1218.24,2135.85,369.14,1104.99,Prague - Hodkovičky,50.021,14.40262,1.0,1.0,,,1.0,,Luxurious,Complete,1.0,1.0,Up to 10 years,,,
"CZK 17,500","CZK 6,000","CZK 17,500",623874,Studio,8/7/2022,4,Brick,,31 m²,Fully furnished,Very good,Personal,G,,,197.99,537.56,57.31,432.96,95.25,444.91,48.06,73.84,559.92,380.67,"Vojtěšská, Prague - Nové Město",50.078812,14.415442,,1.0,Central,,,,Luxurious,Interior,,,Up to 10 years,,,
"CZK 13,000","CZK 4,000","CZK 10,000",727051,1 bedroom,7/23/2022,11,Prefab concrete,,35 m²,Partly,Very good,,C,,,261.71,261.35,260.03,231.91,178.73,239.75,261.25,523.59,495.34,44.4,Prague - Stodůlky,50.04329,14.33048,,1.0,,,,1.0,,,,,,,,
"CZK 21,000","CZK 4,080","CZK 21,000",662744,2+kk,7/5/2021,2,Brick,,51 m²,Partly,New-build,Personal,B,1.0,1.0,82.87,1822.9,985.57,1581.76,330.6,1229.41,677.22,1290.56,1196.84,599.35,Prague - Modřany,50.0129566,14.4013437,,1.0,,,1.0,,Standard,,,,Up to 10 years,,,
"CZK 20,900","CZK 3,000","CZK 24,900",725384,2+kk,8/1/2022,2,Brick,,52 m²,Partly,New-build,,A,1.0,,229.9,947.02,205.09,713.91,247.68,447.39,154.37,412.65,1095.26,196.69,Prague - Modřany,50.0061,14.40679,,1.0,,,,,,,1.0,,,,,
"CZK 32,900","CZK 2,500","CZK 35,000",612150,2 bedroom,9/1/2022,2,Brick,,58 m²,Fully furnished,Very good,Personal,B,,1.0,378.93,565.45,5.93,190.59,38.11,242.82,66.62,706.47,344.49,423.48,"Havelská, Prague - Staré Město",50.084553,14.42046,,,Gas boiler,,1.0,,Standard,Interior,,,Up to 10 years,,,
"CZK 22,000","CZK 6,900","CZK 40,000",728299,3+kk,11/1/2022,2,Brick,,74 m²,Partly,Very good,,B,1.0,,150.15,781.8,202.98,3436.45,210.59,1404.28,827.13,265.56,1966.15,57.54,Prague - Čakovice,50.15736,14.51935,,1.0,Central,,,1.0,,,,,,,,
"CZK 21,500","CZK 2,500","CZK 43,000",728297,2+kk,9/1/2022,2,Brick,,58 m²,Partly,Very good,,G,,1.0,180.7,972.84,122.71,351.25,23.7,396.36,682.88,702.43,520.3,193.82,Prague - Nusle,50.06576,14.42648,,1.0,,,,,,,,,,,,
"CZK 23,000","CZK 2,256","CZK 50,512",727374,2+kk,10/1/2022,5,Brick,,50 m²,Partly,Very good,Personal,E,,1.0,252.56,453.23,124.71,52.98,100.25,351.5,259.61,431.02,408.03,366.27,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,,1.0,,,,,,Complete,,,,,,
"CZK 16,000","CZK 2,500","CZK 16,000",401267,2+kk,9/1/2022,2,Brick,,45 m²,Fully furnished,Very good,Cooperative,G,,,217.77,705.56,89.81,638.36,308.89,486.27,137.45,1062.56,461.39,125.03,"Ortenovo náměstí, Prague - Holešovice",50.1094738,14.4475865,,1.0,Distance,,,,,Interior,,,,,,
"CZK 15,900","CZK 5,200","CZK 15,900",727047,2+kk,8/8/2022,3,Prefab concrete,,44 m²,Partly,Very good,Personal,,,1.0,106.67,504.81,361.61,427.87,304.98,78.1,85.64,249.91,970.4,223.13,Prague - Řepy,50.06775,14.30736,,1.0,Central,,1.0,,,Complete,,,,,,
"CZK 13,840","CZK 7,060","CZK 16,000",566496,Studio,9/1/2022,6,Brick,,39 m²,Fully furnished,Very good,Personal,G,1.0,,214.48,591.04,125.94,300.31,92.61,308.06,452.56,411.67,136.06,387.22,"Tusarova, Prague - Holešovice",50.1020263,14.4536291,1.0,1.0,Gas boiler,,,,Standard,Complete,,,Up to 10 years,,,
"CZK 14,700","CZK 2,000","CZK 20,000",612664,Studio,9/1/2022,1,Brick,,28 m²,Fully furnished,New-build,Personal,,,1.0,105.68,492.14,119.72,467.93,54.21,579.11,563.62,317.76,193.32,249.72,"K Louži, Prague - Vršovice",50.066145,14.459904,,,,,,,,Interior,,,,,,
"CZK 10,000","CZK 2,500","CZK 10,000",475975,Studio,8/2/2022,5,Prefab concrete,,27 m²,Partly,,Personal,C,,,468.1,595.74,168.46,478.99,466.36,508.07,138.91,809.88,493.24,186.43,"Pejevové, Prague - Modřany",50.008473,14.4211704,,,Central,,,,,,,,,,,
"CZK 19,500","CZK 3,900","CZK 30,000",728241,2 bedroom,9/26/2022,4,Brick,,51 m²,Fully furnished,Very good,,G,,1.0,354.87,362.34,122.29,545.04,112.88,269.07,259.5,408.23,700.16,228.94,Prague - Holešovice,50.10086,14.44546,,1.0,,,,,,,,,,,,
"CZK 21,000","CZK 5,500","CZK 26,500",386956,3+kk,9/19/2022,5,Brick,,85 m²,Fully furnished,Very good,Personal,,1.0,,280.58,594.53,280.71,334.69,330.61,408.9,573.31,547.03,561.08,221.57,"Na Palouku, Prague - Strašnice",50.0789836,14.4876272,,1.0,Distance,,,,,,,,,,,
"CZK 14,500","CZK 4,200","CZK 30,000",312866,2+kk,8/10/2022,,Prefab concrete,,41 m²,Fully furnished,Very good,Personal,,1.0,,54.99,494.12,171.52,474.95,57.2,469.59,508.28,202.99,60.57,302.67,"Na Topolce, Prague - Podolí",50.059207,14.4257128,,1.0,Central,,,,Standard,Interior,,,,,,
"CZK 12,000","CZK 5,000",CZK 0,728213,Small studio,8/1/2022,3,Brick,,60 m²,Partly,Good,,B,1.0,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,,,,,,,,,,,,,,
"CZK 6,500","CZK 2,800","CZK 4,000",728209,Small studio,9/1/2022,2,Brick,,18 m²,Fully furnished,Good,,B,1.0,,124.98,843.94,513.13,2419.2,604.62,2252.36,558.34,744.43,1382.25,315.89,Prague - Satalice,50.12367,14.5791,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500","CZK 40,000",728045,2+kk,9/1/2022,1,Low-energy,,48 m²,Fully furnished,New-build,,B,1.0,,252.84,370.4,310.08,329.52,231.78,423.93,1014.0,160.84,1692.92,53.21,Prague - Jinonice,50.05746,14.37166,,1.0,Central,,1.0,,Standard,,1.0,,Up to 10 years,,,
"CZK 13,800","CZK 2,500","CZK 15,000",726686,Small studio,9/1/2022,4,Brick,,30 m²,Partly,Very good,,G,,1.0,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,1.0,,,,,,,,,,,,
"CZK 10,500","CZK 3,530","CZK 21,000",728182,Small studio,8/1/2022,1,Brick,,23 m²,Unfurnished,Very good,,G,,1.0,129.48,219.24,58.13,81.03,124.9,127.83,516.85,587.63,343.28,546.73,Prague - Holešovice,50.09918,14.42459,,1.0,Other,,,,,Complete,,,Over 50 years,,,
"CZK 19,100",CZK 850,"CZK 38,200",566448,3+1,8/15/2022,3,Brick,,85 m²,Unfurnished,Good,Personal,,,,51.73,331.17,161.11,354.19,85.77,364.91,121.15,155.18,633.79,687.66,"Korunní, Prague - Vinohrady",50.0755043,14.439581,,,Electric boiler,,,,Standard,Complete,,,10 to 30 years,,,
"CZK 11,000","CZK 1,100","CZK 22,000",669522,Studio,8/15/2022,1,Brick,,26 m²,Unfurnished,Very good,Personal,G,,1.0,147.24,321.16,153.69,468.43,122.98,206.48,428.31,60.59,412.34,299.69,"Slezská, Prague - Vinohrady",50.07616,14.44465,,1.0,Electric boiler,,1.0,,Standard,Complete,,,Up to 10 years,,,
"CZK 21,000","CZK 3,500","CZK 24,500",670573,4+1,8/1/2022,1,Prefab concrete,,76 m²,Fully furnished,Good,Personal,G,,,347.67,603.74,546.27,738.32,320.63,608.08,774.63,453.42,466.05,307.56,"Květinková, Prague - Žižkov",50.08943,14.49284,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,500","CZK 13,000",64768,2 bedroom,8/1/2022,2,Brick,,60 m²,Partly,Good,Personal,G,,1.0,229.48,2137.36,2210.54,3097.82,2253.09,2971.26,2346.56,2842.05,625.72,485.93,"Na Písku, Prague - Lochkov",50.0051454,14.3531764,,,,,1.0,,Standard,Complete,,,,,,
"CZK 12,000","CZK 2,800","CZK 30,000",727568,1 bedroom,10/1/2022,1,Brick,,33 m²,Fully furnished,Very good,,G,1.0,,227.47,1141.23,474.24,1264.41,200.28,322.42,459.85,430.37,518.28,374.12,Prague - Modřany,50.0013,14.40581,,,,,1.0,,,,,,,,,
"CZK 30,000","CZK 5,000","CZK 30,000",317585,5+1,8/1/2022,3,Brick,,170 m²,Unfurnished,,Personal,,1.0,,248.24,600.44,186.57,282.16,15.08,474.89,628.01,433.25,418.71,799.03,"Na Bělidle, Prague - Smíchov",50.0716447,14.4047214,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,100","CZK 56,000",531338,2+kk,9/1/2022,7,Other,,58 m²,Fully furnished,New-build,Personal,B,1.0,1.0,526.52,1305.66,502.06,706.42,450.77,916.53,1085.0,1044.12,523.95,204.39,"Sanderova, Prague - Holešovice",50.10506,14.45906,,1.0,Central,,1.0,,,,1.0,,,,,
"CZK 10,400",CZK 0,"CZK 5,000",531527,1 bedroom,8/15/2022,,Brick,,30 m²,Partly,,Personal,D,,,314.37,538.24,307.63,613.08,337.3,512.04,196.77,448.2,176.29,209.0,"K Jezeru, Prague - Háje",50.0353278,14.5334969,1.0,,,,1.0,,,,,,,,,
