Price,Fees,Refundable security deposit,Listing ID,Layout,Condition,Ownership,EPC,Floor space,Avaliable from,Floor,Building type,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Reconstruction,Fully furnished,Heating,Designe,Cellar,Balcony,Terrace,Enclosed balcony,Age,New-build,Parking,Garage,Domácí mazlíčci vítáni,Administrative fee,Plot type
"CZK 18,000","CZK 4,500","CZK 36,000",721846,2 bedroom,Good,,C,60 m²,6/10/2022,4,Brick,,202.17,846.71,692.34,1021.19,566.73,576.47,790.95,269.14,415.81,415.09,Prague - Smíchov,50.06923,14.39057,,Unfurnished,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",721852,1 bedroom,Very good,,C,42 m²,6/10/2022,5,Brick,,202.17,846.71,692.34,1021.19,566.73,576.47,790.95,269.14,415.81,415.09,Prague - Smíchov,50.06923,14.39057,,Unfurnished,,,,1.0,,,,,,,,,
"CZK 8,000","CZK 2,000","CZK 6,000",727953,Small studio,Good,,G,32 m²,7/30/2022,,Brick,,103.92,1299.2,272.44,2455.33,401.78,1390.21,295.46,1409.13,615.38,1136.64,Prague - Ruzyně,50.08359,14.31373,,Fully furnished,,,,,,,,,,,,,
"CZK 20,000","CZK 7,000","CZK 50,000",713206,3+1,Good,Personal,G,74 m²,8/1/2022,7,Prefab concrete,1.0,220.78,853.84,204.04,776.9,216.76,556.39,172.49,315.69,1046.02,330.3,"Španielova, Prague - Řepy",50.07059,14.30566,Exterior,Partly,Central,Standard,,1.0,,,10 to 30 years,,,,,,
"CZK 15,900","CZK 1,000","CZK 23,000",657552,2+kk,Very good,Personal,,50 m²,9/1/2022,3,Brick,1.0,17.57,739.23,73.61,650.68,225.68,691.96,414.44,312.88,539.86,293.39,"28. pluku, Prague - Vršovice",50.07087,14.46352,Complete,Partly,Gas boiler,Luxurious,,,,,Up to 10 years,,1.0,,,,
"CZK 47,000",CZK 0,"CZK 47,000",727246,3+1,Very good,,G,125 m²,7/25/2022,2,Brick,1.0,66.32,320.57,108.3,237.1,1.03,130.3,113.78,344.15,761.26,727.03,Prague - Vinohrady,50.07462,14.43711,,Unfurnished,,,,1.0,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 25,000",330808,Small studio,New-build,Personal,,30 m²,8/15/2022,5,Brick,1.0,110.78,797.57,156.52,1081.38,93.25,338.74,709.18,515.34,872.83,587.88,Prague - Smíchov,50.0608742,14.4012158,,Fully furnished,Central,,,,,,,1.0,,,,,
"CZK 34,500","CZK 5,300","CZK 30,000",645680,3+kk,Very good,Personal,G,115 m²,8/1/2022,4,Brick,1.0,190.95,235.12,96.7,283.2,110.07,489.18,216.25,650.71,482.61,282.83,"Petřínská, Prague - Malá Strana",50.079629,14.40591,Complete,Partly,Gas boiler,Luxurious,,,,1.0,10 to 30 years,,,,,,
"CZK 30,000",CZK 0,"CZK 30,000",727209,3+kk,Very good,,D,97 m²,7/25/2022,2,Brick,1.0,194.25,470.78,125.34,357.19,0,335.98,36.5,292.95,85.89,173.91,Prague - Vinohrady,50.07632,14.46809,,Partly,,,,1.0,,,,,,,,,
"CZK 11,800","CZK 2,800","CZK 14,600",591582,Studio,Very good,Personal,B,30 m²,8/1/2022,5,Prefab concrete,1.0,213.97,369.95,223.16,1168.25,554.11,469.59,177.3,348.66,701.23,48.38,"Mikulova, Prague - Chodov",50.030563,14.513792,Complete,Partly,Distance,Luxurious,,,,,,,,,,,
"CZK 23,000","CZK 6,000","CZK 23,000",727258,2+kk,New-build,,C,70 m²,8/1/2022,1,Brick,,69.13,755.89,49.61,140.13,153.35,220.66,324.03,642.92,796.73,299.24,"Na Pěšinách, Prague - Kobylisy",50.1250528,14.4573336,,Partly,,Luxurious,1.0,,1.0,,,1.0,,,,,
"CZK 31,900","CZK 3,900",CZK 123,727913,3+kk,New-build,Personal,B,110 m²,8/31/2022,3,Brick,,457.06,727.14,572.89,553.86,453.76,583.68,411.96,328.9,896.88,223.2,Prague - Vokovice,50.09894,14.35576,,Fully furnished,,,,1.0,1.0,1.0,,,,,,,
"CZK 14,900","CZK 2,500","CZK 30,000",533380,2 bedroom,,Personal,,40 m²,9/1/2022,4,Prefab concrete,1.0,233.76,1320.43,189.74,830.5,219.87,199.75,398.39,205.98,496.83,109.05,"Písečná, Prague - Troja",50.1243267,14.4416631,,,Distance,Standard,1.0,,,,,,,,,,
"CZK 29,800","CZK 5,000","CZK 34,800",685115,2+kk,New-build,Personal,B,50 m²,9/26/2022,4,Brick,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,,Fully furnished,,,,,,1.0,,,1.0,1.0,,,
"CZK 22,500","CZK 4,000","CZK 26,500",685106,Studio,New-build,Personal,B,33 m²,10/1/2022,5,Brick,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,,Fully furnished,,,,1.0,,,,,,,,,
"CZK 28,000",CZK 800,"CZK 28,000",628542,3+1,Very good,Personal,,102 m²,8/1/2022,1,Brick,,164.54,248.38,97.9,285.08,99.52,198.67,210.04,569.49,178.54,567.21,"Haškova, Prague - Holešovice",50.101033,14.428124,Interior,Partly,Electric boiler,,,,,,,,,,,,
"CZK 18,000","CZK 1,600","CZK 30,000",671891,2+kk,Very good,Personal,G,65 m²,10/1/2022,6,Brick,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,Complete,Unfurnished,Gas boiler,Standard,1.0,,,,Up to 10 years,,,,,,
"CZK 12,000","CZK 2,800","CZK 24,000",727148,2+kk,Very good,,A,44 m²,7/24/2022,4,Prefab concrete,1.0,114.7,964.27,37.54,119.66,361.73,387.54,399.61,636.7,983.52,193.56,Prague - Kobylisy,50.12429,14.45042,,Unfurnished,,,1.0,,,,,,,,,,
"CZK 14,000","CZK 2,000",CZK 2,727868,1 bedroom,Very good,,B,40 m²,8/15/2022,1,Prefab concrete,1.0,166.59,912.67,204.13,2110.26,695.17,925.0,511.63,529.34,811.55,242.96,Prague - Čimice,50.13583,14.43442,,Partly,,,,,,,,,1.0,,,,
"CZK 21,900","CZK 5,000","CZK 43,800",727861,2+kk,Very good,,,54 m²,8/15/2022,2,Brick,1.0,150.86,265.4,226.54,267.34,114.96,275.23,687.78,273.78,434.79,244.57,Prague - Dejvice,50.09941,14.39411,Complete,Partly,,Luxurious,,1.0,,,,,1.0,,,,
"CZK 22,990","CZK 3,357","CZK 26,347",727852,3+1,Very good,Personal,G,77 m²,8/21/2022,7,Other,1.0,174.96,636.7,262.4,501.46,166.13,315.17,658.03,322.96,191.93,142.09,"Na Topolce, Prague - Podolí",50.05858722222,14.42768027777,,Fully furnished,,,1.0,1.0,,,,,,,,"CZK 26,347",
"CZK 20,000","CZK 4,000",CZK 1,719872,2+kk,New-build,Personal,G,56 m²,8/1/2022,5,Other,1.0,638.17,1332.4,475.67,3919.9,394.79,654.64,1156.43,3342.61,1296.61,454.54,"Honzíkova, Prague - Dolní Měcholupy",50.06755,14.55466,,Fully furnished,Central,Luxurious,,,1.0,,Up to 10 years,1.0,1.0,1.0,,,
"CZK 20,000","CZK 6,020","CZK 20,000",494750,3+kk,,Personal,G,70 m²,9/3/2022,5,Brick,1.0,228.04,809.32,203.01,358.95,130.32,546.16,333.71,392.1,403.55,384.67,"Sevastopolská, Prague - Vršovice",50.0711439,14.448623,,Fully furnished,,Standard,,1.0,,,,,,,,,
"CZK 21,000","CZK 3,000","CZK 35,000",157460,2 bedroom,New-build,Cooperative,,70 m²,8/1/2022,3,Brick,,320.54,1200.06,178.03,1171.01,247.43,432.04,100.24,605.98,54.83,211.46,Prague - Libeň,50.1136507599,14.4678697476,Interior,Partly,Electric boiler,Luxurious,,1.0,,,,,,,,,
"CZK 17,000","CZK 4,800","CZK 17,000",726503,2 bedroom,Very good,Cooperative,,64 m²,7/19/2022,3,Brick,,77.26,1194.19,749.99,1186.85,601.55,675.04,515.47,826.4,1235.44,627.62,Prague - Braník,50.02706,14.41658,,Fully furnished,,Standard,,1.0,,,,,1.0,,,,
"CZK 21,000","CZK 3,320","CZK 21,000",727725,3+kk,Very good,,G,70 m²,7/28/2022,2,Brick,1.0,38.66,495.29,239.66,370.71,34.71,470.76,389.01,579.35,436.93,317.69,Prague - Podolí,50.05769,14.4233,,Partly,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 22,000",727701,2 bedroom,Very good,,B,54 m²,7/28/2022,2,Brick,1.0,103.04,284.96,132.08,107.67,160.16,174.62,316.4,825.43,245.24,418.02,Prague - Břevnov,50.08336,14.36169,,Partly,,,,,,,,,,,,,
"CZK 15,000","CZK 2,170","CZK 15,000",603985,2+kk,Very good,Personal,C,50 m²,7/25/2022,1,Brick,1.0,251.07,470.36,25.37,214.01,34.62,213.78,513.84,554.06,688.53,592.43,"Mečislavova, Prague - Nusle",50.063978,14.444161,,Unfurnished,Gas boiler,,1.0,,,,Up to 10 years,,,,,,
"CZK 15,500","CZK 3,000","CZK 31,000",376475,2+kk,Very good,Personal,C,48 m²,9/1/2022,3,Brick,,221.9,918.39,36.24,482.02,172.72,345.16,138.5,1120.63,395.68,182.95,"Křižíkova, Prague - Karlín",50.0940784,14.4587182,Complete,Partly,Electric boiler,Luxurious,1.0,,,,Over 50 years,,,,,,
"CZK 18,000","CZK 2,000","CZK 40,000",727658,Studio,New-build,,B,34 m²,7/28/2022,1,Brick,1.0,739.75,1224.14,1101.34,2535.62,847.06,1131.9,1049.47,1987.95,1793.56,1084.56,Prague - Libuš,50.01514,14.46293,,Fully furnished,,,,1.0,,,,1.0,1.0,,,,
"CZK 17,500","CZK 6,500","CZK 25,000",683853,2+kk,New-build,Personal,G,51 m²,9/1/2022,3,Brick,1.0,110.77,1250.55,479.28,1192.14,315.55,1100.88,1161.34,843.42,457.05,275.81,"Podle Náhonu, Prague - Záběhlice",50.05446,14.48328,,Fully furnished,Central,Standard,,1.0,,,10 to 30 years,,,1.0,,,
"CZK 13,000","CZK 2,000","CZK 13,000",727605,2+kk,Very good,,B,50 m²,7/27/2022,3,Prefab concrete,,,,,,,,,,,,Prague - Řepy,50.0662,14.30539,,Partly,,,,,,,,,,,,,
"CZK 50,000","CZK 3,000","CZK 50,000",727531,3+kk,Very good,,D,119 m²,7/27/2022,5,Brick,1.0,175.72,338.13,169.76,216.77,145.26,173.83,550.73,732.66,735.27,303.35,Prague - Michle,50.04836,14.44483,,Partly,,,1.0,1.0,,,,,1.0,,,,
"CZK 15,000",CZK 682,"CZK 31,400",727527,Studio,Good,Personal,E,32 m²,9/1/2022,2,Brick,1.0,132.93,1232.34,483.29,486.74,1.83,489.97,795.86,377.21,363.51,546.7,"5. května, Prague - Nusle",50.05624815,14.43716165,,Unfurnished,,,1.0,,,,,,,,,,
"CZK 18,000",CZK 500,"CZK 18,000",626006,2+kk,Very good,Personal,G,55 m²,9/1/2022,5,Prefab concrete,1.0,76.93,528.43,178.81,179.73,133.7,113.0,177.64,320.23,1283.78,202.91,"Petržílkova, Prague - Stodůlky",50.051678,14.346835,,Fully furnished,Distance,Standard,,,,,Up to 10 years,,,,,,
"CZK 16,000","CZK 3,000","CZK 30,000",723979,2+kk,Very good,,G,43 m²,8/1/2022,2,Prefab concrete,,48.94,489.66,470.17,469.03,473.72,493.7,621.22,340.84,333.46,231.81,Prague - Hostivař,50.0537,14.52209,Complete,Partly,,,,,,1.0,,,,,,,
"CZK 9,000","CZK 2,500","CZK 9,000",663090,Studio,New-build,Cooperative,G,23 m²,8/15/2022,1,Brick,,141.47,330.69,58.44,518.92,80.79,133.91,150.17,158.89,494.23,510.19,"Vítkova, Prague - Karlín",50.09184,14.44472,,Fully furnished,Electric boiler,,,,,,,,,,,,
"CZK 28,000","CZK 5,200","CZK 40,000",721561,3+1,Good,Personal,G,90 m²,9/1/2022,1,Brick,1.0,30.59,26.85,55.74,333.4,61.93,527.1,149.33,454.26,274.34,306.36,Prague - Malá Strana,50.08054,14.40442,,Partly,,,,,,,,,,,,,
"CZK 16,000","CZK 3,600","CZK 32,000",726066,3+1,Very good,Cooperative,G,75 m²,7/16/2022,2,Prefab concrete,1.0,130.26,1121.57,998.76,2397.06,420.37,503.84,551.51,1489.99,1494.54,519.15,Prague - Krč,50.01891,14.46412,Bathroom unit,Partly,Central,Standard,1.0,,,1.0,,,,,,,
"CZK 13,500","CZK 2,500","CZK 30,000",550330,2+kk,,Personal,,42 m²,,3,Prefab concrete,1.0,242.56,1283.58,39.67,1672.82,494.2,435.4,125.26,750.25,1717.67,116.76,"Zdiměřická, Prague - Chodov",50.0237252,14.5125064,,Fully furnished,Central,,1.0,,,,10 to 30 years,,,,,,
"CZK 9,908","CZK 3,092","CZK 13,000",727447,2+kk,Very good,,C,43 m²,11/1/2022,13,Prefab concrete,,226.8,225.28,132.05,2554.99,237.44,175.63,353.26,1610.6,1398.99,136.34,Prague - Ruzyně,50.09015,14.30737,,Partly,,,1.0,1.0,,,,,1.0,,,,
"CZK 12,000","CZK 2,500","CZK 24,000",727449,1 bedroom,Very good,,G,34 m²,7/26/2022,3,Prefab concrete,,403.45,610.12,157.56,652.81,656.3,665.73,280.41,201.74,428.28,179.26,Prague - Malešice,50.08297,14.49362,,Partly,,,,,,,,,,,,,
"CZK 14,000","CZK 3,800","CZK 14,000",727082,2+kk,Very good,Personal,G,55 m²,8/8/2022,,Brick,1.0,77.03,855.4,175.44,952.43,316.77,1015.68,523.19,375.07,662.71,305.77,Prague - Horní Měcholupy,50.04796,14.55711,,Fully furnished,Distance,Standard,1.0,,,,10 to 30 years,,,,,,
"CZK 18,000","CZK 5,000","CZK 18,000",727413,2 bedroom,,,G,70 m²,7/26/2022,3,Brick,,1478.51,2152.1,1779.95,2050.57,1884.71,2089.31,1389.09,1749.38,2849.26,1483.91,Prague - Uhříněves,50.04535,14.59727,,Partly,Electric boiler,,,,,,,,,,,,
"CZK 25,000","CZK 7,000","CZK 60,000",647143,3+kk,Very good,Personal,B,132 m²,11/1/2022,4,Brick,1.0,350.53,1025.36,769.55,1940.18,375.47,1811.77,2260.16,750.14,988.33,211.64,"Povltavská, Prague - Troja",50.1146126,14.4097123,Complete,Fully furnished,,,1.0,,,,10 to 30 years,,1.0,1.0,,,
"CZK 17,000","CZK 4,200","CZK 28,000",727289,Studio,New-build,,A,34 m²,7/25/2022,4,Prefab concrete,,121.95,424.33,6.13,164.1,52.73,237.74,510.42,855.9,382.8,470.95,Prague - Karlín,50.09425,14.45343,,Partly,,,1.0,,,,,,1.0,,,,
"CZK 20,000","CZK 5,000","CZK 35,000",246880,2+kk,Very good,Personal,G,46 m²,7/25/2022,4,Brick,1.0,257.45,760.85,123.2,458.17,77.48,535.84,178.01,325.94,425.8,276.39,"Ruská, Prague - Vršovice",50.0720317,14.454235,Complete,Fully furnished,,,,,,,,,,,,,
"CZK 25,000","CZK 5,800","CZK 50,000",727287,4+kk,Very good,,G,86 m²,8/16/2022,7,Prefab concrete,1.0,113.24,514.17,512.85,484.73,431.55,492.56,504.82,586.82,240.62,150.92,Prague - Stodůlky,50.04205,14.32824,Complete,Fully furnished,Central,,1.0,,,1.0,,,,,,,
"CZK 23,000",CZK 700,"CZK 44,000",485143,3+1,Very good,Personal,,91 m²,10/1/2022,1,Brick,,276.73,385.31,178.2,834.99,204.62,510.82,245.42,267.17,438.27,224.8,"Lužická, Prague - Vinohrady",50.073377,14.4447141,,Partly,,Luxurious,,,1.0,,Up to 10 years,,1.0,,,,
"CZK 19,900","CZK 1,500","CZK 19,900",670333,2 bedroom,Very good,Personal,G,75 m²,8/1/2022,4,Brick,,246.35,354.92,174.97,775.07,174.24,480.44,270.46,295.94,467.05,249.63,"Lužická, Prague - Vinohrady",50.07363,14.44447,Interior,Partly,Other,,1.0,1.0,,,,,1.0,,,,
"CZK 20,000","CZK 3,000","CZK 23,000",692176,Studio,New-build,Personal,B,24 m²,12/20/2022,1,Brick,1.0,205.66,530.83,108.66,270.37,118.21,197.26,382.84,474.36,641.06,689.01,"Tyršova, Prague - Nové Město",50.07306,14.43085,Complete,Fully furnished,Central,Luxurious,,,,,Up to 10 years,1.0,,,,,
"CZK 20,000","CZK 8,000","CZK 28,000",524714,Studio,Very good,Other,,80 m²,8/1/2022,2,Brick,1.0,158.6,380.48,136.82,86.78,19.96,155.0,397.71,846.53,114.09,372.45,"Václavské náměstí, Prague - Nové Město",50.0817465,14.4271892,,Fully furnished,,Luxurious,,,,,,,,,,,
"CZK 14,500",CZK 500,CZK 0,680857,1 bedroom,Very good,Personal,B,54 m²,9/1/2022,3,Brick,,37.28,312.06,75.47,51.29,124.04,158.51,418.03,312.53,756.43,86.38,"U Kavalírky, Prague - Košíře",50.0698,14.37188,,Partly,Gas boiler,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 34,000",665598,3+1,Very good,Personal,A,70 m²,9/1/2022,6,Prefab concrete,1.0,60.45,406.53,148.91,385.23,453.89,409.45,628.8,299.94,817.12,295.0,Prague - Lhotka,50.0231546,14.4388284,Complete,Partly,Distance,Standard,,,,1.0,,,1.0,,,,
"CZK 31,500","CZK 2,100","CZK 50,000",726497,3+1,Very good,,G,104 m²,8/1/2022,3,Brick,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,,Unfurnished,,,,,,,,,,,,,
"CZK 15,000","CZK 3,700","CZK 15,000",268449,1 bedroom,,Personal,D,42 m²,9/1/2022,2,Brick,,85.3,498.4,69.9,1055.48,125.73,52.65,854.53,766.24,831.73,643.11,"Pod Barvířkou, Prague - Smíchov",50.0619695,14.4048035,,Partly,,,1.0,,,,,,,,,,
"CZK 14,900","CZK 2,900","CZK 14,900",601414,Studio,Very good,Personal,C,29 m²,8/1/2022,5,Brick,1.0,29.34,388.62,90.03,502.38,93.43,641.07,105.62,195.39,244.78,263.61,"Újezd, Prague - Malá Strana",50.083932,14.404541,,,,,1.0,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 40,000",694123,2+kk,Good,Personal,G,70 m²,9/3/2022,1,Brick,,60.42,1840.66,197.43,1610.77,386.38,456.05,137.54,976.59,2262.09,339.11,"Vlkanovská, Prague - Újezd nad Lesy",50.07312,14.68295,Complete,Fully furnished,Geothermal,Standard,,1.0,,,10 to 30 years,,1.0,,,,
"CZK 20,000","CZK 6,000","CZK 26,000",727113,3+kk,New-build,,B,74 m²,9/15/2022,3,Brick,1.0,184.79,357.11,218.47,260.81,74.51,256.09,597.47,654.58,626.2,602.42,Prague - Nusle,50.06543,14.44301,,Partly,,,1.0,,,,,1.0,1.0,1.0,,,
"CZK 12,500","CZK 2,500","CZK 24,000",688369,Studio,New-build,Personal,B,29 m²,3/21/2022,5,Other,1.0,327.24,1058.72,192.25,983.82,640.72,476.83,558.28,434.87,1160.26,124.8,"Zakšínská, Prague - Střížkov",50.1303283,14.4935009,,Fully furnished,Distance,Standard,,1.0,,,Up to 10 years,1.0,1.0,1.0,,,
"CZK 14,999",CZK 700,"CZK 30,000",685883,Studio,Very good,Personal,G,50 m²,7/31/2022,4,Brick,,175.21,862.0,220.95,1145.81,157.68,357.89,773.62,579.78,937.26,579.52,"Nad Koulkou, Prague - Smíchov",50.06043,14.40088,,Partly,,,,,1.0,,,,1.0,,,,
"CZK 12,000","CZK 1,000","CZK 20,000",705768,Small studio,Very good,Personal,A,20 m²,3/1/2022,2,Prefab concrete,1.0,224.19,1024.43,478.96,1064.4,12.36,710.12,279.92,501.55,533.98,345.19,Prague - Hostivař,50.0482863,14.5243139,,Fully furnished,,,1.0,,,1.0,,,1.0,,,,
"CZK 7,000","CZK 1,500","CZK 8,500",690189,2+kk,Good,Cooperative,G,50 m²,8/1/2022,2,Prefab concrete,1.0,74.38,904.13,143.27,272.84,0,119.5,702.02,185.44,349.99,373.44,"Na Pankráci, Prague - Nusle",50.0593,14.43064,,Partly,,,,1.0,,,,,,,,,
"CZK 19,900",CZK 100,"CZK 19,900",726290,2+kk,Very good,,C,71 m²,8/1/2022,1,Brick,1.0,130.0,603.15,261.96,289.79,85.18,400.97,388.68,313.78,156.13,235.17,Prague - Vršovice,50.06882,14.46059,,Partly,,,1.0,1.0,,,,,1.0,,,,
"CZK 29,042","CZK 5,400","CZK 58,084",714221,2+kk,Very good,Personal,D,41 m²,8/1/2022,2,Brick,1.0,114.97,322.47,148.11,358.42,93.83,239.77,292.45,648.47,210.65,514.5,"Washingtonova, Prague - Nové Město",50.080715418652,14.431066350791,Complete,Fully furnished,Electric boiler,Standard,,,,,Over 50 years,,,,,,
"CZK 14,000","CZK 4,000","CZK 20,000",394340,2+kk,Good,Municipal,G,65 m²,8/1/2022,2,Brick,,105.15,1215.58,166.3,890.12,227.38,725.86,166.47,871.11,1155.37,702.24,Prague - Vysočany,50.101475364278,14.504168211143,,Fully furnished,Gas boiler,Standard,1.0,,,,Over 50 years,,1.0,,,,
"CZK 20,891","CZK 4,100","CZK 41,782",714225,Studio,Very good,Personal,D,27 m²,9/1/2022,5,Brick,1.0,135.82,343.32,168.96,378.88,114.68,260.62,313.3,627.62,231.5,535.35,"Washingtonova, Prague - Nové Město",50.080550474458,14.430927343016,Complete,Fully furnished,Electric boiler,Standard,,,,,Over 50 years,,,,,,
"CZK 13,000","CZK 2,228","CZK 25,000",714459,Studio,Very good,Personal,G,30 m²,8/15/2022,1,Brick,1.0,151.09,621.17,71.68,397.82,85.37,396.16,175.79,342.31,672.48,333.41,"Bulharská, Prague - Vršovice",50.07165,14.45777,Interior,Fully furnished,Central,Standard,,,,,,,,,,,
"CZK 13,500","CZK 2,500","CZK 16,000",727020,2+kk,Very good,,G,50 m²,7/23/2022,2,Brick,1.0,123.15,695.15,20.62,330.8,74.68,414.1,356.46,160.35,199.77,171.78,Prague - Nusle,50.06083,14.42666,,Partly,,,1.0,,,,,,,,,,
"CZK 16,000",CZK 700,"CZK 16,000",620655,3+kk,Very good,Personal,G,101 m²,9/1/2022,1,Brick,,100.37,279.0,89.95,238.18,11.52,52.47,275.27,287.65,628.68,296.42,"Ječná, Prague - Nové Město",50.075923,14.42155,,Partly,Gas boiler,Standard,,,,,,,,,,,
"CZK 30,000",CZK 0,"CZK 35,000",670901,3+1,Very good,Personal,C,86 m²,8/20/2022,5,Brick,1.0,42.06,109.28,108.48,117.56,60.75,316.65,338.04,399.4,594.48,747.7,"Italská, Prague - Vinohrady",50.07689,14.43564,Complete,Fully furnished,,Luxurious,,,,,,,,,,,
"CZK 9,995",CZK 1,"CZK 19,000",614674,Studio,New-build,Personal,A,45 m²,8/15/2022,3,Brick,,473.56,1254.32,605.44,1035.59,947.56,1156.68,545.39,574.88,1519.13,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,,Partly,,,,,,,,1.0,1.0,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",51458,Studio,,Personal,,32 m²,9/1/2022,3,Brick,1.0,373.29,594.25,405.29,546.15,231.64,662.61,486.14,444.54,304.31,615.44,"Na Kopečku, Prague - Libeň",50.0998089,14.4716108,,Fully furnished,,,,1.0,,,Up to 10 years,,,,,,
"CZK 20,000","CZK 5,952","CZK 20,000",726780,3+kk,Good,,C,64 m²,10/1/2022,4,Prefab concrete,1.0,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,,Fully furnished,,,1.0,1.0,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 15,000",726701,Small studio,Very good,,G,30 m²,7/20/2022,2,Brick,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,,Partly,,,1.0,,,,,,,,,,
"CZK 27,000","CZK 3,000","CZK 27,000",725907,1 bedroom,Very good,,G,27 m²,7/20/2022,3,Brick,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,Complete,Fully furnished,Central,Luxurious,,1.0,1.0,,,,,,,,
"CZK 16,500","CZK 5,500","CZK 16,500",581083,3+kk,Very good,Personal,G,56 m²,8/1/2022,4,Brick,,12.93,584.69,279.92,529.49,138.63,489.78,263.04,380.49,337.99,632.92,"Husitská, Prague - Žižkov",50.086617,14.447053,,Unfurnished,,,,,,,,,,,,,
"CZK 17,900","CZK 3,000","CZK 36,000",610315,2+kk,New-build,Personal,C,50 m²,8/1/2022,4,Brick,1.0,224.27,661.77,250.27,1036.34,270.86,440.41,130.68,352.96,1134.79,502.75,"Plzeňská, Prague - Košíře",50.070903,14.383151,,,Central,,1.0,,,,,,,1.0,,,
"CZK 23,000","CZK 3,000","CZK 46,000",725839,2+kk,New-build,,B,72 m²,7/14/2022,2,Low-energy,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,,Fully furnished,,,,,,,,1.0,1.0,,,,
"CZK 16,000","CZK 6,000","CZK 32,000",724498,2+kk,Very good,,B,43 m²,7/2/2022,1,Prefab concrete,1.0,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,,Fully furnished,,,,,,,,,,,,,
"CZK 12,500","CZK 3,650","CZK 15,000",633374,Small studio,Very good,Personal,D,24 m²,8/15/2022,1,Prefab concrete,1.0,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.126922,14.464589,,Partly,,,,,,,,,,,,,
"CZK 18,500","CZK 2,500","CZK 30,000",612997,2+kk,Very good,Personal,,43 m²,9/1/2022,2,Prefab concrete,,345.81,1564.53,580.73,1494.4,665.07,1339.74,266.38,953.97,2333.89,265.06,"Dolákova, Prague - Bohnice",50.134462,14.409814,Complete,Partly,Central,,1.0,,,,,,1.0,,,,
"CZK 15,500","CZK 3,000","CZK 14,500",715418,Studio,New-build,Personal,B,34 m²,5/23/2022,1,Other,1.0,221.33,600.7,232.39,1445.52,43.25,397.83,201.27,201.27,37.59,102.09,Prague - Chodov,50.0367596,14.5056446,,Partly,Gas boiler,Luxurious,,1.0,,,Up to 10 years,,,1.0,,,
"CZK 15,000",CZK 700,"CZK 15,000",606810,3+1,Very good,Personal,G,75 m²,9/1/2022,2,Brick,,207.69,482.27,84.36,438.85,95.84,148.6,275.64,425.8,739.88,517.15,Prague - Nové Město,50.07184,14.429817,,Partly,Gas boiler,Standard,,1.0,,,Over 50 years,,,,,,
"CZK 65,000","CZK 4,800","CZK 139,600",642265,3+kk,Very good,Personal,G,250 m²,7/11/2022,1,Brick,1.0,69.39,153.79,118.64,136.76,19.93,194.52,255.5,381.44,458.31,317.05,"Dělnická, Prague - Holešovice",50.103053,14.448298,,Partly,Gas boiler,Luxurious,1.0,1.0,1.0,,10 to 30 years,,1.0,1.0,,,
"CZK 8,500",CZK 0,"CZK 8,500",360494,5+1,,Cooperative,,10 m²,7/10/2022,3,Brick,,209.02,550.75,154.14,285.43,89.33,281.78,458.54,982.32,332.3,430.22,"Šaldova, Prague - Karlín",50.0949776,14.4544831,,Fully furnished,,,,1.0,,,,,,,,,
"CZK 19,000","CZK 3,000","CZK 40,000",721706,Studio,New-build,Personal,B,32 m²,9/13/2022,3,Brick,1.0,184.9,491.18,201.53,600.56,185.71,464.1,909.61,880.1,1116.52,293.82,Prague - Uhříněves,50.02854,14.59565,,Fully furnished,Electric boiler,Luxurious,1.0,,,1.0,Up to 10 years,1.0,,,,,
